year,temp_native_anom_range,species
2021,1.25918256746455,Acrocephalus bistrigiceps
2022,1.36785150993438,Acrocephalus bistrigiceps
2023,1.50139865896689,Acrocephalus bistrigiceps
2024,1.51714017811816,Acrocephalus bistrigiceps
2002,1.17134623314362,Acrocephalus tangorum
2003,1.06283088139723,Acrocephalus tangorum
2004,1.18315755922352,Acrocephalus tangorum
2005,1.18075099459425,Acrocephalus tangorum
2006,1.18374495739029,Acrocephalus tangorum
2007,1.5076562062959,Acrocephalus tangorum
2008,1.1380932461524,Acrocephalus tangorum
2009,0.797644095502505,Acrocephalus tangorum
2010,1.20246682273074,Acrocephalus tangorum
2011,0.786476870270875,Acrocephalus tangorum
2012,1.18638988917491,Acrocephalus tangorum
2013,1.10285595338836,Acrocephalus tangorum
2014,1.16747344952592,Acrocephalus tangorum
2015,1.0879192777664,Acrocephalus tangorum
2016,1.18237155657969,Acrocephalus tangorum
2017,1.438209763802,Acrocephalus tangorum
2018,0.826216356489393,Acrocephalus tangorum
2019,1.10249269932896,Acrocephalus tangorum
2020,1.16631304950052,Acrocephalus tangorum
2021,1.25918256746455,Acrocephalus tangorum
2022,1.36785150993438,Acrocephalus tangorum
2023,1.50139865896689,Acrocephalus tangorum
2024,1.51714017811816,Acrocephalus tangorum
2002,1.17134623314362,Aegithalos caudatus
2003,1.06283088139723,Aegithalos caudatus
2004,1.18315755922352,Aegithalos caudatus
2005,1.18075099459425,Aegithalos caudatus
2006,1.18374495739029,Aegithalos caudatus
2007,1.5076562062959,Aegithalos caudatus
2008,1.1380932461524,Aegithalos caudatus
2009,0.797644095502505,Aegithalos caudatus
2010,1.20246682273074,Aegithalos caudatus
2011,0.786476870270875,Aegithalos caudatus
2012,1.18638988917491,Aegithalos caudatus
2013,1.10285595338836,Aegithalos caudatus
2014,1.16747344952592,Aegithalos caudatus
2015,1.0879192777664,Aegithalos caudatus
2016,1.18237155657969,Aegithalos caudatus
2017,1.438209763802,Aegithalos caudatus
2018,0.826216356489393,Aegithalos caudatus
2019,1.10249269932896,Aegithalos caudatus
2020,1.16631304950052,Aegithalos caudatus
2021,1.25918256746455,Aegithalos caudatus
2022,1.36785150993438,Aegithalos caudatus
2023,1.50139865896689,Aegithalos caudatus
2024,1.51714017811816,Aegithalos caudatus
2002,1.17134623314362,Aegithalos concinnus
2003,1.06283088139723,Aegithalos concinnus
2004,1.18315755922352,Aegithalos concinnus
2005,1.18075099459425,Aegithalos concinnus
2006,1.18374495739029,Aegithalos concinnus
2007,1.5076562062959,Aegithalos concinnus
2008,1.1380932461524,Aegithalos concinnus
2009,0.797644095502505,Aegithalos concinnus
2010,1.20246682273074,Aegithalos concinnus
2011,0.786476870270875,Aegithalos concinnus
2012,1.18638988917491,Aegithalos concinnus
2013,1.10285595338836,Aegithalos concinnus
2014,1.16747344952592,Aegithalos concinnus
2015,1.0879192777664,Aegithalos concinnus
2016,1.18237155657969,Aegithalos concinnus
2017,1.438209763802,Aegithalos concinnus
2018,0.826216356489393,Aegithalos concinnus
2019,1.10249269932896,Aegithalos concinnus
2020,1.16631304950052,Aegithalos concinnus
2021,1.25918256746455,Aegithalos concinnus
2022,1.36785150993438,Aegithalos concinnus
2023,1.50139865896689,Aegithalos concinnus
2024,1.51714017811816,Aegithalos concinnus
2002,1.17134623314362,Aegithalos fuliginosus
2003,1.06283088139723,Aegithalos fuliginosus
2004,1.18315755922352,Aegithalos fuliginosus
2005,1.18075099459425,Aegithalos fuliginosus
2006,1.18374495739029,Aegithalos fuliginosus
2007,1.5076562062959,Aegithalos fuliginosus
2008,1.1380932461524,Aegithalos fuliginosus
2009,0.797644095502505,Aegithalos fuliginosus
2010,1.20246682273074,Aegithalos fuliginosus
2011,0.786476870270875,Aegithalos fuliginosus
2012,1.18638988917491,Aegithalos fuliginosus
2013,1.10285595338836,Aegithalos fuliginosus
2014,1.16747344952592,Aegithalos fuliginosus
2015,1.0879192777664,Aegithalos fuliginosus
2016,1.18237155657969,Aegithalos fuliginosus
2017,1.438209763802,Aegithalos fuliginosus
2018,0.826216356489393,Aegithalos fuliginosus
2019,1.10249269932896,Aegithalos fuliginosus
2020,1.16631304950052,Aegithalos fuliginosus
2021,1.25918256746455,Aegithalos fuliginosus
2022,1.36785150993438,Aegithalos fuliginosus
2023,1.50139865896689,Aegithalos fuliginosus
2024,1.51714017811816,Aegithalos fuliginosus
2002,1.17134623314362,Aerodramus brevirostris
2003,1.06283088139723,Aerodramus brevirostris
2004,1.18315755922352,Aerodramus brevirostris
2005,1.18075099459425,Aerodramus brevirostris
2006,1.18374495739029,Aerodramus brevirostris
2007,1.5076562062959,Aerodramus brevirostris
2008,1.1380932461524,Aerodramus brevirostris
2009,0.797644095502505,Aerodramus brevirostris
2010,1.20246682273074,Aerodramus brevirostris
2011,0.786476870270875,Aerodramus brevirostris
2012,1.18638988917491,Aerodramus brevirostris
2013,1.10285595338836,Aerodramus brevirostris
2014,1.16747344952592,Aerodramus brevirostris
2015,1.0879192777664,Aerodramus brevirostris
2016,1.18237155657969,Aerodramus brevirostris
2017,1.438209763802,Aerodramus brevirostris
2018,0.826216356489393,Aerodramus brevirostris
2019,1.10249269932896,Aerodramus brevirostris
2020,1.16631304950052,Aerodramus brevirostris
2021,1.25918256746455,Aerodramus brevirostris
2022,1.36785150993438,Aerodramus brevirostris
2023,1.50139865896689,Aerodramus brevirostris
2024,1.51714017811816,Aerodramus brevirostris
2002,1.17134623314362,Aethopyga christinae
2003,1.06283088139723,Aethopyga christinae
2004,1.18315755922352,Aethopyga christinae
2005,1.18075099459425,Aethopyga christinae
2006,1.18374495739029,Aethopyga christinae
2007,1.5076562062959,Aethopyga christinae
2008,1.1380932461524,Aethopyga christinae
2009,0.797644095502505,Aethopyga christinae
2010,1.20246682273074,Aethopyga christinae
2011,0.786476870270875,Aethopyga christinae
2012,1.18638988917491,Aethopyga christinae
2013,1.10285595338836,Aethopyga christinae
2014,1.16747344952592,Aethopyga christinae
2015,1.0879192777664,Aethopyga christinae
2016,1.18237155657969,Aethopyga christinae
2017,1.438209763802,Aethopyga christinae
2018,0.826216356489393,Aethopyga christinae
2019,1.10249269932896,Aethopyga christinae
2020,1.16631304950052,Aethopyga christinae
2021,1.25918256746455,Aethopyga christinae
2022,1.36785150993438,Aethopyga christinae
2023,1.50139865896689,Aethopyga christinae
2024,1.51714017811816,Aethopyga christinae
2002,1.17134623314362,Aix galericulata
2003,1.06283088139723,Aix galericulata
2004,1.18315755922352,Aix galericulata
2005,1.18075099459425,Aix galericulata
2006,1.18374495739029,Aix galericulata
2007,1.5076562062959,Aix galericulata
2008,1.1380932461524,Aix galericulata
2009,0.797644095502505,Aix galericulata
2010,1.20246682273074,Aix galericulata
2011,0.786476870270875,Aix galericulata
2012,1.18638988917491,Aix galericulata
2013,1.10285595338836,Aix galericulata
2014,1.16747344952592,Aix galericulata
2015,1.0879192777664,Aix galericulata
2016,1.18237155657969,Aix galericulata
2017,1.438209763802,Aix galericulata
2018,0.826216356489393,Aix galericulata
2019,1.10249269932896,Aix galericulata
2020,1.16631304950052,Aix galericulata
2021,1.25918256746455,Aix galericulata
2022,1.36785150993438,Aix galericulata
2023,1.50139865896689,Aix galericulata
2024,1.51714017811816,Aix galericulata
2002,1.17134623314362,Alauda gulgula
2003,1.06283088139723,Alauda gulgula
2004,1.18315755922352,Alauda gulgula
2005,1.18075099459425,Alauda gulgula
2006,1.18374495739029,Alauda gulgula
2007,1.5076562062959,Alauda gulgula
2008,1.1380932461524,Alauda gulgula
2009,0.797644095502505,Alauda gulgula
2010,1.20246682273074,Alauda gulgula
2011,0.786476870270875,Alauda gulgula
2012,1.18638988917491,Alauda gulgula
2013,1.10285595338836,Alauda gulgula
2014,1.16747344952592,Alauda gulgula
2015,1.0879192777664,Alauda gulgula
2016,1.18237155657969,Alauda gulgula
2017,1.438209763802,Alauda gulgula
2018,0.826216356489393,Alauda gulgula
2019,1.10249269932896,Alauda gulgula
2020,1.16631304950052,Alauda gulgula
2021,1.25918256746455,Alauda gulgula
2022,1.36785150993438,Alauda gulgula
2023,1.50139865896689,Alauda gulgula
2024,1.51714017811816,Alauda gulgula
2002,1.17134623314362,Alcedo hercules
2003,1.06283088139723,Alcedo hercules
2004,1.18315755922352,Alcedo hercules
2005,1.18075099459425,Alcedo hercules
2006,1.18374495739029,Alcedo hercules
2007,1.5076562062959,Alcedo hercules
2008,1.1380932461524,Alcedo hercules
2009,0.797644095502505,Alcedo hercules
2010,1.20246682273074,Alcedo hercules
2011,0.786476870270875,Alcedo hercules
2012,1.18638988917491,Alcedo hercules
2013,1.10285595338836,Alcedo hercules
2014,1.16747344952592,Alcedo hercules
2015,1.0879192777664,Alcedo hercules
2016,1.18237155657969,Alcedo hercules
2017,1.438209763802,Alcedo hercules
2018,0.826216356489393,Alcedo hercules
2019,1.10249269932896,Alcedo hercules
2020,1.16631304950052,Alcedo hercules
2021,1.25918256746455,Alcedo hercules
2022,1.36785150993438,Alcedo hercules
2023,1.50139865896689,Alcedo hercules
2024,1.51714017811816,Alcedo hercules
2002,1.17134623314362,Alcippe morrisonia
2003,1.06283088139723,Alcippe morrisonia
2004,1.18315755922352,Alcippe morrisonia
2005,1.18075099459425,Alcippe morrisonia
2006,1.18374495739029,Alcippe morrisonia
2007,1.5076562062959,Alcippe morrisonia
2008,1.1380932461524,Alcippe morrisonia
2009,0.797644095502505,Alcippe morrisonia
2010,1.20246682273074,Alcippe morrisonia
2011,0.786476870270875,Alcippe morrisonia
2012,1.18638988917491,Alcippe morrisonia
2013,1.10285595338836,Alcippe morrisonia
2014,1.16747344952592,Alcippe morrisonia
2015,1.0879192777664,Alcippe morrisonia
2016,1.18237155657969,Alcippe morrisonia
2017,1.438209763802,Alcippe morrisonia
2018,0.826216356489393,Alcippe morrisonia
2019,1.10249269932896,Alcippe morrisonia
2020,1.16631304950052,Alcippe morrisonia
2021,1.25918256746455,Alcippe morrisonia
2022,1.36785150993438,Alcippe morrisonia
2023,1.50139865896689,Alcippe morrisonia
2024,1.51714017811816,Alcippe morrisonia
2002,1.17134623314362,Anastomus oscitans
2003,1.06283088139723,Anastomus oscitans
2004,1.18315755922352,Anastomus oscitans
2005,1.18075099459425,Anastomus oscitans
2006,1.18374495739029,Anastomus oscitans
2007,1.5076562062959,Anastomus oscitans
2008,1.1380932461524,Anastomus oscitans
2009,0.797644095502505,Anastomus oscitans
2010,1.20246682273074,Anastomus oscitans
2011,0.786476870270875,Anastomus oscitans
2012,1.18638988917491,Anastomus oscitans
2013,1.10285595338836,Anastomus oscitans
2014,1.16747344952592,Anastomus oscitans
2015,1.0879192777664,Anastomus oscitans
2016,1.18237155657969,Anastomus oscitans
2017,1.438209763802,Anastomus oscitans
2018,0.826216356489393,Anastomus oscitans
2019,1.10249269932896,Anastomus oscitans
2020,1.16631304950052,Anastomus oscitans
2021,1.25918256746455,Anastomus oscitans
2022,1.36785150993438,Anastomus oscitans
2023,1.50139865896689,Anastomus oscitans
2024,1.51714017811816,Anastomus oscitans
2002,1.17134623314362,Anser anser
2003,1.06283088139723,Anser anser
2004,1.18315755922352,Anser anser
2005,1.18075099459425,Anser anser
2006,1.18374495739029,Anser anser
2007,1.5076562062959,Anser anser
2008,1.1380932461524,Anser anser
2009,0.797644095502505,Anser anser
2010,1.20246682273074,Anser anser
2011,0.786476870270875,Anser anser
2012,1.18638988917491,Anser anser
2013,1.10285595338836,Anser anser
2014,1.16747344952592,Anser anser
2015,1.0879192777664,Anser anser
2016,1.18237155657969,Anser anser
2017,1.438209763802,Anser anser
2018,0.826216356489393,Anser anser
2019,1.10249269932896,Anser anser
2020,1.16631304950052,Anser anser
2021,1.25918256746455,Anser anser
2022,1.36785150993438,Anser anser
2023,1.50139865896689,Anser anser
2024,1.51714017811816,Anser anser
2002,1.17134623314362,Anser indicus
2003,1.06283088139723,Anser indicus
2004,1.18315755922352,Anser indicus
2005,1.18075099459425,Anser indicus
2006,1.18374495739029,Anser indicus
2007,1.5076562062959,Anser indicus
2008,1.1380932461524,Anser indicus
2009,0.797644095502505,Anser indicus
2010,1.20246682273074,Anser indicus
2011,0.786476870270875,Anser indicus
2012,1.18638988917491,Anser indicus
2013,1.10285595338836,Anser indicus
2014,1.16747344952592,Anser indicus
2015,1.0879192777664,Anser indicus
2016,1.18237155657969,Anser indicus
2017,1.438209763802,Anser indicus
2018,0.826216356489393,Anser indicus
2019,1.10249269932896,Anser indicus
2020,1.16631304950052,Anser indicus
2021,1.25918256746455,Anser indicus
2022,1.36785150993438,Anser indicus
2023,1.50139865896689,Anser indicus
2024,1.51714017811816,Anser indicus
2002,1.17134623314362,Anthus godlewskii
2003,1.06283088139723,Anthus godlewskii
2004,1.18315755922352,Anthus godlewskii
2005,1.18075099459425,Anthus godlewskii
2006,1.18374495739029,Anthus godlewskii
2007,1.5076562062959,Anthus godlewskii
2008,1.1380932461524,Anthus godlewskii
2009,0.797644095502505,Anthus godlewskii
2010,1.20246682273074,Anthus godlewskii
2011,0.786476870270875,Anthus godlewskii
2012,1.18638988917491,Anthus godlewskii
2013,1.10285595338836,Anthus godlewskii
2014,1.16747344952592,Anthus godlewskii
2015,1.0879192777664,Anthus godlewskii
2016,1.18237155657969,Anthus godlewskii
2017,1.438209763802,Anthus godlewskii
2018,0.826216356489393,Anthus godlewskii
2019,1.10249269932896,Anthus godlewskii
2020,1.16631304950052,Anthus godlewskii
2021,1.25918256746455,Anthus godlewskii
2022,1.36785150993438,Anthus godlewskii
2023,1.50139865896689,Anthus godlewskii
2024,1.51714017811816,Anthus godlewskii
2002,1.17134623314362,Anthus gustavi
2003,1.06283088139723,Anthus gustavi
2004,1.18315755922352,Anthus gustavi
2005,1.18075099459425,Anthus gustavi
2006,1.18374495739029,Anthus gustavi
2007,1.5076562062959,Anthus gustavi
2008,1.1380932461524,Anthus gustavi
2009,0.797644095502505,Anthus gustavi
2010,1.20246682273074,Anthus gustavi
2011,0.786476870270875,Anthus gustavi
2012,1.18638988917491,Anthus gustavi
2013,1.10285595338836,Anthus gustavi
2014,1.16747344952592,Anthus gustavi
2015,1.0879192777664,Anthus gustavi
2016,1.18237155657969,Anthus gustavi
2017,1.438209763802,Anthus gustavi
2018,0.826216356489393,Anthus gustavi
2019,1.10249269932896,Anthus gustavi
2020,1.16631304950052,Anthus gustavi
2021,1.25918256746455,Anthus gustavi
2022,1.36785150993438,Anthus gustavi
2023,1.50139865896689,Anthus gustavi
2024,1.51714017811816,Anthus gustavi
2002,1.17134623314362,Anthus roseatus
2003,1.06283088139723,Anthus roseatus
2004,1.18315755922352,Anthus roseatus
2005,1.18075099459425,Anthus roseatus
2006,1.18374495739029,Anthus roseatus
2007,1.5076562062959,Anthus roseatus
2008,1.1380932461524,Anthus roseatus
2009,0.797644095502505,Anthus roseatus
2010,1.20246682273074,Anthus roseatus
2011,0.786476870270875,Anthus roseatus
2012,1.18638988917491,Anthus roseatus
2013,1.10285595338836,Anthus roseatus
2014,1.16747344952592,Anthus roseatus
2015,1.0879192777664,Anthus roseatus
2016,1.18237155657969,Anthus roseatus
2017,1.438209763802,Anthus roseatus
2018,0.826216356489393,Anthus roseatus
2019,1.10249269932896,Anthus roseatus
2020,1.16631304950052,Anthus roseatus
2021,1.25918256746455,Anthus roseatus
2022,1.36785150993438,Anthus roseatus
2023,1.50139865896689,Anthus roseatus
2024,1.51714017811816,Anthus roseatus
2002,1.17134623314362,Anthus trivialis
2003,1.06283088139723,Anthus trivialis
2004,1.18315755922352,Anthus trivialis
2005,1.18075099459425,Anthus trivialis
2006,1.18374495739029,Anthus trivialis
2007,1.5076562062959,Anthus trivialis
2008,1.1380932461524,Anthus trivialis
2009,0.797644095502505,Anthus trivialis
2010,1.20246682273074,Anthus trivialis
2011,0.786476870270875,Anthus trivialis
2012,1.18638988917491,Anthus trivialis
2013,1.10285595338836,Anthus trivialis
2014,1.16747344952592,Anthus trivialis
2015,1.0879192777664,Anthus trivialis
2016,1.18237155657969,Anthus trivialis
2017,1.438209763802,Anthus trivialis
2018,0.826216356489393,Anthus trivialis
2019,1.10249269932896,Anthus trivialis
2020,1.16631304950052,Anthus trivialis
2021,1.25918256746455,Anthus trivialis
2022,1.36785150993438,Anthus trivialis
2023,1.50139865896689,Anthus trivialis
2024,1.51714017811816,Anthus trivialis
2002,1.17134623314362,Aquila heliaca
2003,1.06283088139723,Aquila heliaca
2004,1.18315755922352,Aquila heliaca
2005,1.18075099459425,Aquila heliaca
2006,1.18374495739029,Aquila heliaca
2007,1.5076562062959,Aquila heliaca
2008,1.1380932461524,Aquila heliaca
2009,0.797644095502505,Aquila heliaca
2010,1.20246682273074,Aquila heliaca
2011,0.786476870270875,Aquila heliaca
2012,1.18638988917491,Aquila heliaca
2013,1.10285595338836,Aquila heliaca
2014,1.16747344952592,Aquila heliaca
2015,1.0879192777664,Aquila heliaca
2016,1.18237155657969,Aquila heliaca
2017,1.438209763802,Aquila heliaca
2018,0.826216356489393,Aquila heliaca
2019,1.10249269932896,Aquila heliaca
2020,1.16631304950052,Aquila heliaca
2021,1.25918256746455,Aquila heliaca
2022,1.36785150993438,Aquila heliaca
2023,1.50139865896689,Aquila heliaca
2024,1.51714017811816,Aquila heliaca
2002,1.17134623314362,Ardea intermedia
2003,1.06283088139723,Ardea intermedia
2004,1.18315755922352,Ardea intermedia
2005,1.18075099459425,Ardea intermedia
2006,1.18374495739029,Ardea intermedia
2007,1.5076562062959,Ardea intermedia
2008,1.1380932461524,Ardea intermedia
2009,0.797644095502505,Ardea intermedia
2010,1.20246682273074,Ardea intermedia
2011,0.786476870270875,Ardea intermedia
2012,1.18638988917491,Ardea intermedia
2013,1.10285595338836,Ardea intermedia
2014,1.16747344952592,Ardea intermedia
2015,1.0879192777664,Ardea intermedia
2016,1.18237155657969,Ardea intermedia
2017,1.438209763802,Ardea intermedia
2018,0.826216356489393,Ardea intermedia
2019,1.10249269932896,Ardea intermedia
2020,1.16631304950052,Ardea intermedia
2021,1.25918256746455,Ardea intermedia
2022,1.36785150993438,Ardea intermedia
2023,1.50139865896689,Ardea intermedia
2024,1.51714017811816,Ardea intermedia
2002,1.17134623314362,Ardea purpurea
2003,1.06283088139723,Ardea purpurea
2004,1.18315755922352,Ardea purpurea
2005,1.18075099459425,Ardea purpurea
2006,1.18374495739029,Ardea purpurea
2007,1.5076562062959,Ardea purpurea
2008,1.1380932461524,Ardea purpurea
2009,0.797644095502505,Ardea purpurea
2010,1.20246682273074,Ardea purpurea
2011,0.786476870270875,Ardea purpurea
2012,1.18638988917491,Ardea purpurea
2013,1.10285595338836,Ardea purpurea
2014,1.16747344952592,Ardea purpurea
2015,1.0879192777664,Ardea purpurea
2016,1.18237155657969,Ardea purpurea
2017,1.438209763802,Ardea purpurea
2018,0.826216356489393,Ardea purpurea
2019,1.10249269932896,Ardea purpurea
2020,1.16631304950052,Ardea purpurea
2021,1.25918256746455,Ardea purpurea
2022,1.36785150993438,Ardea purpurea
2023,1.50139865896689,Ardea purpurea
2024,1.51714017811816,Ardea purpurea
2002,1.17134623314362,Ardenna pacifica
2003,1.06283088139723,Ardenna pacifica
2004,1.18315755922352,Ardenna pacifica
2005,1.18075099459425,Ardenna pacifica
2006,1.18374495739029,Ardenna pacifica
2007,1.5076562062959,Ardenna pacifica
2008,1.1380932461524,Ardenna pacifica
2009,0.797644095502505,Ardenna pacifica
2010,1.20246682273074,Ardenna pacifica
2011,0.786476870270875,Ardenna pacifica
2012,1.18638988917491,Ardenna pacifica
2013,1.10285595338836,Ardenna pacifica
2014,1.16747344952592,Ardenna pacifica
2015,1.0879192777664,Ardenna pacifica
2016,1.18237155657969,Ardenna pacifica
2017,1.438209763802,Ardenna pacifica
2018,0.826216356489393,Ardenna pacifica
2019,1.10249269932896,Ardenna pacifica
2020,1.16631304950052,Ardenna pacifica
2021,1.25918256746455,Ardenna pacifica
2022,1.36785150993438,Ardenna pacifica
