species,bio1_native,bio12_native
Ixobrychus cinnamomeus,0.813093985864562,-93.4918801774238
Lanius sphenocercus,1.25992482325812,62.2706275674463
Larus relictus,1.25000889922598,-4.0260450465548
Lophotriorchis kienerii,0.710435894353729,-176.472709751566
Mareca falcata,1.58517492615471,23.763270641152
Monticola solitarius,1.10954451936793,-9.90131147836166
Oxyura leucocephala,1.41805556359357,-3.27975492712596
Phylloscopus emeiensis,0.827708914166406,-39.5397120884488
Picus chlorolophus,0.744549376487385,-23.9070138799975
Pteruthius rufiventer,0.632080781733926,-160.979459097953
Saxicola ferreus,0.798791541134031,-63.159857929194
Sitta formosa,0.892270688813866,-267.214557685593
Sturnia sinensis,0.935569523563913,16.2592550833419
Turdus viscivorus,1.67350849350858,33.4105356912731
Vanellus indicus,0.736443549484431,61.3298707440381
Zosterops erythropleurus,1.09711105914503,85.5194835686512
Acrocephalus tangorum,1.41736505140962,62.2888235881583
Aegithalos caudatus,2.02528946726282,34.0190444993216
Aegithalos concinnus,1.0651307742108,20.9213079301082
Aquila fasciata,0.819688076110255,27.3487865969219
Cyornis glaucicomans,1.00535378644601,62.1902609187247
Ficedula superciliaris,0.510835329612577,25.2121750283142
Gallicrex cinerea,0.689940456717242,105.118578625992
Gelochelidon nilotica,1.31751788665757,-17.3735641603039
Harpactes wardi,0.617214036957524,-2.49677631692725
Hypothymis azurea,0.588943116479726,100.841505819713
Ixobrychus minutus,1.69863312813487,-11.7230584518837
Larvivora brunnea,0.535126524713374,27.4628239023841
Panurus biarmicus,1.57685161535948,24.9115601355141
Pericrocotus divaricatus,1.24532071870639,158.915202843998
Phoenicurus erythronotus,1.57709849163625,43.6327756889908
Pomatorhinus superciliaris,0.515776665456233,-14.454337660728
Tarsiger chrysaeus,0.744806919981085,13.061163897381
Tephrodornis virgatus,0.698292806962481,76.5839622632839
Anthus roseatus,1.02773031104502,38.5010005132369
Aquila heliaca,1.69510030071275,20.6134604017826
Calliope obscura,1.00413326299706,313.578896664994
Cettia castaneocoronata,0.852199741098753,-41.1424626194946
Chlidonias niger,1.10352727917273,-0.214294017672557
