species,province,longitude,latitude,grid_id,pub_year,dist_to_grid
Branta bernicla,Henan,112.66,34.84,426,2020,0.429916092661008
Branta canadensis,Heilongjiang,124.39,47.03,887,2024,0.543442786376938
Branta canadensis,Liaoning,123.8,39.83,695,2022,0.597672507547923
Branta canadensis,Tianjin,117.43,39.26,616,2017,0.404089179170537
Branta canadensis,Zhejiang,120.71,30.2,246,2019,0.608063099115549
Branta hutchinsii,Hebei,118.33,39.24,654,2025,0.595407026706094
Branta hutchinsii,Hubei,114.15,30.75,239,2016,0.546725382679026
Branta leucopsis,Jilin,122.3,45,833,2019,0.38608845906667
Branta ruficollis,Hebei,115.61,37.67,539,2021,0.263837195910981
Branta ruficollis,Henan,112.78,35,426,2008,0.306857144892503
Branta ruficollis,Sichuan,104.22,31.01,230,2011,0.25517624608872
Branta ruficollis,Xinjiang,83.57,45.95,862,2024,0.452829490280395
Clangula hyemalis,Gansu,40.15,40.15,735,2008,33.8558701613495
Clangula hyemalis,Hubei,112.17,31.95,309,2024,0.585095594514146
Clangula hyemalis,Jiangsu,119.35,35.07,468,2010,0.648420239925171
Clangula hyemalis,Jiangxi,117.09,28.03,173,2018,0.584865084142266
Clangula hyemalis,Ningxia,106.78,37.75,531,2022,0.354409976553292
Clangula hyemalis,Shandong,117.64,37.23,541,2014,0.297129805209675
Clangula hyemalis,Yunnan,100.13,25.88,83,2018,0.317705328555402
Cygnus columbianus,Yunnan,100.2,26.58,83,2011,0.396747696298231
Cygnus cygnus,Guangxi,108.16,21.58,8,2017,0.144935616599309
Cygnus olor,Jilin,122.55,44.96,833,2010,0.610940894559115
Cygnus olor,Shaanxi,107.66,34.31,383,2016,0.183155856964307
Dendrocygna javanica,Guizhou,106.65,26.51,89,2021,0.462923922744152
Histrionicus histrionicus,Beijing,116.4,39.98,652,2017,0.369665134315962
Histrionicus histrionicus,Jiangsu,120.85,33.12,395,2022,0.303768959133178
Histrionicus histrionicus,Inner Mongolia,118.72,44.22,812,2014,0.528556069250033
Mareca americana,Jilin,122.35,45.05,833,2007,0.453510837044961
Mareca falcata,Gansu,101.65,37.98,527,2019,0.233616415627352
Mareca falcata,Xinjiang,87.63,44.18,800,2023,0.306869805650874
Melanitta fusca,Guangdong,113.75,22.53,38,2025,0.709502950620123
Melanitta fusca,Henan,112.53,34.88,426,2025,0.552206154025806
Melanitta fusca,Shanghai,121.94,30.91,318,2021,0.790133453574634
Melanitta stejnegeri,Guizhou,105.7,28.52,132,2025,0.629785608628531
Melanitta stejnegeri,Shaanxi,109.04,32.71,306,2017,0.580116506367702
Mergus serrator,Guizhou,106.48,26.44,89,2024,0.281626432452159
Mergus serrator,Hunan,114.13,28.17,141,2022,0.579956273695139
Mergus serrator,Shaanxi,109.17,33.42,346,2017,0.473049593828844
Mergus serrator,Yunnan,103.3,23.59,27,2017,0.0294532609014344
Netta rufina,Anhui,117.93,33.22,393,2017,0.630638297570357
Netta rufina,Jilin,125.35,43.88,817,2023,0.433966693076469
Netta rufina,Liaoning,123.02,39.66,695,2022,0.55364064070827
Netta rufina,Shanghai,121.9,31.05,318,2018,0.674186972808564
Oxyura leucocephala,Shaanxi,109.54,34.81,423,2019,0.356207578577085
Oxyura leucocephala,Sichuan,104.81,31.37,267,2022,0.528075119675715
Sibirionetta formosa,Tibet,91.42,29.83,218,2025,0.224778263930005
Gracupica nigricollis,Anhui,117.22,30.37,242,2010,0.431022725878084
Hirundapus caudacutus,Hunan,110.65,30.07,200,2014,0.370350869353003
Caprimulgus macrurus,Guizhou,106.8,26.54,90,2019,0.530397308008091
Hemiprocne coronata,Inner Mongolia,120.72,51.28,928,2018,0.164221131394365
Brachyramphus perdix,Jiangsu,119.62,34.87,432,2016,0.550370620428991
Synthliboramphus antiquus,Hainan,110.59,19.97,4,2006,0.337029191878275
Burhinus indicus,Tibet,95.3,29.33,185,2025,0.491969519306691
Charadrius asiaticus,Hubei,94.33,39.95,634,2001,0.253281540654536
Charadrius atrifrons,Guizhou,106.63,26.63,89,2024,0.517945103085831
Charadrius atrifrons,Yunnan,103.32,27.44,106,2025,0.288552542388035
Charadrius dealbatus,Jiangxi,115.82,29.69,205,2024,0.342000393226431
Charadrius hiaticula,Jiangsu,120.81,31.9,317,2018,0.627918102502354
Charadrius hiaticula,Xinjiang,86.75,47.75,878,2010,0.355673782701349
Charadrius hiaticula,Yunnan,103.3,23.57,27,2021,0.0152670867860232
Charadrius hiaticula,Zhejiang,121.27,30.39,246,2019,0.778386165760824
Charadrius mongolus,Shaanxi,109.25,34.62,385,2021,0.592060727810186
Charadrius mongolus,Shaanxi,107.53,33.61,344,2020,0.225673238642578
Charadrius mongolus,Yunnan,103.3,23.59,27,2013,0.0294532609014344
Charadrius placidus,Hainan,108.94,18.09,1,2006,0.837209425354861
Charadrius veredus,Hainan,110.79,19.54,4,2006,0.22535599896266
Charadrius veredus,Jilin,122.96,46.05,855,2010,0.691409253331559
Charadrius veredus,Xinjiang,90.8,43.9,803,2010,0.68031308542807
Charadrius veredus,Yunnan,101.82,24.03,45,2024,0.625739906964871
Pluvialis apricaria,Shandong,117.94,38.23,580,2021,0.211659784584823
Vanellus cinereus,Hainan,110.12,19,2,2006,0.275111658028716
Vanellus indicus,Chongqing,106.68,29.74,196,2019,0.397673949400004
Vanellus leucurus,Xinjiang,77.12,38.43,657,2012,0.186990985603202
Vanellus vanellus,Hainan,110.59,19.97,4,2006,0.337029191878275
Glareola lactea,Guangxi,108.28,22.85,17,2025,0.271819616566455
Glareola lactea,Hainan,110.17,20.06,3,2019,0.359048867039993
Ibidorhyncha struthersii,Anhui,116.49,30.66,242,2023,0.611667492060123
Hydrophasianus chirurgus,Gansu,107.92,35.5,421,2023,0.529248020914805
Hydrophasianus chirurgus,Liaoning,122.92,41.74,763,2024,0.491822625338712
Hydrophasianus chirurgus,Tianjin,117.32,39.12,616,2015,0.250595263893084
Hydrophasianus chirurgus,Yunnan,98.53,24.4,41,2025,0.213849862150336
Anous stolidus,Anhui,118.73,30.6,280,2024,0.402895016975777
Anous stolidus,Jiangsu,120.62,31.76,317,2020,0.392677706033389
Chlidonias leucopterus,Yunnan,102.69,24.81,45,2008,0.542728977774253
Chlidonias niger,Gansu,100.47,39.99,639,2022,0.439713853009681
Chlidonias niger,Hubei,114.41,30.45,240,2021,0.354534653096736
Larus brunnicephalus,Fujian,118.59,24.57,81,2024,0.49326636158758
Larus genei,Fujian,118.57,24.4,81,2024,0.511841919362381
Larus genei,Jiangxi,116.3,29.3,206,2022,0.420206988383015
Gelochelidon nilotica,Hubei,114.36,30.65,240,2021,0.490619834480222
Gelochelidon nilotica,Hunan,113.24,28.18,140,2020,0.45564150081903
Gygis alba,Fujian,119.74,25.61,122,2006,0.752767001574769
Hydrocoloeus minutus,Zhejiang,119.95,28.48,209,2017,0.461464784865061
Hydroprogne caspia,Hubei,114.47,30.71,240,2021,0.453691762405761
Hydroprogne caspia,Ningxia,105.12,37.58,530,2024,0.312870640577944
Hydroprogne caspia,Yunnan,102.64,25,65,2005,0.520039273869896
Larus ichthyaetus,Anhui,117.02,30.85,278,2025,0.200959376498063
Larus ichthyaetus,Liaoning,121.67,39.11,655,2014,0.3995026227951
Larus relictus,Ningxia,106.77,37.72,531,2019,0.353856559472402
Larus argentatus,Tibet,91.11,29.68,218,2025,0.561470139939221
Larus canus,Tibet,91.16,29.9,218,2025,0.428031001486324
Larus crassirostris,Hainan,109.69,19.91,3,2006,0.247969269087876
Larus fuscus,Hubei,114.12,30.33,239,2022,0.43145149972763
Larus fuscus,Inner Mongolia,100.69,42.42,718,2023,0.37482888067632
Larus fuscus,Tibet,91.08,29.92,218,2018,0.503407515203124
Larus glaucescens,Inner Mongolia,112.69,40.55,649,2018,0.335192763524557
Larus glaucescens,Shanghai,121.49,31.24,318,2018,0.236466063220035
Larus hyperboreus,Gansu,103.88,36.08,455,2025,0.263229477096227
Larus hyperboreus,Shanxi,111.5,37.8,535,2020,0.450876142271525
Larus hyperboreus,Tibet,91.84,30.03,218,2015,0.264535577455183
Onychoprion aleuticus,Fujian,117.67,23.78,60,2009,0.671282039970247
Onychoprion aleuticus,Jiangsu,120.85,31.82,317,2025,0.624674545789435
Onychoprion aleuticus,Shandong,120.81,36.2,505,2019,0.788628469251433
Onychoprion aleuticus,Zhejiang,120.7,27.14,176,2021,0.758391303233286
Onychoprion anaethetus,Guangxi,109.2,20.92,9,2013,0.772781587755266
Onychoprion anaethetus,Jiangsu,120.82,31.87,317,2025,0.620866615418197
Onychoprion anaethetus,Shandong,120.68,36.01,505,2019,0.652110631933779
Onychoprion anaethetus,Yunnan,103.16,23.35,27,2024,0.248409439990541
Onychoprion fuscatus,Yunnan,102,23.6,26,2023,0.31609090000018
Rissa tridactyla,Anhui,117.09,30.75,278,2025,0.318189534200345
Rissa tridactyla,Gansu,103.79,29.49,194,2008,0.5604343944665
Rissa tridactyla,Guizhou,107.9,27.94,135,2024,0.434285908681099
Rissa tridactyla,Hunan,113.01,28.22,140,2022,0.619796452606599
Rissa tridactyla,Jilin,125.35,43.81,817,2023,0.365558630416049
Rissa tridactyla,Qinghai,101.78,36.6,489,2019,0.332351698611016
Rissa tridactyla,Yunnan,102.65,24.97,65,2009,0.547921995396461
Thalasseus bengalensis,Guangxi,108.52,21.59,8,2021,0.437123477854132
Thalasseus bengalensis,Hebei,119.37,39.55,654,2018,1.01119192738541
Thalasseus bergii,Shanghai,121.98,31.29,318,2013,0.65678691855842
Recurvirostra avosetta,Ningxia,106.39,38.38,570,2011,0.351558143327676
Recurvirostra avosetta,Yunnan,99.64,27.9,127,2010,0.490105395270859
Arenaria interpres,Xinjiang,83.82,42.89,797,2000,0.483311870461502
Arenaria interpres,Yunnan,103.38,23.42,27,2014,0.172135452137791
Calidris acuminata,Shaanxi,109.39,34.79,423,2016,0.4706108405822
Calidris acuminata,Xinjiang,84.92,44.48,824,2010,0.0666376865061882
Calidris alba,Yunnan,102.71,24.93,65,2017,0.618961609462265
Calidris alpina,Shaanxi,109.03,32.71,306,2017,0.570911279259363
Calidris alpina,Tibet,91.16,29.9,218,2019,0.428031001486324
Calidris alpina,Yunnan,102.83,24.82,46,2013,0.561618308557741
Calidris alpina,Chongqing,106.5,29.78,196,2011,0.214641547391886
Calidris bairdii,Zhejiang,120.64,27.54,176,2023,0.358513790887721
Calidris canutus,Jilin,123.91,45.79,855,2010,0.526382415257149
Calidris falcinellus,Jilin,122.58,45.82,854,2011,0.421915185175027
Calidris falcinellus,Shaanxi,109.4,34.8,423,2021,0.456488451116089
Calidris melanotos,Hainan,110.58,19.9,4,2014,0.306559073725787
Calidris melanotos,Hunan,112.82,28.5,168,2025,0.40161003487821
Calidris melanotos,Liaoning,121.61,40.86,731,2019,0.667012698615154
Calidris melanotos,Tianjin,117.68,39.11,616,2007,0.606411402352348
Calidris melanotos,Yunnan,102.77,24.89,46,2017,0.652410502490521
Calidris melanotos,Zhejiang,121.28,28.15,176,2022,0.66431711259652
Calidris minuta,Hainan,108.7,18.52,1,2024,0.4735425866804
Calidris minuta,Hubei,114.1,30.45,239,2022,0.398272882513179
Calidris minuta,Hunan,112.91,27.77,139,2025,0.500349885338163
Calidris minuta,Jilin,122.57,45.83,854,2012,0.414979706596428
Calidris minuta,Liaoning,124.08,39.82,695,2019,0.852721005430004
Calidris minuta,Shaanxi,107.51,34.26,383,2018,0.0397265062692622
Calidris minuta,Sichuan,104.55,28.81,160,2021,0.372618092474189
Calidris minuta,Tianjin,117.7,39.11,616,2007,0.626362014054824
Calidris minuta,Yunnan,102.7,24.93,65,2013,0.611684700506695
Calidris pugnax,Guizhou,106.8,26.54,90,2021,0.530397308008091
Calidris pugnax,Henan,112.17,32.95,348,2019,0.454033269841318
Calidris pugnax,Liaoning,124.12,39.83,695,2019,0.886291467021677
Calidris pugnax,Shaanxi,108.07,34.24,384,2011,0.513523760675171
Calidris pugnax,Tianjin,117.49,38.46,579,2007,0.618717448151732
Calidris pygmaea,Shandong,117.87,38.26,580,2018,0.28331903082989
Calidris subminuta,Jilin,128.24,42.57,819,2020,0.623105867554068
Calidris subminuta,Xinjiang,84.92,44.48,824,2010,0.0666376865061882
Calidris tenuirostris,Jilin,122.57,45.83,854,2011,0.414979706596428
Calidris tenuirostris,Sichuan,104.54,28.81,160,2021,0.363647356843618
Calidris tenuirostris,Yunnan,102.72,24.77,45,2015,0.54086657793381
Limnodromus scolopaceus,Guangxi,108.83,21.62,9,2021,0.233142991490791
Limnodromus scolopaceus,Heilongjiang,122.05,51.38,929,2014,0.247060274942995
Limnodromus scolopaceus,Hubei,114.41,30.43,240,2014,0.349652027538545
Limnodromus scolopaceus,Liaoning,123.93,39.82,695,2019,0.71614762675238
Limnodromus scolopaceus,Shaanxi,110.2,34.95,423,2019,0.485761050783347
Limnodromus scolopaceus,Sichuan,104.3,30.98,230,2017,0.246330847832433
Limnodromus semipalmatus,Shaanxi,109.42,34.8,423,2020,0.441810275905133
Limnodromus semipalmatus,Xinjiang,84.92,44.48,824,2011,0.0666376865061882
Limosa lapponica,Yunnan,102.59,24.65,45,2013,0.365558018976559
Limosa limosa,Ningxia,106.46,38.87,570,2011,0.144501640515644
Numenius madagascariensis,Shaanxi,107.52,33.19,344,2007,0.21948427104308
Numenius minutus,Gansu,101.01,38.81,565,2025,0.433487613848215
Numenius phaeopus,Yunnan,102.67,24.97,65,2013,0.562431431685283
Phalaropus fulicarius,Beijing,116.31,40.13,652,2011,0.284996525715569
Phalaropus fulicarius,Hainan,110.37,20.02,3,2023,0.502069329880336
Phalaropus fulicarius,Henan,112.51,32.95,349,2014,0.448536682226232
Phalaropus fulicarius,Sichuan,100.77,30.05,191,2012,0.387032280450775
Phalaropus lobatus,Guizhou,104.94,25.09,68,2024,0.422285002533993
Phalaropus lobatus,Henan,112.51,32.95,349,2015,0.448536682226232
Phalaropus lobatus,Jiangxi,113,25,76,2009,0.198021527390329
Phalaropus lobatus,Shaanxi,109.39,34.79,423,2016,0.4706108405822
Phalaropus lobatus,Sichuan,104.07,30.58,230,2012,0.217448438363189
Tringa brevipes,Sichuan,102.76,30.05,193,2014,0.445220189768579
Tringa guttifer,Liaoning,124.03,39.82,695,2006,0.806666731991633
Tringa stagnatilis,Guizhou,109.22,27.82,136,2025,0.219497778877819
Stercorarius longicaudus,Jiangsu,120.64,32.67,356,2019,0.301439135830737
Stercorarius parasiticus,Hunan,110.77,29.93,200,2019,0.343537906878739
Stercorarius parasiticus,Inner Mongolia,123.08,46.22,871,2019,0.637737062153734
Stercorarius parasiticus,Sichuan,104.18,31.02,230,2017,0.264840815443764
Stercorarius parasiticus,Tibet,86,28.08,177,2025,0.691321926608793
Stercorarius parasiticus,Yunnan,100.52,25.03,63,2017,0.356208905052834
Stercorarius pomarinus,Inner Mongolia,110.01,41.53,685,2007,0.272227820231161
Turnix suscitator,Anhui,117.09,30.26,242,2025,0.266014167980562
Turnix suscitator,Zhejiang,121.02,28.86,210,2023,0.207663760492664
Anastomus oscitans,Hebei,114.16,38.24,577,2023,0.480902881797865
Anastomus oscitans,Hunan,113.24,28.23,140,2025,0.501355587586653
Anastomus oscitans,Qinghai,96.57,32.58,295,2024,0.339787074291766
Anastomus oscitans,Shaanxi,107.53,33.23,344,2021,0.185925661386548
Anastomus oscitans,Sichuan,103.09,28.41,130,2018,0.359514341312738
Ciconia boyciana,Gansu,105.02,33.35,342,2024,0.255519208225714
Ciconia boyciana,Ningxia,105.72,37.25,492,2018,0.527145607499877
Ciconia boyciana,Tianjin,117.48,38.75,616,2001,0.514026825195211
Ciconia episcopus,Yunnan,99.62,27.89,127,2011,0.511466708438821
Ciconia nigra,Tibet,98.87,29.55,189,2021,0.194259273698564
Leptoptilos javanicus,Yunnan,103.38,23.42,27,2014,0.172135452137791
Chalcophaps indica,Anhui,117.91,31.64,315,2023,0.307091718461316
Chalcophaps indica,Hunan,111.59,25.95,94,2018,0.362437139114925
Chalcophaps indica,Jiangxi,114.38,24.49,57,2011,0.492561133629412
Chalcophaps indica,Zhejiang,120.14,27.52,176,2019,0.647095755922373
Columba oenas,Gansu,98.44,39.91,600,2022,0.529445762559451
Columba oenas,Inner Mongolia,101.15,42.05,719,2017,0.498912560604828
Geopelia striata,Yunnan,101.26,21.92,7,2021,0.267946837112893
Macropygia unchall,Jiangsu,120.73,31.65,317,2024,0.457070846923046
Macropygia unchall,Tibet,93.8,29.38,184,2017,0.0581381643109567
Macropygia unchall,Zhejiang,119.19,27.91,175,2016,0.47936110974525
Spilopelia chinensis,Jilin,125.4,43.81,817,2022,0.357335352016359
Spilopelia chinensis,Inner Mongolia,111.72,40.81,686,2006,0.566061436931317
Spilopelia senegalensis,Gansu,97.11,40.47,636,2023,0.286406711978086
Streptopelia decaocto,Heilongjiang,125.26,49.1,916,2006,0.543981805754159
Treron curvirostra,Guangdong,112.55,23.17,37,2023,0.482863341162972
Treron seimundi,Yunnan,100.33,24.9,63,2022,0.38876282912194
Treron sieboldii,Henan,111.3,33.04,348,2024,0.549909000647887
Treron sieboldii,Jiangxi,114.38,24.49,57,2011,0.492561133629412
Treron sieboldii,Zhejiang,119.67,27.71,175,2021,0.324229608790547
Treron sphenurus,Guangdong,112.55,23.17,37,2023,0.482863341162972
Alcedo hercules,Fujian,117.3,26.51,120,2006,0.0647131983036985
Ceryle rudis,Beijing,116.23,40.27,652,2011,0.293657275928367
Ceryle rudis,Liaoning,123.52,41.98,764,2025,0.238169167275872
Ceryle rudis,Shaanxi,109.01,34.42,384,2020,0.456712744430369
Halcyon coromanda,Shandong,119.55,35.47,505,2008,0.773654277372486
Halcyon pileata,Tibet,97.49,28.82,154,2018,0.521212089480888
Halcyon smyrnensis,Tibet,95.32,29.33,185,2014,0.511638125378663
Halcyon smyrnensis,Jiangsu,118.62,32.12,315,2010,0.549956898548792
Halcyon smyrnensis,Shandong,119.71,35.62,505,2024,0.557599471978111
Halcyon smyrnensis,Shanghai,121,31.07,318,2009,0.484926425587141
Megaceryle lugubris,Inner Mongolia,117.23,42.95,759,2015,0.574660960785739
Megaceryle lugubris,Qinghai,102.66,36.41,454,2019,0.493976541099874
Megaceryle lugubris,Tibet,95.2,29.25,185,2019,0.419867301998964
Todiramphus chloris,Fujian,119.67,26.01,122,2006,0.399106696195404
Coracias garrulus,Qinghai,97.29,37.19,523,2022,0.43411215955596
Merops philippinus,Henan,111.24,33.06,347,2023,0.562818462168437
Cacomantis merulinus,Shaanxi,107.5,33.65,344,2016,0.256187114403949
Centropus bengalensis,Hebei,117.3,38.38,579,2003,0.413047048124184
Centropus bengalensis,Liaoning,124.02,41.87,764,2022,0.281877842192495
Centropus bengalensis,Tibet,95.34,29.34,185,2024,0.52971132676315
Centropus bengalensis,Zhejiang,120.27,30.19,245,2003,0.497083396178242
Clamator coromandus,Beijing,115.43,39.97,651,2003,0.604027617155739
Clamator coromandus,Heilongjiang,128.85,45.97,875,2013,0.313693567757866
Clamator coromandus,Liaoning,123.63,39.85,695,2022,0.448176132908541
Clamator jacobinus,Yunnan,98.9,25.03,62,2021,0.431148300798371
Eudynamys scolopaceus,Liaoning,120.38,40.55,693,2018,0.631081616889591
Eudynamys scolopaceus,Qinghai,90.86,38.25,557,2024,0.517081326255446
Eudynamys scolopaceus,Shanxi,111.92,35.42,425,2020,0.42206455701422
Eudynamys scolopaceus,Tibet,86.6,30.53,249,2016,0.531927341302649
Hierococcyx nisicolor,Shaanxi,107.5,33.65,344,2016,0.256187114403949
Falco cherrug,Yunnan,99.92,26.47,83,2018,0.416467218832678
Falco severus,Tibet,95.28,29.32,185,2014,0.474355868063932
Chrysolophus pictus,Shanxi,111.32,34.97,424,2007,0.47368443049144
Chrysolophus pictus,Shanxi,111.32,34.97,424,2007,0.47368443049144
Crossoptilon mantchuricum,Henan,112.2,35.22,425,2024,0.31931354739593
Lophura nycthemera,Guangdong,114.23,22.9,38,2024,0.382996885563715
Lophura nycthemera,Jiangsu,119.58,31.23,316,2017,0.583337545166943
Pavo cristatus,Tibet,89.02,27.23,179,2025,1.52315409848186
Perdix hodgsoniae,Yunnan,99.95,28.04,127,2013,0.185282335967399
Syrmaticus humiae,Yunnan,104.37,23.1,28,2022,0.487672423289868
Syrmaticus reevesii,Guangxi,106.28,24.8,49,2021,0.328352625583586
Tragopan caboti,Anhui,118.23,29.43,207,2022,0.547303721876454
Tragopan temminckii,Henan,110.38,34.38,386,2021,0.458485454130184
Gavia adamsii,Jilin,127.66,42.05,793,2012,0.170180590227231
Gavia adamsii,Jiangsu,119.82,34,432,2009,0.347395658091642
Gavia adamsii,Sichuan,104.28,30.98,230,2006,0.238745645075017
Gavia arctica,Liaoning,123.33,41.83,764,2023,0.412266004484873
Gavia arctica,Shaanxi,109.15,34.43,385,2018,0.576367341626128
Gavia arctica,Yunnan,99.76,27.59,127,2023,0.531033249440995
Gavia pacifica,Zhejiang,122.37,29.9,246,2025,1.396546248601
Gavia stellata,Anhui,116.2,30.92,277,2021,0.365103786793931
Gavia stellata,Xinjiang,86.62,41.77,746,2025,0.296716609584279
Grus canadensis,Anhui,117.09,30.94,278,2017,0.159426570048848
Grus canadensis,Jilin,123.58,45.94,855,2011,0.411884627846305
Grus canadensis,Liaoning,122.94,42.37,763,2013,0.517948917557444
Grus canadensis,Yunnan,103.27,31.05,229,2025,0.332720473775854
Grus vipio,Gansu,101.03,38.35,565,2022,0.527446814208345
Grus vipio,Shanxi,111.73,38.02,536,2019,0.607668819911759
Grus vipio,Sichuan,105.51,32.7,303,2023,0.297442459656015
Grus japonensis,Fujian,120.17,26.97,146,2024,0.689301270698518
Grus japonensis,Sichuan,105.48,32.67,303,2024,0.256001799046465
