new_record_species,new_record_order,record_count_new_record,first_year,provinces_recorded,matched_species,match_status,match_type,taxonomy_source,review_flag,avibase_ioc_review,birdlife_review,candidate_species,note,model_ready
Larus argentatus,NA,1,2025,Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Larus crassirostris | Larus canus | Larus fuscus | Larus cachinnans | Larus glaucescens,same genus Larus crassirostris | Larus canus | Larus fuscus | Larus cachinnans | Larus glaucescens,FALSE
Larus brunnicephalus,NA,1,2024,Fujian,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Larus crassirostris | Larus canus | Larus fuscus | Larus cachinnans | Larus glaucescens,same genus Larus crassirostris | Larus canus | Larus fuscus | Larus cachinnans | Larus glaucescens,FALSE
Larus genei,NA,2,2022,Fujian | Jiangxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Larus crassirostris | Larus canus | Larus fuscus | Larus cachinnans | Larus glaucescens,same genus Larus crassirostris | Larus canus | Larus fuscus | Larus cachinnans | Larus glaucescens,FALSE
Larus ichthyaetus,NA,2,2014,Anhui | Liaoning,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Larus crassirostris | Larus canus | Larus fuscus | Larus cachinnans | Larus glaucescens,same genus Larus crassirostris | Larus canus | Larus fuscus | Larus cachinnans | Larus glaucescens,FALSE
Larus relictus,NA,1,2019,Ningxia,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Larus crassirostris | Larus canus | Larus fuscus | Larus cachinnans | Larus glaucescens,same genus Larus crassirostris | Larus canus | Larus fuscus | Larus cachinnans | Larus glaucescens,FALSE
Oroanassa magnifica,NA,7,2000,Guangdong | Guizhou | Hunan | Shaanxi | Sichuan | Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Otocichla mupinensis,NA,6,2006,Anhui | Guangxi | Jiangsu | Jiangxi | Liaoning | Shanghai,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Paradoxornis gularis,NA,1,2011,Shaanxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Accipiter gularis | Monticola gularis | Mixornis gularis,same epithet Accipiter gularis | Monticola gularis | Mixornis gularis,FALSE
Parus major linnaeus,NA,1,2025,Liaoning,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Parus monticolus,same genus Parus monticolus,FALSE
Passerculus sandwichensis,Passeriformes,1,2021,Qinghai,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Pavo cristatus,NA,1,2025,Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Phoebastria immutabilis,Procellariiformes,1,2005,Fujian,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Pitta brachyura,NA,1,2025,Sichuan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Pitta nympha | Pitta moluccensis,same genus Pitta nympha | Pitta moluccensis,FALSE
Pitta sordida,Passeriformes,1,2007,Sichuan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Pitta nympha | Pitta moluccensis,same genus Pitta nympha | Pitta moluccensis,FALSE
Porphyrio porphyrio,NA,1,2013,Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Pterorhinus gularis,Passeriformes,1,2007,Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Accipiter gularis | Monticola gularis | Mixornis gularis,same epithet Accipiter gularis | Monticola gularis | Mixornis gularis,FALSE
Pycnonotus blanfordi,NA,1,2023,Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Pycnonotus sinensis | Pycnonotus jocosus | Pycnonotus aurigaster | Pycnonotus xanthorrhous,same genus Pycnonotus sinensis | Pycnonotus jocosus | Pycnonotus aurigaster | Pycnonotus xanthorrhous,FALSE
Pycnonotus goiavier,Passeriformes,1,2020,Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Pycnonotus sinensis | Pycnonotus jocosus | Pycnonotus aurigaster | Pycnonotus xanthorrhous,same genus Pycnonotus sinensis | Pycnonotus jocosus | Pycnonotus aurigaster | Pycnonotus xanthorrhous,FALSE
Remiz pendulinus,NA,1,2024,Xinjiang,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Remiz consobrinus | Remiz coronatus,same genus Remiz consobrinus | Remiz coronatus,FALSE
Sula granti,NA,1,2025,Taiwan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Sula sula | Sula dactylatra,same genus Sula sula | Sula dactylatra,FALSE
Suthora alphonsiana,NA,1,2006,Guangxi,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Suthora fulvifrons,same genus Suthora fulvifrons,FALSE
Suthora conspicillata,NA,1,2011,Hunan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Suthora fulvifrons,same genus Suthora fulvifrons,FALSE
Suthora przewalskii,NA,1,2007,Sichuan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Suthora fulvifrons,same genus Suthora fulvifrons,FALSE
Suthora webbiana,NA,1,2024,Qinghai,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Suthora fulvifrons,same genus Suthora fulvifrons,FALSE
Sylvia atricapilla,Passeriformes,1,2013,Xinjiang,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,,NA,FALSE
Treron seimundi,Columbiformes,1,2022,Yunnan,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Treron sieboldii | Treron sphenurus | Treron curvirostra,same genus Treron sieboldii | Treron sphenurus | Treron curvirostra,FALSE
Tyto alba,NA,3,2004,Guangxi | Hainan | Tibet,NA,unmatched,unmatched,Pending Avibase/IOC + BirdLife review,review_needed,pending,pending,Calidris alba | Gygis alba,same epithet Calidris alba | Gygis alba,FALSE
