species,scenario,cell_threshold,n_provinces,suitable_area_km2
Phasianus colchicus,current,200,32,4381889.236997801
Phoenicopterus roseus,current,3,30,1732985.6476417156
Phoenicopterus roseus,current,10,29,1732985.6476417156
Phoenicopterus roseus,current,20,28,1732985.6476417156
Phoenicopterus roseus,current,50,28,1732985.6476417156
Phoenicopterus roseus,current,100,27,1732985.6476417156
Phoenicopterus roseus,current,200,26,1732985.6476417156
Phoenicurus erythronotus,current,3,25,1085832.9329052249
Phoenicurus erythronotus,current,10,22,1085832.9329052249
Phoenicurus erythronotus,current,20,21,1085832.9329052249
Phoenicurus erythronotus,current,50,19,1085832.9329052249
Phoenicurus erythronotus,current,100,15,1085832.9329052249
Phoenicurus erythronotus,current,200,14,1085832.9329052249
Phoenicurus frontalis,current,3,25,2262950.3197448235
Phoenicurus frontalis,current,10,23,2262950.3197448235
Phoenicurus frontalis,current,20,23,2262950.3197448235
Phoenicurus frontalis,current,50,23,2262950.3197448235
Phoenicurus frontalis,current,100,23,2262950.3197448235
Phoenicurus frontalis,current,200,20,2262950.3197448235
Phoenicurus leucocephalus,current,3,24,2304608.1527984436
Phoenicurus leucocephalus,current,10,24,2304608.1527984436
Phoenicurus leucocephalus,current,20,23,2304608.1527984436
Phoenicurus leucocephalus,current,50,22,2304608.1527984436
Phoenicurus leucocephalus,current,100,22,2304608.1527984436
Phoenicurus leucocephalus,current,200,22,2304608.1527984436
Phoenicurus ochruros,current,3,12,2763892.109470464
Phoenicurus ochruros,current,10,9,2763892.109470464
Phoenicurus ochruros,current,20,9,2763892.109470464
Phoenicurus ochruros,current,50,9,2763892.109470464
Phoenicurus ochruros,current,100,9,2763892.109470464
Phoenicurus ochruros,current,200,8,2763892.109470464
Phoenicurus schisticeps,current,3,20,1209141.2820506457
Phoenicurus schisticeps,current,10,19,1209141.2820506457
Phoenicurus schisticeps,current,20,18,1209141.2820506457
Phoenicurus schisticeps,current,50,17,1209141.2820506457
Phoenicurus schisticeps,current,100,13,1209141.2820506457
Phoenicurus schisticeps,current,200,11,1209141.2820506457
Phyllergates cucullatus,current,3,11,566077.3689325079
Phyllergates cucullatus,current,10,11,566077.3689325079
Phyllergates cucullatus,current,20,11,566077.3689325079
Phyllergates cucullatus,current,50,10,566077.3689325079
Phyllergates cucullatus,current,100,9,566077.3689325079
Phyllergates cucullatus,current,200,9,566077.3689325079
Phylloscopus affinis,current,3,28,2577143.4085777244
Phylloscopus affinis,current,10,27,2577143.4085777244
Phylloscopus affinis,current,20,26,2577143.4085777244
Phylloscopus affinis,current,50,26,2577143.4085777244
Phylloscopus affinis,current,100,24,2577143.4085777244
Phylloscopus affinis,current,200,23,2577143.4085777244
Phylloscopus borealoides,current,3,28,2222149.979249638
Phylloscopus borealoides,current,10,27,2222149.979249638
Phylloscopus borealoides,current,20,27,2222149.979249638
Phylloscopus borealoides,current,50,26,2222149.979249638
Phylloscopus borealoides,current,100,25,2222149.979249638
Phylloscopus borealoides,current,200,24,2222149.979249638
Phylloscopus burkii,current,3,22,1729786.5451323455
Phylloscopus burkii,current,10,22,1729786.5451323455
Phylloscopus burkii,current,20,22,1729786.5451323455
Phylloscopus burkii,current,50,22,1729786.5451323455
Phylloscopus burkii,current,100,20,1729786.5451323455
Phylloscopus burkii,current,200,20,1729786.5451323455
Phylloscopus cantator,current,3,19,236940.47516783036
Phylloscopus cantator,current,10,19,236940.47516783036
Phylloscopus cantator,current,20,17,236940.47516783036
Phylloscopus cantator,current,50,12,236940.47516783036
Phylloscopus cantator,current,100,10,236940.47516783036
Phylloscopus cantator,current,200,8,236940.47516783036
Phylloscopus castaniceps,current,3,31,2999751.0412280704
Phylloscopus castaniceps,current,10,29,2999751.0412280704
Phylloscopus castaniceps,current,20,28,2999751.0412280704
Phylloscopus castaniceps,current,50,26,2999751.0412280704
Phylloscopus castaniceps,current,100,25,2999751.0412280704
Phylloscopus castaniceps,current,200,24,2999751.0412280704
Phylloscopus claudiae,current,3,33,3906328.566880588
Phylloscopus claudiae,current,10,33,3906328.566880588
Phylloscopus claudiae,current,20,33,3906328.566880588
Phylloscopus claudiae,current,50,32,3906328.566880588
Phylloscopus claudiae,current,100,30,3906328.566880588
Phylloscopus claudiae,current,200,30,3906328.566880588
Phylloscopus collybita,current,3,25,985926.0276040046
Phylloscopus collybita,current,10,22,985926.0276040046
Phylloscopus collybita,current,20,21,985926.0276040046
Phylloscopus collybita,current,50,20,985926.0276040046
Phylloscopus collybita,current,100,17,985926.0276040046
Phylloscopus collybita,current,200,16,985926.0276040046
Phylloscopus coronatus,current,3,33,3210364.205098388
Phylloscopus coronatus,current,10,33,3210364.205098388
Phylloscopus coronatus,current,20,33,3210364.205098388
Phylloscopus coronatus,current,50,33,3210364.205098388
Phylloscopus coronatus,current,100,32,3210364.205098388
Phylloscopus coronatus,current,200,32,3210364.205098388
Phylloscopus emeiensis,current,3,25,1782947.7153558328
Phylloscopus emeiensis,current,10,25,1782947.7153558328
Phylloscopus emeiensis,current,20,25,1782947.7153558328
Phylloscopus emeiensis,current,50,25,1782947.7153558328
Phylloscopus emeiensis,current,100,22,1782947.7153558328
Phylloscopus emeiensis,current,200,21,1782947.7153558328
Phylloscopus humei,current,3,27,1394131.5521103432
Phylloscopus humei,current,10,25,1394131.5521103432
Phylloscopus humei,current,20,24,1394131.5521103432
Phylloscopus humei,current,50,22,1394131.5521103432
Phylloscopus humei,current,100,19,1394131.5521103432
Phylloscopus humei,current,200,19,1394131.5521103432
Phylloscopus intermedius,current,3,28,2081104.89709628
Phylloscopus intermedius,current,10,27,2081104.89709628
Phylloscopus intermedius,current,20,27,2081104.89709628
Phylloscopus intermedius,current,50,26,2081104.89709628
Phylloscopus intermedius,current,100,24,2081104.89709628
Phylloscopus intermedius,current,200,24,2081104.89709628
Phylloscopus maculipennis,current,3,33,2273875.816495854
Phylloscopus maculipennis,current,10,32,2273875.816495854
Phylloscopus maculipennis,current,20,32,2273875.816495854
Phylloscopus maculipennis,current,50,32,2273875.816495854
Phylloscopus maculipennis,current,100,30,2273875.816495854
Phylloscopus maculipennis,current,200,29,2273875.816495854
Phylloscopus magnirostris,current,3,25,1129958.8702241806
Phylloscopus magnirostris,current,10,23,1129958.8702241806
Phylloscopus magnirostris,current,20,23,1129958.8702241806
Phylloscopus magnirostris,current,50,23,1129958.8702241806
Phylloscopus magnirostris,current,100,22,1129958.8702241806
Phylloscopus magnirostris,current,200,19,1129958.8702241806
Phylloscopus ogilviegranti,current,3,22,1294092.0026846887
Phylloscopus ogilviegranti,current,10,20,1294092.0026846887
Phylloscopus ogilviegranti,current,20,19,1294092.0026846887
Phylloscopus ogilviegranti,current,50,18,1294092.0026846887
Phylloscopus ogilviegranti,current,100,16,1294092.0026846887
Phylloscopus ogilviegranti,current,200,16,1294092.0026846887
Phylloscopus omeiensis,current,3,28,1048244.1375369504
Phylloscopus omeiensis,current,10,26,1048244.1375369504
Phylloscopus omeiensis,current,20,25,1048244.1375369504
Phylloscopus omeiensis,current,50,25,1048244.1375369504
Phylloscopus omeiensis,current,100,24,1048244.1375369504
Phylloscopus omeiensis,current,200,22,1048244.1375369504
Phylloscopus proregulus,current,3,33,2837350.1117753857
Phylloscopus proregulus,current,10,33,2837350.1117753857
Phylloscopus proregulus,current,20,33,2837350.1117753857
Phylloscopus proregulus,current,50,33,2837350.1117753857
Phylloscopus proregulus,current,100,32,2837350.1117753857
Phylloscopus proregulus,current,200,29,2837350.1117753857
Phylloscopus pulcher,current,3,28,1710048.6836259067
Phylloscopus pulcher,current,10,27,1710048.6836259067
Phylloscopus pulcher,current,20,25,1710048.6836259067
Phylloscopus pulcher,current,50,25,1710048.6836259067
Phylloscopus pulcher,current,100,23,1710048.6836259067
Phylloscopus pulcher,current,200,21,1710048.6836259067
Phylloscopus ricketti,current,3,32,2775984.1284261416
Phylloscopus ricketti,current,10,31,2775984.1284261416
Phylloscopus ricketti,current,20,29,2775984.1284261416
Phylloscopus ricketti,current,50,28,2775984.1284261416
Phylloscopus ricketti,current,100,26,2775984.1284261416
Phylloscopus ricketti,current,200,25,2775984.1284261416
Phylloscopus sibilatrix,current,3,30,1296566.3572638303
Phylloscopus sibilatrix,current,10,29,1296566.3572638303
Phylloscopus sibilatrix,current,20,27,1296566.3572638303
Phylloscopus sibilatrix,current,50,26,1296566.3572638303
Phylloscopus sibilatrix,current,100,23,1296566.3572638303
Phylloscopus sibilatrix,current,200,23,1296566.3572638303
Phylloscopus soror,current,3,32,1063814.1256621038
Phylloscopus soror,current,10,32,1063814.1256621038
Phylloscopus soror,current,20,32,1063814.1256621038
Phylloscopus soror,current,50,31,1063814.1256621038
Phylloscopus soror,current,100,29,1063814.1256621038
Phylloscopus soror,current,200,27,1063814.1256621038
Phylloscopus subaffinis,current,3,25,1394162.9705742658
Phylloscopus subaffinis,current,10,24,1394162.9705742658
Phylloscopus subaffinis,current,20,24,1394162.9705742658
Phylloscopus subaffinis,current,50,23,1394162.9705742658
Phylloscopus subaffinis,current,100,23,1394162.9705742658
Phylloscopus subaffinis,current,200,23,1394162.9705742658
Phylloscopus tenellipes,current,3,27,2040155.8594901906
Phylloscopus tenellipes,current,10,26,2040155.8594901906
Phylloscopus tenellipes,current,20,26,2040155.8594901906
Phylloscopus tenellipes,current,50,24,2040155.8594901906
Phylloscopus tenellipes,current,100,23,2040155.8594901906
Phylloscopus tenellipes,current,200,22,2040155.8594901906
Phylloscopus tephrocephalus,current,3,26,745962.951573268
Phylloscopus tephrocephalus,current,10,24,745962.951573268
Phylloscopus tephrocephalus,current,20,23,745962.951573268
Phylloscopus tephrocephalus,current,50,21,745962.951573268
Phylloscopus tephrocephalus,current,100,20,745962.951573268
Phylloscopus tephrocephalus,current,200,18,745962.951573268
Phylloscopus valentini,current,3,23,1608382.4586904135
Phylloscopus valentini,current,10,22,1608382.4586904135
Phylloscopus valentini,current,20,22,1608382.4586904135
Phylloscopus valentini,current,50,22,1608382.4586904135
Phylloscopus valentini,current,100,21,1608382.4586904135
Phylloscopus valentini,current,200,18,1608382.4586904135
Phylloscopus yunnanensis,current,3,28,1814588.1925267857
Phylloscopus yunnanensis,current,10,28,1814588.1925267857
Phylloscopus yunnanensis,current,20,28,1814588.1925267857
Phylloscopus yunnanensis,current,50,26,1814588.1925267857
Phylloscopus yunnanensis,current,100,26,1814588.1925267857
Phylloscopus yunnanensis,current,200,25,1814588.1925267857
Picumnus innominatus,current,3,28,2115378.978729165
Picumnus innominatus,current,10,26,2115378.978729165
Picumnus innominatus,current,20,25,2115378.978729165
Picumnus innominatus,current,50,24,2115378.978729165
Picumnus innominatus,current,100,23,2115378.978729165
Picumnus innominatus,current,200,23,2115378.978729165
Picus chlorolophus,current,3,16,1179011.1748312686
Picus chlorolophus,current,10,16,1179011.1748312686
Picus chlorolophus,current,20,16,1179011.1748312686
Picus chlorolophus,current,50,16,1179011.1748312686
Picus chlorolophus,current,100,16,1179011.1748312686
Picus chlorolophus,current,200,15,1179011.1748312686
Pitta nympha,current,3,22,1848767.8038319163
Pitta nympha,current,10,22,1848767.8038319163
Pitta nympha,current,20,22,1848767.8038319163
Pitta nympha,current,50,21,1848767.8038319163
Pitta nympha,current,100,20,1848767.8038319163
Pitta nympha,current,200,20,1848767.8038319163
Platalea minor,current,3,23,904041.152173583
Platalea minor,current,10,23,904041.152173583
Platalea minor,current,20,23,904041.152173583
Platalea minor,current,50,21,904041.152173583
Platalea minor,current,100,20,904041.152173583
Platalea minor,current,200,20,904041.152173583
Plectrophenax nivalis,current,3,2,38879.16705569438
Plectrophenax nivalis,current,10,1,38879.16705569438
Plectrophenax nivalis,current,20,1,38879.16705569438
Plectrophenax nivalis,current,50,1,38879.16705569438
Plectrophenax nivalis,current,100,1,38879.16705569438
Plectrophenax nivalis,current,200,1,38879.16705569438
Plegadis falcinellus,current,3,29,2922385.450265243
Plegadis falcinellus,current,10,29,2922385.450265243
Plegadis falcinellus,current,20,28,2922385.450265243
Plegadis falcinellus,current,50,28,2922385.450265243
Plegadis falcinellus,current,100,26,2922385.450265243
Plegadis falcinellus,current,200,25,2922385.450265243
Podiceps auritus,current,3,28,1162323.0706603732
Podiceps auritus,current,10,25,1162323.0706603732
Podiceps auritus,current,20,24,1162323.0706603732
Podiceps auritus,current,50,22,1162323.0706603732
Podiceps auritus,current,100,21,1162323.0706603732
Podiceps auritus,current,200,18,1162323.0706603732
Podiceps grisegena,current,3,27,3921046.342454389
Podiceps grisegena,current,10,25,3921046.342454389
Podiceps grisegena,current,20,25,3921046.342454389
Podiceps grisegena,current,50,23,3921046.342454389
Podiceps grisegena,current,100,22,3921046.342454389
Podiceps grisegena,current,200,20,3921046.342454389
Podiceps nigricollis,current,3,31,1193987.5964507607
Podiceps nigricollis,current,10,31,1193987.5964507607
Podiceps nigricollis,current,20,31,1193987.5964507607
Podiceps nigricollis,current,50,31,1193987.5964507607
Podiceps nigricollis,current,100,30,1193987.5964507607
Podiceps nigricollis,current,200,29,1193987.5964507607
Podoces biddulphi,current,3,33,6079131.905159801
Podoces biddulphi,current,10,33,6079131.905159801
Podoces biddulphi,current,20,33,6079131.905159801
Podoces biddulphi,current,50,33,6079131.905159801
Podoces biddulphi,current,100,32,6079131.905159801
Podoces biddulphi,current,200,32,6079131.905159801
Pomatorhinus schisticeps,current,3,23,1347088.9725749542
Pomatorhinus schisticeps,current,10,21,1347088.9725749542
Pomatorhinus schisticeps,current,20,21,1347088.9725749542
Pomatorhinus schisticeps,current,50,17,1347088.9725749542
Pomatorhinus schisticeps,current,100,16,1347088.9725749542
Pomatorhinus schisticeps,current,200,14,1347088.9725749542
Pomatorhinus superciliaris,current,3,33,5877544.071319663
Pomatorhinus superciliaris,current,10,33,5877544.071319663
Pomatorhinus superciliaris,current,20,33,5877544.071319663
Pomatorhinus superciliaris,current,50,32,5877544.071319663
Pomatorhinus superciliaris,current,100,32,5877544.071319663
Pomatorhinus superciliaris,current,200,32,5877544.071319663
Prinia atrogularis,current,3,16,1378221.8115334017
Prinia atrogularis,current,10,14,1378221.8115334017
Prinia atrogularis,current,20,14,1378221.8115334017
Prinia atrogularis,current,50,12,1378221.8115334017
Prinia atrogularis,current,100,12,1378221.8115334017
Prinia atrogularis,current,200,12,1378221.8115334017
Prinia flaviventris,current,3,22,1266718.1745445542
Prinia flaviventris,current,10,22,1266718.1745445542
Prinia flaviventris,current,20,22,1266718.1745445542
Prinia flaviventris,current,50,21,1266718.1745445542
Prinia flaviventris,current,100,20,1266718.1745445542
Prinia flaviventris,current,200,20,1266718.1745445542
Prinia inornata,current,3,24,2130456.5849340432
Prinia inornata,current,10,24,2130456.5849340432
Prinia inornata,current,20,23,2130456.5849340432
Prinia inornata,current,50,22,2130456.5849340432
Prinia inornata,current,100,21,2130456.5849340432
Prinia inornata,current,200,20,2130456.5849340432
Prinia rufescens,current,3,10,422833.19733372814
Prinia rufescens,current,10,10,422833.19733372814
Prinia rufescens,current,20,9,422833.19733372814
Prinia rufescens,current,50,9,422833.19733372814
Prinia rufescens,current,100,8,422833.19733372814
Prinia rufescens,current,200,8,422833.19733372814
Prinia striata,current,3,28,2259759.993687213
Prinia striata,current,10,27,2259759.993687213
Prinia striata,current,20,26,2259759.993687213
Prinia striata,current,50,24,2259759.993687213
Prinia striata,current,100,23,2259759.993687213
Prinia striata,current,200,22,2259759.993687213
Prunella collaris,current,3,31,4919287.163568567
Prunella collaris,current,10,31,4919287.163568567
Prunella collaris,current,20,31,4919287.163568567
Prunella collaris,current,50,31,4919287.163568567
Prunella collaris,current,100,31,4919287.163568567
Prunella collaris,current,200,30,4919287.163568567
Prunella himalayana,current,3,24,2106805.9715720783
Prunella himalayana,current,10,24,2106805.9715720783
Prunella himalayana,current,20,20,2106805.9715720783
Prunella himalayana,current,50,20,2106805.9715720783
Prunella himalayana,current,100,18,2106805.9715720783
Prunella himalayana,current,200,17,2106805.9715720783
Prunella immaculata,current,3,28,1364169.8906158546
Prunella immaculata,current,10,27,1364169.8906158546
Prunella immaculata,current,20,27,1364169.8906158546
Prunella immaculata,current,50,25,1364169.8906158546
Prunella immaculata,current,100,22,1364169.8906158546
Prunella immaculata,current,200,19,1364169.8906158546
Prunella montanella,current,3,22,3021926.184509731
Prunella montanella,current,10,22,3021926.184509731
Prunella montanella,current,20,22,3021926.184509731
Prunella montanella,current,50,22,3021926.184509731
Prunella montanella,current,100,20,3021926.184509731
Prunella montanella,current,200,20,3021926.184509731
Prunella strophiata,current,3,21,1252754.5617639539
Prunella strophiata,current,10,20,1252754.5617639539
Prunella strophiata,current,20,20,1252754.5617639539
Prunella strophiata,current,50,17,1252754.5617639539
Prunella strophiata,current,100,13,1252754.5617639539
Prunella strophiata,current,200,12,1252754.5617639539
Psarisomus dalhousiae,current,3,32,4687678.4022595985
Psarisomus dalhousiae,current,10,31,4687678.4022595985
Psarisomus dalhousiae,current,20,31,4687678.4022595985
Psarisomus dalhousiae,current,50,31,4687678.4022595985
Psarisomus dalhousiae,current,100,29,4687678.4022595985
Psarisomus dalhousiae,current,200,29,4687678.4022595985
Pseudopodoces humilis,current,3,16,2427112.282657828
Pseudopodoces humilis,current,10,16,2427112.282657828
Pseudopodoces humilis,current,20,16,2427112.282657828
Pseudopodoces humilis,current,50,14,2427112.282657828
Pseudopodoces humilis,current,100,13,2427112.282657828
Pseudopodoces humilis,current,200,11,2427112.282657828
Psilopogon faber,current,3,19,1487861.2278032508
Psilopogon faber,current,10,18,1487861.2278032508
Psilopogon faber,current,20,18,1487861.2278032508
Psilopogon faber,current,50,18,1487861.2278032508
Psilopogon faber,current,100,17,1487861.2278032508
Psilopogon faber,current,200,16,1487861.2278032508
Psilopogon virens,current,3,27,2088195.0599529347
Psilopogon virens,current,10,26,2088195.0599529347
Psilopogon virens,current,20,25,2088195.0599529347
Psilopogon virens,current,50,23,2088195.0599529347
Psilopogon virens,current,100,22,2088195.0599529347
Psilopogon virens,current,200,22,2088195.0599529347
Pterorhinus berthemyi,current,3,32,3372463.432510333
Pterorhinus berthemyi,current,10,32,3372463.432510333
Pterorhinus berthemyi,current,20,32,3372463.432510333
Pterorhinus berthemyi,current,50,31,3372463.432510333
Pterorhinus berthemyi,current,100,29,3372463.432510333
Pterorhinus berthemyi,current,200,29,3372463.432510333
Pterorhinus lanceolatus,current,3,18,960392.5742805465
Pterorhinus lanceolatus,current,10,17,960392.5742805465
Pterorhinus lanceolatus,current,20,17,960392.5742805465
Pterorhinus lanceolatus,current,50,16,960392.5742805465
Pterorhinus lanceolatus,current,100,15,960392.5742805465
Pterorhinus lanceolatus,current,200,13,960392.5742805465
Pterorhinus pectoralis,current,3,23,1831437.4245815203
Pterorhinus pectoralis,current,10,23,1831437.4245815203
Pterorhinus pectoralis,current,20,22,1831437.4245815203
Pterorhinus pectoralis,current,50,22,1831437.4245815203
Pterorhinus pectoralis,current,100,20,1831437.4245815203
Pterorhinus pectoralis,current,200,20,1831437.4245815203
Pterorhinus sannio,current,3,28,2265586.2783811823
Pterorhinus sannio,current,10,27,2265586.2783811823
Pterorhinus sannio,current,20,27,2265586.2783811823
Pterorhinus sannio,current,50,26,2265586.2783811823
Pterorhinus sannio,current,100,25,2265586.2783811823
Pterorhinus sannio,current,200,25,2265586.2783811823
Pteruthius rufiventer,current,3,33,7212845.480987804
Pteruthius rufiventer,current,10,33,7212845.480987804
Pteruthius rufiventer,current,20,33,7212845.480987804
Pteruthius rufiventer,current,50,32,7212845.480987804
Pteruthius rufiventer,current,100,32,7212845.480987804
Pteruthius rufiventer,current,200,32,7212845.480987804
Pteruthius xanthochlorus,current,3,19,1133497.782152069
Pteruthius xanthochlorus,current,10,19,1133497.782152069
Pteruthius xanthochlorus,current,20,19,1133497.782152069
Pteruthius xanthochlorus,current,50,18,1133497.782152069
Pteruthius xanthochlorus,current,100,17,1133497.782152069
Pteruthius xanthochlorus,current,200,17,1133497.782152069
Ptyonoprogne rupestris,current,3,25,3886354.0100406506
Ptyonoprogne rupestris,current,10,25,3886354.0100406506
Ptyonoprogne rupestris,current,20,24,3886354.0100406506
Ptyonoprogne rupestris,current,50,23,3886354.0100406506
Ptyonoprogne rupestris,current,100,23,3886354.0100406506
Ptyonoprogne rupestris,current,200,22,3886354.0100406506
Pycnonotus aurigaster,current,3,18,748991.0148751282
Pycnonotus aurigaster,current,10,16,748991.0148751282
Pycnonotus aurigaster,current,20,16,748991.0148751282
Pycnonotus aurigaster,current,50,15,748991.0148751282
Pycnonotus aurigaster,current,100,14,748991.0148751282
Pycnonotus aurigaster,current,200,13,748991.0148751282
Pycnonotus jocosus,current,3,17,964918.5200760951
Pycnonotus jocosus,current,10,17,964918.5200760951
Pycnonotus jocosus,current,20,16,964918.5200760951
Pycnonotus jocosus,current,50,15,964918.5200760951
Pycnonotus jocosus,current,100,14,964918.5200760951
Pycnonotus jocosus,current,200,14,964918.5200760951
Pycnonotus sinensis,current,3,31,3204366.5157830617
Pycnonotus sinensis,current,10,31,3204366.5157830617
Pycnonotus sinensis,current,20,31,3204366.5157830617
Pycnonotus sinensis,current,50,30,3204366.5157830617
Pycnonotus sinensis,current,100,27,3204366.5157830617
Pycnonotus sinensis,current,200,27,3204366.5157830617
Pycnonotus xanthorrhous,current,3,30,2891621.5896553523
Pycnonotus xanthorrhous,current,10,29,2891621.5896553523
Pycnonotus xanthorrhous,current,20,27,2891621.5896553523
Pycnonotus xanthorrhous,current,50,27,2891621.5896553523
Pycnonotus xanthorrhous,current,100,26,2891621.5896553523
Pycnonotus xanthorrhous,current,200,26,2891621.5896553523
Pyrrhula erythaca,current,3,26,1743526.9004922267
Pyrrhula erythaca,current,10,25,1743526.9004922267
Pyrrhula erythaca,current,20,23,1743526.9004922267
Pyrrhula erythaca,current,50,23,1743526.9004922267
Pyrrhula erythaca,current,100,22,1743526.9004922267
Pyrrhula erythaca,current,200,20,1743526.9004922267
Pyrrhula nipalensis,current,3,25,818681.3451715994
Pyrrhula nipalensis,current,10,22,818681.3451715994
Pyrrhula nipalensis,current,20,20,818681.3451715994
Pyrrhula nipalensis,current,50,20,818681.3451715994
Pyrrhula nipalensis,current,100,19,818681.3451715994
Pyrrhula nipalensis,current,200,17,818681.3451715994
Pyrrhula pyrrhula,current,3,32,3470156.213037742
Pyrrhula pyrrhula,current,10,32,3470156.213037742
Pyrrhula pyrrhula,current,20,32,3470156.213037742
Pyrrhula pyrrhula,current,50,30,3470156.213037742
Pyrrhula pyrrhula,current,100,28,3470156.213037742
Pyrrhula pyrrhula,current,200,28,3470156.213037742
Rallina eurizonoides,current,3,19,878738.6926680251
Rallina eurizonoides,current,10,18,878738.6926680251
Rallina eurizonoides,current,20,18,878738.6926680251
Rallina eurizonoides,current,50,18,878738.6926680251
Rallina eurizonoides,current,100,16,878738.6926680251
Rallina eurizonoides,current,200,14,878738.6926680251
Rallus aquaticus,current,3,31,1677383.9172530547
Rallus aquaticus,current,10,29,1677383.9172530547
Rallus aquaticus,current,20,29,1677383.9172530547
Rallus aquaticus,current,50,27,1677383.9172530547
Rallus aquaticus,current,100,24,1677383.9172530547
Rallus aquaticus,current,200,23,1677383.9172530547
Recurvirostra avosetta,current,3,33,5101734.037003435
Recurvirostra avosetta,current,10,33,5101734.037003435
Recurvirostra avosetta,current,20,33,5101734.037003435
Recurvirostra avosetta,current,50,33,5101734.037003435
Recurvirostra avosetta,current,100,32,5101734.037003435
Recurvirostra avosetta,current,200,32,5101734.037003435
Regulus regulus,current,3,30,4909706.6394198565
Regulus regulus,current,10,29,4909706.6394198565
Regulus regulus,current,20,29,4909706.6394198565
Regulus regulus,current,50,29,4909706.6394198565
Regulus regulus,current,100,29,4909706.6394198565
Regulus regulus,current,200,27,4909706.6394198565
Remiz consobrinus,current,3,28,1836853.75589438
Remiz consobrinus,current,10,28,1836853.75589438
Remiz consobrinus,current,20,28,1836853.75589438
Remiz consobrinus,current,50,24,1836853.75589438
Remiz consobrinus,current,100,23,1836853.75589438
Remiz consobrinus,current,200,23,1836853.75589438
Remiz coronatus,current,3,21,537723.325131418
Remiz coronatus,current,10,19,537723.325131418
Remiz coronatus,current,20,19,537723.325131418
Remiz coronatus,current,50,19,537723.325131418
Remiz coronatus,current,100,17,537723.325131418
Remiz coronatus,current,200,12,537723.325131418
Rhodospiza obsoleta,current,3,29,2636024.935746725
Rhodospiza obsoleta,current,10,28,2636024.935746725
Rhodospiza obsoleta,current,20,28,2636024.935746725
Rhodospiza obsoleta,current,50,26,2636024.935746725
Rhodospiza obsoleta,current,100,24,2636024.935746725
Rhodospiza obsoleta,current,200,24,2636024.935746725
Riparia riparia,current,3,33,2648922.4173395047
Riparia riparia,current,10,33,2648922.4173395047
Riparia riparia,current,20,33,2648922.4173395047
Riparia riparia,current,50,31,2648922.4173395047
Riparia riparia,current,100,30,2648922.4173395047
Riparia riparia,current,200,29,2648922.4173395047
Rissa tridactyla,current,3,31,3358240.442412457
Rissa tridactyla,current,10,31,3358240.442412457
Rissa tridactyla,current,20,31,3358240.442412457
Rissa tridactyla,current,50,31,3358240.442412457
Rissa tridactyla,current,100,30,3358240.442412457
Rissa tridactyla,current,200,30,3358240.442412457
Rubigula flaviventris,current,3,21,719877.9334855989
Rubigula flaviventris,current,10,20,719877.9334855989
Rubigula flaviventris,current,20,19,719877.9334855989
Rubigula flaviventris,current,50,18,719877.9334855989
Rubigula flaviventris,current,100,16,719877.9334855989
Rubigula flaviventris,current,200,16,719877.9334855989
Sasia ochracea,current,3,25,1173250.6674513966
Sasia ochracea,current,10,22,1173250.6674513966
Sasia ochracea,current,20,22,1173250.6674513966
Sasia ochracea,current,50,18,1173250.6674513966
Sasia ochracea,current,100,15,1173250.6674513966
Sasia ochracea,current,200,15,1173250.6674513966
Saxicola ferreus,current,3,27,2307081.8199489517
Saxicola ferreus,current,10,26,2307081.8199489517
Saxicola ferreus,current,20,26,2307081.8199489517
Saxicola ferreus,current,50,24,2307081.8199489517
Saxicola ferreus,current,100,22,2307081.8199489517
Saxicola ferreus,current,200,22,2307081.8199489517
Sibirionetta formosa,current,3,31,2580526.5743908803
Sibirionetta formosa,current,10,31,2580526.5743908803
Sibirionetta formosa,current,20,30,2580526.5743908803
Sibirionetta formosa,current,50,29,2580526.5743908803
Sibirionetta formosa,current,100,28,2580526.5743908803
Sibirionetta formosa,current,200,28,2580526.5743908803
Sitta cinnamoventris,current,3,30,765588.960705322
Sitta cinnamoventris,current,10,27,765588.960705322
Sitta cinnamoventris,current,20,27,765588.960705322
Sitta cinnamoventris,current,50,23,765588.960705322
Sitta cinnamoventris,current,100,19,765588.960705322
Sitta cinnamoventris,current,200,17,765588.960705322
Sitta formosa,current,3,32,6792787.250789977
Sitta formosa,current,10,31,6792787.250789977
Sitta formosa,current,20,30,6792787.250789977
Sitta formosa,current,50,30,6792787.250789977
Sitta formosa,current,100,30,6792787.250789977
Sitta formosa,current,200,30,6792787.250789977
Sitta villosa,current,3,29,4494675.594583219
Sitta villosa,current,10,28,4494675.594583219
Sitta villosa,current,20,27,4494675.594583219
Sitta villosa,current,50,25,4494675.594583219
Sitta villosa,current,100,22,4494675.594583219
Sitta villosa,current,200,21,4494675.594583219
Sittiparus varius,current,3,33,1756522.3540241967
Sittiparus varius,current,10,33,1756522.3540241967
Sittiparus varius,current,20,32,1756522.3540241967
Sittiparus varius,current,50,32,1756522.3540241967
Sittiparus varius,current,100,31,1756522.3540241967
Sittiparus varius,current,200,30,1756522.3540241967
Spilopelia chinensis,current,3,32,2821772.340443204
Spilopelia chinensis,current,10,31,2821772.340443204
Spilopelia chinensis,current,20,31,2821772.340443204
Spilopelia chinensis,current,50,29,2821772.340443204
Spilopelia chinensis,current,100,28,2821772.340443204
Spilopelia chinensis,current,200,27,2821772.340443204
Spilopelia senegalensis,current,3,24,1176495.7894235773
