species,threshold_type,threshold_name,algorithm,threshold_value
Pterorhinus berthemyi,model_config,cv_folds,NA,5
Pterorhinus berthemyi,model_config,cv_presence_threshold_spatial,NA,20
Pterorhinus berthemyi,model_config,tss_selection_threshold,NA,0.6
Pterorhinus berthemyi,model_config,buffer_km,NA,500
Pterorhinus berthemyi,algorithm_mean_threshold,mean_threshold,GAM,0.07224742947934458
Pterorhinus berthemyi,algorithm_mean_threshold,mean_threshold,GBM,0.02581165276637514
Pterorhinus berthemyi,algorithm_mean_threshold,mean_threshold,GLM,0.08972397838620617
Pterorhinus berthemyi,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Pterorhinus berthemyi,algorithm_mean_threshold,mean_threshold,RF,0.043733333333333346
Pterorhinus berthemyi,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.08972397838620617
Anthus godlewskii,model_config,presence_cell_threshold,NA,10
Anthus godlewskii,model_config,presence_cell_maximum,NA,10000
Anthus godlewskii,model_config,pseudoabsence_multiplier,NA,3
Anthus godlewskii,model_config,pseudoabsence_minimum,NA,1000
Anthus godlewskii,model_config,pseudoabsence_maximum,NA,20000
Anthus godlewskii,model_config,cv_folds,NA,5
Anthus godlewskii,model_config,cv_presence_threshold_spatial,NA,20
Anthus godlewskii,model_config,tss_selection_threshold,NA,0.6
Anthus godlewskii,model_config,buffer_km,NA,500
Anthus godlewskii,algorithm_mean_threshold,mean_threshold,GAM,0.23984194946752999
Anthus godlewskii,algorithm_mean_threshold,mean_threshold,GBM,0.27448198739694957
Anthus godlewskii,algorithm_mean_threshold,mean_threshold,GLM,0.22060844142100647
Anthus godlewskii,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Anthus godlewskii,algorithm_mean_threshold,mean_threshold,RF,0.0013333333333333335
Anthus godlewskii,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.23984194946752999
Columba oenas,model_config,presence_cell_threshold,NA,10
Columba oenas,model_config,presence_cell_maximum,NA,10000
Columba oenas,model_config,pseudoabsence_multiplier,NA,3
Columba oenas,model_config,pseudoabsence_minimum,NA,1000
Columba oenas,model_config,pseudoabsence_maximum,NA,20000
Columba oenas,model_config,cv_folds,NA,5
Columba oenas,model_config,cv_presence_threshold_spatial,NA,20
Columba oenas,model_config,tss_selection_threshold,NA,0.6
Columba oenas,model_config,buffer_km,NA,500
Columba oenas,algorithm_mean_threshold,mean_threshold,GAM,0.08589366299635155
Columba oenas,algorithm_mean_threshold,mean_threshold,GBM,0.030574161310315536
Columba oenas,algorithm_mean_threshold,mean_threshold,GLM,0.09527499415582734
Columba oenas,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Columba oenas,algorithm_mean_threshold,mean_threshold,RF,0.02400000000000002
Columba oenas,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.09527499415582734
Prinia striata,model_config,presence_cell_threshold,NA,10
Prinia striata,model_config,presence_cell_maximum,NA,10000
Prinia striata,model_config,pseudoabsence_multiplier,NA,3
Prinia striata,model_config,pseudoabsence_minimum,NA,1000
Prinia striata,model_config,pseudoabsence_maximum,NA,20000
Prinia striata,model_config,cv_folds,NA,5
Prinia striata,model_config,cv_presence_threshold_spatial,NA,20
Prinia striata,model_config,tss_selection_threshold,NA,0.6
Prinia striata,model_config,buffer_km,NA,500
Prinia striata,algorithm_mean_threshold,mean_threshold,GAM,0.06969348499780607
Prinia striata,algorithm_mean_threshold,mean_threshold,GBM,0.026887624603066217
Prinia striata,algorithm_mean_threshold,mean_threshold,GLM,0.08567365356762638
Prinia striata,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Prinia striata,algorithm_mean_threshold,mean_threshold,RF,0.006133333333333335
Prinia striata,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.08567365356762638
Syrrhaptes paradoxus,model_config,presence_cell_threshold,NA,10
Syrrhaptes paradoxus,model_config,presence_cell_maximum,NA,10000
Syrrhaptes paradoxus,model_config,pseudoabsence_multiplier,NA,3
Syrrhaptes paradoxus,model_config,pseudoabsence_minimum,NA,1000
Syrrhaptes paradoxus,model_config,pseudoabsence_maximum,NA,20000
Syrrhaptes paradoxus,model_config,cv_folds,NA,5
Syrrhaptes paradoxus,model_config,cv_presence_threshold_spatial,NA,20
Syrrhaptes paradoxus,model_config,tss_selection_threshold,NA,0.6
Syrrhaptes paradoxus,model_config,buffer_km,NA,500
Syrrhaptes paradoxus,algorithm_mean_threshold,mean_threshold,GAM,0.11645344575779229
Syrrhaptes paradoxus,algorithm_mean_threshold,mean_threshold,GBM,0.10230231793739111
Syrrhaptes paradoxus,algorithm_mean_threshold,mean_threshold,GLM,0.07964505470861753
Syrrhaptes paradoxus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Syrrhaptes paradoxus,algorithm_mean_threshold,mean_threshold,RF,0.020333333333333332
Syrrhaptes paradoxus,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.11645344575779229
Aviceda jerdoni,model_config,presence_cell_threshold,NA,10
Aviceda jerdoni,model_config,presence_cell_maximum,NA,10000
Aviceda jerdoni,model_config,pseudoabsence_multiplier,NA,3
Aviceda jerdoni,model_config,pseudoabsence_minimum,NA,1000
Aviceda jerdoni,model_config,pseudoabsence_maximum,NA,20000
Aviceda jerdoni,model_config,cv_folds,NA,5
Aviceda jerdoni,model_config,cv_presence_threshold_spatial,NA,20
Aviceda jerdoni,model_config,tss_selection_threshold,NA,0.6
Aviceda jerdoni,model_config,buffer_km,NA,500
Aviceda jerdoni,algorithm_mean_threshold,mean_threshold,GAM,0.050796336654476554
Aviceda jerdoni,algorithm_mean_threshold,mean_threshold,GBM,0.014298097897025555
Aviceda jerdoni,algorithm_mean_threshold,mean_threshold,GLM,0.08709389883525848
Aviceda jerdoni,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Aviceda jerdoni,algorithm_mean_threshold,mean_threshold,RF,0.012
Aviceda jerdoni,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.08709389883525848
Tragopan temminckii,model_config,presence_cell_threshold,NA,10
Tragopan temminckii,model_config,presence_cell_maximum,NA,10000
Tragopan temminckii,model_config,pseudoabsence_multiplier,NA,3
Tragopan temminckii,model_config,pseudoabsence_minimum,NA,1000
Tragopan temminckii,model_config,pseudoabsence_maximum,NA,20000
Tragopan temminckii,model_config,cv_folds,NA,5
Tragopan temminckii,model_config,cv_presence_threshold_spatial,NA,20
Tragopan temminckii,model_config,tss_selection_threshold,NA,0.6
Tragopan temminckii,model_config,buffer_km,NA,500
Tragopan temminckii,algorithm_mean_threshold,mean_threshold,GAM,0.08961267682608684
Tragopan temminckii,algorithm_mean_threshold,mean_threshold,GBM,0.05491121808587421
Tragopan temminckii,algorithm_mean_threshold,mean_threshold,GLM,0.12366456446025756
Tragopan temminckii,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Tragopan temminckii,algorithm_mean_threshold,mean_threshold,RF,0.041600000000000026
Tragopan temminckii,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.08961267682608684
Phylloscopus intermedius,model_config,presence_cell_threshold,NA,10
Phylloscopus intermedius,model_config,presence_cell_maximum,NA,10000
Phylloscopus intermedius,model_config,pseudoabsence_multiplier,NA,3
Phylloscopus intermedius,model_config,pseudoabsence_minimum,NA,1000
Phylloscopus intermedius,model_config,pseudoabsence_maximum,NA,20000
Phylloscopus intermedius,model_config,cv_folds,NA,5
Phylloscopus intermedius,model_config,cv_presence_threshold_spatial,NA,20
Phylloscopus intermedius,model_config,tss_selection_threshold,NA,0.6
Phylloscopus intermedius,model_config,buffer_km,NA,500
Phylloscopus intermedius,algorithm_mean_threshold,mean_threshold,GAM,0.049747613984451926
Phylloscopus intermedius,algorithm_mean_threshold,mean_threshold,GBM,0.0255040916436836
Phylloscopus intermedius,algorithm_mean_threshold,mean_threshold,GLM,0.05724385205353581
Phylloscopus intermedius,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Phylloscopus intermedius,algorithm_mean_threshold,mean_threshold,RF,0.019333333333333334
Phylloscopus intermedius,ensemble_binary_threshold,ensemble_binary_threshold,GBM,0.0255040916436836
Otus spilocephalus,model_config,presence_cell_threshold,NA,10
Otus spilocephalus,model_config,presence_cell_maximum,NA,10000
Otus spilocephalus,model_config,pseudoabsence_multiplier,NA,3
Otus spilocephalus,model_config,pseudoabsence_minimum,NA,1000
Otus spilocephalus,model_config,pseudoabsence_maximum,NA,20000
Otus spilocephalus,model_config,cv_folds,NA,5
Otus spilocephalus,model_config,cv_presence_threshold_spatial,NA,20
Otus spilocephalus,model_config,tss_selection_threshold,NA,0.6
Otus spilocephalus,model_config,buffer_km,NA,500
Otus spilocephalus,algorithm_mean_threshold,mean_threshold,GAM,0.04003985352547813
Otus spilocephalus,algorithm_mean_threshold,mean_threshold,GBM,0.03173882380375552
Otus spilocephalus,algorithm_mean_threshold,mean_threshold,GLM,0.07346106114857671
Otus spilocephalus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Otus spilocephalus,algorithm_mean_threshold,mean_threshold,RF,0.017333333333333333
Otus spilocephalus,ensemble_binary_threshold,ensemble_binary_threshold,GBM,0.03173882380375552
Aegithalos bonvaloti,model_config,presence_cell_threshold,NA,10
Aegithalos bonvaloti,model_config,presence_cell_maximum,NA,10000
Aegithalos bonvaloti,model_config,pseudoabsence_multiplier,NA,3
Aegithalos bonvaloti,model_config,pseudoabsence_minimum,NA,1000
Aegithalos bonvaloti,model_config,pseudoabsence_maximum,NA,20000
Aegithalos bonvaloti,model_config,cv_folds,NA,5
Aegithalos bonvaloti,model_config,cv_presence_threshold_spatial,NA,20
Aegithalos bonvaloti,model_config,tss_selection_threshold,NA,0.6
Aegithalos bonvaloti,model_config,buffer_km,NA,500
Aegithalos bonvaloti,algorithm_mean_threshold,mean_threshold,GAM,0.08208645086511458
Aegithalos bonvaloti,algorithm_mean_threshold,mean_threshold,GBM,0.047854126665304815
Aegithalos bonvaloti,algorithm_mean_threshold,mean_threshold,GLM,0.10758731495759562
Aegithalos bonvaloti,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Aegithalos bonvaloti,algorithm_mean_threshold,mean_threshold,RF,0.057100000000000026
Aegithalos bonvaloti,ensemble_binary_threshold,ensemble_binary_threshold,GAM | GBM | RF,0.06234685917680648
Charadrius veredus,model_config,presence_cell_threshold,NA,10
Charadrius veredus,model_config,presence_cell_maximum,NA,10000
Charadrius veredus,model_config,pseudoabsence_multiplier,NA,3
Charadrius veredus,model_config,pseudoabsence_minimum,NA,1000
Charadrius veredus,model_config,pseudoabsence_maximum,NA,20000
Charadrius veredus,model_config,cv_folds,NA,5
Charadrius veredus,model_config,cv_presence_threshold_spatial,NA,20
Charadrius veredus,model_config,tss_selection_threshold,NA,0.6
Charadrius veredus,model_config,buffer_km,NA,500
Charadrius veredus,algorithm_mean_threshold,mean_threshold,GAM,0.05603669380213598
Charadrius veredus,algorithm_mean_threshold,mean_threshold,GBM,0.028739420137865058
Charadrius veredus,algorithm_mean_threshold,mean_threshold,GLM,0.06838688259332634
Charadrius veredus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Charadrius veredus,algorithm_mean_threshold,mean_threshold,RF,0.024
Charadrius veredus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.06838688259332634
Ficedula elisae,model_config,presence_cell_threshold,NA,10
Ficedula elisae,model_config,presence_cell_maximum,NA,10000
Ficedula elisae,model_config,pseudoabsence_multiplier,NA,3
Ficedula elisae,model_config,pseudoabsence_minimum,NA,1000
Ficedula elisae,model_config,pseudoabsence_maximum,NA,20000
Ficedula elisae,model_config,cv_folds,NA,5
Ficedula elisae,model_config,cv_presence_threshold_spatial,NA,20
Ficedula elisae,model_config,tss_selection_threshold,NA,0.6
Ficedula elisae,model_config,buffer_km,NA,500
Ficedula elisae,algorithm_mean_threshold,mean_threshold,GAM,0.11367569777220571
Ficedula elisae,algorithm_mean_threshold,mean_threshold,GBM,0.036556877802418904
Ficedula elisae,algorithm_mean_threshold,mean_threshold,GLM,0.06188669299683737
Ficedula elisae,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Ficedula elisae,algorithm_mean_threshold,mean_threshold,RF,0.035166666666666686
Ficedula elisae,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.11367569777220571
Paradoxornis guttaticollis,model_config,presence_cell_threshold,NA,10
Paradoxornis guttaticollis,model_config,presence_cell_maximum,NA,10000
Paradoxornis guttaticollis,model_config,pseudoabsence_multiplier,NA,3
Paradoxornis guttaticollis,model_config,pseudoabsence_minimum,NA,1000
Paradoxornis guttaticollis,model_config,pseudoabsence_maximum,NA,20000
Paradoxornis guttaticollis,model_config,cv_folds,NA,5
Paradoxornis guttaticollis,model_config,cv_presence_threshold_spatial,NA,20
Paradoxornis guttaticollis,model_config,tss_selection_threshold,NA,0.6
Paradoxornis guttaticollis,model_config,buffer_km,NA,500
Paradoxornis guttaticollis,algorithm_mean_threshold,mean_threshold,GAM,0.0500997192128396
Paradoxornis guttaticollis,algorithm_mean_threshold,mean_threshold,GBM,0.025984545931544666
Paradoxornis guttaticollis,algorithm_mean_threshold,mean_threshold,GLM,0.06652917854678667
Paradoxornis guttaticollis,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Paradoxornis guttaticollis,algorithm_mean_threshold,mean_threshold,RF,0.024800000000000003
Paradoxornis guttaticollis,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.0500997192128396
Numenius minutus,model_config,presence_cell_threshold,NA,10
Numenius minutus,model_config,presence_cell_maximum,NA,10000
Numenius minutus,model_config,pseudoabsence_multiplier,NA,3
Numenius minutus,model_config,pseudoabsence_minimum,NA,1000
Numenius minutus,model_config,pseudoabsence_maximum,NA,20000
Numenius minutus,model_config,cv_folds,NA,5
Numenius minutus,model_config,cv_presence_threshold_spatial,NA,20
Numenius minutus,model_config,tss_selection_threshold,NA,0.6
Numenius minutus,model_config,buffer_km,NA,500
Numenius minutus,algorithm_mean_threshold,mean_threshold,GAM,0.07440745181465133
Numenius minutus,algorithm_mean_threshold,mean_threshold,GBM,0.03047498072836592
Numenius minutus,algorithm_mean_threshold,mean_threshold,GLM,0.0753279001208823
Numenius minutus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Numenius minutus,algorithm_mean_threshold,mean_threshold,RF,0.016800000000000002
Numenius minutus,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.07440745181465133
Pastor roseus,model_config,presence_cell_threshold,NA,10
Pastor roseus,model_config,presence_cell_maximum,NA,10000
Pastor roseus,model_config,pseudoabsence_multiplier,NA,3
Pastor roseus,model_config,pseudoabsence_minimum,NA,1000
Pastor roseus,model_config,pseudoabsence_maximum,NA,20000
Pastor roseus,model_config,cv_folds,NA,5
Pastor roseus,model_config,cv_presence_threshold_spatial,NA,20
Pastor roseus,model_config,tss_selection_threshold,NA,0.6
Pastor roseus,model_config,buffer_km,NA,500
Pastor roseus,algorithm_mean_threshold,mean_threshold,GAM,0.13089250062211627
Pastor roseus,algorithm_mean_threshold,mean_threshold,GBM,0.04130328927914973
Pastor roseus,algorithm_mean_threshold,mean_threshold,GLM,0.1281001121989441
Pastor roseus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Pastor roseus,algorithm_mean_threshold,mean_threshold,RF,0.04033333333333338
Pastor roseus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.1281001121989441
Rhodospiza obsoleta,model_config,presence_cell_threshold,NA,10
Rhodospiza obsoleta,model_config,presence_cell_maximum,NA,10000
Rhodospiza obsoleta,model_config,pseudoabsence_multiplier,NA,3
Rhodospiza obsoleta,model_config,pseudoabsence_minimum,NA,1000
Rhodospiza obsoleta,model_config,pseudoabsence_maximum,NA,20000
Rhodospiza obsoleta,model_config,cv_folds,NA,5
Rhodospiza obsoleta,model_config,cv_presence_threshold_spatial,NA,20
Rhodospiza obsoleta,model_config,tss_selection_threshold,NA,0.6
Rhodospiza obsoleta,model_config,buffer_km,NA,500
Rhodospiza obsoleta,algorithm_mean_threshold,mean_threshold,GAM,0.09949262371915424
Rhodospiza obsoleta,algorithm_mean_threshold,mean_threshold,GBM,0.09060476443123999
Rhodospiza obsoleta,algorithm_mean_threshold,mean_threshold,GLM,0.11975967926390943
Rhodospiza obsoleta,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Rhodospiza obsoleta,algorithm_mean_threshold,mean_threshold,RF,0.03133333333333333
Rhodospiza obsoleta,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.11975967926390943
Melanochlora sultanea,model_config,presence_cell_threshold,NA,10
Melanochlora sultanea,model_config,presence_cell_maximum,NA,10000
Melanochlora sultanea,model_config,pseudoabsence_multiplier,NA,3
Melanochlora sultanea,model_config,pseudoabsence_minimum,NA,1000
Melanochlora sultanea,model_config,pseudoabsence_maximum,NA,20000
Melanochlora sultanea,model_config,cv_folds,NA,5
Melanochlora sultanea,model_config,cv_presence_threshold_spatial,NA,20
Melanochlora sultanea,model_config,tss_selection_threshold,NA,0.6
Melanochlora sultanea,model_config,buffer_km,NA,500
Melanochlora sultanea,algorithm_mean_threshold,mean_threshold,GAM,0.028691483167414183
Melanochlora sultanea,algorithm_mean_threshold,mean_threshold,GBM,0.0077501773316087045
Melanochlora sultanea,algorithm_mean_threshold,mean_threshold,GLM,0.05098603523124513
Melanochlora sultanea,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Melanochlora sultanea,algorithm_mean_threshold,mean_threshold,RF,0.011800000000000012
Melanochlora sultanea,ensemble_binary_threshold,ensemble_binary_threshold,RF,0.011800000000000012
Phylloscopus omeiensis,model_config,presence_cell_threshold,NA,10
Phylloscopus omeiensis,model_config,presence_cell_maximum,NA,10000
Phylloscopus omeiensis,model_config,pseudoabsence_multiplier,NA,3
Phylloscopus omeiensis,model_config,pseudoabsence_minimum,NA,1000
Phylloscopus omeiensis,model_config,pseudoabsence_maximum,NA,20000
Phylloscopus omeiensis,model_config,cv_folds,NA,5
Phylloscopus omeiensis,model_config,cv_presence_threshold_spatial,NA,20
Phylloscopus omeiensis,model_config,tss_selection_threshold,NA,0.6
Phylloscopus omeiensis,model_config,buffer_km,NA,500
Phylloscopus omeiensis,algorithm_mean_threshold,mean_threshold,GAM,0.041247684609794576
Phylloscopus omeiensis,algorithm_mean_threshold,mean_threshold,GBM,0.01890828945653245
Phylloscopus omeiensis,algorithm_mean_threshold,mean_threshold,GLM,0.07693772566966947
Phylloscopus omeiensis,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Phylloscopus omeiensis,algorithm_mean_threshold,mean_threshold,RF,0.031833333333333394
Phylloscopus omeiensis,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.041247684609794576
Ficedula tricolor,model_config,presence_cell_threshold,NA,10
Ficedula tricolor,model_config,presence_cell_maximum,NA,10000
Ficedula tricolor,model_config,pseudoabsence_multiplier,NA,3
Ficedula tricolor,model_config,pseudoabsence_minimum,NA,1000
Ficedula tricolor,model_config,pseudoabsence_maximum,NA,20000
Ficedula tricolor,model_config,cv_folds,NA,5
Ficedula tricolor,model_config,cv_presence_threshold_spatial,NA,20
Ficedula tricolor,model_config,tss_selection_threshold,NA,0.6
Ficedula tricolor,model_config,buffer_km,NA,500
Ficedula tricolor,algorithm_mean_threshold,mean_threshold,GAM,0.0453126144076796
Ficedula tricolor,algorithm_mean_threshold,mean_threshold,GBM,0.021854691048292272
Ficedula tricolor,algorithm_mean_threshold,mean_threshold,GLM,0.03723170261174123
Ficedula tricolor,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Ficedula tricolor,algorithm_mean_threshold,mean_threshold,RF,0.025333333333333333
Ficedula tricolor,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.0453126144076796
Locustella davidi,model_config,presence_cell_threshold,NA,10
Locustella davidi,model_config,presence_cell_maximum,NA,10000
Locustella davidi,model_config,pseudoabsence_multiplier,NA,3
Locustella davidi,model_config,pseudoabsence_minimum,NA,1000
Locustella davidi,model_config,pseudoabsence_maximum,NA,20000
Locustella davidi,model_config,cv_folds,NA,5
Locustella davidi,model_config,cv_presence_threshold_spatial,NA,20
Locustella davidi,model_config,tss_selection_threshold,NA,0.6
Locustella davidi,model_config,buffer_km,NA,500
Locustella davidi,algorithm_mean_threshold,mean_threshold,GAM,0.1274550011535611
Locustella davidi,algorithm_mean_threshold,mean_threshold,GBM,0.029980220386137745
Locustella davidi,algorithm_mean_threshold,mean_threshold,GLM,0.05256333794402235
Locustella davidi,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Locustella davidi,algorithm_mean_threshold,mean_threshold,RF,0.04243333333333336
Locustella davidi,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.05256333794402235
Elachura formosa,model_config,presence_cell_threshold,NA,10
Elachura formosa,model_config,presence_cell_maximum,NA,10000
Elachura formosa,model_config,pseudoabsence_multiplier,NA,3
Elachura formosa,model_config,pseudoabsence_minimum,NA,1000
Elachura formosa,model_config,pseudoabsence_maximum,NA,20000
Elachura formosa,model_config,cv_folds,NA,5
Elachura formosa,model_config,cv_presence_threshold_spatial,NA,20
Elachura formosa,model_config,tss_selection_threshold,NA,0.6
Elachura formosa,model_config,buffer_km,NA,500
Elachura formosa,algorithm_mean_threshold,mean_threshold,GAM,0.07879033034500638
Elachura formosa,algorithm_mean_threshold,mean_threshold,GBM,0.019063556552816403
Elachura formosa,algorithm_mean_threshold,mean_threshold,GLM,0.09849559705211187
Elachura formosa,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Elachura formosa,algorithm_mean_threshold,mean_threshold,RF,0.03
Elachura formosa,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.09849559705211187
Chloris ambigua,model_config,presence_cell_threshold,NA,10
Chloris ambigua,model_config,presence_cell_maximum,NA,10000
Chloris ambigua,model_config,pseudoabsence_multiplier,NA,3
Chloris ambigua,model_config,pseudoabsence_minimum,NA,1000
Chloris ambigua,model_config,pseudoabsence_maximum,NA,20000
Chloris ambigua,model_config,cv_folds,NA,5
Chloris ambigua,model_config,cv_presence_threshold_spatial,NA,20
Chloris ambigua,model_config,tss_selection_threshold,NA,0.6
Chloris ambigua,model_config,buffer_km,NA,500
Chloris ambigua,algorithm_mean_threshold,mean_threshold,GAM,0.10510890475792009
Chloris ambigua,algorithm_mean_threshold,mean_threshold,GBM,0.0218994201419521
Chloris ambigua,algorithm_mean_threshold,mean_threshold,GLM,0.11671311078554267
Chloris ambigua,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Chloris ambigua,algorithm_mean_threshold,mean_threshold,RF,0.046133333333333346
Chloris ambigua,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.10510890475792009
Gallicrex cinerea,model_config,presence_cell_threshold,NA,10
Gallicrex cinerea,model_config,presence_cell_maximum,NA,10000
Gallicrex cinerea,model_config,pseudoabsence_multiplier,NA,3
Gallicrex cinerea,model_config,pseudoabsence_minimum,NA,1000
Gallicrex cinerea,model_config,pseudoabsence_maximum,NA,20000
Gallicrex cinerea,model_config,cv_folds,NA,5
Gallicrex cinerea,model_config,cv_presence_threshold_spatial,NA,20
Gallicrex cinerea,model_config,tss_selection_threshold,NA,0.6
Gallicrex cinerea,model_config,buffer_km,NA,500
Gallicrex cinerea,algorithm_mean_threshold,mean_threshold,GAM,0.0764875491235507
Gallicrex cinerea,algorithm_mean_threshold,mean_threshold,GBM,0.019854480054623806
Gallicrex cinerea,algorithm_mean_threshold,mean_threshold,GLM,0.07633908745282893
Gallicrex cinerea,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Gallicrex cinerea,algorithm_mean_threshold,mean_threshold,RF,0.023333333333333334
Gallicrex cinerea,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.07633908745282893
Phylloscopus collybita,model_config,presence_cell_threshold,NA,10
Phylloscopus collybita,model_config,presence_cell_maximum,NA,10000
Phylloscopus collybita,model_config,pseudoabsence_multiplier,NA,3
Phylloscopus collybita,model_config,pseudoabsence_minimum,NA,1000
Phylloscopus collybita,model_config,pseudoabsence_maximum,NA,20000
Phylloscopus collybita,model_config,cv_folds,NA,5
Phylloscopus collybita,model_config,cv_presence_threshold_spatial,NA,20
Phylloscopus collybita,model_config,tss_selection_threshold,NA,0.6
Phylloscopus collybita,model_config,buffer_km,NA,500
Phylloscopus collybita,algorithm_mean_threshold,mean_threshold,GAM,0.11676814325310347
Phylloscopus collybita,algorithm_mean_threshold,mean_threshold,GBM,0.046592736340366
Phylloscopus collybita,algorithm_mean_threshold,mean_threshold,GLM,0.1269777308166139
Phylloscopus collybita,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Phylloscopus collybita,algorithm_mean_threshold,mean_threshold,RF,0.038
Phylloscopus collybita,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.1269777308166139
Circaetus gallicus,model_config,presence_cell_threshold,NA,10
Circaetus gallicus,model_config,presence_cell_maximum,NA,10000
Circaetus gallicus,model_config,pseudoabsence_multiplier,NA,3
Circaetus gallicus,model_config,pseudoabsence_minimum,NA,1000
Circaetus gallicus,model_config,pseudoabsence_maximum,NA,20000
Circaetus gallicus,model_config,cv_folds,NA,5
Circaetus gallicus,model_config,cv_presence_threshold_spatial,NA,20
Circaetus gallicus,model_config,tss_selection_threshold,NA,0.6
Circaetus gallicus,model_config,buffer_km,NA,500
Circaetus gallicus,algorithm_mean_threshold,mean_threshold,GAM,0.05131929787936885
Circaetus gallicus,algorithm_mean_threshold,mean_threshold,GBM,0.04863626980289746
Circaetus gallicus,algorithm_mean_threshold,mean_threshold,GLM,0.0957012578482776
Circaetus gallicus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Circaetus gallicus,algorithm_mean_threshold,mean_threshold,RF,0
Circaetus gallicus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.0957012578482776
Phylloscopus emeiensis,model_config,presence_cell_threshold,NA,10
Phylloscopus emeiensis,model_config,presence_cell_maximum,NA,10000
Phylloscopus emeiensis,model_config,pseudoabsence_multiplier,NA,3
Phylloscopus emeiensis,model_config,pseudoabsence_minimum,NA,1000
Phylloscopus emeiensis,model_config,pseudoabsence_maximum,NA,20000
Phylloscopus emeiensis,model_config,cv_folds,NA,5
Phylloscopus emeiensis,model_config,cv_presence_threshold_spatial,NA,20
Phylloscopus emeiensis,model_config,tss_selection_threshold,NA,0.6
Phylloscopus emeiensis,model_config,buffer_km,NA,500
Phylloscopus emeiensis,algorithm_mean_threshold,mean_threshold,GAM,0.07357801969165752
Phylloscopus emeiensis,algorithm_mean_threshold,mean_threshold,GBM,0.02735486280239895
Phylloscopus emeiensis,algorithm_mean_threshold,mean_threshold,GLM,0.11309293176681318
Phylloscopus emeiensis,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Phylloscopus emeiensis,algorithm_mean_threshold,mean_threshold,RF,0.022
Phylloscopus emeiensis,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.07357801969165752
Phoenicurus erythronotus,model_config,presence_cell_threshold,NA,10
Phoenicurus erythronotus,model_config,presence_cell_maximum,NA,10000
Phoenicurus erythronotus,model_config,pseudoabsence_multiplier,NA,3
Phoenicurus erythronotus,model_config,pseudoabsence_minimum,NA,1000
Phoenicurus erythronotus,model_config,pseudoabsence_maximum,NA,20000
Phoenicurus erythronotus,model_config,cv_folds,NA,5
Phoenicurus erythronotus,model_config,cv_presence_threshold_spatial,NA,20
Phoenicurus erythronotus,model_config,tss_selection_threshold,NA,0.6
Phoenicurus erythronotus,model_config,buffer_km,NA,500
Phoenicurus erythronotus,algorithm_mean_threshold,mean_threshold,GAM,0.06331871512167576
Phoenicurus erythronotus,algorithm_mean_threshold,mean_threshold,GBM,0.02399252065626818
