species,threshold_type,threshold_name,algorithm,threshold_value
Egretta garzetta,algorithm_mean_threshold,mean_threshold,GLM,0.1714496773820699
Egretta garzetta,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Egretta garzetta,algorithm_mean_threshold,mean_threshold,RF,0.01
Egretta garzetta,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.1714496773820699
Turdus mandarinus,model_config,presence_cell_threshold,NA,10
Turdus mandarinus,model_config,presence_cell_maximum,NA,10000
Turdus mandarinus,model_config,pseudoabsence_multiplier,NA,3
Turdus mandarinus,model_config,pseudoabsence_minimum,NA,1000
Turdus mandarinus,model_config,pseudoabsence_maximum,NA,20000
Turdus mandarinus,model_config,cv_folds,NA,5
Turdus mandarinus,model_config,cv_presence_threshold_spatial,NA,20
Turdus mandarinus,model_config,tss_selection_threshold,NA,0.6
Turdus mandarinus,model_config,buffer_km,NA,500
Turdus mandarinus,algorithm_mean_threshold,mean_threshold,GAM,0.13748837766798244
Turdus mandarinus,algorithm_mean_threshold,mean_threshold,GBM,0.08291539938683856
Turdus mandarinus,algorithm_mean_threshold,mean_threshold,GLM,0.1599664964874964
Turdus mandarinus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Turdus mandarinus,algorithm_mean_threshold,mean_threshold,RF,0.004666666666666667
Turdus mandarinus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.1599664964874964
Hirundo rustica,model_config,presence_cell_threshold,NA,10
Hirundo rustica,model_config,presence_cell_maximum,NA,10000
Hirundo rustica,model_config,pseudoabsence_multiplier,NA,3
Hirundo rustica,model_config,pseudoabsence_minimum,NA,1000
Hirundo rustica,model_config,pseudoabsence_maximum,NA,20000
Hirundo rustica,model_config,cv_folds,NA,5
Hirundo rustica,model_config,cv_presence_threshold_spatial,NA,20
Hirundo rustica,model_config,tss_selection_threshold,NA,0.6
Hirundo rustica,model_config,buffer_km,NA,500
Hirundo rustica,algorithm_mean_threshold,mean_threshold,GAM,0.23505846694131757
Hirundo rustica,algorithm_mean_threshold,mean_threshold,GBM,0.06906466776129506
Hirundo rustica,algorithm_mean_threshold,mean_threshold,GLM,0.17638596395757636
Hirundo rustica,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Hirundo rustica,algorithm_mean_threshold,mean_threshold,RF,0.002
Hirundo rustica,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.17638596395757636
Lanius schach,model_config,presence_cell_threshold,NA,10
Lanius schach,model_config,presence_cell_maximum,NA,10000
Lanius schach,model_config,pseudoabsence_multiplier,NA,3
Lanius schach,model_config,pseudoabsence_minimum,NA,1000
Lanius schach,model_config,pseudoabsence_maximum,NA,20000
Lanius schach,model_config,cv_folds,NA,5
Lanius schach,model_config,cv_presence_threshold_spatial,NA,20
Lanius schach,model_config,tss_selection_threshold,NA,0.6
Lanius schach,model_config,buffer_km,NA,500
Lanius schach,algorithm_mean_threshold,mean_threshold,GAM,0.15263085988669342
Lanius schach,algorithm_mean_threshold,mean_threshold,GBM,0.082048402538076
Lanius schach,algorithm_mean_threshold,mean_threshold,GLM,0.17211603816265866
Lanius schach,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Lanius schach,algorithm_mean_threshold,mean_threshold,RF,0.004666666666666667
Lanius schach,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.17211603816265866
Acridotheres cristatellus,model_config,presence_cell_threshold,NA,10
Acridotheres cristatellus,model_config,presence_cell_maximum,NA,10000
Acridotheres cristatellus,model_config,pseudoabsence_multiplier,NA,3
Acridotheres cristatellus,model_config,pseudoabsence_minimum,NA,1000
Acridotheres cristatellus,model_config,pseudoabsence_maximum,NA,20000
Acridotheres cristatellus,model_config,cv_folds,NA,5
Acridotheres cristatellus,model_config,cv_presence_threshold_spatial,NA,20
Acridotheres cristatellus,model_config,tss_selection_threshold,NA,0.6
Acridotheres cristatellus,model_config,buffer_km,NA,500
Acridotheres cristatellus,algorithm_mean_threshold,mean_threshold,GAM,0.14391271472511388
Acridotheres cristatellus,algorithm_mean_threshold,mean_threshold,GBM,0.09496864974746126
Acridotheres cristatellus,algorithm_mean_threshold,mean_threshold,GLM,0.152821642853258
Acridotheres cristatellus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Acridotheres cristatellus,algorithm_mean_threshold,mean_threshold,RF,0.005333333333333334
Acridotheres cristatellus,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.14391271472511388
Copsychus saularis,model_config,presence_cell_threshold,NA,10
Copsychus saularis,model_config,presence_cell_maximum,NA,10000
Copsychus saularis,model_config,pseudoabsence_multiplier,NA,3
Copsychus saularis,model_config,pseudoabsence_minimum,NA,1000
Copsychus saularis,model_config,pseudoabsence_maximum,NA,20000
Copsychus saularis,model_config,cv_folds,NA,5
Copsychus saularis,model_config,cv_presence_threshold_spatial,NA,20
Copsychus saularis,model_config,tss_selection_threshold,NA,0.6
Copsychus saularis,model_config,buffer_km,NA,500
Copsychus saularis,algorithm_mean_threshold,mean_threshold,GAM,0.09062854001048584
Copsychus saularis,algorithm_mean_threshold,mean_threshold,GBM,0.06578549160487238
Copsychus saularis,algorithm_mean_threshold,mean_threshold,GLM,0.17100047432737633
Copsychus saularis,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Copsychus saularis,algorithm_mean_threshold,mean_threshold,RF,0.007333333333333333
Copsychus saularis,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.17100047432737633
Chloris sinica,model_config,presence_cell_threshold,NA,10
Chloris sinica,model_config,presence_cell_maximum,NA,10000
Chloris sinica,model_config,pseudoabsence_multiplier,NA,3
Chloris sinica,model_config,pseudoabsence_minimum,NA,1000
Chloris sinica,model_config,pseudoabsence_maximum,NA,20000
Chloris sinica,model_config,cv_folds,NA,5
Chloris sinica,model_config,cv_presence_threshold_spatial,NA,20
Chloris sinica,model_config,tss_selection_threshold,NA,0.6
Chloris sinica,model_config,buffer_km,NA,500
Chloris sinica,algorithm_mean_threshold,mean_threshold,GAM,0.1226701276399857
Chloris sinica,algorithm_mean_threshold,mean_threshold,GBM,0.07812447674547915
Chloris sinica,algorithm_mean_threshold,mean_threshold,GLM,0.17781886490470575
Chloris sinica,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Chloris sinica,algorithm_mean_threshold,mean_threshold,RF,0.006666666666666667
Chloris sinica,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.17781886490470575
Nycticorax nycticorax,model_config,presence_cell_threshold,NA,10
Nycticorax nycticorax,model_config,presence_cell_maximum,NA,10000
Nycticorax nycticorax,model_config,pseudoabsence_multiplier,NA,3
Nycticorax nycticorax,model_config,pseudoabsence_minimum,NA,1000
Nycticorax nycticorax,model_config,pseudoabsence_maximum,NA,20000
Nycticorax nycticorax,model_config,cv_folds,NA,5
Nycticorax nycticorax,model_config,cv_presence_threshold_spatial,NA,20
Nycticorax nycticorax,model_config,tss_selection_threshold,NA,0.6
Nycticorax nycticorax,model_config,buffer_km,NA,500
Nycticorax nycticorax,algorithm_mean_threshold,mean_threshold,GAM,0.08179285530135712
Nycticorax nycticorax,algorithm_mean_threshold,mean_threshold,GBM,0.09235188734059419
Nycticorax nycticorax,algorithm_mean_threshold,mean_threshold,GLM,0.22991607067206274
Nycticorax nycticorax,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Nycticorax nycticorax,algorithm_mean_threshold,mean_threshold,RF,0.020666666666666667
Nycticorax nycticorax,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.22991607067206274
Ardeola bacchus,model_config,presence_cell_threshold,NA,10
Ardeola bacchus,model_config,presence_cell_maximum,NA,10000
Ardeola bacchus,model_config,pseudoabsence_multiplier,NA,3
Ardeola bacchus,model_config,pseudoabsence_minimum,NA,1000
Ardeola bacchus,model_config,pseudoabsence_maximum,NA,20000
Ardeola bacchus,model_config,cv_folds,NA,5
Ardeola bacchus,model_config,cv_presence_threshold_spatial,NA,20
Ardeola bacchus,model_config,tss_selection_threshold,NA,0.6
Ardeola bacchus,model_config,buffer_km,NA,500
Ardeola bacchus,algorithm_mean_threshold,mean_threshold,GAM,0.08099000366565043
Ardeola bacchus,algorithm_mean_threshold,mean_threshold,GBM,0.0863117075789837
Ardeola bacchus,algorithm_mean_threshold,mean_threshold,GLM,0.1698372130071746
Ardeola bacchus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Ardeola bacchus,algorithm_mean_threshold,mean_threshold,RF,0.010666666666666668
Ardeola bacchus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.1698372130071746
Spodiopsar sericeus,model_config,presence_cell_threshold,NA,10
Spodiopsar sericeus,model_config,presence_cell_maximum,NA,10000
Spodiopsar sericeus,model_config,pseudoabsence_multiplier,NA,3
Spodiopsar sericeus,model_config,pseudoabsence_minimum,NA,1000
Spodiopsar sericeus,model_config,pseudoabsence_maximum,NA,20000
Spodiopsar sericeus,model_config,cv_folds,NA,5
Spodiopsar sericeus,model_config,cv_presence_threshold_spatial,NA,20
Spodiopsar sericeus,model_config,tss_selection_threshold,NA,0.6
Spodiopsar sericeus,model_config,buffer_km,NA,500
Spodiopsar sericeus,algorithm_mean_threshold,mean_threshold,GAM,0.12544050683212177
Spodiopsar sericeus,algorithm_mean_threshold,mean_threshold,GBM,0.08768361072498847
Spodiopsar sericeus,algorithm_mean_threshold,mean_threshold,GLM,0.1591158355546689
Spodiopsar sericeus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Spodiopsar sericeus,algorithm_mean_threshold,mean_threshold,RF,0.006
Spodiopsar sericeus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.1591158355546689
Spodiopsar cineraceus,model_config,presence_cell_threshold,NA,10
Spodiopsar cineraceus,model_config,presence_cell_maximum,NA,10000
Spodiopsar cineraceus,model_config,pseudoabsence_multiplier,NA,3
Spodiopsar cineraceus,model_config,pseudoabsence_minimum,NA,1000
Spodiopsar cineraceus,model_config,pseudoabsence_maximum,NA,20000
Spodiopsar cineraceus,model_config,cv_folds,NA,5
Spodiopsar cineraceus,model_config,cv_presence_threshold_spatial,NA,20
Spodiopsar cineraceus,model_config,tss_selection_threshold,NA,0.6
Spodiopsar cineraceus,model_config,buffer_km,NA,500
Spodiopsar cineraceus,algorithm_mean_threshold,mean_threshold,GAM,0.27717831037794494
Spodiopsar cineraceus,algorithm_mean_threshold,mean_threshold,GBM,0.10067259886719632
Spodiopsar cineraceus,algorithm_mean_threshold,mean_threshold,GLM,0.23359409925363764
Spodiopsar cineraceus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Spodiopsar cineraceus,algorithm_mean_threshold,mean_threshold,RF,0.006
Spodiopsar cineraceus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.23359409925363764
Aegithalos concinnus,model_config,presence_cell_threshold,NA,10
Aegithalos concinnus,model_config,presence_cell_maximum,NA,10000
Aegithalos concinnus,model_config,pseudoabsence_multiplier,NA,3
Aegithalos concinnus,model_config,pseudoabsence_minimum,NA,1000
Aegithalos concinnus,model_config,pseudoabsence_maximum,NA,20000
Aegithalos concinnus,model_config,cv_folds,NA,5
Aegithalos concinnus,model_config,cv_presence_threshold_spatial,NA,20
Aegithalos concinnus,model_config,tss_selection_threshold,NA,0.6
Aegithalos concinnus,model_config,buffer_km,NA,500
Aegithalos concinnus,algorithm_mean_threshold,mean_threshold,GAM,0.0852447095064702
Aegithalos concinnus,algorithm_mean_threshold,mean_threshold,GBM,0.0468056680420944
Aegithalos concinnus,algorithm_mean_threshold,mean_threshold,GLM,0.15354559934569006
Aegithalos concinnus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Aegithalos concinnus,algorithm_mean_threshold,mean_threshold,RF,0.007333333333333334
Aegithalos concinnus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.15354559934569006
Spizixos semitorques,model_config,presence_cell_threshold,NA,10
Spizixos semitorques,model_config,presence_cell_maximum,NA,10000
Spizixos semitorques,model_config,pseudoabsence_multiplier,NA,3
Spizixos semitorques,model_config,pseudoabsence_minimum,NA,1000
Spizixos semitorques,model_config,pseudoabsence_maximum,NA,20000
Spizixos semitorques,model_config,cv_folds,NA,5
Spizixos semitorques,model_config,cv_presence_threshold_spatial,NA,20
Spizixos semitorques,model_config,tss_selection_threshold,NA,0.6
Spizixos semitorques,model_config,buffer_km,NA,500
Spizixos semitorques,algorithm_mean_threshold,mean_threshold,GAM,0.10727640299256312
Spizixos semitorques,algorithm_mean_threshold,mean_threshold,GBM,0.06356647817906536
Spizixos semitorques,algorithm_mean_threshold,mean_threshold,GLM,0.17906993284536618
Spizixos semitorques,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Spizixos semitorques,algorithm_mean_threshold,mean_threshold,RF,0.004
Spizixos semitorques,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.17906993284536618
Phasianus colchicus,model_config,presence_cell_threshold,NA,10
Phasianus colchicus,model_config,presence_cell_maximum,NA,10000
Phasianus colchicus,model_config,pseudoabsence_multiplier,NA,3
Phasianus colchicus,model_config,pseudoabsence_minimum,NA,1000
Phasianus colchicus,model_config,pseudoabsence_maximum,NA,20000
Phasianus colchicus,model_config,cv_folds,NA,5
Phasianus colchicus,model_config,cv_presence_threshold_spatial,NA,20
Phasianus colchicus,model_config,tss_selection_threshold,NA,0.6
Phasianus colchicus,model_config,buffer_km,NA,500
Phasianus colchicus,algorithm_mean_threshold,mean_threshold,GAM,0.10043410830870321
Phasianus colchicus,algorithm_mean_threshold,mean_threshold,GBM,0.057809447444646084
Phasianus colchicus,algorithm_mean_threshold,mean_threshold,GLM,0.15654065190836508
Phasianus colchicus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Phasianus colchicus,algorithm_mean_threshold,mean_threshold,RF,0.017333333333333333
Phasianus colchicus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.15654065190836508
Cecropis daurica,model_config,presence_cell_threshold,NA,10
Cecropis daurica,model_config,presence_cell_maximum,NA,10000
Cecropis daurica,model_config,pseudoabsence_multiplier,NA,3
Cecropis daurica,model_config,pseudoabsence_minimum,NA,1000
Cecropis daurica,model_config,pseudoabsence_maximum,NA,20000
Cecropis daurica,model_config,cv_folds,NA,5
Cecropis daurica,model_config,cv_presence_threshold_spatial,NA,20
Cecropis daurica,model_config,tss_selection_threshold,NA,0.6
Cecropis daurica,model_config,buffer_km,NA,500
Cecropis daurica,algorithm_mean_threshold,mean_threshold,GAM,0.08388101018415196
Cecropis daurica,algorithm_mean_threshold,mean_threshold,GBM,0.07933712534112973
Cecropis daurica,algorithm_mean_threshold,mean_threshold,GLM,0.15438713676643775
Cecropis daurica,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Cecropis daurica,algorithm_mean_threshold,mean_threshold,RF,0.004
Cecropis daurica,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.15438713676643775
Prinia inornata,model_config,presence_cell_threshold,NA,10
Prinia inornata,model_config,presence_cell_maximum,NA,10000
Prinia inornata,model_config,pseudoabsence_multiplier,NA,3
Prinia inornata,model_config,pseudoabsence_minimum,NA,1000
Prinia inornata,model_config,pseudoabsence_maximum,NA,20000
Prinia inornata,model_config,cv_folds,NA,5
Prinia inornata,model_config,cv_presence_threshold_spatial,NA,20
Prinia inornata,model_config,tss_selection_threshold,NA,0.6
Prinia inornata,model_config,buffer_km,NA,500
Prinia inornata,algorithm_mean_threshold,mean_threshold,GAM,0.10649315837516757
Prinia inornata,algorithm_mean_threshold,mean_threshold,GBM,0.08330803253952915
Prinia inornata,algorithm_mean_threshold,mean_threshold,GLM,0.14426146366709383
Prinia inornata,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Prinia inornata,algorithm_mean_threshold,mean_threshold,RF,0.005333333333333334
Prinia inornata,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.14426146366709383
Phylloscopus proregulus,model_config,presence_cell_threshold,NA,10
Phylloscopus proregulus,model_config,presence_cell_maximum,NA,10000
Phylloscopus proregulus,model_config,pseudoabsence_multiplier,NA,3
Phylloscopus proregulus,model_config,pseudoabsence_minimum,NA,1000
Phylloscopus proregulus,model_config,pseudoabsence_maximum,NA,20000
Phylloscopus proregulus,model_config,cv_folds,NA,5
Phylloscopus proregulus,model_config,cv_presence_threshold_spatial,NA,20
Phylloscopus proregulus,model_config,tss_selection_threshold,NA,0.6
Phylloscopus proregulus,model_config,buffer_km,NA,500
Phylloscopus proregulus,algorithm_mean_threshold,mean_threshold,GAM,0.10035122001789233
Phylloscopus proregulus,algorithm_mean_threshold,mean_threshold,GBM,0.06202795234236708
Phylloscopus proregulus,algorithm_mean_threshold,mean_threshold,GLM,0.15278898711290434
Phylloscopus proregulus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Phylloscopus proregulus,algorithm_mean_threshold,mean_threshold,RF,0.01
Phylloscopus proregulus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.15278898711290434
Emberiza pusilla,model_config,presence_cell_threshold,NA,10
Emberiza pusilla,model_config,presence_cell_maximum,NA,10000
Emberiza pusilla,model_config,pseudoabsence_multiplier,NA,3
Emberiza pusilla,model_config,pseudoabsence_minimum,NA,1000
Emberiza pusilla,model_config,pseudoabsence_maximum,NA,20000
Emberiza pusilla,model_config,cv_folds,NA,5
Emberiza pusilla,model_config,cv_presence_threshold_spatial,NA,20
Emberiza pusilla,model_config,tss_selection_threshold,NA,0.6
Emberiza pusilla,model_config,buffer_km,NA,500
Emberiza pusilla,algorithm_mean_threshold,mean_threshold,GAM,0.10291741639107464
Emberiza pusilla,algorithm_mean_threshold,mean_threshold,GBM,0.0788336119373252
Emberiza pusilla,algorithm_mean_threshold,mean_threshold,GLM,0.17421381352114296
Emberiza pusilla,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Emberiza pusilla,algorithm_mean_threshold,mean_threshold,RF,0.013333333333333334
Emberiza pusilla,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.17421381352114296
Pterorhinus sannio,model_config,presence_cell_threshold,NA,10
Pterorhinus sannio,model_config,presence_cell_maximum,NA,10000
Pterorhinus sannio,model_config,pseudoabsence_multiplier,NA,3
Pterorhinus sannio,model_config,pseudoabsence_minimum,NA,1000
Pterorhinus sannio,model_config,pseudoabsence_maximum,NA,20000
Pterorhinus sannio,model_config,cv_folds,NA,5
Pterorhinus sannio,model_config,cv_presence_threshold_spatial,NA,20
Pterorhinus sannio,model_config,tss_selection_threshold,NA,0.6
Pterorhinus sannio,model_config,buffer_km,NA,500
Pterorhinus sannio,algorithm_mean_threshold,mean_threshold,GAM,0.0959559482604393
Pterorhinus sannio,algorithm_mean_threshold,mean_threshold,GBM,0.0626119728915555
Pterorhinus sannio,algorithm_mean_threshold,mean_threshold,GLM,0.13528817510316074
Pterorhinus sannio,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Pterorhinus sannio,algorithm_mean_threshold,mean_threshold,RF,0.006
Pterorhinus sannio,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.13528817510316074
Fringilla montifringilla,model_config,presence_cell_threshold,NA,10
Fringilla montifringilla,model_config,presence_cell_maximum,NA,10000
Fringilla montifringilla,model_config,pseudoabsence_multiplier,NA,3
Fringilla montifringilla,model_config,pseudoabsence_minimum,NA,1000
Fringilla montifringilla,model_config,pseudoabsence_maximum,NA,20000
Fringilla montifringilla,model_config,cv_folds,NA,5
Fringilla montifringilla,model_config,cv_presence_threshold_spatial,NA,20
Fringilla montifringilla,model_config,tss_selection_threshold,NA,0.6
Fringilla montifringilla,model_config,buffer_km,NA,500
Fringilla montifringilla,algorithm_mean_threshold,mean_threshold,GAM,0.1061652734356981
Fringilla montifringilla,algorithm_mean_threshold,mean_threshold,GBM,0.053841268121484195
Fringilla montifringilla,algorithm_mean_threshold,mean_threshold,GLM,0.11964424333473082
Fringilla montifringilla,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Fringilla montifringilla,algorithm_mean_threshold,mean_threshold,RF,0.006
Fringilla montifringilla,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.11964424333473082
Gracupica nigricollis,model_config,presence_cell_threshold,NA,10
Gracupica nigricollis,model_config,presence_cell_maximum,NA,10000
Gracupica nigricollis,model_config,pseudoabsence_multiplier,NA,3
Gracupica nigricollis,model_config,pseudoabsence_minimum,NA,1000
Gracupica nigricollis,model_config,pseudoabsence_maximum,NA,20000
Gracupica nigricollis,model_config,cv_folds,NA,5
Gracupica nigricollis,model_config,cv_presence_threshold_spatial,NA,20
Gracupica nigricollis,model_config,tss_selection_threshold,NA,0.6
Gracupica nigricollis,model_config,buffer_km,NA,500
Gracupica nigricollis,algorithm_mean_threshold,mean_threshold,GAM,0.06917243765752297
Gracupica nigricollis,algorithm_mean_threshold,mean_threshold,GBM,0.0403815829430981
Gracupica nigricollis,algorithm_mean_threshold,mean_threshold,GLM,0.18704159593576522
Gracupica nigricollis,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Gracupica nigricollis,algorithm_mean_threshold,mean_threshold,RF,0.007333333333333333
Gracupica nigricollis,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.18704159593576522
Lonchura striata,model_config,presence_cell_threshold,NA,10
Lonchura striata,model_config,presence_cell_maximum,NA,10000
Lonchura striata,model_config,pseudoabsence_multiplier,NA,3
Lonchura striata,model_config,pseudoabsence_minimum,NA,1000
Lonchura striata,model_config,pseudoabsence_maximum,NA,20000
Lonchura striata,model_config,cv_folds,NA,5
Lonchura striata,model_config,cv_presence_threshold_spatial,NA,20
Lonchura striata,model_config,tss_selection_threshold,NA,0.6
Lonchura striata,model_config,buffer_km,NA,500
Lonchura striata,algorithm_mean_threshold,mean_threshold,GAM,0.07233860526334869
Lonchura striata,algorithm_mean_threshold,mean_threshold,GBM,0.06492052287443802
Lonchura striata,algorithm_mean_threshold,mean_threshold,GLM,0.11545423663084368
Lonchura striata,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Lonchura striata,algorithm_mean_threshold,mean_threshold,RF,0.006666666666666667
Lonchura striata,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.11545423663084368
Hypsipetes leucocephalus,model_config,presence_cell_threshold,NA,10
Hypsipetes leucocephalus,model_config,presence_cell_maximum,NA,10000
Hypsipetes leucocephalus,model_config,pseudoabsence_multiplier,NA,3
Hypsipetes leucocephalus,model_config,pseudoabsence_minimum,NA,1000
Hypsipetes leucocephalus,model_config,pseudoabsence_maximum,NA,20000
Hypsipetes leucocephalus,model_config,cv_folds,NA,5
Hypsipetes leucocephalus,model_config,cv_presence_threshold_spatial,NA,20
Hypsipetes leucocephalus,model_config,tss_selection_threshold,NA,0.6
Hypsipetes leucocephalus,model_config,buffer_km,NA,500
Hypsipetes leucocephalus,algorithm_mean_threshold,mean_threshold,GAM,0.0820133127324327
Hypsipetes leucocephalus,algorithm_mean_threshold,mean_threshold,GBM,0.05912028568257312
Hypsipetes leucocephalus,algorithm_mean_threshold,mean_threshold,GLM,0.15241575184312608
Hypsipetes leucocephalus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Hypsipetes leucocephalus,algorithm_mean_threshold,mean_threshold,RF,0.007333333333333333
Hypsipetes leucocephalus,ensemble_binary_threshold,ensemble_binary_threshold,GLM,0.15241575184312608
Pardaliparus venustulus,model_config,presence_cell_threshold,NA,10
Pardaliparus venustulus,model_config,presence_cell_maximum,NA,10000
Pardaliparus venustulus,model_config,pseudoabsence_multiplier,NA,3
Pardaliparus venustulus,model_config,pseudoabsence_minimum,NA,1000
Pardaliparus venustulus,model_config,pseudoabsence_maximum,NA,20000
Pardaliparus venustulus,model_config,cv_folds,NA,5
Pardaliparus venustulus,model_config,cv_presence_threshold_spatial,NA,20
Pardaliparus venustulus,model_config,tss_selection_threshold,NA,0.6
Pardaliparus venustulus,model_config,buffer_km,NA,500
Pardaliparus venustulus,algorithm_mean_threshold,mean_threshold,GAM,0.09921991843344752
Pardaliparus venustulus,algorithm_mean_threshold,mean_threshold,GBM,0.06338344736380573
Pardaliparus venustulus,algorithm_mean_threshold,mean_threshold,GLM,0.16901110704854636
Pardaliparus venustulus,algorithm_mean_threshold,mean_threshold,MaxEnt,NA
Pardaliparus venustulus,algorithm_mean_threshold,mean_threshold,RF,0.010666666666666666
Pardaliparus venustulus,ensemble_binary_threshold,ensemble_binary_threshold,GAM,0.09921991843344752
Pycnonotus jocosus,model_config,presence_cell_threshold,NA,10
Pycnonotus jocosus,model_config,presence_cell_maximum,NA,10000
Pycnonotus jocosus,model_config,pseudoabsence_multiplier,NA,3
Pycnonotus jocosus,model_config,pseudoabsence_minimum,NA,1000
Pycnonotus jocosus,model_config,pseudoabsence_maximum,NA,20000
Pycnonotus jocosus,model_config,cv_folds,NA,5
Pycnonotus jocosus,model_config,cv_presence_threshold_spatial,NA,20
Pycnonotus jocosus,model_config,tss_selection_threshold,NA,0.6
