"species","species_cn","english_name","order","iucn","n_event_records","tree_label_direct","target_tree_label","bridge_type","bridge_note","tree_label_final","exact_match","bridged_match","unresolved","match_status"
"Megaceryle lugubris","冠鱼狗","Crested Kingfisher","Coraciiformes","LC",3,"Megaceryle_lugubris",NA,NA,NA,"Megaceryle_lugubris",TRUE,FALSE,FALSE,"Exact match"
"Merops philippinus","栗喉蜂虎","Blue-tailed Bee-eater","Coraciiformes","LC",1,"Merops_philippinus",NA,NA,NA,"Merops_philippinus",TRUE,FALSE,FALSE,"Exact match"
"Todiramphus chloris","白领翡翠","Collared Kingfisher","Coraciiformes","LC",1,"Todiramphus_chloris",NA,NA,NA,"Todiramphus_chloris",TRUE,FALSE,FALSE,"Exact match"
"Clamator coromandus","红翅凤头鹃","Chestnut-winged Cuckoo","Cuculiformes","LC",5,"Clamator_coromandus",NA,NA,NA,"Clamator_coromandus",TRUE,FALSE,FALSE,"Exact match"
"Clamator jacobinus","斑翅凤头鹃","Jacobin Cuckoo","Cuculiformes","LC",3,"Clamator_jacobinus",NA,NA,NA,"Clamator_jacobinus",TRUE,FALSE,FALSE,"Exact match"
"Eudynamys scolopaceus","噪鹃","Western Koel","Cuculiformes","LC",4,"Eudynamys_scolopaceus",NA,NA,NA,"Eudynamys_scolopaceus",TRUE,FALSE,FALSE,"Exact match"
"Hierococcyx nisicolor","棕腹杜鹃","Whistling Hawk-cuckoo","Cuculiformes","LC",1,"Hierococcyx_nisicolor",NA,NA,NA,"Hierococcyx_nisicolor",TRUE,FALSE,FALSE,"Exact match"
"Falco cherrug","猎隼","Saker Falcon","Falconiformes","EN",1,"Falco_cherrug",NA,NA,NA,"Falco_cherrug",TRUE,FALSE,FALSE,"Exact match"
"Chrysolophus pictus","红腹锦鸡","Golden Pheasant","Galliformes","LC",1,"Chrysolophus_pictus",NA,NA,NA,"Chrysolophus_pictus",TRUE,FALSE,FALSE,"Exact match"
"Crossoptilon mantchuricum","褐马鸡","Brown Eared-pheasant","Galliformes","LC",1,"Crossoptilon_mantchuricum",NA,NA,NA,"Crossoptilon_mantchuricum",TRUE,FALSE,FALSE,"Exact match"
"Gavia adamsii","黄嘴潜鸟","Yellow-billed Loon","Galliformes","NT",6,"Gavia_adamsii",NA,NA,NA,"Gavia_adamsii",TRUE,FALSE,FALSE,"Exact match"
"Lophura leucomelanos","黑鹇","Kalij Pheasant","Galliformes","LC",1,"Lophura_leucomelanos",NA,NA,NA,"Lophura_leucomelanos",TRUE,FALSE,FALSE,"Exact match"
"Lophura nycthemera","白鹇","Silver pheasant","Galliformes","LC",4,"Lophura_nycthemera",NA,NA,NA,"Lophura_nycthemera",TRUE,FALSE,FALSE,"Exact match"
"Pavo cristatus","蓝孔雀","Indian Peafowl","Galliformes","LC",1,"Pavo_cristatus",NA,NA,NA,"Pavo_cristatus",TRUE,FALSE,FALSE,"Exact match"
"Perdix hodgsoniae","高原山鹑","Tibetan Partridge","Galliformes","LC",1,"Perdix_hodgsoniae",NA,NA,NA,"Perdix_hodgsoniae",TRUE,FALSE,FALSE,"Exact match"
"Tragopan caboti","黄腹角雉","Cabot's Tragopan","Galliformes","VU",1,"Tragopan_caboti",NA,NA,NA,"Tragopan_caboti",TRUE,FALSE,FALSE,"Exact match"
"Tragopan temminckii","红腹角雉","Temminck's Tragopan","Galliformes","LC",1,"Tragopan_temminckii",NA,NA,NA,"Tragopan_temminckii",TRUE,FALSE,FALSE,"Exact match"
"Gavia arctica","黑喉潜鸟","Arctic Loon","Gaviiformes","LC",3,"Gavia_arctica",NA,NA,NA,"Gavia_arctica",TRUE,FALSE,FALSE,"Exact match"
"Gavia pacifica","太平洋潜鸟","Pacific Diver","Gaviiformes","LC",1,"Gavia_pacifica",NA,NA,NA,"Gavia_pacifica",TRUE,FALSE,FALSE,"Exact match"
"Gavia stellata","红喉潜鸟","Red-throated Loon","Gaviiformes","LC",2,"Gavia_stellata",NA,NA,NA,"Gavia_stellata",TRUE,FALSE,FALSE,"Exact match"
"Amaurornis cinerea","白眉田鸡","White-browed Crake","Gruiformes","LC",1,"Amaurornis_cinerea","Poliolimnas_cinereus","Genus and epithet update","Checklist rail concept linked to current tree taxonomy.","Poliolimnas_cinereus",FALSE,TRUE,FALSE,"Bridged match"
"Amaurornis phoenicurus","白胸苦恶鸟","White-breasted Waterhen","Gruiformes","LC",3,"Amaurornis_phoenicurus",NA,NA,NA,"Amaurornis_phoenicurus",TRUE,FALSE,FALSE,"Exact match"
"Coturnicops exquisitus","花田鸡","Swinhoe's Rail","Gruiformes","LC",1,"Coturnicops_exquisitus",NA,NA,NA,"Coturnicops_exquisitus",TRUE,FALSE,FALSE,"Exact match"
"Grus canadensis","沙丘鹤","Sandhill Crane","Gruiformes","LC",4,"Grus_canadensis","Antigone_canadensis","Genus update","Crane genus placement updated in the tree taxonomy.","Antigone_canadensis",FALSE,TRUE,FALSE,"Bridged match"
"Grus japonensis","丹顶鹤","Red-crowned Crane","Gruiformes","VU",2,"Grus_japonensis",NA,NA,NA,"Grus_japonensis",TRUE,FALSE,FALSE,"Exact match"
"Grus monacha","白头鹤","Hooded Crane","Gruiformes","VU",1,"Grus_monacha",NA,NA,NA,"Grus_monacha",TRUE,FALSE,FALSE,"Exact match"
"Grus nigricollis","黑颈鹤","Black-necked Crane","Gruiformes","NT",1,"Grus_nigricollis",NA,NA,NA,"Grus_nigricollis",TRUE,FALSE,FALSE,"Exact match"
"Grus vipio","白枕鹤","White-naped Crane","Gruiformes","VU",3,"Grus_vipio","Antigone_vipio","Genus update","Crane genus placement updated in the tree taxonomy.","Antigone_vipio",FALSE,TRUE,FALSE,"Bridged match"
"Grus virgo","蓑羽鹤","Demoiselle Crane","Gruiformes","LC",2,"Grus_virgo","Anthropoides_virgo","Genus update","Crane genus placement updated in the tree taxonomy.","Anthropoides_virgo",FALSE,TRUE,FALSE,"Bridged match"
"Leucogeranus leucogeranus","白鹤","Siberian Crane","Gruiformes","CR",2,"Leucogeranus_leucogeranus",NA,NA,NA,"Leucogeranus_leucogeranus",TRUE,FALSE,FALSE,"Exact match"
"Porphyrio porphyrio","紫水鸡","Purple Swamphen","Gruiformes","NR",1,"Porphyrio_porphyrio",NA,NA,NA,"Porphyrio_porphyrio",TRUE,FALSE,FALSE,"Exact match"
"Rallina eurizonoides","白喉斑秧鸡","Slaty-legged Crake","Gruiformes","LC",4,"Rallina_eurizonoides",NA,NA,NA,"Rallina_eurizonoides",TRUE,FALSE,FALSE,"Exact match"
"Rallina fasciata","红脚斑秧鸡","Red-legged Crake","Gruiformes","LC",3,"Rallina_fasciata",NA,NA,NA,"Rallina_fasciata",TRUE,FALSE,FALSE,"Exact match"
"Rallus aquaticus","西秧鸡","Western Water Rail","Gruiformes","LC",3,"Rallus_aquaticus",NA,NA,NA,"Rallus_aquaticus",TRUE,FALSE,FALSE,"Exact match"
"Zapornia bicolor","棕背田鸡","Brown-backed Crake","Gruiformes","LC",1,"Zapornia_bicolor",NA,NA,NA,"Zapornia_bicolor",TRUE,FALSE,FALSE,"Exact match"
"Tetrax tetrax","小鸨","Little Bustard","Otidiformes","NT",1,"Tetrax_tetrax",NA,NA,NA,"Tetrax_tetrax",TRUE,FALSE,FALSE,"Exact match"
"Abroscopus albogularis","棕脸鹟莺","Rufous-faced Warbler","Passeriformes","LC",5,"Abroscopus_albogularis",NA,NA,NA,"Abroscopus_albogularis",TRUE,FALSE,FALSE,"Exact match"
"Acanthis flammea","白腰朱顶雀","Redpoll","Passeriformes","LC",2,"Acanthis_flammea",NA,NA,NA,"Acanthis_flammea",TRUE,FALSE,FALSE,"Exact match"
"Acridotheres tristis","家八哥","Common Myna","Passeriformes","LC",2,"Acridotheres_tristis",NA,NA,NA,"Acridotheres_tristis",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus agricola","稻田苇莺","Paddyfield Warbler","Passeriformes","LC",1,"Acrocephalus_agricola",NA,NA,NA,"Acrocephalus_agricola",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus bistrigiceps","黑眉苇莺","Black-browed Reed-warbler","Passeriformes","LC",2,"Acrocephalus_bistrigiceps",NA,NA,NA,"Acrocephalus_bistrigiceps",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus concinens","钝翅苇莺","Blunt-winged Warbler","Passeriformes","LC",1,"Acrocephalus_concinens",NA,NA,NA,"Acrocephalus_concinens",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus dumetorum","布氏苇莺","Blyth's Reed-warbler","Passeriformes","LC",1,"Acrocephalus_dumetorum",NA,NA,NA,"Acrocephalus_dumetorum",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus tangorum","远东苇莺","White-browed Reed-warbler","Passeriformes","VU",1,"Acrocephalus_tangorum",NA,NA,NA,"Acrocephalus_tangorum",TRUE,FALSE,FALSE,"Exact match"
"Aegithalos bonvaloti","黑眉长尾山雀","Black-browed Tit","Passeriformes","LC",1,"Aegithalos_bonvaloti",NA,NA,NA,"Aegithalos_bonvaloti",FALSE,FALSE,TRUE,"Unresolved"
"Aegithalos caudatus","北长尾山雀","Long-tailed Tit","Passeriformes","LC",2,"Aegithalos_caudatus",NA,NA,NA,"Aegithalos_caudatus",TRUE,FALSE,FALSE,"Exact match"
"Aegithalos concinnus","红头长尾山雀","Black-Throated Bushtit","Passeriformes","LC",4,"Aegithalos_concinnus",NA,NA,NA,"Aegithalos_concinnus",TRUE,FALSE,FALSE,"Exact match"
"Aegithalos fuliginosus","银脸长尾山雀","Sooty Tit","Passeriformes","LC",2,"Aegithalos_fuliginosus",NA,NA,NA,"Aegithalos_fuliginosus",TRUE,FALSE,FALSE,"Exact match"
"Aethopyga christinae","叉尾太阳鸟","Hainan Sunbird","Passeriformes","LC",2,"Aethopyga_christinae",NA,NA,NA,"Aethopyga_christinae",TRUE,FALSE,FALSE,"Exact match"
"Aethopyga gouldiae","蓝喉太阳鸟","Gould's Sunbird","Passeriformes","LC",1,"Aethopyga_gouldiae",NA,NA,NA,"Aethopyga_gouldiae",TRUE,FALSE,FALSE,"Exact match"
"Agropsar philippensis","紫背椋鸟","Chestnut-cheeked Starling","Passeriformes","LC",1,"Agropsar_philippensis",NA,NA,NA,"Agropsar_philippensis",TRUE,FALSE,FALSE,"Exact match"
"Agropsar sturninus","北椋鸟","Purple-backed Starling","Passeriformes","LC",1,"Agropsar_sturninus",NA,NA,NA,"Agropsar_sturninus",TRUE,FALSE,FALSE,"Exact match"
"Alcippe morrisonia","灰眶雀鹛","Grey-cheeked Fulvetta","Passeriformes","NR",1,"Alcippe_morrisonia",NA,NA,NA,"Alcippe_morrisonia",TRUE,FALSE,FALSE,"Exact match"
"Anthreptes malacensis","褐喉直嘴太阳鸟","Brown-throated Sunbird","Passeriformes","LC",1,"Anthreptes_malacensis",NA,NA,NA,"Anthreptes_malacensis",TRUE,FALSE,FALSE,"Exact match"
"Anthus godlewskii","布莱氏鹨","Blyth's Pipit","Passeriformes","LC",1,"Anthus_godlewskii",NA,NA,NA,"Anthus_godlewskii",TRUE,FALSE,FALSE,"Exact match"
"Anthus gustavi","北鹨","Pechora Pipit","Passeriformes","LC",5,"Anthus_gustavi",NA,NA,NA,"Anthus_gustavi",TRUE,FALSE,FALSE,"Exact match"
"Anthus pratensis","草地鹨","Meadow Pipit","Passeriformes","LC",1,"Anthus_pratensis",NA,NA,NA,"Anthus_pratensis",TRUE,FALSE,FALSE,"Exact match"
"Anthus richardi","田鹨","Richard's Pipit","Passeriformes","LC",1,"Anthus_richardi",NA,NA,NA,"Anthus_richardi",TRUE,FALSE,FALSE,"Exact match"
"Anthus roseatus","粉红胸鹨","Rosy Pipit","Passeriformes","LC",1,"Anthus_roseatus",NA,NA,NA,"Anthus_roseatus",TRUE,FALSE,FALSE,"Exact match"
"Anthus trivialis","林鹨","Tree Pipit","Passeriformes","LC",1,"Anthus_trivialis",NA,NA,NA,"Anthus_trivialis",TRUE,FALSE,FALSE,"Exact match"
"Artamus fuscus","灰燕鵙","Ashy Woodswallow","Passeriformes","LC",6,"Artamus_fuscus",NA,NA,NA,"Artamus_fuscus",TRUE,FALSE,FALSE,"Exact match"
"Bombycilla japonica","小太平鸟","Japanese Waxwing","Passeriformes","NT",3,"Bombycilla_japonica",NA,NA,NA,"Bombycilla_japonica",TRUE,FALSE,FALSE,"Exact match"
"Bucanetes mongolicus","蒙古沙雀","Mongolian Finch","Passeriformes","LC",3,"Bucanetes_mongolicus",NA,NA,NA,"Bucanetes_mongolicus",TRUE,FALSE,FALSE,"Exact match"
"Calandrella brachydactyla","大短趾百灵","Greater Short-toed Lark","Passeriformes","LC",1,"Calandrella_brachydactyla",NA,NA,NA,"Calandrella_brachydactyla",TRUE,FALSE,FALSE,"Exact match"
"Callacanthis burtoni","红眉金翅雀","Spectacled Finch","Passeriformes","LC",1,"Callacanthis_burtoni",NA,NA,NA,"Callacanthis_burtoni",TRUE,FALSE,FALSE,"Exact match"
"Calliope obscura","黑喉歌鸲","Blackthroat","Passeriformes","VU",1,"Calliope_obscura",NA,NA,NA,"Calliope_obscura",TRUE,FALSE,FALSE,"Exact match"
"Carduelis carduelis","红额金翅雀","European Goldfinch","Passeriformes","LC",2,"Carduelis_carduelis",NA,NA,NA,"Carduelis_carduelis",TRUE,FALSE,FALSE,"Exact match"
"Carpodacus roborowskii","藏雀","Tibetan Rosefinch","Passeriformes","LC",1,"Carpodacus_roborowskii",NA,NA,NA,"Carpodacus_roborowskii",TRUE,FALSE,FALSE,"Exact match"
"Carpodacus vinaceus","酒红朱雀","Vinaceous Rosefinch","Passeriformes","LC",1,"Carpodacus_vinaceus",NA,NA,NA,"Carpodacus_vinaceus",TRUE,FALSE,FALSE,"Exact match"
"Cecropis daurica","金腰燕","Red-rumped Swallow","Passeriformes","LC",1,"Cecropis_daurica",NA,NA,NA,"Cecropis_daurica",TRUE,FALSE,FALSE,"Exact match"
"Cecropis striolata","斑腰燕","Striated Swallow","Passeriformes","LC",1,"Cecropis_striolata",NA,NA,NA,"Cecropis_striolata",TRUE,FALSE,FALSE,"Exact match"
"Cephalopyrus flammiceps","火冠雀","Fire-capped Tit","Passeriformes","LC",2,"Cephalopyrus_flammiceps",NA,NA,NA,"Cephalopyrus_flammiceps",TRUE,FALSE,FALSE,"Exact match"
"Cettia brunnifrons","棕顶树莺","Grey-sided Bush-warbler","Passeriformes","LC",1,"Cettia_brunnifrons",NA,NA,NA,"Cettia_brunnifrons",TRUE,FALSE,FALSE,"Exact match"
"Cettia castaneocoronata","栗头树莺","Chestnut-headed Tesia","Passeriformes","LC",1,"Cettia_castaneocoronata",NA,NA,NA,"Cettia_castaneocoronata",TRUE,FALSE,FALSE,"Exact match"
"Chloris ambigua","黑头金翅雀","Black-headed Greenfinch","Passeriformes","LC",1,"Chloris_ambigua",NA,NA,NA,"Chloris_ambigua",TRUE,FALSE,FALSE,"Exact match"
"Chloris chloris","欧金翅雀","European Greenfinch","Passeriformes","LC",1,"Chloris_chloris",NA,NA,NA,"Chloris_chloris",TRUE,FALSE,FALSE,"Exact match"
"Chloris sinica","金翅雀","Oriental Greenfinch","Passeriformes","LC",1,"Chloris_sinica",NA,NA,NA,"Chloris_sinica",TRUE,FALSE,FALSE,"Exact match"
"Copsychus saularis","鹊鸲","Oriental Magpie-robin","Passeriformes","LC",1,"Copsychus_saularis",NA,NA,NA,"Copsychus_saularis",TRUE,FALSE,FALSE,"Exact match"
"Coracina macei","大鹃鵙","Indian Cuckooshrike","Passeriformes","LC",1,"Coracina_macei",NA,NA,NA,"Coracina_macei",TRUE,FALSE,FALSE,"Exact match"
"Curruca communis","灰白喉林莺","Common Whitethroat","Passeriformes","LC",1,"Curruca_communis",NA,NA,NA,"Curruca_communis",TRUE,FALSE,FALSE,"Exact match"
"Curruca crassirostris","东歌林莺","Eastern Orphean Warbler","Passeriformes","LC",1,"Curruca_crassirostris",NA,NA,NA,"Curruca_crassirostris",TRUE,FALSE,FALSE,"Exact match"
"Curruca curruca","白喉林莺","Lesser Whitethroat","Passeriformes","LC",2,"Curruca_curruca",NA,NA,NA,"Curruca_curruca",TRUE,FALSE,FALSE,"Exact match"
"Cyanistes cyanus","灰蓝山雀","Azure Tit","Passeriformes","LC",1,"Cyanistes_cyanus",NA,NA,NA,"Cyanistes_cyanus",TRUE,FALSE,FALSE,"Exact match"
"Cyanoderma pyrrhops","黑颏穗鹛","Black-chinned Babbler","Passeriformes","LC",1,"Cyanoderma_pyrrhops",NA,NA,NA,"Cyanoderma_pyrrhops",TRUE,FALSE,FALSE,"Exact match"
"Cyanoderma rufifrons","黄喉穗鹛","Rufous-fronted Babbler","Passeriformes","LC",1,"Cyanoderma_rufifrons",NA,NA,NA,"Cyanoderma_rufifrons",TRUE,FALSE,FALSE,"Exact match"
"Cyornis glaucicomans","中华仙鹟","Chinese Blue Flycatcher","Passeriformes","LC",2,"Cyornis_glaucicomans",NA,NA,NA,"Cyornis_glaucicomans",TRUE,FALSE,FALSE,"Exact match"
"Delichon dasypus","烟腹毛脚燕","Asian House Martin","Passeriformes","LC",1,"Delichon_dasypus",NA,NA,NA,"Delichon_dasypus",TRUE,FALSE,FALSE,"Exact match"
"Dendrocitta formosae","灰树鹊","Grey Treepie","Passeriformes","LC",1,"Dendrocitta_formosae",NA,NA,NA,"Dendrocitta_formosae",TRUE,FALSE,FALSE,"Exact match"
"Dicaeum cruentatum","朱背啄花鸟","Scarlet-backed Flowerpecker","Passeriformes","LC",1,"Dicaeum_cruentatum",NA,NA,NA,"Dicaeum_cruentatum",TRUE,FALSE,FALSE,"Exact match"
"Dicaeum ignipectus","红胸啄花鸟","Fire-breasted Flowerpecker","Passeriformes","LC",1,"Dicaeum_ignipectus",NA,NA,NA,"Dicaeum_ignipectus",TRUE,FALSE,FALSE,"Exact match"
"Dicaeum minullum","纯色啄花鸟","Plain Flowerpecker","Passeriformes","LC",1,"Dicaeum_minullum",NA,NA,NA,"Dicaeum_minullum",TRUE,FALSE,FALSE,"Exact match"
"Dicrurus annectens","鸦嘴卷尾","Crow-billed Drongo","Passeriformes","LC",1,"Dicrurus_annectens",NA,NA,NA,"Dicrurus_annectens",TRUE,FALSE,FALSE,"Exact match"
"Dicrurus hottentottus","发冠卷尾","Hair-crested Drongo","Passeriformes","LC",1,"Dicrurus_hottentottus",NA,NA,NA,"Dicrurus_hottentottus",TRUE,FALSE,FALSE,"Exact match"
"Dicrurus remifer","小盘尾","Lesser Racquet-tailed Drongo","Passeriformes","LC",1,"Dicrurus_remifer",NA,NA,NA,"Dicrurus_remifer",TRUE,FALSE,FALSE,"Exact match"
"Elachura formosa","丽星鹩鹛","Spotted Elachura","Passeriformes","LC",2,"Elachura_formosa",NA,NA,NA,"Elachura_formosa",TRUE,FALSE,FALSE,"Exact match"
"Emberiza buchanani","灰颈鹀","Grey-necked Bunting","Passeriformes","LC",1,"Emberiza_buchanani",NA,NA,NA,"Emberiza_buchanani",TRUE,FALSE,FALSE,"Exact match"
"Emberiza chrysophrys","黄眉鹀","Yellow-browed Bunting","Passeriformes","LC",3,"Emberiza_chrysophrys",NA,NA,NA,"Emberiza_chrysophrys",TRUE,FALSE,FALSE,"Exact match"
"Emberiza elegans","黄喉鹀","Yellow-throated Bunting","Passeriformes","LC",3,"Emberiza_elegans",NA,NA,NA,"Emberiza_elegans",TRUE,FALSE,FALSE,"Exact match"
"Emberiza godlewskii","灰眉岩鹀","Godlewski's Bunting","Passeriformes","LC",2,"Emberiza_godlewskii",NA,NA,NA,"Emberiza_godlewskii",TRUE,FALSE,FALSE,"Exact match"
"Emberiza hortulana","圃鹀","Ortolan Bunting","Passeriformes","LC",1,"Emberiza_hortulana",NA,NA,NA,"Emberiza_hortulana",TRUE,FALSE,FALSE,"Exact match"
"Emberiza leucocephalos","白头鹀","Pine Bunting","Passeriformes","LC",3,"Emberiza_leucocephalos",NA,NA,NA,"Emberiza_leucocephalos",TRUE,FALSE,FALSE,"Exact match"
"Emberiza melanocephala","黑头鹀","Black-headed Bunting","Passeriformes","LC",1,"Emberiza_melanocephala",NA,NA,NA,"Emberiza_melanocephala",TRUE,FALSE,FALSE,"Exact match"
"Emberiza pusilla","小鹀","Little Bunting","Passeriformes","LC",1,"Emberiza_pusilla",NA,NA,NA,"Emberiza_pusilla",TRUE,FALSE,FALSE,"Exact match"
"Emberiza rustica","田鹀","Rustic Bunting","Passeriformes","VU",1,"Emberiza_rustica",NA,NA,NA,"Emberiza_rustica",TRUE,FALSE,FALSE,"Exact match"
"Emberiza siemsseni","蓝鹀","Slaty Bunting","Passeriformes","LC",2,"Emberiza_siemsseni",NA,NA,NA,"Emberiza_siemsseni",TRUE,FALSE,FALSE,"Exact match"
"Emberiza stewarti","白顶鹀","White-capped Bunting","Passeriformes","LC",1,"Emberiza_stewarti",NA,NA,NA,"Emberiza_stewarti",TRUE,FALSE,FALSE,"Exact match"
"Emberiza sulphurata","硫磺鹀","Yellow Bunting","Passeriformes","LC",1,"Emberiza_sulphurata",NA,NA,NA,"Emberiza_sulphurata",TRUE,FALSE,FALSE,"Exact match"
"Emberiza yessoensis","红颈苇鹀","Ochre-rumped Bunting","Passeriformes","NT",2,"Emberiza_yessoensis",NA,NA,NA,"Emberiza_yessoensis",TRUE,FALSE,FALSE,"Exact match"
"Enicurus leschenaulti","白冠燕尾","White-crowned Forktail","Passeriformes","LC",1,"Enicurus_leschenaulti",NA,NA,NA,"Enicurus_leschenaulti",TRUE,FALSE,FALSE,"Exact match"
"Enicurus maculatus","斑背燕尾","Spotted Forktail","Passeriformes","LC",2,"Enicurus_maculatus",NA,NA,NA,"Enicurus_maculatus",TRUE,FALSE,FALSE,"Exact match"
"Enicurus schistaceus","灰背燕尾","Slaty-backed Forktail","Passeriformes","LC",1,"Enicurus_schistaceus",NA,NA,NA,"Enicurus_schistaceus",TRUE,FALSE,FALSE,"Exact match"
"Eremophila alpestris","角百灵","Horned Lark","Passeriformes","LC",1,"Eremophila_alpestris",NA,NA,NA,"Eremophila_alpestris",TRUE,FALSE,FALSE,"Exact match"
"Erithacus rubecula","欧亚鸲","European Robin","Passeriformes","LC",8,"Erithacus_rubecula",NA,NA,NA,"Erithacus_rubecula",TRUE,FALSE,FALSE,"Exact match"
"Erpornis zantholeuca","白腹凤鹛","White-bellied Erpornis","Passeriformes","LC",1,"Erpornis_zantholeuca",NA,NA,NA,"Erpornis_zantholeuca",TRUE,FALSE,FALSE,"Exact match"
"Erythrogenys hypoleucos","长嘴钩嘴鹛","Large Scimitar-babbler","Passeriformes","LC",1,"Erythrogenys_hypoleucos",NA,NA,NA,"Erythrogenys_hypoleucos",TRUE,FALSE,FALSE,"Exact match"
"Eumyias thalassinus","铜蓝鹟","Verditer Flycatcher","Passeriformes","LC",6,"Eumyias_thalassinus",NA,NA,NA,"Eumyias_thalassinus",TRUE,FALSE,FALSE,"Exact match"
"Ficedula albicilla","红喉姬鹟","Red-throated Flycatcher","Passeriformes","LC",1,"Ficedula_albicilla",NA,NA,NA,"Ficedula_albicilla",TRUE,FALSE,FALSE,"Exact match"
"Ficedula elisae","绿背姬鹟","Green-backed Flycatcher","Passeriformes","LC",3,"Ficedula_elisae",NA,NA,NA,"Ficedula_elisae",TRUE,FALSE,FALSE,"Exact match"
"Ficedula erithacus","锈胸蓝姬鹟","Slaty-backed Flycatcher","Passeriformes","LC",2,"Ficedula_erithacus",NA,NA,NA,"Ficedula_erithacus",TRUE,FALSE,FALSE,"Exact match"
"Ficedula mugimaki","鸲姬鹟","Mugimaki Flycatcher","Passeriformes","LC",1,"Ficedula_mugimaki",NA,NA,NA,"Ficedula_mugimaki",TRUE,FALSE,FALSE,"Exact match"
"Ficedula narcissina","黄眉姬鹟","Narcissus Flycatcher","Passeriformes","LC",3,"Ficedula_narcissina",NA,NA,NA,"Ficedula_narcissina",TRUE,FALSE,FALSE,"Exact match"
"Ficedula owstoni","琉球姬鹟","Ryukyu Flycatcher","Passeriformes","LC",1,"Ficedula_owstoni",NA,NA,NA,"Ficedula_owstoni",TRUE,FALSE,FALSE,"Exact match"
"Ficedula parva","红胸姬鹟","Red-breasted Flycatcher","Passeriformes","LC",7,"Ficedula_parva",NA,NA,NA,"Ficedula_parva",TRUE,FALSE,FALSE,"Exact match"
"Ficedula ruficauda","栗尾姬鹟","Rusty-tailed Flycatcher","Passeriformes","LC",1,"Ficedula_ruficauda",NA,NA,NA,"Ficedula_ruficauda",TRUE,FALSE,FALSE,"Exact match"
"Ficedula strophiata","橙胸姬鹟","Rufous-gorgeted Flycatcher","Passeriformes","LC",1,"Ficedula_strophiata",NA,NA,NA,"Ficedula_strophiata",TRUE,FALSE,FALSE,"Exact match"
"Ficedula superciliaris","白眉蓝姬鹟","Ultramarine Flycatcher","Passeriformes","LC",1,"Ficedula_superciliaris",NA,NA,NA,"Ficedula_superciliaris",TRUE,FALSE,FALSE,"Exact match"
"Ficedula tricolor","灰蓝姬鹟","Slaty-blue Flycatcher","Passeriformes","LC",3,"Ficedula_tricolor",NA,NA,NA,"Ficedula_tricolor",TRUE,FALSE,FALSE,"Exact match"
"Fringilla coelebs","苍头燕雀","Common Chaffinch","Passeriformes","LC",6,"Fringilla_coelebs",NA,NA,NA,"Fringilla_coelebs",TRUE,FALSE,FALSE,"Exact match"
"Fringilla montifringilla","燕雀","Brambling","Passeriformes","LC",1,"Fringilla_montifringilla",NA,NA,NA,"Fringilla_montifringilla",TRUE,FALSE,FALSE,"Exact match"
"Galerida cristata","凤头百灵","Crested Lark","Passeriformes","LC",1,"Galerida_cristata",NA,NA,NA,"Galerida_cristata",TRUE,FALSE,FALSE,"Exact match"
"Garrulax maesi","褐胸噪鹛","Grey Laughingthrush","Passeriformes","LC",1,"Garrulax_maesi",NA,NA,NA,"Garrulax_maesi",TRUE,FALSE,FALSE,"Exact match"
"Garrulax monileger","小黑领噪鹛","Lesser Necklaced Laughingthrush","Passeriformes","LC",3,"Garrulax_monileger",NA,NA,NA,"Garrulax_monileger",TRUE,FALSE,FALSE,"Exact match"
"Geokichla citrina","橙头地鸫","Orange-headed Thrush","Passeriformes","LC",2,"Geokichla_citrina",NA,NA,NA,"Geokichla_citrina",TRUE,FALSE,FALSE,"Exact match"
"Geokichla wardii","杂色地鸫","Pied Thrush","Passeriformes","LC",1,"Geokichla_wardii",NA,NA,NA,"Geokichla_wardii",TRUE,FALSE,FALSE,"Exact match"
"Gracupica nigricollis","黑领椋鸟","Black-collared Starling","Passeriformes","LC",4,"Gracupica_nigricollis",NA,NA,NA,"Gracupica_nigricollis",TRUE,FALSE,FALSE,"Exact match"
"Grandala coelicolor","蓝大翅鸲","Grandala","Passeriformes","LC",1,"Grandala_coelicolor",NA,NA,NA,"Grandala_coelicolor",TRUE,FALSE,FALSE,"Exact match"
"Helopsaltes certhiola","小蝗莺","Pallas's Grasshopper-warbler","Passeriformes","LC",1,"Helopsaltes_certhiola",NA,NA,NA,"Helopsaltes_certhiola",TRUE,FALSE,FALSE,"Exact match"
"Helopsaltes ochotensis","北蝗莺","Middendorff's Grasshopper-warbler","Passeriformes","LC",1,"Helopsaltes_ochotensis",NA,NA,NA,"Helopsaltes_ochotensis",TRUE,FALSE,FALSE,"Exact match"
"Helopsaltes pleskei","史氏蝗莺","Pleske's Grasshopper Warbler","Passeriformes","LC",2,"Helopsaltes_pleskei",NA,NA,NA,"Helopsaltes_pleskei",TRUE,FALSE,FALSE,"Exact match"
"Helopsaltes pryeri","斑背大尾莺","Marsh Grassbird","Passeriformes","NT",1,"Helopsaltes_pryeri",NA,NA,NA,"Helopsaltes_pryeri",TRUE,FALSE,FALSE,"Exact match"
