"species","species_cn","order","order_cn","family","family_cn","genus","genus_cn","tree_label_direct","target_tree_label","bridge_type","bridge_note","tree_label_final","exact_match","bridged_match","unresolved","match_status"
"Lagopus muta","岩雷鸟","Galliformes","鸡形目","Phasianidae","雉科","Lagopus","雷鸟属","Lagopus_muta",NA,NA,NA,"Lagopus_muta",TRUE,FALSE,FALSE,"Exact match"
"Lerwa lerwa","雪鹑","Galliformes","鸡形目","Phasianidae","雉科","Lerwa","雪鹑属","Lerwa_lerwa",NA,NA,NA,"Lerwa_lerwa",TRUE,FALSE,FALSE,"Exact match"
"Lophophorus impejanus","棕尾虹雉","Galliformes","鸡形目","Phasianidae","雉科","Lophophorus","虹雉属","Lophophorus_impejanus",NA,NA,NA,"Lophophorus_impejanus",TRUE,FALSE,FALSE,"Exact match"
"Lophophorus lhuysii","绿尾虹雉","Galliformes","鸡形目","Phasianidae","雉科","Lophophorus","虹雉属","Lophophorus_lhuysii",NA,NA,NA,"Lophophorus_lhuysii",TRUE,FALSE,FALSE,"Exact match"
"Lophophorus sclateri","白尾梢虹雉","Galliformes","鸡形目","Phasianidae","雉科","Lophophorus","虹雉属","Lophophorus_sclateri",NA,NA,NA,"Lophophorus_sclateri",TRUE,FALSE,FALSE,"Exact match"
"Lophura leucomelanos","黑鹇","Galliformes","鸡形目","Phasianidae","雉科","Lophura","鹇属","Lophura_leucomelanos",NA,NA,NA,"Lophura_leucomelanos",TRUE,FALSE,FALSE,"Exact match"
"Lophura nycthemera","白鹇","Galliformes","鸡形目","Phasianidae","雉科","Lophura","鹇属","Lophura_nycthemera",NA,NA,NA,"Lophura_nycthemera",TRUE,FALSE,FALSE,"Exact match"
"Lophura swinhoii","蓝腹鹇","Galliformes","鸡形目","Phasianidae","雉科","Lophura","鹇属","Lophura_swinhoii",NA,NA,NA,"Lophura_swinhoii",TRUE,FALSE,FALSE,"Exact match"
"Lyrurus tetrix","黑琴鸡","Galliformes","鸡形目","Phasianidae","雉科","Lyrurus","琴鸡属","Lyrurus_tetrix",NA,NA,NA,"Lyrurus_tetrix",TRUE,FALSE,FALSE,"Exact match"
"Pavo muticus","绿孔雀","Galliformes","鸡形目","Phasianidae","雉科","Pavo","孔雀属","Pavo_muticus",NA,NA,NA,"Pavo_muticus",TRUE,FALSE,FALSE,"Exact match"
"Perdix dauurica","斑翅山鹑","Galliformes","鸡形目","Phasianidae","雉科","Perdix","山鹑属","Perdix_dauurica",NA,NA,NA,"Perdix_dauurica",TRUE,FALSE,FALSE,"Exact match"
"Perdix hodgsoniae","高原山鹑","Galliformes","鸡形目","Phasianidae","雉科","Perdix","山鹑属","Perdix_hodgsoniae",NA,NA,NA,"Perdix_hodgsoniae",TRUE,FALSE,FALSE,"Exact match"
"Perdix perdix","灰山鹑","Galliformes","鸡形目","Phasianidae","雉科","Perdix","山鹑属","Perdix_perdix",NA,NA,NA,"Perdix_perdix",TRUE,FALSE,FALSE,"Exact match"
"Phasianus colchicus","环颈雉","Galliformes","鸡形目","Phasianidae","雉科","Phasianus","雉属","Phasianus_colchicus",NA,NA,NA,"Phasianus_colchicus",TRUE,FALSE,FALSE,"Exact match"
"Polyplectron bicalcaratum","灰孔雀雉","Galliformes","鸡形目","Phasianidae","雉科","Polyplectron","孔雀雉属","Polyplectron_bicalcaratum",NA,NA,NA,"Polyplectron_bicalcaratum",TRUE,FALSE,FALSE,"Exact match"
"Polyplectron katsumatae","海南孔雀雉","Galliformes","鸡形目","Phasianidae","雉科","Polyplectron","孔雀雉属","Polyplectron_katsumatae",NA,NA,NA,"Polyplectron_katsumatae",TRUE,FALSE,FALSE,"Exact match"
"Pucrasia macrolopha","勺鸡","Galliformes","鸡形目","Phasianidae","雉科","Pucrasia","勺鸡属","Pucrasia_macrolopha",NA,NA,NA,"Pucrasia_macrolopha",TRUE,FALSE,FALSE,"Exact match"
"Synoicus chinensis","蓝胸鹑","Galliformes","鸡形目","Phasianidae","雉科","Synoicus",NA,"Synoicus_chinensis",NA,NA,NA,"Synoicus_chinensis",TRUE,FALSE,FALSE,"Exact match"
"Syrmaticus ellioti","白颈长尾雉","Galliformes","鸡形目","Phasianidae","雉科","Syrmaticus","长尾雉属","Syrmaticus_ellioti",NA,NA,NA,"Syrmaticus_ellioti",TRUE,FALSE,FALSE,"Exact match"
"Syrmaticus humiae","黑颈长尾雉","Galliformes","鸡形目","Phasianidae","雉科","Syrmaticus","长尾雉属","Syrmaticus_humiae",NA,NA,NA,"Syrmaticus_humiae",TRUE,FALSE,FALSE,"Exact match"
"Syrmaticus mikado","黑长尾雉","Galliformes","鸡形目","Phasianidae","雉科","Syrmaticus","长尾雉属","Syrmaticus_mikado",NA,NA,NA,"Syrmaticus_mikado",TRUE,FALSE,FALSE,"Exact match"
"Syrmaticus reevesii","白冠长尾雉","Galliformes","鸡形目","Phasianidae","雉科","Syrmaticus","长尾雉属","Syrmaticus_reevesii",NA,NA,NA,"Syrmaticus_reevesii",TRUE,FALSE,FALSE,"Exact match"
"Tetrao urogalloides","黑嘴松鸡","Galliformes","鸡形目","Phasianidae","雉科","Tetrao","松鸡属","Tetrao_urogalloides",NA,NA,NA,"Tetrao_urogalloides",TRUE,FALSE,FALSE,"Exact match"
"Tetrao urogallus","松鸡","Galliformes","鸡形目","Phasianidae","雉科","Tetrao","松鸡属","Tetrao_urogallus",NA,NA,NA,"Tetrao_urogallus",TRUE,FALSE,FALSE,"Exact match"
"Tetraogallus altaicus","阿尔泰雪鸡","Galliformes","鸡形目","Phasianidae","雉科","Tetraogallus","雪鸡属","Tetraogallus_altaicus",NA,NA,NA,"Tetraogallus_altaicus",TRUE,FALSE,FALSE,"Exact match"
"Tetraogallus himalayensis","暗腹雪鸡","Galliformes","鸡形目","Phasianidae","雉科","Tetraogallus","雪鸡属","Tetraogallus_himalayensis",NA,NA,NA,"Tetraogallus_himalayensis",TRUE,FALSE,FALSE,"Exact match"
"Tetraogallus tibetanus","藏雪鸡","Galliformes","鸡形目","Phasianidae","雉科","Tetraogallus","雪鸡属","Tetraogallus_tibetanus",NA,NA,NA,"Tetraogallus_tibetanus",TRUE,FALSE,FALSE,"Exact match"
"Tetraophasis obscurus","红喉雉鹑","Galliformes","鸡形目","Phasianidae","雉科","Tetraophasis","雉鹑属","Tetraophasis_obscurus",NA,NA,NA,"Tetraophasis_obscurus",TRUE,FALSE,FALSE,"Exact match"
"Tetraophasis szechenyii","黄喉雉鹑","Galliformes","鸡形目","Phasianidae","雉科","Tetraophasis","雉鹑属","Tetraophasis_szechenyii",NA,NA,NA,"Tetraophasis_szechenyii",TRUE,FALSE,FALSE,"Exact match"
"Tetrastes bonasia","花尾榛鸡","Galliformes","鸡形目","Phasianidae","雉科","Tetrastes",NA,"Tetrastes_bonasia",NA,NA,NA,"Tetrastes_bonasia",TRUE,FALSE,FALSE,"Exact match"
"Tetrastes sewerzowi","斑尾榛鸡","Galliformes","鸡形目","Phasianidae","雉科","Tetrastes",NA,"Tetrastes_sewerzowi",NA,NA,NA,"Tetrastes_sewerzowi",TRUE,FALSE,FALSE,"Exact match"
"Tragopan blythii","灰腹角雉","Galliformes","鸡形目","Phasianidae","雉科","Tragopan","角雉属","Tragopan_blythii",NA,NA,NA,"Tragopan_blythii",TRUE,FALSE,FALSE,"Exact match"
"Tragopan caboti","黄腹角雉","Galliformes","鸡形目","Phasianidae","雉科","Tragopan","角雉属","Tragopan_caboti",NA,NA,NA,"Tragopan_caboti",TRUE,FALSE,FALSE,"Exact match"
"Tragopan melanocephalus","黑头角雉","Galliformes","鸡形目","Phasianidae","雉科","Tragopan","角雉属","Tragopan_melanocephalus",NA,NA,NA,"Tragopan_melanocephalus",TRUE,FALSE,FALSE,"Exact match"
"Tragopan satyra","红胸角雉","Galliformes","鸡形目","Phasianidae","雉科","Tragopan","角雉属","Tragopan_satyra",NA,NA,NA,"Tragopan_satyra",TRUE,FALSE,FALSE,"Exact match"
"Tragopan temminckii","红腹角雉","Galliformes","鸡形目","Phasianidae","雉科","Tragopan","角雉属","Tragopan_temminckii",NA,NA,NA,"Tragopan_temminckii",TRUE,FALSE,FALSE,"Exact match"
"Tropicoperdix chloropus","绿脚树鹧鸪","Galliformes","鸡形目","Phasianidae","雉科","Tropicoperdix",NA,"Tropicoperdix_chloropus",NA,NA,NA,"Tropicoperdix_chloropus",TRUE,FALSE,FALSE,"Exact match"
"Gavia adamsii","黄嘴潜鸟","Gaviiformes","潜鸟目","Gaviidae","潜鸟科","Gavia","潜鸟属","Gavia_adamsii",NA,NA,NA,"Gavia_adamsii",TRUE,FALSE,FALSE,"Exact match"
"Gavia arctica","黑喉潜鸟","Gaviiformes","潜鸟目","Gaviidae","潜鸟科","Gavia","潜鸟属","Gavia_arctica",NA,NA,NA,"Gavia_arctica",TRUE,FALSE,FALSE,"Exact match"
"Gavia pacifica","太平洋潜鸟","Gaviiformes","潜鸟目","Gaviidae","潜鸟科","Gavia","潜鸟属","Gavia_pacifica",NA,NA,NA,"Gavia_pacifica",TRUE,FALSE,FALSE,"Exact match"
"Gavia stellata","红喉潜鸟","Gaviiformes","潜鸟目","Gaviidae","潜鸟科","Gavia","潜鸟属","Gavia_stellata",NA,NA,NA,"Gavia_stellata",TRUE,FALSE,FALSE,"Exact match"
"Antigone antigone","赤颈鹤","Gruiformes","鹤形目","Gruidae","鹤科","Antigone",NA,"Antigone_antigone",NA,NA,NA,"Antigone_antigone",TRUE,FALSE,FALSE,"Exact match"
"Antigone canadensis","沙丘鹤","Gruiformes","鹤形目","Gruidae","鹤科","Antigone",NA,"Antigone_canadensis",NA,NA,NA,"Antigone_canadensis",TRUE,FALSE,FALSE,"Exact match"
"Antigone vipio","白枕鹤","Gruiformes","鹤形目","Gruidae","鹤科","Antigone",NA,"Antigone_vipio",NA,NA,NA,"Antigone_vipio",TRUE,FALSE,FALSE,"Exact match"
"Grus grus","灰鹤","Gruiformes","鹤形目","Gruidae","鹤科","Grus","鹤属","Grus_grus",NA,NA,NA,"Grus_grus",TRUE,FALSE,FALSE,"Exact match"
"Grus japonensis","丹顶鹤","Gruiformes","鹤形目","Gruidae","鹤科","Grus","鹤属","Grus_japonensis",NA,NA,NA,"Grus_japonensis",TRUE,FALSE,FALSE,"Exact match"
"Grus monacha","白头鹤","Gruiformes","鹤形目","Gruidae","鹤科","Grus","鹤属","Grus_monacha",NA,NA,NA,"Grus_monacha",TRUE,FALSE,FALSE,"Exact match"
"Grus nigricollis","黑颈鹤","Gruiformes","鹤形目","Gruidae","鹤科","Grus","鹤属","Grus_nigricollis",NA,NA,NA,"Grus_nigricollis",TRUE,FALSE,FALSE,"Exact match"
"Grus virgo","蓑羽鹤","Gruiformes","鹤形目","Gruidae","鹤科","Grus","鹤属","Grus_virgo","Anthropoides_virgo","Genus update","Crane genus placement updated in the tree taxonomy.","Anthropoides_virgo",FALSE,TRUE,FALSE,"Bridged match"
"Leucogeranus leucogeranus","白鹤","Gruiformes","鹤形目","Gruidae","鹤科","Leucogeranus",NA,"Leucogeranus_leucogeranus",NA,NA,NA,"Leucogeranus_leucogeranus",TRUE,FALSE,FALSE,"Exact match"
"Amaurornis cinerea","白眉苦恶鸟","Gruiformes","鹤形目","Rallidae","秧鸡科","Amaurornis","苦恶鸟属","Amaurornis_cinerea","Poliolimnas_cinereus","Genus and epithet update","Checklist rail concept linked to current tree taxonomy.","Poliolimnas_cinereus",FALSE,TRUE,FALSE,"Bridged match"
"Amaurornis phoenicurus","白胸苦恶鸟","Gruiformes","鹤形目","Rallidae","秧鸡科","Amaurornis","苦恶鸟属","Amaurornis_phoenicurus",NA,NA,NA,"Amaurornis_phoenicurus",TRUE,FALSE,FALSE,"Exact match"
"Coturnicops exquisitus","花田鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Coturnicops",NA,"Coturnicops_exquisitus",NA,NA,NA,"Coturnicops_exquisitus",TRUE,FALSE,FALSE,"Exact match"
"Crex crex","长脚秧鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Crex","长脚秧鸡属","Crex_crex",NA,NA,NA,"Crex_crex",TRUE,FALSE,FALSE,"Exact match"
"Fulica atra","白骨顶","Gruiformes","鹤形目","Rallidae","秧鸡科","Fulica","骨顶属","Fulica_atra",NA,NA,NA,"Fulica_atra",TRUE,FALSE,FALSE,"Exact match"
"Gallicrex cinerea","董鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Gallicrex","董鸡属","Gallicrex_cinerea",NA,NA,NA,"Gallicrex_cinerea",TRUE,FALSE,FALSE,"Exact match"
"Gallinula chloropus","黑水鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Gallinula","黑水鸡属","Gallinula_chloropus",NA,NA,NA,"Gallinula_chloropus",TRUE,FALSE,FALSE,"Exact match"
"Lewinia striata","灰胸秧鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Lewinia",NA,"Lewinia_striata",NA,NA,NA,"Lewinia_striata",TRUE,FALSE,FALSE,"Exact match"
"Porphyrio poliocephalus","紫水鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Porphyrio","紫水鸡属","Porphyrio_poliocephalus",NA,NA,NA,"Porphyrio_poliocephalus",TRUE,FALSE,FALSE,"Exact match"
"Porzana porzana","斑胸田鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Porzana","田鸡属","Porzana_porzana",NA,NA,NA,"Porzana_porzana",TRUE,FALSE,FALSE,"Exact match"
"Rallina eurizonoides","白喉斑秧鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Rallina","斑秧鸡属","Rallina_eurizonoides",NA,NA,NA,"Rallina_eurizonoides",TRUE,FALSE,FALSE,"Exact match"
"Rallina fasciata","红脚斑秧鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Rallina","斑秧鸡属","Rallina_fasciata",NA,NA,NA,"Rallina_fasciata",TRUE,FALSE,FALSE,"Exact match"
"Rallus aquaticus","西秧鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Rallus","秧鸡属","Rallus_aquaticus",NA,NA,NA,"Rallus_aquaticus",TRUE,FALSE,FALSE,"Exact match"
"Rallus indicus","普通秧鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Rallus","秧鸡属","Rallus_indicus",NA,NA,NA,"Rallus_indicus",TRUE,FALSE,FALSE,"Exact match"
"Zapornia akool","红脚田鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Zapornia",NA,"Zapornia_akool",NA,NA,NA,"Zapornia_akool",TRUE,FALSE,FALSE,"Exact match"
"Zapornia bicolor","棕背田鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Zapornia",NA,"Zapornia_bicolor",NA,NA,NA,"Zapornia_bicolor",TRUE,FALSE,FALSE,"Exact match"
"Zapornia fusca","红胸田鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Zapornia",NA,"Zapornia_fusca",NA,NA,NA,"Zapornia_fusca",TRUE,FALSE,FALSE,"Exact match"
"Zapornia parva","姬田鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Zapornia",NA,"Zapornia_parva",NA,NA,NA,"Zapornia_parva",TRUE,FALSE,FALSE,"Exact match"
"Zapornia paykullii","斑胁田鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Zapornia",NA,"Zapornia_paykullii",NA,NA,NA,"Zapornia_paykullii",TRUE,FALSE,FALSE,"Exact match"
"Zapornia pusilla","小田鸡","Gruiformes","鹤形目","Rallidae","秧鸡科","Zapornia",NA,"Zapornia_pusilla",NA,NA,NA,"Zapornia_pusilla",TRUE,FALSE,FALSE,"Exact match"
"Chlamydotis macqueenii","波斑鸨","Otidiformes","鸨形目","Otididae","鸨科","Chlamydotis",NA,"Chlamydotis_macqueenii",NA,NA,NA,"Chlamydotis_macqueenii",TRUE,FALSE,FALSE,"Exact match"
"Otis tarda","大鸨","Otidiformes","鸨形目","Otididae","鸨科","Otis","大鸨属","Otis_tarda",NA,NA,NA,"Otis_tarda",TRUE,FALSE,FALSE,"Exact match"
"Tetrax tetrax","小鸨","Otidiformes","鸨形目","Otididae","鸨科","Tetrax",NA,"Tetrax_tetrax",NA,NA,NA,"Tetrax_tetrax",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus agricola","稻田苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_agricola",NA,NA,NA,"Acrocephalus_agricola",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus arundinaceus","大苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_arundinaceus",NA,NA,NA,"Acrocephalus_arundinaceus",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus bistrigiceps","黑眉苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_bistrigiceps",NA,NA,NA,"Acrocephalus_bistrigiceps",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus concinens","钝翅苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_concinens",NA,NA,NA,"Acrocephalus_concinens",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus dumetorum","布氏苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_dumetorum",NA,NA,NA,"Acrocephalus_dumetorum",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus melanopogon","须苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_melanopogon",NA,NA,NA,"Acrocephalus_melanopogon",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus orientalis","东方大苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_orientalis",NA,NA,NA,"Acrocephalus_orientalis",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus schoenobaenus","蒲苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_schoenobaenus",NA,NA,NA,"Acrocephalus_schoenobaenus",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus scirpaceus","芦莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_scirpaceus",NA,NA,NA,"Acrocephalus_scirpaceus",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus sorghophilus","细纹苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_sorghophilus",NA,NA,NA,"Acrocephalus_sorghophilus",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus stentoreus","噪苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_stentoreus",NA,NA,NA,"Acrocephalus_stentoreus",TRUE,FALSE,FALSE,"Exact match"
"Acrocephalus tangorum","远东苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属","Acrocephalus_tangorum",NA,NA,NA,"Acrocephalus_tangorum",TRUE,FALSE,FALSE,"Exact match"
"Arundinax aedon","厚嘴苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Arundinax",NA,"Arundinax_aedon",NA,NA,NA,"Arundinax_aedon",TRUE,FALSE,FALSE,"Exact match"
"Iduna caligata","靴篱莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Iduna",NA,"Iduna_caligata",NA,NA,NA,"Iduna_caligata",TRUE,FALSE,FALSE,"Exact match"
"Iduna pallida","草绿篱莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Iduna",NA,"Iduna_pallida",NA,NA,NA,"Iduna_pallida",TRUE,FALSE,FALSE,"Exact match"
"Iduna rama","赛氏篱莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Iduna",NA,"Iduna_rama",NA,NA,NA,"Iduna_rama",TRUE,FALSE,FALSE,"Exact match"
"Aegithalos bonvaloti","黑眉长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属","Aegithalos_bonvaloti",NA,NA,NA,"Aegithalos_bonvaloti",FALSE,FALSE,TRUE,"Unresolved"
"Aegithalos caudatus","北长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属","Aegithalos_caudatus",NA,NA,NA,"Aegithalos_caudatus",TRUE,FALSE,FALSE,"Exact match"
"Aegithalos concinnus","红头长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属","Aegithalos_concinnus",NA,NA,NA,"Aegithalos_concinnus",TRUE,FALSE,FALSE,"Exact match"
"Aegithalos fuliginosus","银脸长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属","Aegithalos_fuliginosus",NA,NA,NA,"Aegithalos_fuliginosus",TRUE,FALSE,FALSE,"Exact match"
"Aegithalos glaucogularis","银喉长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属","Aegithalos_glaucogularis",NA,NA,NA,"Aegithalos_glaucogularis",TRUE,FALSE,FALSE,"Exact match"
"Aegithalos iouschistos","棕额长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属","Aegithalos_iouschistos",NA,NA,NA,"Aegithalos_iouschistos",TRUE,FALSE,FALSE,"Exact match"
"Leptopoecile elegans","凤头雀莺","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Leptopoecile","雀莺属","Leptopoecile_elegans",NA,NA,NA,"Leptopoecile_elegans",TRUE,FALSE,FALSE,"Exact match"
"Leptopoecile sophiae","花彩雀莺","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Leptopoecile","雀莺属","Leptopoecile_sophiae",NA,NA,NA,"Leptopoecile_sophiae",TRUE,FALSE,FALSE,"Exact match"
"Aegithina lafresnayei","大绿雀鹎","Passeriformes","雀形目","Aegithinidae","雀鹎科","Aegithina","雀鹎属","Aegithina_lafresnayei",NA,NA,NA,"Aegithina_lafresnayei",TRUE,FALSE,FALSE,"Exact match"
"Aegithina tiphia","黑翅雀鹎","Passeriformes","雀形目","Aegithinidae","雀鹎科","Aegithina","雀鹎属","Aegithina_tiphia",NA,NA,NA,"Aegithina_tiphia",TRUE,FALSE,FALSE,"Exact match"
"Alauda arvensis","云雀","Passeriformes","雀形目","Alaudidae","百灵科","Alauda","云雀属","Alauda_arvensis",NA,NA,NA,"Alauda_arvensis",TRUE,FALSE,FALSE,"Exact match"
"Alauda gulgula","小云雀","Passeriformes","雀形目","Alaudidae","百灵科","Alauda","云雀属","Alauda_gulgula",NA,NA,NA,"Alauda_gulgula",TRUE,FALSE,FALSE,"Exact match"
"Alauda leucoptera","白翅云雀","Passeriformes","雀形目","Alaudidae","百灵科","Alauda","云雀属","Alauda_leucoptera",NA,NA,NA,"Alauda_leucoptera",TRUE,FALSE,FALSE,"Exact match"
"Alaudala cheleensis","短趾百灵","Passeriformes","雀形目","Alaudidae","百灵科","Alaudala",NA,"Alaudala_cheleensis",NA,NA,NA,"Alaudala_cheleensis",TRUE,FALSE,FALSE,"Exact match"
"Alaudala heinei","中亚短趾百灵","Passeriformes","雀形目","Alaudidae","百灵科","Alaudala",NA,"Alaudala_heinei",NA,NA,NA,"Alaudala_heinei",TRUE,FALSE,FALSE,"Exact match"
"Calandrella acutirostris","细嘴短趾百灵","Passeriformes","雀形目","Alaudidae","百灵科","Calandrella","短趾百灵属","Calandrella_acutirostris",NA,NA,NA,"Calandrella_acutirostris",TRUE,FALSE,FALSE,"Exact match"
"Calandrella brachydactyla","大短趾百灵","Passeriformes","雀形目","Alaudidae","百灵科","Calandrella","短趾百灵属","Calandrella_brachydactyla",NA,NA,NA,"Calandrella_brachydactyla",TRUE,FALSE,FALSE,"Exact match"
"Calandrella dukhunensis","中华短趾百灵","Passeriformes","雀形目","Alaudidae","百灵科","Calandrella","短趾百灵属","Calandrella_dukhunensis",NA,NA,NA,"Calandrella_dukhunensis",TRUE,FALSE,FALSE,"Exact match"
"Eremophila alpestris","角百灵","Passeriformes","雀形目","Alaudidae","百灵科","Eremophila","角百灵属","Eremophila_alpestris",NA,NA,NA,"Eremophila_alpestris",TRUE,FALSE,FALSE,"Exact match"
"Galerida cristata","凤头百灵","Passeriformes","雀形目","Alaudidae","百灵科","Galerida","凤头百灵属","Galerida_cristata",NA,NA,NA,"Galerida_cristata",TRUE,FALSE,FALSE,"Exact match"
"Melanocorypha bimaculata","双斑百灵","Passeriformes","雀形目","Alaudidae","百灵科","Melanocorypha","百灵属","Melanocorypha_bimaculata",NA,NA,NA,"Melanocorypha_bimaculata",TRUE,FALSE,FALSE,"Exact match"
"Melanocorypha calandra","草原百灵","Passeriformes","雀形目","Alaudidae","百灵科","Melanocorypha","百灵属","Melanocorypha_calandra",NA,NA,NA,"Melanocorypha_calandra",TRUE,FALSE,FALSE,"Exact match"
"Melanocorypha maxima","长嘴百灵","Passeriformes","雀形目","Alaudidae","百灵科","Melanocorypha","百灵属","Melanocorypha_maxima",NA,NA,NA,"Melanocorypha_maxima",TRUE,FALSE,FALSE,"Exact match"
"Melanocorypha mongolica","蒙古百灵","Passeriformes","雀形目","Alaudidae","百灵科","Melanocorypha","百灵属","Melanocorypha_mongolica",NA,NA,NA,"Melanocorypha_mongolica",TRUE,FALSE,FALSE,"Exact match"
"Melanocorypha yeltoniensis","黑百灵","Passeriformes","雀形目","Alaudidae","百灵科","Melanocorypha","百灵属","Melanocorypha_yeltoniensis",NA,NA,NA,"Melanocorypha_yeltoniensis",TRUE,FALSE,FALSE,"Exact match"
"Mirafra javanica","歌百灵","Passeriformes","雀形目","Alaudidae","百灵科","Mirafra","歌百灵属","Mirafra_javanica",NA,NA,NA,"Mirafra_javanica",TRUE,FALSE,FALSE,"Exact match"
"Alcippe davidi","灰眶雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属","Alcippe_davidi",NA,NA,NA,"Alcippe_davidi",TRUE,FALSE,FALSE,"Exact match"
"Alcippe fratercula","云南雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属","Alcippe_fratercula",NA,NA,NA,"Alcippe_fratercula",TRUE,FALSE,FALSE,"Exact match"
"Alcippe hueti","淡眉雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属","Alcippe_hueti",NA,NA,NA,"Alcippe_hueti",TRUE,FALSE,FALSE,"Exact match"
"Alcippe morrisonia","台湾雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属","Alcippe_morrisonia",NA,NA,NA,"Alcippe_morrisonia",TRUE,FALSE,FALSE,"Exact match"
"Alcippe nipalensis","白眶雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属","Alcippe_nipalensis",NA,NA,NA,"Alcippe_nipalensis",TRUE,FALSE,FALSE,"Exact match"
"Alcippe poioicephala","褐脸雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属","Alcippe_poioicephala",NA,NA,NA,"Alcippe_poioicephala",TRUE,FALSE,FALSE,"Exact match"
"Artamus fuscus","灰燕鵙","Passeriformes","雀形目","Artamidae","燕鵙科","Artamus","燕鵙属","Artamus_fuscus",NA,NA,NA,"Artamus_fuscus",TRUE,FALSE,FALSE,"Exact match"
"Bombycilla garrulus","太平鸟","Passeriformes","雀形目","Bombycillidae","太平鸟科","Bombycilla","太平鸟属","Bombycilla_garrulus",NA,NA,NA,"Bombycilla_garrulus",TRUE,FALSE,FALSE,"Exact match"
