"tree_label_final","order","family","genus","species_examples","pool_species_concepts","bridge_in_pool","new_record_species_concepts","new_record_species_list","new_record_species_cn","new_record_iucn","order_new","bridge_in_new_records","is_new_record","tip_index"
"Gavia_pacifica","Gaviiformes","Gaviidae","Gavia","Gavia pacifica",1,FALSE,1,"Gavia pacifica","太平洋潜鸟","LC","Gaviiformes",FALSE,TRUE,1110
"Gavia_stellata","Gaviiformes","Gaviidae","Gavia","Gavia stellata",1,FALSE,1,"Gavia stellata","红喉潜鸟","LC","Gaviiformes",FALSE,TRUE,1111
"Phaethon_aethereus","Phaethontiformes","Phaethontidae","Phaethon","Phaethon aethereus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1112
"Phaethon_rubricauda","Phaethontiformes","Phaethontidae","Phaethon","Phaethon rubricauda",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1113
"Phaethon_lepturus","Phaethontiformes","Phaethontidae","Phaethon","Phaethon lepturus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1114
"Larus_schistisagus","Charadriiformes","Laridae","Larus","Larus schistisagus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1115
"Larus_fuscus","Charadriiformes","Laridae","Larus","Larus fuscus",1,FALSE,1,"Larus fuscus","小黑背银鸥","LC","Charadriiformes",FALSE,TRUE,1116
"Larus_hyperboreus","Charadriiformes","Laridae","Larus","Larus hyperboreus",1,FALSE,1,"Larus hyperboreus","北极鸥","LC","Charadriiformes",FALSE,TRUE,1117
"Larus_cachinnans","Charadriiformes","Laridae","Larus","Larus cachinnans",1,FALSE,1,"Larus cachinnans","黄腿银鸥","LC","Charadriiformes",FALSE,TRUE,1118
"Larus_glaucescens","Charadriiformes","Laridae","Larus","Larus glaucescens",1,FALSE,1,"Larus glaucescens","灰翅鸥","LC","Charadriiformes",FALSE,TRUE,1119
"Larus_delawarensis","Charadriiformes","Laridae","Larus","Larus delawarensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1120
"Larus_brachyrhynchus","Charadriiformes","Laridae","Larus","Larus brachyrhynchus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1121
"Larus_canus","Charadriiformes","Laridae","Larus","Larus canus",1,FALSE,1,"Larus canus","普通海鸥","LC","Charadriiformes",FALSE,TRUE,1122
"Larus_crassirostris","Charadriiformes","Laridae","Larus","Larus crassirostris",1,FALSE,1,"Larus crassirostris","黑尾鸥","LC","Charadriiformes",FALSE,TRUE,1123
"Ichthyaetus_relictus","Charadriiformes","Laridae","Ichthyaetus","Ichthyaetus relictus",1,FALSE,1,"Larus relictus","遗鸥","VU","Charadriiformes",TRUE,TRUE,1124
"Ichthyaetus_ichthyaetus","Charadriiformes","Laridae","Ichthyaetus","Ichthyaetus ichthyaetus",1,FALSE,1,"Larus ichthyaetus","渔鸥","LC","Charadriiformes",TRUE,TRUE,1125
"Leucophaeus_pipixcan","Charadriiformes","Laridae","Leucophaeus","Leucophaeus pipixcan",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1126
"Leucophaeus_atricilla","Charadriiformes","Laridae","Leucophaeus","Leucophaeus atricilla",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1127
"Chroicocephalus_brunnicephalus","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus brunnicephalus",1,FALSE,1,"Larus brunnicephalus","棕头鸥","LC","Charadriiformes",TRUE,TRUE,1128
"Chroicocephalus_ridibundus","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus ridibundus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1129
"Chroicocephalus_novaehollandiae","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1130
"Chroicocephalus_genei","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus genei",1,FALSE,1,"Larus genei","细嘴鸥","LC","Charadriiformes",TRUE,TRUE,1131
"Saundersilarus_saundersi","Charadriiformes","Laridae","Saundersilarus","Saundersilarus saundersi",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1132
"Xema_sabini","Charadriiformes","Laridae","Xema","Xema sabini",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1133
"Rissa_tridactyla","Charadriiformes","Laridae","Rissa","Rissa tridactyla",1,FALSE,1,"Rissa tridactyla","三趾鸥","VU","Charadriiformes",FALSE,TRUE,1134
"Hydrocoloeus_minutus","Charadriiformes","Laridae","Hydrocoloeus","Hydrocoloeus minutus",1,FALSE,1,"Hydrocoloeus minutus","小鸥","LC","Charadriiformes",FALSE,TRUE,1135
"Rhodostethia_rosea","Charadriiformes","Laridae","Rhodostethia","Rhodostethia rosea",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1136
"Thalasseus_bengalensis","Charadriiformes","Laridae","Thalasseus","Thalasseus bengalensis",1,FALSE,1,"Thalasseus bengalensis","小凤头燕鸥","LC","Charadriiformes",FALSE,TRUE,1137
"Thalasseus_bergii","Charadriiformes","Laridae","Thalasseus","Thalasseus bergii",1,FALSE,1,"Thalasseus bergii","大凤头燕鸥","LC","Charadriiformes",FALSE,TRUE,1138
"Thalasseus_bernsteini","Charadriiformes","Laridae","Thalasseus","Thalasseus bernsteini",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1139
"Thalasseus_sandvicensis","Charadriiformes","Laridae","Thalasseus","Thalasseus sandvicensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1140
"Sterna_aurantia","Charadriiformes","Laridae","Sterna","Sterna aurantia",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1141
"Sterna_dougallii","Charadriiformes","Laridae","Sterna","Sterna dougallii",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1142
"Sterna_sumatrana","Charadriiformes","Laridae","Sterna","Sterna sumatrana",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1143
"Sterna_hirundo","Charadriiformes","Laridae","Sterna","Sterna hirundo",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1144
"Sterna_acuticauda","Charadriiformes","Laridae","Sterna","Sterna acuticauda",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1145
"Chlidonias_leucopterus","Charadriiformes","Laridae","Chlidonias","Chlidonias leucopterus",1,FALSE,1,"Chlidonias leucopterus","白翅浮鸥","LC","Charadriiformes",FALSE,TRUE,1146
"Chlidonias_niger","Charadriiformes","Laridae","Chlidonias","Chlidonias niger",1,FALSE,1,"Chlidonias niger","黑浮鸥","LC","Charadriiformes",FALSE,TRUE,1147
"Chlidonias_hybrida","Charadriiformes","Laridae","Chlidonias","Chlidonias hybrida",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1148
"Gelochelidon_nilotica","Charadriiformes","Laridae","Gelochelidon","Gelochelidon nilotica",1,FALSE,1,"Gelochelidon nilotica","鸥嘴噪鸥","LC","Charadriiformes",FALSE,TRUE,1149
"Hydroprogne_caspia","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia",1,FALSE,1,"Hydroprogne caspia","红嘴巨燕鸥","LC","Charadriiformes",FALSE,TRUE,1150
"Sternula_albifrons","Charadriiformes","Laridae","Sternula","Sternula albifrons",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1151
"Onychoprion_anaethetus","Charadriiformes","Laridae","Onychoprion","Onychoprion anaethetus",1,FALSE,1,"Onychoprion anaethetus","褐翅燕鸥","LC","Charadriiformes",FALSE,TRUE,1152
"Onychoprion_fuscatus","Charadriiformes","Laridae","Onychoprion","Onychoprion fuscatus",1,FALSE,1,"Onychoprion fuscatus","乌燕鸥","LC","Charadriiformes",FALSE,TRUE,1153
"Onychoprion_aleuticus","Charadriiformes","Laridae","Onychoprion","Onychoprion aleuticus",1,FALSE,1,"Onychoprion aleuticus","白腰燕鸥","VU","Charadriiformes",FALSE,TRUE,1154
"Anous_minutus","Charadriiformes","Laridae","Anous","Anous minutus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1155
"Anous_stolidus","Charadriiformes","Laridae","Anous","Anous stolidus",1,FALSE,1,"Anous stolidus","白顶玄燕鸥","LC","Charadriiformes",FALSE,TRUE,1156
"Gygis_alba","Charadriiformes","Laridae","Gygis","Gygis alba",1,FALSE,1,"Gygis alba","白玄鸥","LC","Charadriiformes",FALSE,TRUE,1157
"Rynchops_albicollis","Charadriiformes","Laridae","Rynchops","Rynchops albicollis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1158
"Synthliboramphus_antiquus","Charadriiformes","Alcidae","Synthliboramphus","Synthliboramphus antiquus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1159
"Synthliboramphus_wumizusume","Charadriiformes","Alcidae","Synthliboramphus","Synthliboramphus wumizusume",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1160
"Uria_aalge","Charadriiformes","Alcidae","Uria","Uria aalge",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1161
"Brachyramphus_perdix","Charadriiformes","Alcidae","Brachyramphus","Brachyramphus perdix",1,FALSE,1,"Brachyramphus perdix","长嘴海雀","NT","Charadriiformes",FALSE,TRUE,1162
"Cerorhinca_monocerata","Charadriiformes","Alcidae","Cerorhinca","Cerorhinca monocerata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1163
"Stercorarius_maccormicki","Charadriiformes","Stercorariidae","Stercorarius","Stercorarius maccormicki",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1164
"Stercorarius_pomarinus","Charadriiformes","Stercorariidae","Stercorarius","Stercorarius pomarinus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1165
"Stercorarius_longicaudus","Charadriiformes","Stercorariidae","Stercorarius","Stercorarius longicaudus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1166
"Stercorarius_parasiticus","Charadriiformes","Stercorariidae","Stercorarius","Stercorarius parasiticus",1,FALSE,1,"Stercorarius parasiticus","短尾贼鸥","LC","Charadriiformes",FALSE,TRUE,1167
"Glareola_pratincola","Charadriiformes","Glareolidae","Glareola","Glareola pratincola",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1168
"Glareola_nordmanni","Charadriiformes","Glareolidae","Glareola","Glareola nordmanni",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1169
"Glareola_lactea","Charadriiformes","Glareolidae","Glareola","Glareola lactea",1,FALSE,1,"Glareola lactea","灰燕鸻","LC","Charadriiformes",FALSE,TRUE,1170
"Glareola_maldivarum","Charadriiformes","Glareolidae","Glareola","Glareola maldivarum",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1171
"Turnix_sylvaticus","Charadriiformes","Turnicidae","Turnix","Turnix sylvaticus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1172
"Turnix_suscitator","Charadriiformes","Turnicidae","Turnix","Turnix suscitator",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1173
"Turnix_tanki","Charadriiformes","Turnicidae","Turnix","Turnix tanki",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1174
"Calidris_fuscicollis","Charadriiformes","Scolopacidae","Calidris","Calidris fuscicollis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1175
"Calidris_minuta","Charadriiformes","Scolopacidae","Calidris","Calidris minuta",1,FALSE,1,"Calidris minuta","小滨鹬","LC","Charadriiformes",FALSE,TRUE,1176
"Calidris_mauri","Charadriiformes","Scolopacidae","Calidris","Calidris mauri",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1177
"Calidris_melanotos","Charadriiformes","Scolopacidae","Calidris","Calidris melanotos",1,FALSE,1,"Calidris melanotos","斑胸滨鹬","LC","Charadriiformes",FALSE,TRUE,1178
"Calidris_bairdii","Charadriiformes","Scolopacidae","Calidris","Calidris bairdii",1,FALSE,1,"Calidris bairdii","黑腰滨鹬","LC","Charadriiformes",FALSE,TRUE,1179
"Calidris_ptilocnemis","Charadriiformes","Scolopacidae","Calidris","Calidris ptilocnemis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1180
"Calidris_alpina","Charadriiformes","Scolopacidae","Calidris","Calidris alpina",1,FALSE,1,"Calidris alpina","黑腹滨鹬","NT","Charadriiformes",FALSE,TRUE,1181
"Calidris_alba","Charadriiformes","Scolopacidae","Calidris","Calidris alba",1,FALSE,1,"Calidris alba","三趾滨鹬","LC","Charadriiformes",FALSE,TRUE,1182
"Calidris_subruficollis","Charadriiformes","Scolopacidae","Calidris","Calidris subruficollis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1183
"Calidris_pygmaea","Charadriiformes","Scolopacidae","Calidris","Calidris pygmaea",1,FALSE,1,"Calidris pygmaea","勺嘴鹬","CR","Charadriiformes",FALSE,TRUE,1184
"Calidris_ruficollis","Charadriiformes","Scolopacidae","Calidris","Calidris ruficollis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1185
"Calidris_subminuta","Charadriiformes","Scolopacidae","Calidris","Calidris subminuta",1,FALSE,1,"Calidris subminuta","长趾滨鹬","LC","Charadriiformes",FALSE,TRUE,1186
"Calidris_temminckii","Charadriiformes","Scolopacidae","Calidris","Calidris temminckii",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1187
"Calidris_ferruginea","Charadriiformes","Scolopacidae","Calidris","Calidris ferruginea",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1188
"Calidris_himantopus","Charadriiformes","Scolopacidae","Calidris","Calidris himantopus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1189
"Calidris_acuminata","Charadriiformes","Scolopacidae","Calidris","Calidris acuminata",1,FALSE,1,"Calidris acuminata","尖尾滨鹬","VU","Charadriiformes",FALSE,TRUE,1190
"Calidris_falcinellus","Charadriiformes","Scolopacidae","Calidris","Calidris falcinellus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1191
"Calidris_pugnax","Charadriiformes","Scolopacidae","Calidris","Calidris pugnax",1,FALSE,1,"Calidris pugnax","流苏鹬","LC","Charadriiformes",FALSE,TRUE,1192
"Calidris_tenuirostris","Charadriiformes","Scolopacidae","Calidris","Calidris tenuirostris",1,FALSE,1,"Calidris tenuirostris","大滨鹬","EN","Charadriiformes",FALSE,TRUE,1193
"Calidris_canutus","Charadriiformes","Scolopacidae","Calidris","Calidris canutus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1194
"Arenaria_interpres","Charadriiformes","Scolopacidae","Arenaria","Arenaria interpres",1,FALSE,1,"Arenaria interpres","翻石鹬","NT","Charadriiformes",FALSE,TRUE,1195
"Tringa_nebularia","Charadriiformes","Scolopacidae","Tringa","Tringa nebularia",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1196
"Tringa_erythropus","Charadriiformes","Scolopacidae","Tringa","Tringa erythropus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1197
"Tringa_guttifer","Charadriiformes","Scolopacidae","Tringa","Tringa guttifer",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1198
"Tringa_flavipes","Charadriiformes","Scolopacidae","Tringa","Tringa flavipes",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1199
"Tringa_glareola","Charadriiformes","Scolopacidae","Tringa","Tringa glareola",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1200
"Tringa_totanus","Charadriiformes","Scolopacidae","Tringa","Tringa totanus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1201
"Tringa_stagnatilis","Charadriiformes","Scolopacidae","Tringa","Tringa stagnatilis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1202
"Tringa_brevipes","Charadriiformes","Scolopacidae","Tringa","Tringa brevipes",1,FALSE,1,"Tringa brevipes","灰尾漂鹬","LC","Charadriiformes",FALSE,TRUE,1203
"Tringa_incana","Charadriiformes","Scolopacidae","Tringa","Tringa incana",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1204
"Tringa_ochropus","Charadriiformes","Scolopacidae","Tringa","Tringa ochropus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1205
"Phalaropus_fulicarius","Charadriiformes","Scolopacidae","Phalaropus","Phalaropus fulicarius",1,FALSE,1,"Phalaropus fulicarius","灰瓣蹼鹬","LC","Charadriiformes",FALSE,TRUE,1206
"Phalaropus_lobatus","Charadriiformes","Scolopacidae","Phalaropus","Phalaropus lobatus",1,FALSE,1,"Phalaropus lobatus","红颈瓣蹼鹬","LC","Charadriiformes",FALSE,TRUE,1207
"Actitis_hypoleucos","Charadriiformes","Scolopacidae","Actitis","Actitis hypoleucos",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1208
"Xenus_cinereus","Charadriiformes","Scolopacidae","Xenus","Xenus cinereus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1209
"Gallinago_nemoricola","Charadriiformes","Scolopacidae","Gallinago","Gallinago nemoricola",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1210
"Gallinago_gallinago","Charadriiformes","Scolopacidae","Gallinago","Gallinago gallinago",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1211
"Gallinago_solitaria","Charadriiformes","Scolopacidae","Gallinago","Gallinago solitaria",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1212
"Gallinago_hardwickii","Charadriiformes","Scolopacidae","Gallinago","Gallinago hardwickii",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1213
"Gallinago_stenura","Charadriiformes","Scolopacidae","Gallinago","Gallinago stenura",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1214
"Gallinago_megala","Charadriiformes","Scolopacidae","Gallinago","Gallinago megala",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1215
"Scolopax_rusticola","Charadriiformes","Scolopacidae","Scolopax","Scolopax rusticola",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1216
"Lymnocryptes_minimus","Charadriiformes","Scolopacidae","Lymnocryptes","Lymnocryptes minimus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1217
"Limnodromus_scolopaceus","Charadriiformes","Scolopacidae","Limnodromus","Limnodromus scolopaceus",1,FALSE,1,"Limnodromus scolopaceus","长嘴半蹼鹬","VU","Charadriiformes",FALSE,TRUE,1218
"Limnodromus_semipalmatus","Charadriiformes","Scolopacidae","Limnodromus","Limnodromus semipalmatus",1,FALSE,1,"Limnodromus semipalmatus","半蹼鹬","NT","Charadriiformes",FALSE,TRUE,1219
"Limosa_limosa","Charadriiformes","Scolopacidae","Limosa","Limosa limosa",1,FALSE,1,"Limosa limosa","黑尾塍鹬","NT","Charadriiformes",FALSE,TRUE,1220
"Limosa_lapponica","Charadriiformes","Scolopacidae","Limosa","Limosa lapponica",1,FALSE,1,"Limosa lapponica","斑尾塍鹬","NT","Charadriiformes",FALSE,TRUE,1221
"Numenius_arquata","Charadriiformes","Scolopacidae","Numenius","Numenius arquata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1222
"Numenius_madagascariensis","Charadriiformes","Scolopacidae","Numenius","Numenius madagascariensis",1,FALSE,1,"Numenius madagascariensis","大杓鹬","EN","Charadriiformes",FALSE,TRUE,1223
"Numenius_phaeopus","Charadriiformes","Scolopacidae","Numenius","Numenius phaeopus",1,FALSE,1,"Numenius phaeopus","中杓鹬","LC","Charadriiformes",FALSE,TRUE,1224
"Numenius_minutus","Charadriiformes","Scolopacidae","Numenius","Numenius minutus",1,FALSE,1,"Numenius minutus","小杓鹬","LC","Charadriiformes",FALSE,TRUE,1225
"Metopidius_indicus","Charadriiformes","Jacanidae","Metopidius","Metopidius indicus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1226
"Hydrophasianus_chirurgus","Charadriiformes","Jacanidae","Hydrophasianus","Hydrophasianus chirurgus",1,FALSE,1,"Hydrophasianus chirurgus","水雉","LC","Charadriiformes",FALSE,TRUE,1227
"Rostratula_benghalensis","Charadriiformes","Rostratulidae","Rostratula","Rostratula benghalensis",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1228
"Anarhynchus_alexandrinus","Charadriiformes","Charadriidae","Charadrius","Charadrius alexandrinus",1,TRUE,0,NA,NA,"NotNew",NA,NA,FALSE,1229
"Anarhynchus_dealbatus","Charadriiformes","Charadriidae","Charadrius","Charadrius dealbatus",1,TRUE,1,"Charadrius dealbatus","白脸鸻","LC","Charadriiformes",TRUE,TRUE,1230
"Anarhynchus_leschenaultii","Charadriiformes","Charadriidae","Charadrius","Charadrius leschenaultii",1,TRUE,0,NA,NA,"NotNew",NA,NA,FALSE,1231
"Anarhynchus_mongolus","Charadriiformes","Charadriidae","Charadrius","Charadrius mongolus",1,TRUE,1,"Charadrius mongolus","蒙古沙鸻","EN","Charadriiformes",TRUE,TRUE,1232
"Anarhynchus_atrifrons","Charadriiformes","Charadriidae","Charadrius","Charadrius atrifrons",1,TRUE,1,"Charadrius atrifrons","蒙古沙鸻","LC","Charadriiformes",TRUE,TRUE,1233
"Anarhynchus_asiaticus","Charadriiformes","Charadriidae","Charadrius","Charadrius asiaticus",1,TRUE,1,"Charadrius asiaticus","红胸鸻","LC","Charadriiformes",TRUE,TRUE,1234
"Anarhynchus_veredus","Charadriiformes","Charadriidae","Charadrius","Charadrius veredus",1,TRUE,1,"Charadrius veredus","东方鸻","LC","Charadriiformes",TRUE,TRUE,1235
"Vanellus_gregarius","Charadriiformes","Charadriidae","Vanellus","Vanellus gregarius",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1236
"Vanellus_cinereus","Charadriiformes","Charadriidae","Vanellus","Vanellus cinereus",1,FALSE,1,"Vanellus cinereus","灰头麦鸡","LC","Charadriiformes",FALSE,TRUE,1237
"Vanellus_leucurus","Charadriiformes","Charadriidae","Vanellus","Vanellus leucurus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1238
"Vanellus_indicus","Charadriiformes","Charadriidae","Vanellus","Vanellus indicus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1239
"Vanellus_duvaucelii","Charadriiformes","Charadriidae","Vanellus","Vanellus duvaucelii",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1240
"Vanellus_vanellus","Charadriiformes","Charadriidae","Vanellus","Vanellus vanellus",1,FALSE,1,"Vanellus vanellus","凤头麦鸡","NT","Charadriiformes",FALSE,TRUE,1241
"Charadrius_dubius","Charadriiformes","Charadriidae","Charadrius","Charadrius dubius",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1242
"Charadrius_placidus","Charadriiformes","Charadriidae","Charadrius","Charadrius placidus",1,FALSE,1,"Charadrius placidus","长嘴剑鸻","LC","Charadriiformes",FALSE,TRUE,1243
"Charadrius_hiaticula","Charadriiformes","Charadriidae","Charadrius","Charadrius hiaticula",1,FALSE,1,"Charadrius hiaticula","剑鸻","LC","Charadriiformes",FALSE,TRUE,1244
"Eudromias_morinellus","Charadriiformes","Charadriidae","Eudromias","Eudromias morinellus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1245
"Pluvialis_apricaria","Charadriiformes","Charadriidae","Pluvialis","Pluvialis apricaria",1,FALSE,1,"Pluvialis apricaria","欧金鸻","LC","Charadriiformes",FALSE,TRUE,1246
"Pluvialis_fulva","Charadriiformes","Charadriidae","Pluvialis","Pluvialis fulva",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1247
"Pluvialis_squatarola","Charadriiformes","Charadriidae","Pluvialis","Pluvialis squatarola",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1248
"Haematopus_ostralegus","Charadriiformes","Haematopodidae","Haematopus","Haematopus ostralegus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1249
"Ibidorhyncha_struthersii","Charadriiformes","Ibidorhynchidae","Ibidorhyncha","Ibidorhyncha struthersii",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1250
"Himantopus_himantopus","Charadriiformes","Recurvirostridae","Himantopus","Himantopus himantopus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1251
"Recurvirostra_avosetta","Charadriiformes","Recurvirostridae","Recurvirostra","Recurvirostra avosetta",1,FALSE,1,"Recurvirostra avosetta","反嘴鹬","LC","Charadriiformes",FALSE,TRUE,1252
"Burhinus_oedicnemus","Charadriiformes","Burhinidae","Burhinus","Burhinus oedicnemus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1253
"Esacus_recurvirostris","Charadriiformes","Burhinidae","Esacus","Esacus recurvirostris",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1254
"Chionis_albus","Charadriiformes","Chionidae","Chionis","Chionis albus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1255
"Lewinia_striata","Gruiformes","Rallidae","Lewinia","Lewinia striata",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1256
"Crex_crex","Gruiformes","Rallidae","Crex","Crex crex",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1257
"Rallus_aquaticus","Gruiformes","Rallidae","Rallus","Rallus aquaticus",1,FALSE,1,"Rallus aquaticus","西秧鸡","LC","Gruiformes",FALSE,TRUE,1258
"Rallus_indicus","Gruiformes","Rallidae","Rallus","Rallus indicus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1259
"Fulica_atra","Gruiformes","Rallidae","Fulica","Fulica atra",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1260
"Gallinula_chloropus","Gruiformes","Rallidae","Gallinula","Gallinula chloropus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1261
"Porzana_porzana","Gruiformes","Rallidae","Porzana","Porzana porzana",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1262
"Zapornia_akool","Gruiformes","Rallidae","Zapornia","Zapornia akool",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1263
"Porphyrio_poliocephalus","Gruiformes","Rallidae","Porphyrio","Porphyrio poliocephalus",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1264
"Zapornia_paykullii","Gruiformes","Rallidae","Zapornia","Zapornia paykullii",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1265
"Coturnicops_exquisitus","Gruiformes","Rallidae","Coturnicops","Coturnicops exquisitus",1,FALSE,1,"Coturnicops exquisitus","花田鸡","LC","Gruiformes",FALSE,TRUE,1266
"Amaurornis_phoenicurus","Gruiformes","Rallidae","Amaurornis","Amaurornis phoenicurus",1,FALSE,1,"Amaurornis phoenicurus","白胸苦恶鸟","LC","Gruiformes",FALSE,TRUE,1267
"Gallicrex_cinerea","Gruiformes","Rallidae","Gallicrex","Gallicrex cinerea",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1268
"Poliolimnas_cinereus","Gruiformes","Rallidae","Amaurornis","Amaurornis cinerea",1,TRUE,1,"Amaurornis cinerea","白眉田鸡","LC","Gruiformes",TRUE,TRUE,1269
"Rallina_fasciata","Gruiformes","Rallidae","Rallina","Rallina fasciata",1,FALSE,1,"Rallina fasciata","红脚斑秧鸡","LC","Gruiformes",FALSE,TRUE,1270
"Rallina_eurizonoides","Gruiformes","Rallidae","Rallina","Rallina eurizonoides",1,FALSE,1,"Rallina eurizonoides","白喉斑秧鸡","LC","Gruiformes",FALSE,TRUE,1271
"Zapornia_fusca","Gruiformes","Rallidae","Zapornia","Zapornia fusca",1,FALSE,0,NA,NA,"NotNew",NA,NA,FALSE,1272
