record_id,species,province,longitude,latitude,longitude_out_of_range,latitude_out_of_range
740,Phylloscopus borealoides,Shaanxi,108.76,34.35,FALSE,FALSE
545,Mycerobas affinis,Shandong,119.22,37.27,FALSE,FALSE
340,Halcyon smyrnensis,Shanghai,121,31.0666666666667,FALSE,FALSE
219,Rissa tridactyla,Yunnan,102.65135,24.973304,FALSE,FALSE
6,Accipiter trivirgatus,Anhui,117.816666666667,30.2333333333333,FALSE,FALSE
59,Ictinaetus malaiensis,Anhui,99.3833333333333,28.9,FALSE,FALSE
137,Gracupica nigricollis,Anhui,117.216666666667,30.3666666666667,FALSE,FALSE
817,Hemixos castanonotus,Anhui,117.45,30,FALSE,FALSE
708,Paradoxornis heudei,Anhui,117.1675,33.1666666666667,FALSE,FALSE
465,Pericrocotus solaris,Anhui,117.7177,29.84926,FALSE,FALSE
991,Phoenicopterus roseus,Anhui,117.4,30.48,FALSE,FALSE
44,Gypaetus barbatus,Chongqing,107.855733333333,28.9818166666667,FALSE,FALSE
868,Acridotheres tristis,Chongqing,106.533333333333,29.45,FALSE,FALSE
749,Phylloscopus affinis,Guangxi,110.41742,25.863638,FALSE,FALSE
138,Aerodramus brevirostris,Guizhou,104.25,26.8,FALSE,FALSE
594,Locustella mandelli,Guizhou,107.133333333333,28.1833333333333,FALSE,FALSE
815,Prunella strophiata,Guizhou,107.133333333333,28.1833333333333,FALSE,FALSE
406,Amaurornis phoenicurus,Heilongjiang,123.37122,45.803323,FALSE,FALSE
489,Emberiza chrysophrys,Heilongjiang,126.66285,45.74208,FALSE,FALSE
448,Galerida cristata,Heilongjiang,124.649277366268,47.0183423190898,FALSE,FALSE
967,Bubulcus ibis,Heilongjiang,123.37122,45.803323,FALSE,FALSE
765,Phylloscopus collybita,Hubei,114.540277777778,30.5316666666667,FALSE,FALSE
440,Aegithalos fuliginosus,Hunan,110.6,30.05,FALSE,FALSE
502,Emberiza godlewskii,Hunan,110.722166666667,30.0333333333333,FALSE,FALSE
614,Erithacus rubecula,Hunan,110.666666666667,30.0666666666667,FALSE,FALSE
915,Turdus boulboul,Hunan,110.65,28.8,FALSE,FALSE
21,Aviceda leuphotes,Jiangsu,119.071388888889,32.2477777777778,FALSE,FALSE
103,Clangula hyemalis,Jiangsu,119.35,35.0666666666667,FALSE,FALSE
338,Halcyon smyrnensis,Jiangsu,118.623055555556,32.1208333333333,FALSE,FALSE
787,Phylloscopus ricketti,Jiangxi,117.728888888889,27.8461111111111,FALSE,FALSE
110,Cygnus olor,Jilin,122.549412011151,44.9599577662215,FALSE,FALSE
235,Calidris melanotos,Jilin,123.91,45.79,FALSE,FALSE
159,Charadrius veredus,Jilin,122.958100768175,46.0518591831739,FALSE,FALSE
551,Pyrrhula nipalensis,Shaanxi,109.506433333333,31.9517,FALSE,FALSE
553,Rhodospiza obsoleta,Shaanxi,109.744166666667,38.2519166666667,FALSE,FALSE
1013,Phoenicopterus roseus,Shaanxi,109.005283333333,34.3772,FALSE,FALSE
691,Phoenicurus schisticeps,Shandong,117.116196997078,36.245332721799,FALSE,FALSE
810,Prunella himalayana,Shandong,117.116196997078,36.245332721799,FALSE,FALSE
228,Calidris acuminata,Xinjiang,84.9166666666667,44.4833333333333,FALSE,FALSE
260,Calidris subminuta,Xinjiang,84.9166666666667,44.4833333333333,FALSE,FALSE
151,Charadrius atrifrons,Xinjiang,86.75,47.75,FALSE,FALSE
160,Charadrius veredus,Xinjiang,90.8,43.9,FALSE,FALSE
600,Anthus gustavi,Xinjiang,87.5105431123776,44.171737306194,FALSE,FALSE
619,Erithacus rubecula,Xinjiang,88.2075,39.328056,FALSE,FALSE
554,Spinus spinus,Xinjiang,97.336333,41.686202,FALSE,FALSE
686,Tarsiger chrysaeus,Xinjiang,75.208848,37.801109,FALSE,FALSE
892,Cyanoderma pyrrhops,Xizang,85.98,28,FALSE,FALSE
722,Machlolophus xanthogenys,Xizang,85.9666666666667,27.9833333333333,FALSE,FALSE
808,Pnoepyga immaculata,Xizang,85.9666666666667,27.9833333333333,FALSE,FALSE
48,Haliaeetus leucoryphus,Yunnan,99.95,27.91,FALSE,FALSE
224,Recurvirostra avosetta,Yunnan,99.64,27.9,FALSE,FALSE
701,Anthreptes malacensis,Yunnan,101.23,21.95,FALSE,FALSE
657,Larvivora akahige,Zhejiang,121.46,29.475,FALSE,FALSE
840,Regulus regulus,Anhui,117.193611111111,31.8780555555556,FALSE,FALSE
277,Phalaropus fulicarius,Beijing,116.313888888889,40.1338888888889,FALSE,FALSE
332,Halcyon smyrnensis,Beijing,116.23231,40.268082,FALSE,FALSE
566,Lanius schach,Beijing,115.9133,40.517869,FALSE,FALSE
927,Zoothera mollissima,Beijing,115.25,40,FALSE,FALSE
1066,Fregata ariel,Beijing,116.3000378,40.1288432,FALSE,FALSE
233,Calidris alpina,Chongqing,106.5025,29.775,FALSE,FALSE
519,Lonchura striata,Gansu,104.166666666667,31.0333333333333,FALSE,FALSE
825,Pycnonotus jocosus,Hainan,110.333333333333,20,FALSE,FALSE
68,Spilornis cheela,Heilongjiang,124.564444444444,47.0775,FALSE,FALSE
750,Phylloscopus affinis,Heilongjiang,125.25,49.0941666666667,FALSE,FALSE
794,Phylloscopus tenellipes,Henan,114.25,31.9658333333333,FALSE,FALSE
805,Pitta nympha,Hubei,110.9,30.85,FALSE,FALSE
606,Motacilla citreola,Hunan,111.35,28.7,FALSE,FALSE
548,Pyrrhula erythaca,Hunan,110.65,30.0333333333333,FALSE,FALSE
550,Pyrrhula nipalensis,Hunan,110.666666666667,30.05,FALSE,FALSE
714,Suthora conspicillata,Hunan,110.55,30.05,FALSE,FALSE
313,Chalcophaps indica,Jiangxi,114.380555555556,24.4883333333333,FALSE,FALSE
328,Treron sieboldii,Jiangxi,114.380555555556,24.4883333333333,FALSE,FALSE
484,Dicaeum cruentatum,Jiangxi,114.380555555556,24.4883333333333,FALSE,FALSE
486,Dicaeum minullum,Jiangxi,114.380555555556,24.4883333333333,FALSE,FALSE
642,Ficedula narcissina,Jiangxi,114.380555555556,24.4883333333333,FALSE,FALSE
901,Timalia pileata,Jiangxi,114.380555555556,24.4883333333333,FALSE,FALSE
1058,Otus spilocephalus,Jiangxi,114.380555555556,24.4883333333333,FALSE,FALSE
261,Calidris tenuirostris,Jilin,122.566666666667,45.8333333333333,FALSE,FALSE
390,Grus canadensis,Jilin,123.58,45.94,FALSE,FALSE
273,Limosa limosa,Ningxia,106.462222222222,38.8713888888889,FALSE,FALSE
223,Recurvirostra avosetta,Ningxia,106.385277777778,38.3777777777778,FALSE,FALSE
542,Fringilla montifringilla,Ningxia,106.633333333333,38.55,FALSE,FALSE
832,Pycnonotus sinensis,Ningxia,106.733333333333,38.75,FALSE,FALSE
256,Calidris pugnax,Shaanxi,108.071263888889,34.2356833333333,FALSE,FALSE
712,Paradoxornis gularis,Shaanxi,109.503888888889,31.8877777777778,FALSE,FALSE
99,Branta ruficollis,Sichuan,104.216855555556,31.0068055555556,FALSE,FALSE
271,Limnodromus semipalmatus,Xinjiang,84.9166666666667,44.4833333333333,FALSE,FALSE
664,Muscicapa dauurica,Xinjiang,89,45,FALSE,FALSE
108,Cygnus columbianus,Yunnan,100.2,26.5833333333333,FALSE,FALSE
307,Ciconia episcopus,Yunnan,99.6230361111111,27.8940722222222,FALSE,FALSE
442,Leptopoecile elegans,Yunnan,98.8208333333333,28.395,FALSE,FALSE
13,Accipiter virgatus,Anhui,117.116666666667,31.7666666666667,FALSE,FALSE
1042,Calonectris leucomelas,Anhui,117.195625,31.888053,FALSE,FALSE
797,Phylloscopus tephrocephalus,Guizhou,107.166666666667,28.2166666666667,FALSE,FALSE
930,Turdus pilaris,Heilongjiang,125.1435,51.1388611111111,FALSE,FALSE
54,Hieraaetus pennatus,Henan,112.383333333333,34.6,FALSE,FALSE
1054,Otus semitorques,Henan,114.25,31.95,FALSE,FALSE
578,Heterophasia desgodinsi,Hubei,110.133333333333,30.45,FALSE,FALSE
631,Ficedula elisae,Jiangxi,114.2,26.61,FALSE,FALSE
801,Phylloscopus yunnanensis,Jiangxi,114.17,26.57,FALSE,FALSE
1067,Fregata ariel,Jiangxi,116.60972,27.667778,FALSE,FALSE
87,Aythya nyroca,Jilin,123.883333333333,46.0054444444444,FALSE,FALSE
247,Calidris minuta,Jilin,122.566666666667,45.8330833333333,FALSE,FALSE
379,Gavia adamsii,Jilin,127.663061111111,42.0517888888889,FALSE,FALSE
725,Pardaliparus venustulus,Jilin,126.558888888889,44.0086388888889,FALSE,FALSE
579,Heterophasia desgodinsi,Shaanxi,109.258916666667,32.09115,FALSE,FALSE
780,Phylloscopus ogilviegranti,Shaanxi,107.782777777778,34.0616666666667,FALSE,FALSE
280,Phalaropus fulicarius,Sichuan,100.765,30.0497222222222,FALSE,FALSE
285,Phalaropus lobatus,Sichuan,104.073611111111,30.5785277777778,FALSE,FALSE
679,Oenanthe deserti,Sichuan,100.7825,30.1658333333333,FALSE,FALSE
926,Zoothera mollissima,Sichuan,104.066388888889,30.64,FALSE,FALSE
62,Nisaetus nipalensis,Xinjiang,75.25,39.9166666666667,FALSE,FALSE
165,Glareola lactea,Xinjiang,77.1166666666667,38.4333333333333,FALSE,FALSE
412,Rallina fasciata,Yunnan,100.329994444444,24.8993472222222,FALSE,FALSE
24,Butastur indicus,Anhui,116.816666666667,31.4666666666667,FALSE,FALSE
504,Emberiza leucocephalos,Anhui,115.6,33.2533,FALSE,FALSE
588,Helopsaltes ochotensis,Anhui,117.269815,31.836733,FALSE,FALSE
990,Pelecanus onocrotalus,Anhui,117.46,33.77,FALSE,FALSE
7,Accipiter trivirgatus,Beijing,116.166752777778,39.9934861111111,FALSE,FALSE
34,Elanus caeruleus,Beijing,116.166752777778,39.9934861111111,FALSE,FALSE
789,Phylloscopus soror,Beijing,115.433333333333,40,FALSE,FALSE
45,Gyps himalayensis,Guangxi,109.077777777778,21.4386111111111,FALSE,FALSE
208,Onychoprion anaethetus,Guangxi,109.2,20.9166666666667,FALSE,FALSE
718,Cephalopyrus flammiceps,Guangxi,106.716666666667,22.8,FALSE,FALSE
836,Rubigula flaviventris,Guangxi,106.633333333333,23.4333333333333,FALSE,FALSE
354,Clamator coromandus,Heilongjiang,126.26374242608,49.8739376167821,FALSE,FALSE
826,Pycnonotus jocosus,Henan,113.7,34.71,FALSE,FALSE
570,Lanius tephronotus,Hubei,109.75,31.4166666666667,FALSE,FALSE
510,Emberiza siemsseni,Jiangxi,116.25,28.75,FALSE,FALSE
391,Grus canadensis,Liaoning,122.94,42.37,FALSE,FALSE
455,Bombycilla japonica,Qinghai,101.75155,36.6617972222222,FALSE,FALSE
885,Sturnus vulgaris,Shaanxi,109.536241666667,34.8118416666667,FALSE,FALSE
222,Thalasseus bergii,Shanghai,121.983305555556,31.2946416666667,FALSE,FALSE
647,Ficedula parva,Shanghai,121.517719444444,31.3360694444444,FALSE,FALSE
689,Phoenicurus ochruros,Shanghai,121.968208333333,30.8842166666667,FALSE,FALSE
760,Phylloscopus castaniceps,Shanghai,121.148302777778,31.0783166666667,FALSE,FALSE
792,Phylloscopus soror,Shanghai,121.968208333333,30.8842166666667,FALSE,FALSE
732,Sittiparus varius,Shanghai,121.968208333333,30.8842166666667,FALSE,FALSE
1037,Ardenna pacifica,Shanghai,121.324894444444,31.3490833333333,FALSE,FALSE
661,Monticola gularis,Sichuan,104.760811111111,32.5806194444444,FALSE,FALSE
2,Accipiter gularis,Xinjiang,88.36,36.47,FALSE,FALSE
555,Cecropis daurica,Xinjiang,88.16,39.03,FALSE,FALSE
513,Emberiza stewarti,Xinjiang,75.0833333333333,39.3333333333333,FALSE,FALSE
770,Phylloscopus coronatus,Xinjiang,88.16,39.05,FALSE,FALSE
891,Sylvia atricapilla,Xinjiang,76,39.4666666666667,FALSE,FALSE
232,Calidris alpina,Yunnan,102.833333333333,24.8166666666667,FALSE,FALSE
252,Calidris minuta,Yunnan,102.703611111111,24.9266666666667,FALSE,FALSE
156,Charadrius mongolus,Yunnan,103.304469444444,23.5910027777778,FALSE,FALSE
272,Limosa lapponica,Yunnan,102.589080555556,24.6540027777778,FALSE,FALSE
276,Numenius phaeopus,Yunnan,102.67,24.97,FALSE,FALSE
373,Perdix hodgsoniae,Yunnan,99.95,28.04115,FALSE,FALSE
405,Leucogeranus leucogeranus,Yunnan,103.3,26.6894444444444,FALSE,FALSE
415,Porphyrio porphyrio,Yunnan,102.7833,24.9167,FALSE,FALSE
1005,Plegadis falcinellus,Yunnan,102.5,24.34,FALSE,FALSE
667,Muscicapa ferruginea,Zhejiang,121.93192,29.202594,FALSE,FALSE
906,Otocichla mupinensis,Anhui,116.85,32.35,FALSE,FALSE
922,Turdus cardis,Beijing,116.32644,39.999667,FALSE,FALSE
52,Hieraaetus pennatus,Gansu,94.1213888888889,39.8752777777778,FALSE,FALSE
1028,Sasia ochracea,Guangdong,111.25,23.25,FALSE,FALSE
613,Erithacus rubecula,Guangxi,106.855775,22.7333333333333,FALSE,FALSE
755,Phylloscopus cantator,Guangxi,105.788463888889,23.0166666666667,FALSE,FALSE
1048,Bubo nipalensis,Guangxi,106.88,22.35,FALSE,FALSE
506,Emberiza leucocephalos,Guizhou,104.25,26.85,FALSE,FALSE
238,Calidris melanotos,Hainan,110.58,19.8977222222222,FALSE,FALSE
1040,Otus semitorques,Hebei,118.75,39.1666666666667,FALSE,FALSE
265,Limnodromus scolopaceus,Heilongjiang,122.05,51.3833333333333,FALSE,FALSE
36,Elanus caeruleus,Henan,113.740555555556,33.5386111111111,FALSE,FALSE
279,Phalaropus fulicarius,Henan,112.508888888889,32.9505555555556,FALSE,FALSE
266,Limnodromus scolopaceus,Hubei,114.4075,30.4333333333333,FALSE,FALSE
517,Emberiza yessoensis,Hubei,112.3575,30.3666666666667,FALSE,FALSE
139,Hirundapus caudacutus,Hunan,110.65,30.0666666666667,FALSE,FALSE
652,Ficedula tricolor,Hunan,110.65,30.0666666666667,FALSE,FALSE
595,Locustella mandelli,Hunan,110.633333333333,30.0166666666667,FALSE,FALSE
707,Paradoxornis guttaticollis,Hunan,110.766666666667,29.9666666666667,FALSE,FALSE
462,Pericrocotus ethologus,Hunan,110.15,32.0833333333333,FALSE,FALSE
779,Phylloscopus magnirostris,Hunan,110.65,30.05,FALSE,FALSE
952,Pteruthius xanthochlorus,Hunan,110.683333333333,29.9833333333333,FALSE,FALSE
941,Zoothera mollissima,Hunan,110.744805555556,29.8678333333333,FALSE,FALSE
116,Histrionicus histrionicus,Inner Mongolia,118.719166666667,44.2244444444444,FALSE,FALSE
464,Pericrocotus ethologus,Inner Mongolia,111.280277777778,40.5494444444444,FALSE,FALSE
884,Sturnus vulgaris,Inner Mongolia,121.5,51.33,FALSE,FALSE
456,Plectrophenax nivalis,Jiangsu,120.6,21.9,FALSE,FALSE
190,Larus ichthyaetus,Liaoning,121.666666666667,39.1061111111111,FALSE,FALSE
459,Lalage melaschistos,Liaoning,124.208333333333,39.8833333333333,FALSE,FALSE
878,Spodiopsar sericeus,Liaoning,124.15,39.9666666666667,FALSE,FALSE
727,Pardaliparus venustulus,Qinghai,102.666666666667,35.8,FALSE,FALSE
468,Prinia flaviventris,Qinghai,101.05,32.7,FALSE,FALSE
1011,Phoenicopterus roseus,Qinghai,97.4166666666667,36.6666666666667,FALSE,FALSE
