n_species_total_order,lower_count,upper_count,lower_prop,upper_prop
122,37,58,0.30327868852459017,0.47540983606557374
123,38,59,0.3089430894308943,0.4796747967479675
124,38,59,0.3064516129032258,0.47580645161290325
125,38,60,0.304,0.48
126,39,60,0.30952380952380953,0.47619047619047616
127,39,60,0.30708661417322836,0.47244094488188976
128,39,61,0.3046875,0.4765625
129,40,61,0.31007751937984496,0.4728682170542636
130,40,62,0.3076923076923077,0.47692307692307695
131,40,62,0.3053435114503817,0.4732824427480916
132,41,63,0.3106060606060606,0.4772727272727273
133,41,63,0.3082706766917293,0.47368421052631576
134,41,63,0.30597014925373134,0.4701492537313433
135,42,64,0.3111111111111111,0.4740740740740741
136,42,64,0.3088235294117647,0.47058823529411764
137,42,65,0.30656934306569344,0.4744525547445255
138,43,65,0.3115942028985507,0.47101449275362317
139,43,66,0.30935251798561153,0.4748201438848921
140,43,66,0.30714285714285716,0.4714285714285714
141,44,66,0.3120567375886525,0.46808510638297873
142,44,67,0.30985915492957744,0.47183098591549294
143,45,67,0.3146853146853147,0.46853146853146854
144,45,68,0.3125,0.4722222222222222
145,45,68,0.3103448275862069,0.4689655172413793
146,46,69,0.3150684931506849,0.4726027397260274
147,46,69,0.3129251700680272,0.46938775510204084
148,46,69,0.3108108108108108,0.46621621621621623
149,47,70,0.31543624161073824,0.4697986577181208
150,47,70,0.31333333333333335,0.4666666666666667
151,47,71,0.31125827814569534,0.47019867549668876
152,48,71,0.3157894736842105,0.46710526315789475
153,48,72,0.3137254901960784,0.47058823529411764
154,48,72,0.3116883116883117,0.4675324675324675
155,49,72,0.3161290322580645,0.4645161290322581
156,49,73,0.3141025641025641,0.46794871794871795
157,49,73,0.31210191082802546,0.46496815286624205
158,50,74,0.31645569620253167,0.46835443037974683
159,50,74,0.31446540880503143,0.46540880503144655
160,50,75,0.3125,0.46875
161,51,75,0.3167701863354037,0.4658385093167702
162,51,75,0.3148148148148148,0.46296296296296297
163,52,76,0.31901840490797545,0.4662576687116564
164,52,76,0.3170731707317073,0.4634146341463415
165,52,77,0.3151515151515151,0.4666666666666667
166,53,77,0.3192771084337349,0.463855421686747
167,53,78,0.31736526946107785,0.46706586826347307
168,53,78,0.31547619047619047,0.4642857142857143
169,54,78,0.31952662721893493,0.46153846153846156
170,54,79,0.3176470588235294,0.4647058823529412
171,54,79,0.3157894736842105,0.4619883040935672
172,55,80,0.31976744186046513,0.46511627906976744
173,55,80,0.3179190751445087,0.4624277456647399
174,55,81,0.3160919540229885,0.46551724137931033
175,56,81,0.32,0.46285714285714286
176,56,81,0.3181818181818182,0.4602272727272727
177,56,82,0.3163841807909605,0.4632768361581921
178,57,82,0.3202247191011236,0.4606741573033708
179,57,83,0.31843575418994413,0.46368715083798884
180,58,83,0.32222222222222224,0.46111111111111114
181,58,84,0.32044198895027626,0.46408839779005523
182,58,84,0.31868131868131866,0.46153846153846156
183,59,84,0.3224043715846995,0.45901639344262296
184,59,85,0.32065217391304346,0.46195652173913043
185,59,85,0.31891891891891894,0.4594594594594595
186,60,86,0.3225806451612903,0.46236559139784944
187,60,86,0.32085561497326204,0.45989304812834225
188,60,87,0.3191489361702128,0.4627659574468085
189,61,87,0.32275132275132273,0.4603174603174603
190,61,87,0.32105263157894737,0.45789473684210524
191,61,88,0.3193717277486911,0.4607329842931937
192,62,88,0.3229166666666667,0.4583333333333333
193,62,89,0.32124352331606215,0.46113989637305697
194,63,89,0.3247422680412371,0.4587628865979381
195,63,90,0.3230769230769231,0.46153846153846156
196,63,90,0.32142857142857145,0.45918367346938777
197,64,90,0.3248730964467005,0.45685279187817257
198,64,91,0.32323232323232326,0.4595959595959596
199,64,91,0.32160804020100503,0.457286432160804
200,65,92,0.325,0.46
201,65,92,0.32338308457711445,0.4577114427860697
202,65,93,0.3217821782178218,0.4603960396039604
203,66,93,0.3251231527093596,0.458128078817734
204,66,93,0.3235294117647059,0.45588235294117646
205,66,94,0.32195121951219513,0.4585365853658537
206,67,94,0.32524271844660196,0.4563106796116505
207,67,95,0.32367149758454106,0.45893719806763283
208,68,95,0.3269230769230769,0.4567307692307692
209,68,95,0.3253588516746411,0.45454545454545453
210,68,96,0.3238095238095238,0.45714285714285713
211,69,96,0.32701421800947866,0.4549763033175355
212,69,97,0.32547169811320753,0.45754716981132076
213,69,97,0.323943661971831,0.45539906103286387
214,70,98,0.32710280373831774,0.45794392523364486
215,70,98,0.32558139534883723,0.4558139534883721
216,70,98,0.32407407407407407,0.4537037037037037
217,71,99,0.3271889400921659,0.45622119815668205
218,71,99,0.3256880733944954,0.4541284403669725
219,71,100,0.3242009132420091,0.45662100456621
220,72,100,0.32727272727272727,0.45454545454545453
221,72,101,0.3257918552036199,0.45701357466063347
222,73,101,0.32882882882882886,0.45495495495495497
223,73,101,0.3273542600896861,0.452914798206278
224,73,102,0.32589285714285715,0.45535714285714285
225,74,102,0.3288888888888889,0.4533333333333333
226,74,103,0.3274336283185841,0.4557522123893805
227,74,103,0.32599118942731276,0.45374449339207046
228,75,104,0.32894736842105265,0.45614035087719296
229,75,104,0.32751091703056767,0.45414847161572053
230,75,104,0.32608695652173914,0.45217391304347826
231,76,105,0.329004329004329,0.45454545454545453
232,76,105,0.3275862068965517,0.4525862068965517
233,76,106,0.3261802575107296,0.45493562231759654
234,77,106,0.32905982905982906,0.452991452991453
235,77,106,0.3276595744680851,0.451063829787234
236,78,107,0.3305084745762712,0.4533898305084746
237,78,107,0.3291139240506329,0.45147679324894513
238,78,108,0.3277310924369748,0.453781512605042
239,79,108,0.3305439330543933,0.45188284518828453
240,79,109,0.32916666666666666,0.45416666666666666
241,79,109,0.3278008298755187,0.45228215767634855
242,80,109,0.3305785123966942,0.45041322314049587
243,80,110,0.3292181069958848,0.45267489711934156
244,80,110,0.32786885245901637,0.45081967213114754
245,81,111,0.3306122448979592,0.4530612244897959
246,81,111,0.32926829268292684,0.45121951219512196
247,81,112,0.32793522267206476,0.4534412955465587
248,82,112,0.33064516129032256,0.45161290322580644
249,82,112,0.3293172690763052,0.4497991967871486
250,83,113,0.332,0.452
251,83,113,0.33067729083665337,0.450199203187251
252,83,114,0.32936507936507936,0.4523809523809524
253,84,114,0.33201581027667987,0.4505928853754941
254,84,114,0.33070866141732286,0.44881889763779526
255,84,115,0.32941176470588235,0.45098039215686275
256,85,115,0.33203125,0.44921875
257,85,116,0.33073929961089493,0.45136186770428016
258,85,116,0.32945736434108525,0.4496124031007752
259,86,117,0.33204633204633205,0.4517374517374517
260,86,117,0.33076923076923076,0.45
261,87,117,0.3333333333333333,0.4482758620689655
262,87,118,0.3320610687022901,0.45038167938931295
263,87,118,0.33079847908745247,0.44866920152091255
264,88,119,0.3333333333333333,0.45075757575757575
265,88,119,0.3320754716981132,0.4490566037735849
266,88,120,0.3308270676691729,0.45112781954887216
267,89,120,0.3333333333333333,0.449438202247191
268,89,120,0.332089552238806,0.44776119402985076
269,89,121,0.3308550185873606,0.44981412639405205
270,90,121,0.3333333333333333,0.44814814814814813
271,90,122,0.33210332103321033,0.45018450184501846
272,91,122,0.33455882352941174,0.4485294117647059
273,91,122,0.3333333333333333,0.4468864468864469
274,91,123,0.33211678832116787,0.4489051094890511
275,92,123,0.33454545454545453,0.44727272727272727
276,92,124,0.3333333333333333,0.4492753623188406
277,92,124,0.33212996389891697,0.44765342960288806
278,93,125,0.3345323741007194,0.44964028776978415
279,93,125,0.3333333333333333,0.44802867383512546
280,93,125,0.33214285714285713,0.44642857142857145
281,94,126,0.33451957295373663,0.4483985765124555
282,94,126,0.3333333333333333,0.44680851063829785
283,94,127,0.3321554770318021,0.44876325088339225
284,95,127,0.3345070422535211,0.4471830985915493
285,95,127,0.3333333333333333,0.4456140350877193
286,96,128,0.3356643356643357,0.44755244755244755
287,96,128,0.3344947735191638,0.445993031358885
288,96,129,0.3333333333333333,0.4479166666666667
289,97,129,0.3356401384083045,0.4463667820069204
290,97,130,0.33448275862068966,0.4482758620689655
291,97,130,0.3333333333333333,0.44673539518900346
292,98,130,0.3356164383561644,0.4452054794520548
293,98,131,0.33447098976109213,0.447098976109215
294,98,131,0.3333333333333333,0.445578231292517
295,99,132,0.33559322033898303,0.44745762711864406
296,99,132,0.3344594594594595,0.44594594594594594
297,100,132,0.3367003367003367,0.4444444444444444
298,100,133,0.33557046979865773,0.4463087248322148
299,100,133,0.33444816053511706,0.44481605351170567
300,101,134,0.33666666666666667,0.44666666666666666
301,101,134,0.33554817275747506,0.44518272425249167
302,101,135,0.3344370860927152,0.4470198675496689
303,102,135,0.33663366336633666,0.44554455445544555
304,102,135,0.3355263157894737,0.4440789473684211
305,102,136,0.3344262295081967,0.4459016393442623
306,103,136,0.3366013071895425,0.4444444444444444
307,103,137,0.3355048859934853,0.44625407166123776
308,104,137,0.33766233766233766,0.4448051948051948
309,104,138,0.3365695792880259,0.44660194174757284
310,104,138,0.33548387096774196,0.44516129032258067
311,105,138,0.33762057877813506,0.4437299035369775
312,105,139,0.33653846153846156,0.44551282051282054
313,105,139,0.3354632587859425,0.4440894568690096
314,106,140,0.3375796178343949,0.445859872611465
315,106,140,0.33650793650793653,0.4444444444444444
316,106,140,0.33544303797468356,0.4430379746835443
317,107,141,0.33753943217665616,0.444794952681388
318,107,141,0.33647798742138363,0.44339622641509435
319,108,142,0.3385579937304075,0.445141065830721
320,108,142,0.3375,0.44375
321,108,143,0.3364485981308411,0.4454828660436137
322,109,143,0.3385093167701863,0.4440993788819876
323,109,143,0.33746130030959753,0.44272445820433437
324,109,144,0.33641975308641975,0.4444444444444444
325,110,144,0.3384615384615385,0.4430769230769231
326,110,145,0.3374233128834356,0.4447852760736196
327,110,145,0.3363914373088685,0.4434250764525994
328,111,145,0.3384146341463415,0.4420731707317073
329,111,146,0.3373860182370821,0.44376899696048633
330,112,146,0.3393939393939394,0.44242424242424244
331,112,147,0.338368580060423,0.44410876132930516
332,112,147,0.3373493975903614,0.4427710843373494
333,113,148,0.33933933933933935,0.4444444444444444
334,113,148,0.3383233532934132,0.4431137724550898
335,113,148,0.3373134328358209,0.4417910447761194
336,114,149,0.3392857142857143,0.44345238095238093
337,114,149,0.33827893175074186,0.4421364985163205
338,114,150,0.33727810650887574,0.4437869822485207
339,115,150,0.3392330383480826,0.4424778761061947
340,115,150,0.3382352941176471,0.4411764705882353
341,116,151,0.34017595307917886,0.44281524926686217
342,116,151,0.3391812865497076,0.4415204678362573
343,116,152,0.33819241982507287,0.44314868804664725
344,117,152,0.34011627906976744,0.4418604651162791
345,117,153,0.3391304347826087,0.4434782608695652
346,117,153,0.33815028901734107,0.4421965317919075
347,118,153,0.3400576368876081,0.4409221902017291
348,118,154,0.3390804597701149,0.4425287356321839
349,118,154,0.33810888252148996,0.44126074498567336
350,119,155,0.34,0.44285714285714284
351,119,155,0.33903133903133903,0.4415954415954416
352,120,155,0.3409090909090909,0.4403409090909091
353,120,156,0.33994334277620397,0.44192634560906513
354,120,156,0.3389830508474576,0.4406779661016949
355,121,157,0.3408450704225352,0.4422535211267606
356,121,157,0.3398876404494382,0.4410112359550562
357,121,157,0.3389355742296919,0.43977591036414565
358,122,158,0.3407821229050279,0.441340782122905
359,122,158,0.3398328690807799,0.4401114206128134
360,122,159,0.3388888888888889,0.44166666666666665
361,123,159,0.3407202216066482,0.4404432132963989
362,123,160,0.3397790055248619,0.4419889502762431
363,124,160,0.3415977961432507,0.44077134986225897
364,124,160,0.34065934065934067,0.43956043956043955
365,124,161,0.33972602739726027,0.4410958904109589
366,125,161,0.34153005464480873,0.43989071038251365
367,125,162,0.3405994550408719,0.44141689373297005
368,125,162,0.33967391304347827,0.44021739130434784
369,126,162,0.34146341463414637,0.43902439024390244
370,126,163,0.34054054054054056,0.44054054054054054
371,127,163,0.3423180592991914,0.4393530997304582
372,127,164,0.34139784946236557,0.44086021505376344
373,127,164,0.34048257372654156,0.43967828418230565
374,128,165,0.3422459893048128,0.4411764705882353
375,128,165,0.3413333333333333,0.44
376,128,165,0.3404255319148936,0.43882978723404253
377,129,166,0.3421750663129973,0.4403183023872679
378,129,166,0.3412698412698413,0.43915343915343913
379,129,167,0.3403693931398417,0.44063324538258575
380,130,167,0.34210526315789475,0.4394736842105263
381,130,167,0.34120734908136485,0.43832020997375326
382,131,168,0.34293193717277487,0.4397905759162304
383,131,168,0.34203655352480417,0.4386422976501306
384,131,169,0.3411458333333333,0.4401041666666667
385,132,169,0.34285714285714286,0.43896103896103894
386,132,170,0.34196891191709844,0.44041450777202074
387,132,170,0.34108527131782945,0.4392764857881137
388,133,170,0.3427835051546392,0.4381443298969072
389,133,171,0.34190231362467866,0.43958868894601544
390,133,171,0.34102564102564104,0.43846153846153846
391,134,172,0.34271099744245526,0.4398976982097187
392,134,172,0.34183673469387754,0.4387755102040816
393,135,172,0.3435114503816794,0.43765903307888043
394,135,173,0.3426395939086294,0.43908629441624364
395,135,173,0.34177215189873417,0.4379746835443038
396,136,174,0.3434343434343434,0.4393939393939394
397,136,174,0.3425692695214106,0.43828715365239296
398,136,175,0.3417085427135678,0.4396984924623116
399,137,175,0.3433583959899749,0.43859649122807015
400,137,175,0.3425,0.4375
401,137,176,0.341645885286783,0.4389027431421446
402,138,176,0.34328358208955223,0.43781094527363185
403,138,177,0.3424317617866005,0.4392059553349876
404,139,177,0.34405940594059403,0.4381188118811881
405,139,177,0.3432098765432099,0.43703703703703706
406,139,178,0.34236453201970446,0.43842364532019706
407,140,178,0.343980343980344,0.43734643734643736
408,140,179,0.3431372549019608,0.4387254901960784
409,140,179,0.3422982885085575,0.43765281173594134
410,141,179,0.3439024390243902,0.43658536585365854
411,141,180,0.34306569343065696,0.43795620437956206
412,142,180,0.3446601941747573,0.4368932038834951
413,142,181,0.34382566585956414,0.43825665859564167
414,142,181,0.34299516908212563,0.43719806763285024
415,143,182,0.344578313253012,0.43855421686746987
416,143,182,0.34375,0.4375
417,143,182,0.34292565947242204,0.4364508393285372
418,144,183,0.3444976076555024,0.43779904306220097
419,144,183,0.3436754176610978,0.43675417661097854
420,144,184,0.34285714285714286,0.4380952380952381
421,145,184,0.34441805225653205,0.43705463182897863
422,145,184,0.34360189573459715,0.43601895734597157
423,146,185,0.34515366430260047,0.4373522458628842
424,146,185,0.3443396226415094,0.4363207547169811
425,146,186,0.34352941176470586,0.4376470588235294
426,147,186,0.34507042253521125,0.43661971830985913
427,147,187,0.3442622950819672,0.4379391100702576
428,147,187,0.34345794392523366,0.4369158878504673
429,148,187,0.34498834498834496,0.4358974358974359
430,148,188,0.34418604651162793,0.4372093023255814
431,148,188,0.3433874709976798,0.4361948955916473
432,149,189,0.3449074074074074,0.4375
433,149,189,0.3441108545034642,0.43648960739030024
434,150,189,0.3456221198156682,0.43548387096774194
435,150,190,0.3448275862068966,0.4367816091954023
436,150,190,0.3440366972477064,0.43577981651376146
437,151,191,0.34553775743707094,0.43707093821510296
438,151,191,0.3447488584474886,0.4360730593607306
439,151,191,0.3439635535307517,0.43507972665148065
440,152,192,0.34545454545454546,0.43636363636363634
441,152,192,0.34467120181405897,0.43537414965986393
442,153,193,0.34615384615384615,0.43665158371040724
443,153,193,0.345372460496614,0.435665914221219
444,153,194,0.34459459459459457,0.4369369369369369
445,154,194,0.34606741573033706,0.43595505617977526
446,154,194,0.3452914798206278,0.4349775784753363
447,154,195,0.34451901565995524,0.436241610738255
448,155,195,0.34598214285714285,0.43526785714285715
449,155,196,0.34521158129175944,0.4365256124721604
450,155,196,0.34444444444444444,0.43555555555555553
451,156,196,0.3458980044345898,0.43458980044345896
452,156,197,0.34513274336283184,0.4358407079646018
453,157,197,0.3465783664459161,0.434878587196468
454,157,198,0.3458149779735683,0.43612334801762115
455,157,198,0.34505494505494505,0.4351648351648352
456,158,198,0.34649122807017546,0.4342105263157895
457,158,199,0.34573304157549234,0.43544857768052514
458,158,199,0.34497816593886466,0.4344978165938865
459,159,200,0.3464052287581699,0.4357298474945534
460,159,200,0.3456521739130435,0.43478260869565216
461,160,201,0.3470715835140998,0.4360086767895879
462,160,201,0.3463203463203463,0.43506493506493504
463,160,201,0.34557235421166305,0.43412526997840173
464,161,202,0.34698275862068967,0.4353448275862069
465,161,202,0.34623655913978496,0.4344086021505376
466,161,203,0.34549356223175964,0.4356223175965665
467,162,203,0.3468950749464668,0.4346895074946467
468,162,203,0.34615384615384615,0.4337606837606838
469,162,204,0.34541577825159914,0.4349680170575693
470,163,204,0.3468085106382979,0.4340425531914894
471,163,205,0.346072186836518,0.43524416135881105
472,164,205,0.3474576271186441,0.4343220338983051
473,164,206,0.346723044397463,0.4355179704016913
474,164,206,0.3459915611814346,0.4345991561181435
475,165,206,0.3473684210526316,0.4336842105263158
476,165,207,0.34663865546218486,0.43487394957983194
477,165,207,0.34591194968553457,0.4339622641509434
478,166,208,0.3472803347280335,0.4351464435146444
479,166,208,0.3465553235908142,0.4342379958246347
480,167,208,0.34791666666666665,0.43333333333333335
481,167,209,0.3471933471933472,0.43451143451143454
482,167,209,0.34647302904564314,0.4336099585062241
483,168,210,0.34782608695652173,0.43478260869565216
484,168,210,0.34710743801652894,0.43388429752066116
485,168,210,0.3463917525773196,0.4329896907216495
486,169,211,0.3477366255144033,0.43415637860082307
487,169,211,0.3470225872689938,0.433264887063655
488,169,212,0.3463114754098361,0.4344262295081967
489,170,212,0.3476482617586912,0.4335378323108384
490,170,213,0.3469387755102041,0.4346938775510204
491,171,213,0.34826883910386963,0.43380855397148677
492,171,213,0.3475609756097561,0.4329268292682927
493,171,214,0.34685598377281945,0.4340770791075051
494,172,214,0.3481781376518219,0.4331983805668016
495,172,215,0.3474747474747475,0.43434343434343436
496,172,215,0.3467741935483871,0.4334677419354839
497,173,215,0.34808853118712274,0.43259557344064387
498,173,216,0.3473895582329317,0.43373493975903615
499,174,216,0.3486973947895792,0.43286573146292584
500,174,217,0.348,0.434
501,174,217,0.3473053892215569,0.43313373253493015
502,175,217,0.34860557768924305,0.43227091633466136
503,175,218,0.34791252485089463,0.43339960238568587
504,175,218,0.3472222222222222,0.43253968253968256
505,176,219,0.3485148514851485,0.43366336633663366
506,176,219,0.34782608695652173,0.43280632411067194
507,176,220,0.34714003944773175,0.4339250493096647
508,177,220,0.3484251968503937,0.4330708661417323
509,177,220,0.3477406679764244,0.43222003929273084
510,178,221,0.34901960784313724,0.43333333333333335
511,178,221,0.34833659491193736,0.4324853228962818
512,178,222,0.34765625,0.43359375
513,179,222,0.3489278752436647,0.4327485380116959
514,179,222,0.34824902723735407,0.43190661478599224
515,179,223,0.34757281553398056,0.4330097087378641
516,180,223,0.3488372093023256,0.4321705426356589
517,180,224,0.3481624758220503,0.4332688588007737
518,181,224,0.34942084942084944,0.43243243243243246
519,181,224,0.348747591522158,0.43159922928709055
520,181,225,0.34807692307692306,0.4326923076923077
521,182,225,0.3493282149712092,0.43186180422264875
522,182,226,0.3486590038314176,0.4329501915708812
523,182,226,0.3479923518164436,0.4321223709369025
524,183,227,0.34923664122137404,0.43320610687022904
525,183,227,0.3485714285714286,0.43238095238095237
526,183,227,0.34790874524714827,0.43155893536121676
527,184,228,0.349146110056926,0.43263757115749524
528,184,228,0.3484848484848485,0.4318181818181818
529,185,229,0.3497164461247637,0.43289224952741023
530,185,229,0.3490566037735849,0.4320754716981132
531,185,229,0.3483992467043315,0.4312617702448211
532,186,230,0.34962406015037595,0.4323308270676692
533,186,230,0.34896810506566606,0.43151969981238275
534,186,231,0.34831460674157305,0.43258426966292135
535,187,231,0.34953271028037386,0.43177570093457945
536,187,231,0.34888059701492535,0.43097014925373134
537,188,232,0.3500931098696462,0.43202979515828677
538,188,232,0.34944237918215615,0.4312267657992565
539,188,233,0.34879406307977734,0.4322820037105751
540,189,233,0.35,0.43148148148148147
541,189,233,0.34935304990757854,0.43068391866913125
542,189,234,0.34870848708487084,0.4317343173431734
543,190,234,0.34990791896869244,0.430939226519337
544,190,235,0.3492647058823529,0.4319852941176471
545,191,235,0.3504587155963303,0.43119266055045874
546,191,236,0.3498168498168498,0.43223443223443225
547,191,236,0.3491773308957952,0.43144424131627057
548,192,236,0.35036496350364965,0.4306569343065693
549,192,237,0.34972677595628415,0.43169398907103823
550,192,237,0.3490909090909091,0.4309090909090909
551,193,238,0.3502722323049002,0.4319419237749546
552,193,238,0.3496376811594203,0.4311594202898551
553,193,238,0.34900542495479203,0.43037974683544306
554,194,239,0.35018050541516244,0.4314079422382672
555,194,239,0.34954954954954953,0.4306306306306306
556,195,240,0.35071942446043164,0.4316546762589928
557,195,240,0.3500897666068223,0.43087971274685816
558,195,240,0.34946236559139787,0.43010752688172044
559,196,241,0.35062611806797855,0.43112701252236135
560,196,241,0.35,0.4303571428571429
561,196,242,0.3493761140819964,0.43137254901960786
562,197,242,0.3505338078291815,0.4306049822064057
563,197,243,0.34991119005328597,0.43161634103019536
564,198,243,0.35106382978723405,0.4308510638297872
565,198,243,0.3504424778761062,0.4300884955752212
566,198,244,0.3498233215547703,0.43109540636042404
567,199,244,0.3509700176366843,0.43033509700176364
568,199,245,0.3503521126760563,0.43133802816901406
569,199,245,0.34973637961335674,0.4305799648506151
570,200,245,0.3508771929824561,0.4298245614035088
571,200,246,0.3502626970227671,0.4308231173380035
572,201,246,0.3513986013986014,0.43006993006993005
573,201,247,0.3507853403141361,0.43106457242582896
574,201,247,0.3501742160278746,0.43031358885017423
575,202,247,0.35130434782608694,0.4295652173913043
576,202,248,0.3506944444444444,0.4305555555555556
577,202,248,0.35008665511265163,0.42980935875216636
578,203,249,0.35121107266435986,0.43079584775086505
579,203,249,0.35060449050086356,0.43005181347150256
580,203,249,0.35,0.42931034482758623
581,204,250,0.35111876075731496,0.43029259896729777
582,204,250,0.35051546391752575,0.42955326460481097
583,205,251,0.3516295025728988,0.4305317324185249
584,205,251,0.351027397260274,0.4297945205479452
585,205,252,0.3504273504273504,0.4307692307692308
586,206,252,0.3515358361774744,0.4300341296928328
587,206,252,0.35093696763202725,0.4293015332197615
588,206,253,0.35034013605442177,0.4302721088435374
589,207,253,0.35144312393887944,0.4295415959252971
590,207,254,0.35084745762711866,0.43050847457627117
591,208,254,0.35194585448392557,0.42978003384094754
592,208,254,0.35135135135135137,0.42905405405405406
593,208,255,0.35075885328836426,0.4300168634064081
594,209,255,0.35185185185185186,0.4292929292929293
595,209,256,0.35126050420168065,0.43025210084033616
596,209,256,0.35067114093959734,0.42953020134228187
597,210,256,0.35175879396984927,0.4288107202680067
598,210,257,0.3511705685618729,0.4297658862876254
