"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners"
"Columba janthina","Aves","COLUMBIFORMES","Columbidae","Columba","Columba janthina","Columbiformes","Columbidae","Columba",11,10,0,0,397,34.2,"Forest",2,"1","Herbivore","Granivore",6158.61,30.19,129.21,"否","食果实、食种子","1","SV",2,1,"Non_endemic","Resident_low","Plant_seed","Forest_primary",2.59879050676312,3.56104608260405,1.09861228866811,0.693147180559945,2.39789527279837,"Columba_janthina",0.889566531067941,0.383077551115595,-1.07882284575047,-2.43515435683057,0.897705505274796
"Columba leuconota","Aves","COLUMBIFORMES","Columbidae","Columba","Columba leuconota","Columbiformes","Columbidae","Columba",11,10,0,0,284,44.5,"Rock",3,"1","Herbivore","Granivore",2656832.05,33.65,89.4,"否","食种子，食果实","2","R",6,2,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.45331834004704,3.8177123259569,1.94591014905531,1.09861228866811,2.39789527279837,"Columba_leuconota",0.699544653222786,0.900293109545153,-0.229352912049878,-1.31556032589471,0.897705505274796
"Columba livia","Aves","COLUMBIFORMES","Columbidae","Columba","Columba livia","Columbiformes","Columbidae","Columba",11,10,0,0,354.2,45.1,"Human Modified",3,"1","Herbivore","Granivore",17464191.46,33.52,51.08,"否","食种子","2","R",6,2,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.54924855685406,3.8308129500026,1.94591014905531,1.09861228866811,2.39789527279837,"Columba_livia",0.824852747212615,0.926692555350951,-0.229352912049878,-1.31556032589471,0.897705505274796
"Columba oenas","Aves","COLUMBIFORMES","Columbidae","Columba","Columba oenas","Columbiformes","Columbidae","Columba",11,10,4,1,290.79,42.5,"Woodland",3,"1","Herbivore","Omnivore",9272521.23,50.84,35.32,"否","食茎叶，食果实，食种子","2","R",2,2,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.46357946745697,3.77276093809464,1.09861228866811,1.09861228866811,2.39789527279837,"Columba_oenas",0.712948170495262,0.809710269855544,-1.07882284575047,-1.31556032589471,0.897705505274796
"Columba palumbus","Aves","COLUMBIFORMES","Columbidae","Columba","Columba palumbus","Columbiformes","Columbidae","Columba",11,10,0,0,490,41.2,"Woodland",2,"1","Herbivore","Omnivore",11947217.36,50.34,32.15,"否","食果实，食种子，食茎叶","2","R",1,2,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.69019608002851,3.74242022104197,0.693147180559945,1.09861228866811,2.39789527279837,"Columba_palumbus",1.00896434488688,0.748569814809504,-1.48532737574557,-1.31556032589471,0.897705505274796
"Columba pulchricollis","Aves","COLUMBIFORMES","Columbidae","Columba","Columba pulchricollis","Columbiformes","Columbidae","Columba",11,10,0,0,330,38,"Forest",3,"1","Herbivore","Frugivore",565151.19,25.51,96.29,"否","食果实，食种子","1","R",3,1,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.51851393987789,3.66356164612965,1.38629436111989,0.693147180559945,2.39789527279837,"Columba_pulchricollis",0.784705894625607,0.589659623397372,-0.79040329173344,-2.43515435683057,0.897705505274796
"Columba punicea","Aves","COLUMBIFORMES","Columbidae","Columba","Columba punicea","Columbiformes","Columbidae","Columba",11,10,0,0,434.39,35,"Forest",2,"1","Herbivore","Frugivore",190345.98,22.42,87.99,"否","食果实，食种子","1","R",2,1,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.63787981889477,3.58351893845611,1.09861228866811,0.693147180559945,2.39789527279837,"Columba_punicea",0.940626638733962,0.428363251865304,-1.07882284575047,-2.43515435683057,0.897705505274796
"Columba rupestris","Aves","COLUMBIFORMES","Columbidae","Columba","Columba rupestris","Columbiformes","Columbidae","Columba",11,10,0,0,245.41,48.6,"Rock",3,"1","Herbivore","Granivore",11847809.42,44.45,101.9,"否","食种子，食果实","2","RS",21,2,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.38989225544206,3.90399083373088,3.09104245335832,1.09861228866811,2.39789527279837,"Columba_rupestris",0.616694827217747,1.07415542192348,0.918714973038544,-1.31556032589471,0.897705505274796
"Ducula aenea","Aves","COLUMBIFORMES","Columbidae","Ducula","Ducula aenea","Columbiformes","Columbidae","Ducula",2,1,0,0,545,31.1,"Forest",1,"1","Herbivore","Frugivore",5136924.07,12.16,102.13,"否","食果实","1-2","R",3,1.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.73639650227664,3.46885603013597,1.38629436111989,0.916290731874155,0.693147180559945,"Ducula_aenea",1.0693132844195,0.197302714323452,-0.79040329173344,-1.81899729893011,-0.787014610288271
"Ducula badia","Aves","COLUMBIFORMES","Columbidae","Ducula","Ducula badia","Columbiformes","Columbidae","Ducula",2,1,0,0,485.99,28.9,"Forest",2,"1","Herbivore","Frugivore",2976050.68,11.81,103.6,"否","食果实，食种子","1","R",4,1,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.68662733306991,3.39785848039664,1.6094379124341,0.693147180559945,0.693147180559945,"Ducula_badia",1.00430269713709,0.0542335017309904,-0.566687705276071,-2.43515435683057,-0.787014610288271
"Macropygia ruficeps","Aves","COLUMBIFORMES","Columbidae","Macropygia","Macropygia ruficeps","Columbiformes","Columbidae","Macropygia",3,2,0,0,81.9,36.6,"Forest",1,"1","Herbivore","Omnivore",1783125.51,5.92,107.72,"否","食果实，食种子","1","R",1,1,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.91328390176042,3.62700405039585,0.693147180559945,0.693147180559945,1.09861228866811,"Macropygia_ruficeps",-0.00587110005021,0.515991356603503,-1.48532737574557,-2.43515435683057,-0.386313048046404
"Macropygia tenuirostris","Aves","COLUMBIFORMES","Columbidae","Macropygia","Macropygia tenuirostris","Columbiformes","Columbidae","Macropygia",3,2,0,0,177,33.2,"Forest",1,"1","Herbivore","Frugivore",282345.03,11.79,122.86,"否","食果实，食种子","3-4","R",1,3.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.24797326636181,3.53222564406856,0.693147180559945,1.50407739677627,1.09861228866811,"Macropygia_tenuirostris",0.431314259816494,0.32500065320882,-1.48532737574557,-0.195966294958842,-0.386313048046404
"Macropygia unchall","Aves","COLUMBIFORMES","Columbidae","Macropygia","Macropygia unchall","Columbiformes","Columbidae","Macropygia",3,2,3,1,168,35.9,"Forest",1,"1","Herbivore","Omnivore",2550794.48,22.97,103.4,"否","食果实，食种子","1","RS",12,1,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.22530928172586,3.60821155104648,2.56494935746154,0.693147180559945,1.09861228866811,"Macropygia_unchall",0.401709607481994,0.478122048515693,0.391273221813596,-2.43515435683057,-0.386313048046404
"Streptopelia decaocto","Aves","COLUMBIFORMES","Columbidae","Streptopelia","Streptopelia decaocto","Columbiformes","Columbidae","Streptopelia",4,3,1,1,148.96,35.4,"Human Modified",3,"1","Herbivore","Omnivore",19265912.02,40.2,54.01,"否","杂食性","2","RV",20,2,"Non_endemic","Resident_low","Omnivore","Non_forest",2.17306966363727,3.5945687746427,3.04452243772342,1.09861228866811,1.38629436111989,"Streptopelia_decaocto",0.333472015706223,0.450630095838015,0.87207570195734,-1.31556032589471,-0.102010765173633
"Streptopelia orientalis","Aves","COLUMBIFORMES","Columbidae","Streptopelia","Streptopelia orientalis","Columbiformes","Columbidae","Streptopelia",4,3,0,0,232.94,32.8,"Woodland",3,"3","Herbivore","Omnivore",16926350.97,43.17,102.09,"否","杂食性","2","RS",34,2,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",2.36724407113523,3.52046080248897,3.55534806148941,1.09861228866811,1.38629436111989,"Streptopelia_orientalis",0.587110813939331,0.301292981222302,1.38421084243174,-1.31556032589471,-0.102010765173633
"Streptopelia tranquebarica","Aves","COLUMBIFORMES","Columbidae","Streptopelia","Streptopelia tranquebarica","Columbiformes","Columbidae","Streptopelia",4,3,0,0,103,39.6,"Woodland",2,"1","Herbivore","Granivore",9407303.38,26.15,97.93,"否","杂食性","2","RS",33,2,"Non_endemic","Resident_low","Plant_seed","Forest_primary",2.01283722470517,3.70376806660769,3.52636052461616,1.09861228866811,1.38629436111989,"Streptopelia_tranquebarica",0.124169647941182,0.670680742296186,1.35514899514393,-1.31556032589471,-0.102010765173633
"Streptopelia turtur","Aves","COLUMBIFORMES","Columbidae","Streptopelia","Streptopelia turtur","Columbiformes","Columbidae","Streptopelia",4,3,0,0,132,43.5,"Woodland",2,"3","Herbivore","Granivore",17578320.62,45.44,42.42,"否","食果实，食种子","2","R",5,2,"Non_endemic","Long_distance_migrant","Plant_seed","Forest_primary",2.12057393120585,3.7954891891722,1.79175946922805,1.09861228866811,1.38629436111989,"Streptopelia_turtur",0.264899876577067,0.855510624898901,-0.383898761738348,-1.31556032589471,-0.102010765173633
"Treron apicauda","Aves","COLUMBIFORMES","Columbidae","Treron","Treron apicauda","Columbiformes","Columbidae","Treron",9,8,0,0,217.19,35.3,"Forest",2,"1","Herbivore","Frugivore",1630253.65,23.37,98,"否","食果实","2","R",3,2,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.33683982531461,3.5918177412708,1.38629436111989,1.09861228866811,2.19722457733622,"Treron_apicauda",0.547395506085457,0.445086409051964,-0.79040329173344,-1.31556032589471,0.6993923593101
"Treron bicinctus","Aves","COLUMBIFORMES","Columbidae","Treron","Treron bicinctus","Columbiformes","Columbidae","Treron",9,8,0,0,174,38.1,"Forest",2,"1","Herbivore","Frugivore",2448171.73,17.13,93.64,"否","食果实，食种子","2","RV",2,2,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.2405492482826,3.66612246699132,1.09861228866811,1.09861228866811,2.19722457733622,"Treron_bicinctus",0.421616694375535,0.594820007461543,-1.07882284575047,-1.31556032589471,0.6993923593101
"Treron curvirostra","Aves","COLUMBIFORMES","Columbidae","Treron","Treron curvirostra","Columbiformes","Columbidae","Treron",9,8,1,1,134.45,34.9,"Forest",2,"1","Herbivore","Frugivore",3273169.54,13.64,102.06,"否","食果实，食种子","2","RV",4,2,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.12856080655932,3.58073729549423,1.6094379124341,1.09861228866811,2.19722457733622,"Treron_curvirostra",0.275332669921953,0.422757882810594,-0.566687705276071,-1.31556032589471,0.6993923593101
"Treron formosae","Aves","COLUMBIFORMES","Columbidae","Treron","Treron formosae","Columbiformes","Columbidae","Treron",9,8,0,0,140,35.8,"Forest",2,"1","Herbivore","Frugivore",36641.74,23.68,120.98,"否","食果实，食种子","2","R",1,2,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.14612803567824,3.60549784517489,0.693147180559945,1.09861228866811,2.19722457733622,"Treron_formosae",0.298279725300787,0.472653581453347,-1.48532737574557,-1.31556032589471,0.6993923593101
"Treron phoenicopterus","Aves","COLUMBIFORMES","Columbidae","Treron","Treron phoenicopterus","Columbiformes","Columbidae","Treron",9,8,0,0,235,39.5,"Forest",2,"1","Herbivore","Frugivore",4843995.11,21.9,84.61,"否","食果实，食种子","2","R",1,2,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.37106786227174,3.70130197411249,0.693147180559945,1.09861228866811,2.19722457733622,"Treron_phoenicopterus",0.592105611147966,0.665711248098669,-1.48532737574557,-1.31556032589471,0.6993923593101
"Treron sieboldii","Aves","COLUMBIFORMES","Columbidae","Treron","Treron sieboldii","Columbiformes","Columbidae","Treron",9,8,3,1,245,37.6,"Forest",2,"2","Herbivore","Frugivore",2159328.24,28.01,116.78,"否","食果实，食种子","2","RP",13,2,"Non_endemic","Partial_migrant","Fruit_nectar","Forest_primary",2.38916608436453,3.65325227647079,2.63905732961526,1.09861228866811,2.19722457733622,"Treron_sieboldii",0.615746271938039,0.568884914906259,0.465571171962248,-1.31556032589471,0.6993923593101
"Treron sphenurus","Aves","COLUMBIFORMES","Columbidae","Treron","Treron sphenurus","Columbiformes","Columbidae","Treron",9,8,1,1,210,37.1,"Forest",1,"2","Herbivore","Frugivore",1738455.55,22.52,98.35,"否","食果实，食种子","2","R",5,2,"Non_endemic","Partial_migrant","Fruit_nectar","Forest_primary",2.32221929473392,3.64021428213266,1.79175946922805,1.09861228866811,2.19722457733622,"Treron_sphenurus",0.528297552581694,0.542611676032666,-0.383898761738348,-1.31556032589471,0.6993923593101
"Alcedo atthis","Aves","CORACIIFORMES","Alcedinidae","Alcedo","Alcedo atthis","Coraciiformes","Alcedinidae","Alcedo",3,2,0,0,31.09,26.9,"Riverine",2,"1","Carnivore","Aquatic predator",24992154.31,39.55,74.25,"否","食肉","5-7","RS",34,6,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.49262072204319,3.32862668882732,3.55534806148941,1.94591014905531,1.09861228866811,"Alcedo_atthis",-0.555359082216539,-0.0852774805853636,1.38421084243174,1.02404820747675,-0.386313048046404
"Alcedo hercules","Aves","CORACIIFORMES","Alcedinidae","Alcedo","Alcedo hercules","Coraciiformes","Alcedinidae","Alcedo",3,2,1,1,62.5,26,"Riverine",2,"1","Carnivore","Aquatic predator",698178.98,22.73,100.19,"否","食虫，食肉","4-6","R",6,5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.79588001734408,3.29583686600433,1.94591014905531,1.79175946922805,1.09861228866811,"Alcedo_hercules",-0.159229004085906,-0.151353199389119,-0.229352912049878,0.598398311719844,-0.386313048046404
"Alcedo meninting","Aves","CORACIIFORMES","Alcedinidae","Alcedo","Alcedo meninting","Coraciiformes","Alcedinidae","Alcedo",3,2,0,0,20.42,25.2,"Riverine",2,"1","Carnivore","Aquatic predator",3655192.84,10.45,101.99,"否","食肉，食虫","5-8","R",1,6.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.31005573775089,3.26575941076705,0.693147180559945,2.01490302054226,1.09861228866811,"Alcedo_meninting",-0.793833162359321,-0.211963147949057,-1.48532737574557,1.21455536962031,-0.386313048046404
"Ceryle rudis","Aves","CORACIIFORMES","Alcedinidae","Ceryle","Ceryle rudis","Coraciiformes","Alcedinidae","Ceryle",1,0,2,1,84.37,34.5,"Wetland",3,"1","Carnivore","Aquatic predator",23875911.23,7.17,44.36,"否","食肉，食虫","4-5","RS",16,4.5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",1.92618804910721,3.56953269648137,2.83321334405622,1.70474809223843,0,"Ceryle_rudis",0.0109848413039388,0.400179171797747,0.660224911131802,0.358137395668069,-1.47201845540291
"Ceyx erithaca","Aves","CORACIIFORMES","Alcedinidae","Ceyx","Ceyx erithaca","Coraciiformes","Alcedinidae","Ceyx",1,0,0,0,17.79,13.7,"Forest",1,"1","Carnivore","Invertivore",3196823.57,8.98,102.67,"否","食肉","4-7","RV",4,5.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.25017594808392,2.68784749378469,1.6094379124341,1.87180217690159,0,"Ceyx_erithaca",-0.872050668390544,-1.37653013954291,-0.566687705276071,0.819416929448424,-1.47201845540291
"Halcyon coromanda","Aves","CORACIIFORMES","Alcedinidae","Halcyon","Halcyon coromanda","Coraciiformes","Alcedinidae","Halcyon",3,2,1,1,77.5,22.4,"Forest",1,"3","Carnivore","Omnivore",2736822.53,14.22,113.04,"否","食肉，食虫","4-6","RSWP",15,5,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",1.88930170250631,3.15273602236366,2.77258872223978,1.79175946922805,1.09861228866811,"Halcyon_coromanda",-0.0371976599000856,-0.43971984156419,0.599444876290812,0.598398311719844,-0.386313048046404
"Halcyon pileata","Aves","CORACIIFORMES","Alcedinidae","Halcyon","Halcyon pileata","Coraciiformes","Alcedinidae","Halcyon",3,2,0,0,83.99,25.7,"Riverine",2,"2","Carnivore","Invertivore",3068117.98,31.18,111.53,"否","食肉，食虫","4-6","RS",31,5,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",1.92422758126012,3.2846635654062,3.46573590279973,1.79175946922805,1.09861228866811,"Halcyon_pileata",0.00842399554101115,-0.173868840062661,1.29436896030294,0.598398311719844,-0.386313048046404
"Halcyon smyrnensis","Aves","CORACIIFORMES","Alcedinidae","Halcyon","Halcyon smyrnensis","Coraciiformes","Alcedinidae","Halcyon",3,2,5,1,91.4,21.7,"Human Modified",2,"2","Carnivore","Omnivore",6823580.46,21.21,83.74,"否","食肉，食虫","5-7","RV",17,6,"Non_endemic","Partial_migrant","Omnivore","Non_forest",1.96094619573383,3.12236492448736,2.89037175789616,1.94591014905531,1.09861228866811,"Halcyon_smyrnensis",0.056387397968262,-0.500921517885191,0.71752985226887,1.02404820747675,-0.386313048046404
"Megaceryle lugubris","Aves","CORACIIFORMES","Alcedinidae","Megaceryle","Megaceryle lugubris","Coraciiformes","Alcedinidae","Megaceryle",1,0,3,1,270.99,29.9,"Riverine",2,"1","Carnivore","Aquatic predator",5024200.4,29.15,109.71,"否","食肉","4-6","R",27,5,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.43295326495208,3.4307561839037,3.3322045101752,1.79175946922805,0,"Megaceryle_lugubris",0.672942933461827,0.120526614016356,1.16049525597437,0.598398311719844,-1.47201845540291
"Pelargopsis capensis","Aves","CORACIIFORMES","Alcedinidae","Pelargopsis","Pelargopsis capensis","Coraciiformes","Alcedinidae","Pelargopsis",1,0,0,0,178.68,20.1,"Riverine",2,"2","Carnivore","Aquatic predator",5091973.15,13.61,97.66,"否","食肉，食虫","4-5","R",1,4.5,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.2520759437998,3.04927304048202,0.693147180559945,1.70474809223843,0,"Pelargopsis_capensis",0.436673350071073,-0.648211083932709,-1.48532737574557,0.358137395668069,-1.47201845540291
"Todiramphus chloris","Aves","CORACIIFORMES","Alcedinidae","Todiramphus","Todiramphus chloris","Coraciiformes","Alcedinidae","Todiramphus",1,0,1,1,66.09,23.8,"Woodland",2,"1","Carnivore","Invertivore",3828153.1,0.66,114.99,"否","食肉，食虫","3-5","V",4,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.82013575187043,3.21084365317094,1.6094379124341,1.6094379124341,0,"Todiramphus_chloris",-0.127545140930096,-0.322625476818728,-0.566687705276071,0.0949613386844429,-1.47201845540291
"Coracias garrulus","Aves","CORACIIFORMES","Coraciidae","Coracias","Coracias garrulus","Coraciiformes","Coraciidae","Coracias",2,1,1,1,146,37.5,"Woodland",2,"3","Carnivore","Invertivore",9539437.58,43.92,43.17,"否","食虫，食肉","4-6","S",2,5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",2.16435285578444,3.65065824129374,1.09861228866811,1.79175946922805,0.693147180559945,"Coracias_garrulus",0.322085753753839,0.56365759971609,-1.07882284575047,0.598398311719844,-0.787014610288271
"Eurystomus orientalis","Aves","CORACIIFORMES","Coraciidae","Eurystomus","Eurystomus orientalis","Coraciiformes","Coraciidae","Eurystomus",1,0,0,0,143.02,36.9,"Woodland",2,"3","Carnivore","Invertivore",12922409.59,14.36,121.24,"否","食虫","3-4","SWP",31,3.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",2.15539677370485,3.63495111208838,3.46573590279973,1.50407739677627,0,"Eurystomus_orientalis",0.31038694171772,0.532005710098078,1.29436896030294,-0.195966294958842,-1.47201845540291
"Merops apiaster","Aves","CORACIIFORMES","Meropidae","Merops","Merops apiaster","Coraciiformes","Meropidae","Merops",7,6,0,0,56.6,45.5,"Woodland",2,"3","Carnivore","Invertivore",11028502.02,40.17,44.58,"否","食虫","5-6","S",1,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.75281643118827,3.83945231259331,0.693147180559945,1.87180217690159,1.94591014905531,"Merops_apiaster",-0.215480476053348,0.944101984376198,-1.48532737574557,0.819416929448424,0.451030460808055
"Merops orientalis","Aves","CORACIIFORMES","Meropidae","Merops","Merops orientalis","Coraciiformes","Meropidae","Merops",7,6,0,0,14.8,35.4,"Shrubland",2,"1","Carnivore","Invertivore",5717891,21.74,84.59,"否","食虫","4-7","S",2,5.5,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.17026171539496,3.5945687746427,1.09861228866811,1.87180217690159,1.94591014905531,"Merops_orientalis",-0.976438008628283,0.450630095838015,-1.07882284575047,0.819416929448424,0.451030460808055
"Merops ornatus","Aves","CORACIIFORMES","Meropidae","Merops","Merops ornatus","Coraciiformes","Meropidae","Merops",7,6,0,0,29.5,38,"Woodland",3,"3","Carnivore","Invertivore",6451756.43,-25.32,135.56,"否","食虫","4-5","V",1,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.46982201597816,3.66356164612965,0.693147180559945,1.70474809223843,1.94591014905531,"Merops_ornatus",-0.585139713362096,0.589659623397372,-1.48532737574557,0.358137395668069,0.451030460808055
"Merops persicus","Aves","CORACIIFORMES","Meropidae","Merops","Merops persicus","Coraciiformes","Meropidae","Merops",7,6,0,0,49.3,52,"Desert",3,"3","Carnivore","Invertivore",3658429.52,34.61,52.22,"否","食虫","4-7","V",1,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.69284691927723,3.97029191355212,0.693147180559945,1.87180217690159,1.94591014905531,"Merops_persicus",-0.293815181062825,1.20776064236957,-1.48532737574557,0.819416929448424,0.451030460808055
"Merops philippinus","Aves","CORACIIFORMES","Meropidae","Merops","Merops philippinus","Coraciiformes","Meropidae","Merops",7,6,1,1,34,20.3,"Wetland",2,"3","Carnivore","Invertivore",4254463.63,18.69,100.21,"否","食虫","4-7","S",8,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.53147891704226,3.05870707271538,2.19722457733622,1.87180217690159,1.94591014905531,"Merops_philippinus",-0.504600869493918,-0.629200293163815,0.0226057682567446,0.819416929448424,0.451030460808055
"Merops viridis","Aves","CORACIIFORMES","Meropidae","Merops","Merops viridis","Coraciiformes","Meropidae","Merops",7,6,0,0,34.8,19.8,"Woodland",2,"1","Carnivore","Invertivore",3204518.18,11.3,108.76,"否","食虫","4","RS",11,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.54157924394658,3.03495298670727,2.484906649788,1.6094379124341,1.94591014905531,"Merops_viridis",-0.491407396621847,-0.677067837797554,0.311025322273778,0.0949613386844429,0.451030460808055
"Nyctyornis athertoni","Aves","CORACIIFORMES","Meropidae","Nyctyornis","Nyctyornis athertoni","Coraciiformes","Meropidae","Nyctyornis",2,1,0,0,84.23,25.2,"Forest",1,"1","Carnivore","Invertivore",2622222.41,20.49,94.51,"否","食虫","4-6","R",3,5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.92546680069154,3.26575941076705,1.38629436111989,1.79175946922805,0.693147180559945,"Nyctyornis_athertoni",0.0100427162127136,-0.211963147949057,-0.79040329173344,0.598398311719844,-0.787014610288271
"Cacomantis merulinus","Aves","CUCULIFORMES","Cuculidae","Cacomantis","Cacomantis merulinus","Cuculiformes","Cuculidae","Cacomantis",2,1,0,0,25.3,32.5,"Woodland",2,"1","Carnivore","Invertivore",5031778.72,13.43,105.48,"否","食虫","1","RSV",15,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.40312052117582,3.51154543883102,2.77258872223978,0.693147180559945,0.693147180559945,"Cacomantis_merulinus",-0.672268018271158,0.283327374476692,0.599444876290812,-2.43515435683057,-0.787014610288271
"Cacomantis sonneratii","Aves","CUCULIFORMES","Cuculidae","Cacomantis","Cacomantis sonneratii","Cuculiformes","Cuculidae","Cacomantis",2,1,0,0,33.8,33.3,"Forest",1,"1","Carnivore","Invertivore",4946192.25,13.43,96.57,"否","食虫","1","S",3,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.52891670027765,3.53514535417189,1.38629436111989,0.693147180559945,0.693147180559945,"Cacomantis_sonneratii",-0.507947745065009,0.330884245347084,-0.79040329173344,-2.43515435683057,-0.787014610288271
"Centropus bengalensis","Aves","CUCULIFORMES","Cuculidae","Centropus","Centropus bengalensis","Cuculiformes","Cuculidae","Centropus",2,1,0,0,148.91,18.6,"Grassland",2,"1","Carnivore","Invertivore",6030216.39,14.75,105.79,"否","食虫","3-5","R",19,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",2.17292386362854,2.97552956623647,2.99573227355399,1.6094379124341,0.693147180559945,"Centropus_bengalensis",0.333281565587326,-0.796813688288485,0.823160462748181,0.0949613386844429,-0.787014610288271
"Centropus sinensis","Aves","CUCULIFORMES","Cuculidae","Centropus","Centropus sinensis","Cuculiformes","Cuculidae","Centropus",2,1,0,0,280.7,14.6,"Woodland",2,"1","Carnivore","Vertivore",7931391.58,18,93.56,"否","食虫，食肉","3-5","R",14,4,"Non_endemic","Resident_low","Vertebrate_aquatic","Forest_primary",2.44824241263444,2.74727091425549,2.70805020110221,1.6094379124341,0.693147180559945,"Centropus_sinensis",0.692914262815319,-1.25678428905198,0.534740908731147,0.0949613386844429,-0.787014610288271
"Chrysococcyx maculatus","Aves","CUCULIFORMES","Cuculidae","Chrysococcyx","Chrysococcyx maculatus","Cuculiformes","Cuculidae","Chrysococcyx",2,1,0,0,27.38,44.3,"Forest",1,"1","Carnivore","Invertivore",1869561.64,24.16,100.65,"否","食虫","1","RS",9,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.43743344379797,3.81330703248899,2.30258509299405,0.693147180559945,0.693147180559945,"Chrysococcyx_maculatus",-0.627447031973878,0.891415875471477,0.128236378736056,-2.43515435683057,-0.787014610288271
"Chrysococcyx xanthorhynchus","Aves","CUCULIFORMES","Cuculidae","Chrysococcyx","Chrysococcyx xanthorhynchus","Cuculiformes","Cuculidae","Chrysococcyx",2,1,0,0,22.37,41,"Forest",1,"1","Carnivore","Invertivore",2956376.12,8.64,106.16,"否","食虫","1","R",1,1,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.34966598409663,3.73766961828337,0.693147180559945,0.693147180559945,0.693147180559945,"Chrysococcyx_xanthorhynchus",-0.742092588458221,0.738996738013085,-1.48532737574557,-2.43515435683057,-0.787014610288271
"Clamator coromandus","Aves","CUCULIFORMES","Cuculidae","Clamator","Clamator coromandus","Cuculiformes","Cuculidae","Clamator",2,1,5,1,74.59,26.4,"Woodland",2,"3","Carnivore","Invertivore",5851485.76,24.55,100.85,"否","食虫","2","RSPV",25,2,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.87268060715193,3.31054301339402,3.25809653802148,1.09861228866811,0.693147180559945,"Clamator_coromandus",-0.0589088354629482,-0.121718417132023,1.08619730582572,-1.31556032589471,-0.787014610288271
"Cuculus canorus","Aves","CUCULIFORMES","Cuculidae","Cuculus","Cuculus canorus","Cuculiformes","Cuculidae","Cuculus",5,4,0,0,111.36,43.9,"Forest",2,"3","Carnivore","Invertivore",37338142.79,49.44,81.5,"否","食虫","1","SP",33,1,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",2.04672922226649,3.80443779474821,3.52636052461616,0.693147180559945,1.6094379124341,"Cuculus_canorus",0.168440804176134,0.873543218393485,1.35514899514393,-2.43515435683057,0.118511217674641
