"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners"
"Phylloscopus yunnanensis","Aves","PASSERIFORMES","Phylloscopidae","Phylloscopus","Phylloscopus yunnanensis","Passeriformes","Phylloscopidae","Phylloscopus",51,50,1,1,6,19,"Shrubland",2,"2","Carnivore","Invertivore",338812.66,36.33,108.92,"否","食虫","4","RS",15,4,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",0.778151250383644,2.99573227355399,2.77258872223978,1.6094379124341,3.93182563272433,"Phylloscopus_yunnanensis",-1.48862923095062,-0.756102629403135,0.599444876290812,0.0949613386844429,2.41361471497328
"Pitta moluccensis","Aves","PASSERIFORMES","Pittidae","Pitta","Pitta moluccensis","Passeriformes","Pittidae","Pitta",3,2,1,1,76,21.2,"Forest",1,"3","Carnivore","Invertivore",937561.38,15.55,103.07,"否","食虫、小脊椎动物","4-5","V",6,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.88081359228079,3.10009228887823,1.94591014905531,1.70474809223843,1.09861228866811,"Pitta_moluccensis",-0.0482851873688815,-0.545803749041837,-0.229352912049878,0.358137395668069,-0.386313048046404
"Pitta nympha","Aves","PASSERIFORMES","Pittidae","Pitta","Pitta nympha","Passeriformes","Pittidae","Pitta",3,2,2,1,88.28,24.6,"Forest",1,"3","Carnivore","Invertivore",1165759.28,27.62,114.09,"否","食虫","4-6","SP",21,5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.94586232448962,3.24259235148552,3.09104245335832,1.79175946922805,1.09861228866811,"Pitta_nympha",0.0366842093535336,-0.258647758075199,0.918714973038544,0.598398311719844,-0.386313048046404
"Pitta sordida","Aves","PASSERIFORMES","Pittidae","Pitta","Pitta sordida","Passeriformes","Pittidae","Pitta",3,2,1,1,64.5,18.1,"Forest",1,"3","Carnivore","Invertivore",2977202.55,11.98,103.84,"否","食虫","3-6","RS",3,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.80955971463527,2.94968833505258,1.38629436111989,1.70474809223843,1.09861228866811,"Pitta_sordida",-0.14136000669413,-0.848887099433975,-0.79040329173344,0.358137395668069,-0.386313048046404
"Ploceus manyar","Aves","PASSERIFORMES","Ploceidae","Ploceus","Ploceus manyar","Passeriformes","Ploceidae","Ploceus",2,1,0,0,17.4,21,"Shrubland",2,"1","Herbivore","Granivore",3752924.49,21.08,85.86,"否","杂食性","2","R",1,2,"Non_endemic","Resident_low","Plant_seed","Non_forest",1.2405492482826,3.09104245335832,0.693147180559945,1.09861228866811,0.693147180559945,"Ploceus_manyar",-0.884625469570688,-0.564040333919479,-1.48532737574557,-1.31556032589471,-0.787014610288271
"Ploceus philippinus","Aves","PASSERIFORMES","Ploceidae","Ploceus","Ploceus philippinus","Passeriformes","Ploceidae","Ploceus",2,1,0,0,28.2,18.7,"Shrubland",2,"1","Herbivore","Granivore",6341236.33,19.05,87.75,"否","杂食性","3","R",1,3,"Non_endemic","Resident_low","Plant_seed","Non_forest",1.45024910831936,2.98061863574394,0.693147180559945,1.38629436111989,0.693147180559945,"Ploceus_philippinus",-0.610706670617049,-0.786558557372906,-1.48532737574557,-0.521195719216021,-0.787014610288271
"Pnoepyga albiventer","Aves","PASSERIFORMES","Pnoepygidae","Pnoepyga","Pnoepyga albiventer","Passeriformes","Pnoepygidae","Pnoepyga",4,3,0,0,20.9,6.4,"Forest",1,"1","Omnivore","Invertivore",588072.59,27.93,92.88,"否","杂食性","3-5","R",3,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.32014628611105,2.00148000021012,1.38629436111989,1.6094379124341,1.38629436111989,"Pnoepyga_albiventer",-0.780652462633938,-2.75964909527184,-0.79040329173344,0.0949613386844429,-0.102010765173633
"Pnoepyga pusilla","Aves","PASSERIFORMES","Pnoepygidae","Pnoepyga","Pnoepyga pusilla","Passeriformes","Pnoepygidae","Pnoepyga",4,3,0,0,12,9.9,"Forest",1,"1","Carnivore","Invertivore",3686790.81,24.91,105.28,"否","杂食性","2-4","R",15,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.07918124604762,2.3887627892351,2.77258872223978,1.38629436111989,1.38629436111989,"Pnoepyga_pusilla",-1.09541115800178,-1.97922436399803,0.599444876290812,-0.521195719216021,-0.102010765173633
"Prunella atrogularis","Aves","PASSERIFORMES","Prunellidae","Prunella","Prunella atrogularis","Passeriformes","Prunellidae","Prunella",9,8,0,0,18.5,26,"Shrubland",2,"3","Carnivore","Invertivore",950766.74,51.31,74,"否","杂食性","4-5","RS",4,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.26717172840301,3.29583686600433,1.6094379124341,1.70474809223843,2.19722457733622,"Prunella_atrogularis",-0.849850063528583,-0.151353199389119,-0.566687705276071,0.358137395668069,0.6993923593101
"Prunella collaris","Aves","PASSERIFORMES","Prunellidae","Prunella","Prunella collaris","Passeriformes","Prunellidae","Prunella",9,8,1,1,38.61,28,"Grassland",3,"2","Carnivore","Invertivore",10326440.53,43.61,94.44,"否","杂食性","3-5","RSW",18,4,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",1.58669980162405,3.36729582998647,2.94443897916644,1.6094379124341,2.19722457733622,"Prunella_collaris",-0.43246902172277,-0.00735417763224455,0.771735676472,0.0949613386844429,0.6993923593101
"Prunella fulvescens","Aves","PASSERIFORMES","Prunellidae","Prunella","Prunella fulvescens","Passeriformes","Prunellidae","Prunella",9,8,0,0,18.9,20.5,"Shrubland",3,"2","Omnivore","Invertivore",3210424.28,41.02,90.61,"否","杂食性","4-5","RSW",10,4.5,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",1.27646180417324,3.06805293513362,2.39789527279837,1.70474809223843,2.19722457733622,"Prunella_fulvescens",-0.837714974851253,-0.610367175935348,0.223790889026419,0.358137395668069,0.6993923593101
"Prunella himalayana","Aves","PASSERIFORMES","Prunellidae","Prunella","Prunella himalayana","Passeriformes","Prunellidae","Prunella",9,8,1,1,25.7,30.2,"Grassland",3,"2","Omnivore","Invertivore",1586851.28,45.73,86.97,"否","杂食性","4-6","RS",1,5,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",1.40993312333129,3.44041809481544,0.693147180559945,1.79175946922805,2.19722457733622,"Prunella_himalayana",-0.663369110089484,0.139996609690234,-1.48532737574557,0.598398311719844,0.6993923593101
"Prunella immaculata","Aves","PASSERIFORMES","Prunellidae","Prunella","Prunella immaculata","Passeriformes","Prunellidae","Prunella",9,8,1,1,20.7,20.8,"Forest",1,"2","Omnivore","Omnivore",692958.64,31.36,99.85,"否","杂食性","3-5","R",7,4,"Non_endemic","Partial_migrant","Omnivore","Forest_primary",1.31597034545692,3.08190996979504,2.07944154167984,1.6094379124341,2.19722457733622,"Prunella_immaculata",-0.786107252390508,-0.582443465255816,-0.0954792077213139,0.0949613386844429,0.6993923593101
"Prunella montanella","Aves","PASSERIFORMES","Prunellidae","Prunella","Prunella montanella","Passeriformes","Prunellidae","Prunella",9,8,2,1,17,24.4,"Forest",2,"3","Carnivore","Invertivore",6373551.3,62.42,117.86,"否","杂食性","5","WPV",19,5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.23044892137827,3.23474917402449,2.99573227355399,1.79175946922805,2.19722457733622,"Prunella_montanella",-0.897818942442758,-0.274452771455123,0.823160462748181,0.598398311719844,0.6993923593101
"Prunella strophiata","Aves","PASSERIFORMES","Prunellidae","Prunella","Prunella strophiata","Passeriformes","Prunellidae","Prunella",9,8,2,1,18.08,16.3,"Forest",2,"2","Omnivore","Invertivore",1390796.43,32.01,95.81,"否","杂食性","4-5","R",11,4.5,"Non_endemic","Partial_migrant","Invertebrate","Forest_primary",1.25719842613934,2.85070650150373,2.484906649788,1.70474809223843,2.19722457733622,"Prunella_strophiata",-0.862877611459168,-1.04834825040025,0.311025322273778,0.358137395668069,0.6993923593101
"Alophoixus flaveolus","Aves","PASSERIFORMES","Pycnonotidae","Alophoixus","Alophoixus flaveolus","Passeriformes","Pycnonotidae","Alophoixus",2,1,0,0,48.3,16.5,"Forest",1,"1","Herbivore","Frugivore",559779.47,23.07,95.85,"否","杂食性","3","R",3,3,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",1.68394713075151,2.86220088092947,1.38629436111989,1.38629436111989,0.693147180559945,"Alophoixus_flaveolus",-0.305440460085323,-1.02518559450978,-0.79040329173344,-0.521195719216021,-0.787014610288271
"Alophoixus pallidus","Aves","PASSERIFORMES","Pycnonotidae","Alophoixus","Alophoixus pallidus","Passeriformes","Pycnonotidae","Alophoixus",2,1,0,0,46,15.2,"Forest",2,"1","Herbivore","Frugivore",1388165.23,19.86,104.09,"否","杂食性","2-4","R",4,3,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",1.66275783168157,2.78501124223834,1.6094379124341,1.38629436111989,0.693147180559945,"Alophoixus_pallidus",-0.333118815954942,-1.18073266435068,-0.566687705276071,-0.521195719216021,-0.787014610288271
"Brachypodius atriceps","Aves","PASSERIFORMES","Pycnonotidae","Brachypodius","Brachypodius atriceps","Passeriformes","Pycnonotidae","Brachypodius",1,0,0,0,25.5,18.1,"Forest",1,"1","Herbivore","Frugivore",2968877.33,10.81,103.57,"否","杂食性","2","R",1,2,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",1.40654018043396,2.94968833505258,0.693147180559945,1.09861228866811,0,"Brachypodius_atriceps",-0.66780111516185,-0.848887099433975,-1.48532737574557,-1.31556032589471,-1.47201845540291
"Hemixos castanonotus","Aves","PASSERIFORMES","Pycnonotidae","Hemixos","Hemixos castanonotus","Passeriformes","Pycnonotidae","Hemixos",2,1,2,1,35.3,19.7,"Forest",1,"2","Omnivore","Frugivore",979934.26,24.22,110.8,"否","杂食性","3-5","R",15,4,"Non_endemic","Partial_migrant","Fruit_nectar","Forest_primary",1.54777470538782,3.03013370027132,2.77258872223978,1.6094379124341,0.693147180559945,"Hemixos_castanonotus",-0.483314623662194,-0.686779321055501,0.599444876290812,0.0949613386844429,-0.787014610288271
"Hemixos flavala","Aves","PASSERIFORMES","Pycnonotidae","Hemixos","Hemixos flavala","Passeriformes","Pycnonotidae","Hemixos",2,1,0,0,32.5,18.4,"Forest",1,"2","Omnivore","Omnivore",1098549.78,22.42,97.58,"否","杂食性","2-4","R",3,3,"Non_endemic","Partial_migrant","Omnivore","Forest_primary",1.51188336097887,2.96527306606928,1.38629436111989,1.38629436111989,0.693147180559945,"Hemixos_flavala",-0.530197411049878,-0.81748185794028,-0.79040329173344,-0.521195719216021,-0.787014610288271
"Hypsipetes amaurotis","Aves","PASSERIFORMES","Pycnonotidae","Hypsipetes","Hypsipetes amaurotis","Passeriformes","Pycnonotidae","Hypsipetes",2,1,0,0,70.89,21.3,"Forest",2,"2","Herbivore","Frugivore",482417.45,37.68,136.19,"否","杂食性","4-5","RPV",9,4.5,"Non_endemic","Partial_migrant","Fruit_nectar","Forest_primary",1.85058497635203,3.10458667846607,2.30258509299405,1.70474809223843,0.693147180559945,"Hypsipetes_amaurotis",-0.0877710800527641,-0.53674697480418,0.128236378736056,0.358137395668069,-0.787014610288271
"Hypsipetes leucocephalus","Aves","PASSERIFORMES","Pycnonotidae","Hypsipetes","Hypsipetes leucocephalus","Passeriformes","Pycnonotidae","Hypsipetes",2,1,1,1,51.8,24.7,"Forest",1,"3","Herbivore","Frugivore",4614841.53,25.06,103.26,"否","杂食性","2-4","RSW",22,3,"Non_endemic","Long_distance_migrant","Fruit_nectar","Forest_primary",1.71432975974523,3.24649099190117,3.13549421592915,1.38629436111989,0.693147180559945,"Hypsipetes_leucocephalus",-0.26575338904219,-0.250791495197154,0.963280689027329,-0.521195719216021,-0.787014610288271
"Ixos mcclellandii","Aves","PASSERIFORMES","Pycnonotidae","Ixos","Ixos mcclellandii","Passeriformes","Pycnonotidae","Ixos",1,0,2,1,32.5,18.1,"Woodland",1,"1","Omnivore","Omnivore",2391920.69,24.56,104.72,"否","杂食性","2-4","R",18,3,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.51188336097887,2.94968833505258,2.94443897916644,1.38629436111989,0,"Ixos_mcclellandii",-0.530197411049878,-0.848887099433975,0.771735676472,-0.521195719216021,-1.47201845540291
"Pycnonotus aurigaster","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus aurigaster","Passeriformes","Pycnonotidae","Pycnonotus",10,9,1,1,44.33,15.5,"Shrubland",2,"1","Herbivore","Omnivore",2959739.34,19.97,105.95,"否","杂食性","2-3","R",12,2.5,"Non_endemic","Resident_low","Omnivore","Non_forest",1.64669773129933,2.80336038090653,2.56494935746154,1.25276296849537,2.30258509299405,"Pycnonotus_aurigaster",-0.354097196231433,-1.1437567851739,0.391273221813596,-0.889910430137798,0.803515062789279
"Pycnonotus cafer","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus cafer","Passeriformes","Pycnonotidae","Pycnonotus",10,9,0,0,42.85,16.5,"Shrubland",2,"1","Herbivore","Omnivore",4173278.58,23.09,81.28,"否","杂食性","2-4","R",3,3,"Non_endemic","Resident_low","Omnivore","Non_forest",1.63195082625922,2.86220088092947,1.38629436111989,1.38629436111989,2.30258509299405,"Pycnonotus_cafer",-0.373360225382545,-1.02518559450978,-0.79040329173344,-0.521195719216021,0.803515062789279
"Pycnonotus finlaysoni","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus finlaysoni","Passeriformes","Pycnonotidae","Pycnonotus",10,9,0,0,26.3,12.7,"Shrubland",2,"1","Herbivore","Omnivore",1253924.24,15.52,102.3,"否","杂食性","2-3","R",2,2.5,"Non_endemic","Resident_low","Omnivore","Non_forest",1.41995574848976,2.61739583283408,1.09861228866811,1.25276296849537,2.30258509299405,"Pycnonotus_finlaysoni",-0.650277134514071,-1.51849931587424,-1.07882284575047,-0.889910430137798,0.803515062789279
"Pycnonotus flavescens","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus flavescens","Passeriformes","Pycnonotidae","Pycnonotus",10,9,0,0,28.9,14.2,"Forest",2,"1","Omnivore","Omnivore",917016.17,20.79,99.61,"否","杂食性","2-4","R",2,3,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.46089784275655,2.72129542785223,1.09861228866811,1.38629436111989,2.30258509299405,"Pycnonotus_flavescens",-0.596796844702529,-1.30912824176676,-1.07882284575047,-0.521195719216021,0.803515062789279
"Pycnonotus jocosus","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus jocosus","Passeriformes","Pycnonotidae","Pycnonotus",10,9,3,1,29.47,14.2,"Shrubland",2,"1","Herbivore","Omnivore",5185044.87,20.23,93.52,"否","杂食性","3","RW",15,3,"Non_endemic","Resident_low","Omnivore","Non_forest",1.46938013584993,2.72129542785223,2.77258872223978,1.38629436111989,2.30258509299405,"Pycnonotus_jocosus",-0.58571691581701,-1.30912824176676,0.599444876290812,-0.521195719216021,0.803515062789279
"Pycnonotus sinensis","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus sinensis","Passeriformes","Pycnonotidae","Pycnonotus",10,9,5,1,34.2,20.8,"Human Modified",2,"3","Herbivore","Frugivore",3154277.75,30.71,112.66,"否","杂食性","4","RSWP",28,4,"Non_endemic","Long_distance_migrant","Fruit_nectar","Non_forest",1.53402610605614,3.08190996979504,3.36729582998647,1.6094379124341,2.30258509299405,"Pycnonotus_sinensis",-0.501273623804447,-0.582443465255816,1.19567653342965,0.0949613386844429,0.803515062789279
