"record_id","species","order_raw","order_cn","family","genus","province_cn","province_en_raw","year","iucn_raw","longitude","latitude","order","province","iucn"
57,"Hieraaetus pennatus","ACCIPITRIFORMES","鹰形目","Accipitridae","Hieraaetus","陕西省","Shaanxi",2021,"LC",109.062777777778,34.3138888888889,"Accipitriformes","Shaanxi","LC"
53,"Hieraaetus pennatus","ACCIPITRIFORMES","鹰形目","Accipitridae","Hieraaetus","海南省","Hainan",2022,"LC",110.35,18.6666666666667,"Accipitriformes","Hainan","LC"
59,"Ictinaetus malaiensis","ACCIPITRIFORMES","鹰形目","Accipitridae","Ictinaetus","安徽省","Anhui",2010,"LC",99.3833333333333,28.9,"Accipitriformes","Anhui","LC"
60,"Ictinaetus malaiensis","ACCIPITRIFORMES","鹰形目","Accipitridae","Ictinaetus","山东省","Shandong",2023,"LC",118.62,36.1958333333333,"Accipitriformes","Shandong","LC"
61,"Lophotriorchis kienerii","ACCIPITRIFORMES","鹰形目","Accipitridae","Lophotriorchis","西藏自治区","Tibet",2019,"NT",95.35,29.45,"Accipitriformes","Tibet","NT"
62,"Neophron percnopterus","ACCIPITRIFORMES","鹰形目","Accipitridae","Neophron","新疆维吾尔自治区","Xinjiang",2012,"EN",75.25,39.9166666666667,"Accipitriformes","Xinjiang","EN"
63,"Nisaetus nipalensis","ACCIPITRIFORMES","鹰形目","Accipitridae","Nisaetus","甘肃省","Gansu",2007,"NT",104.705468,32.929844,"Accipitriformes","Gansu","NT"
64,"Nisaetus nipalensis","ACCIPITRIFORMES","鹰形目","Accipitridae","Nisaetus","甘肃省","Gansu",2015,"NT",104.701083333333,32.9255,"Accipitriformes","Gansu","NT"
65,"Nisaetus nipalensis","ACCIPITRIFORMES","鹰形目","Accipitridae","Nisaetus","贵州省","Guizhou",2018,"NT",105.833333333333,28.1166666666667,"Accipitriformes","Guizhou","NT"
67,"Pernis ptilorhynchus","ACCIPITRIFORMES","鹰形目","Accipitridae","Pernis","天津市","Tianjin",2001,"LC",117.82,39.33,"Accipitriformes","Tianjin","LC"
66,"Pernis ptilorhynchus","ACCIPITRIFORMES","鹰形目","Accipitridae","Pernis","天津市","Tianjin",2018,"LC",117.5575,40.21597,"Accipitriformes","Tianjin","LC"
68,"Spilornis cheela","ACCIPITRIFORMES","鹰形目","Accipitridae","Spilornis","黑龙江省","Heilongjiang",2011,"LC",124.564444444444,47.0775,"Accipitriformes","Heilongjiang","LC"
69,"Spilornis cheela","ACCIPITRIFORMES","鹰形目","Accipitridae","Spilornis","上海市","Shanghai",2018,"LC",121.970433333333,30.8868833333333,"Accipitriformes","Shanghai","LC"
71,"Aix galericulata","ANSERIFORMES","雁形目","Anatidae","Aix","新疆维吾尔自治区","Xinjiang",2015,"LC",82.9405555555556,37.2622222222222,"Anseriformes","Xinjiang","LC"
70,"Aix galericulata","ANSERIFORMES","雁形目","Anatidae","Aix","西藏自治区","Tibet",2021,"LC",91.1824277777778,29.6496666666667,"Anseriformes","Tibet","LC"
72,"Anas carolinensis","ANSERIFORMES","雁形目","Anatidae","Anas","山东省","Shandong",2023,"LC",119.426944444444,35.3697222222222,"Anseriformes","Shandong","LC"
73,"Anser albifrons","ANSERIFORMES","雁形目","Anatidae","Anser","甘肃省","Gansu",2023,"LC",105.763888888889,32.9986111111111,"Anseriformes","Gansu","LC"
74,"Anser anser","ANSERIFORMES","雁形目","Anatidae","Anser","海南省","Hainan",2009,"LC",110.58,19.8977222222222,"Anseriformes","Hainan","LC"
78,"Anser caerulescens","ANSERIFORMES","雁形目","Anatidae","Anser","山东省","Shandong",2000,"LC",118.983333333333,37.7666666666667,"Anseriformes","Shandong","LC"
76,"Anser caerulescens","ANSERIFORMES","雁形目","Anatidae","Anser","吉林省","Jilin",2001,"LC",122.074222222222,44.9,"Anseriformes","Jilin","LC"
77,"Anser caerulescens","ANSERIFORMES","雁形目","Anatidae","Anser","辽宁省","Liaoning",2018,"LC",122.27,40.7,"Anseriformes","Liaoning","LC"
75,"Anser caerulescens","ANSERIFORMES","雁形目","Anatidae","Anser","贵州省","Guizhou",2024,"LC",104.218877166667,26.8573861944444,"Anseriformes","Guizhou","LC"
79,"Anser erythropus","ANSERIFORMES","雁形目","Anatidae","Anser","云南省","Yunnan",2004,"VU",100.083333333333,26.7333333333333,"Anseriformes","Yunnan","VU"
80,"Anser fabalis","ANSERIFORMES","雁形目","Anatidae","Anser","西藏自治区","Tibet",2016,"LC",95.828945,29.2748983333333,"Anseriformes","Tibet","LC"
82,"Anser indicus","ANSERIFORMES","雁形目","Anatidae","Anser","重庆市","Chongqing",2007,"LC",106.433333333333,29.8419444444444,"Anseriformes","Chongqing","LC"
81,"Anser indicus","ANSERIFORMES","雁形目","Anatidae","Anser","河南省","Henan",2019,"LC",111.133333333333,34.7666666666667,"Anseriformes","Henan","LC"
83,"Asarcornis scutulata","ANSERIFORMES","雁形目","Anatidae","Asarcornis","云南省","Yunnan",2019,"CR",97.5690833333333,24.7162222222222,"Anseriformes","Yunnan","CR"
84,"Aythya collaris","ANSERIFORMES","雁形目","Anatidae","Aythya","山东省","Shandong",2023,"LC",120.083333333333,36.25,"Anseriformes","Shandong","LC"
85,"Aythya fuligula","ANSERIFORMES","雁形目","Anatidae","Aythya","海南省","Hainan",2006,"LC",109.17361,18.74986,"Anseriformes","Hainan","LC"
86,"Aythya nyroca","ANSERIFORMES","雁形目","Anatidae","Aythya","福建省","Fujian",2006,"NT",119.52324,25.96283,"Anseriformes","Fujian","NT"
87,"Aythya nyroca","ANSERIFORMES","雁形目","Anatidae","Aythya","吉林省","Jilin",2012,"NT",123.883333333333,46.0054444444444,"Anseriformes","Jilin","NT"
88,"Branta bernicla","ANSERIFORMES","雁形目","Anatidae","Branta","安徽省","Anhui",2017,"LC",117.090733333333,30.7539166666667,"Anseriformes","Anhui","LC"
89,"Branta bernicla","ANSERIFORMES","雁形目","Anatidae","Branta","河南省","Henan",2020,"LC",112.660555555556,34.8430555555556,"Anseriformes","Henan","LC"
92,"Branta canadensis","ANSERIFORMES","雁形目","Anatidae","Branta","天津市","Tianjin",2017,"LC",117.433888888889,39.2566666666667,"Anseriformes","Tianjin","LC"
93,"Branta canadensis","ANSERIFORMES","雁形目","Anatidae","Branta","浙江省","Zhejiang",2019,"LC",120.706669444444,30.1995722222222,"Anseriformes","Zhejiang","LC"
91,"Branta canadensis","ANSERIFORMES","雁形目","Anatidae","Branta","辽宁省","Liaoning",2022,"LC",123.8,39.8333333333333,"Anseriformes","Liaoning","LC"
90,"Branta canadensis","ANSERIFORMES","雁形目","Anatidae","Branta","黑龙江省","Heilongjiang",2024,"LC",124.392416666667,47.0288388888889,"Anseriformes","Heilongjiang","LC"
95,"Branta hutchinsii","ANSERIFORMES","雁形目","Anatidae","Branta","湖北省","Hubei",2016,"LC",114.154166666667,30.7527777777778,"Anseriformes","Hubei","LC"
94,"Branta hutchinsii","ANSERIFORMES","雁形目","Anatidae","Branta","河北省","Hebei",2025,"LC",118.325,39.2363888888889,"Anseriformes","Hebei","LC"
96,"Branta leucopsis","ANSERIFORMES","雁形目","Anatidae","Branta","吉林省","Jilin",2019,"LC",122.297805555556,44.9976388888889,"Anseriformes","Jilin","LC"
98,"Branta ruficollis","ANSERIFORMES","雁形目","Anatidae","Branta","河南省","Henan",2008,"VU",112.775833333333,35,"Anseriformes","Henan","VU"
99,"Branta ruficollis","ANSERIFORMES","雁形目","Anatidae","Branta","四川省","Sichuan",2011,"VU",104.216855555556,31.0068055555556,"Anseriformes","Sichuan","VU"
97,"Branta ruficollis","ANSERIFORMES","雁形目","Anatidae","Branta","河北省","Hebei",2021,"VU",115.607816666667,37.6676666666667,"Anseriformes","Hebei","VU"
100,"Branta ruficollis","ANSERIFORMES","雁形目","Anatidae","Branta","新疆维吾尔自治区","Xinjiang",2024,"VU",83.5666666666667,45.95,"Anseriformes","Xinjiang","VU"
101,"Clangula hyemalis","ANSERIFORMES","雁形目","Anatidae","Clangula","甘肃省","Gansu",2008,"VU",40.15,40.15,"Anseriformes","Gansu","VU"
103,"Clangula hyemalis","ANSERIFORMES","雁形目","Anatidae","Clangula","江苏省","Juangsu",2010,"VU",119.35,35.0666666666667,"Anseriformes","Jiangsu","VU"
106,"Clangula hyemalis","ANSERIFORMES","雁形目","Anatidae","Clangula","山东省","Shandong",2014,"VU",117.644805555556,37.2333333333333,"Anseriformes","Shandong","VU"
104,"Clangula hyemalis","ANSERIFORMES","雁形目","Anatidae","Clangula","江西省","Jiangxi",2018,"VU",117.086388888889,28.0277777777778,"Anseriformes","Jiangxi","VU"
107,"Clangula hyemalis","ANSERIFORMES","雁形目","Anatidae","Clangula","云南省","Yunnan",2018,"VU",100.129136111111,25.8842944444444,"Anseriformes","Yunnan","VU"
105,"Clangula hyemalis","ANSERIFORMES","雁形目","Anatidae","Clangula","宁夏回族自治区","Ningxia",2022,"VU",106.783333333333,37.75,"Anseriformes","Ningxia","VU"
102,"Clangula hyemalis","ANSERIFORMES","雁形目","Anatidae","Clangula","湖北省","Hubei",2024,"VU",112.1711,31.9459861111111,"Anseriformes","Hubei","VU"
108,"Cygnus columbianus","ANSERIFORMES","雁形目","Anatidae","Cygnus","云南省","Yunnan",2011,"LC",100.2,26.5833333333333,"Anseriformes","Yunnan","LC"
109,"Cygnus cygnus","ANSERIFORMES","雁形目","Anatidae","Cygnus","广西壮族自治区","Guangxi",2017,"LC",108.156975,21.5811,"Anseriformes","Guangxi","LC"
110,"Cygnus olor","ANSERIFORMES","雁形目","Anatidae","Cygnus","吉林省","Jilin",2010,"LC",122.549412011151,44.9599577662215,"Anseriformes","Jilin","LC"
112,"Cygnus olor","ANSERIFORMES","雁形目","Anatidae","Cygnus","陕西省","Shaanxi",2016,"LC",107.663611111111,34.3052777777778,"Anseriformes","Shaanxi","LC"
111,"Cygnus olor","ANSERIFORMES","雁形目","Anatidae","Cygnus","吉林省","Jilin",2018,"LC",122.314466666667,44.9959916666667,"Anseriformes","Jilin","LC"
113,"Dendrocygna javanica","ANSERIFORMES","雁形目","Anatidae","Dendrocygna","贵州省","Guizhou",2021,"LC",106.650036111111,26.5079055555556,"Anseriformes","Guizhou","LC"
137,"Gracupica nigricollis","Anseriformes","雀形目","Sturnidae","Gracupica","安徽省","Anhui",2010,"LC",117.216666666667,30.3666666666667,"Anseriformes","Anhui","LC"
116,"Histrionicus histrionicus","ANSERIFORMES","雁形目","Anatidae","Histrionicus","内蒙古自治区","Inner Mongolia",2014,"LC",118.719166666667,44.2244444444444,"Anseriformes","Inner Mongolia","LC"
114,"Histrionicus histrionicus","ANSERIFORMES","雁形目","Anatidae","Histrionicus","北京市","Beijing",2017,"LC",116.402291666667,39.9750666666667,"Anseriformes","Beijing","LC"
115,"Histrionicus histrionicus","ANSERIFORMES","雁形目","Anatidae","Histrionicus","江苏省","Juangsu",2022,"LC",120.854577777778,33.1220111111111,"Anseriformes","Jiangsu","LC"
117,"Mareca americana","ANSERIFORMES","雁形目","Anatidae","Mareca","吉林省","Jilin",2007,"LC",122.348416666667,45.0541944444444,"Anseriformes","Jilin","LC"
118,"Mareca falcata","ANSERIFORMES","雁形目","Anatidae","Mareca","甘肃省","Gansu",2019,"LC",101.65,37.9833333333333,"Anseriformes","Gansu","LC"
119,"Mareca falcata","ANSERIFORMES","雁形目","Anatidae","Mareca","新疆维吾尔自治区","Xinjiang",2023,"LC",87.6333333333333,44.1833333333333,"Anseriformes","Xinjiang","LC"
122,"Melanitta fusca","ANSERIFORMES","雁形目","Anatidae","Melanitta","上海市","Shanghai",2021,"VU",121.941666666667,30.9069444444444,"Anseriformes","Shanghai","VU"
120,"Melanitta fusca","ANSERIFORMES","雁形目","Anatidae","Melanitta","广东省","Guangdong",2025,"VU",113.75,22.5333333333333,"Anseriformes","Guangdong","VU"
121,"Melanitta fusca","ANSERIFORMES","雁形目","Anatidae","Melanitta","河南省","Henan",2025,"VU",112.533863888889,34.8807888888889,"Anseriformes","Henan","VU"
125,"Melanitta stejnegeri","ANSERIFORMES","雁形目","Anatidae","Melanitta","陕西省","Shaanxi",2017,"LC",109.041111111111,32.7094444444445,"Anseriformes","Shaanxi","LC"
123,"Melanitta stejnegeri","ANSERIFORMES","雁形目","Anatidae","Melanitta","贵州省","Guizhou",2024,"LC",105.70217868,28.52406512,"Anseriformes","Guizhou","LC"
124,"Melanitta stejnegeri","ANSERIFORMES","雁形目","Anatidae","Melanitta","贵州省","Guizhou",2025,"LC",105.70217868,28.52406512,"Anseriformes","Guizhou","LC"
128,"Mergus serrator","ANSERIFORMES","雁形目","Anatidae","Mergus","陕西省","Shaanxi",2017,"LC",109.166666666667,33.4166666666667,"Anseriformes","Shaanxi","LC"
129,"Mergus serrator","ANSERIFORMES","雁形目","Anatidae","Mergus","云南省","Yunnan",2017,"LC",103.304469444444,23.5910027777778,"Anseriformes","Yunnan","LC"
127,"Mergus serrator","ANSERIFORMES","雁形目","Anatidae","Mergus","湖南省","Hunan",2022,"LC",114.133333333333,28.1674583333333,"Anseriformes","Hunan","LC"
126,"Mergus serrator","ANSERIFORMES","雁形目","Anatidae","Mergus","贵州省","Guizhou",2024,"LC",106.481672222222,26.4393916666667,"Anseriformes","Guizhou","LC"
130,"Netta rufina","ANSERIFORMES","雁形目","Anatidae","Netta","安徽省","Anhui",2017,"LC",117.933733333333,33.2236916666667,"Anseriformes","Anhui","LC"
133,"Netta rufina","ANSERIFORMES","雁形目","Anatidae","Netta","上海市","Shanghai",2018,"LC",121.902094444444,31.048175,"Anseriformes","Shanghai","LC"
132,"Netta rufina","ANSERIFORMES","雁形目","Anatidae","Netta","辽宁省","Liaoning",2022,"LC",123.0175,39.6616666666667,"Anseriformes","Liaoning","LC"
131,"Netta rufina","ANSERIFORMES","雁形目","Anatidae","Netta","吉林省","Jilin",2023,"LC",125.35,43.8833333333333,"Anseriformes","Jilin","LC"
134,"Oxyura leucocephala","ANSERIFORMES","雁形目","Anatidae","Oxyura","陕西省","Shaanxi",2019,"EN",109.536241666667,34.8118416666667,"Anseriformes","Shaanxi","EN"
135,"Oxyura leucocephala","ANSERIFORMES","雁形目","Anatidae","Oxyura","四川省","Sichuan",2022,"EN",104.8107601,31.3727799,"Anseriformes","Sichuan","EN"
136,"Sibirionetta formosa","ANSERIFORMES","雁形目","Anatidae","Sibirionetta","西藏自治区","Tibet Autonomous Region",2025,"LC",91.4210555555556,29.8269472222222,"Anseriformes","Tibet","LC"
138,"Aerodramus brevirostris","CAPRIMULGIFORMES","夜鹰目","Apodidae","Aerodramus","贵州省","Guizhou",2010,"LC",104.25,26.8,"Caprimulgiformes","Guizhou","LC"
140,"Caprimulgus macrurus","CAPRIMULGIFORMES","夜鹰目","Caprimulgidae","Caprimulgus","贵州省","Guizhou",2019,"LC",106.803055555556,26.5416666666667,"Caprimulgiformes","Guizhou","LC"
141,"Hemiprocne coronata","CAPRIMULGIFORMES","夜鹰目","Hemiprocnodae","Hemiprocne","内蒙古自治区","Inner Mongolia",2018,"LC",120.7225,51.2789277777778,"Caprimulgiformes","Inner Mongolia","LC"
139,"Hirundapus caudacutus","CAPRIMULGIFORMES","夜鹰目","Apodidae","Hirundapus","湖南省","Hunan",2014,"LC",110.65,30.0666666666667,"Caprimulgiformes","Hunan","LC"
175,"Anous stolidus","CHARADRIIFORMES","鸻形目","Laridae","Anous","江苏省","Juangsu",2020,"LC",120.620833333333,31.7591666666667,"Charadriiformes","Jiangsu","LC"
174,"Anous stolidus","CHARADRIIFORMES","鸻形目","Laridae","Anous","安徽省","Anhui",2024,"LC",118.728333333333,30.6016666666667,"Charadriiformes","Anhui","LC"
225,"Arenaria interpres","CHARADRIIFORMES","鸻形目","Scolopacidae","Arenaria","新疆维吾尔自治区","Xinjiang",2000,"NT",83.82097,42.89432,"Charadriiformes","Xinjiang","NT"
226,"Arenaria interpres","CHARADRIIFORMES","鸻形目","Scolopacidae","Arenaria","云南省","Yunnan",2014,"NT",103.383333333333,23.4166666666667,"Charadriiformes","Yunnan","NT"
142,"Brachyramphus perdix","CHARADRIIFORMES","鸻形目","Alcidae","Brachyramphus","江苏省","Juangsu",2016,"NT",119.616666666667,34.8666666666667,"Charadriiformes","Jiangsu","NT"
228,"Calidris acuminata","CHARADRIIFORMES","鸻形目","Scolopacidae","Calidris","新疆维吾尔自治区","Xinjiang",2010,"VU",84.9166666666667,44.4833333333333,"Charadriiformes","Xinjiang","VU"
227,"Calidris acuminata","CHARADRIIFORMES","鸻形目","Scolopacidae","Calidris","陕西省","Shaanxi",2016,"VU",109.39,34.7947222222222,"Charadriiformes","Shaanxi","VU"
229,"Calidris alba","CHARADRIIFORMES","鸻形目","Scolopacidae","Calidris","云南省","Yunnan",2017,"LC",102.70598,24.9327,"Charadriiformes","Yunnan","LC"
233,"Calidris alpina","CHARADRIIFORMES","鸻形目","Scolopacidae","Calidris","重庆市","Chongqing",2011,"NT",106.5025,29.775,"Charadriiformes","Chongqing","NT"
232,"Calidris alpina","CHARADRIIFORMES","鸻形目","Scolopacidae","Calidris","云南省","Yunnan",2013,"NT",102.833333333333,24.8166666666667,"Charadriiformes","Yunnan","NT"
230,"Calidris alpina","CHARADRIIFORMES","鸻形目","Scolopacidae","Calidris","陕西省","Shaanxi",2017,"NT",109.034722222222,32.7102777777778,"Charadriiformes","Shaanxi","NT"
