"order","province","n_records","x_order","y_order","x_province","y_province","edge_color"
"Pelecaniformes","Qinghai",1,-0.519583950035433,0.854419404546489,0.989821441880933,0.142314838273285,"#8BC34A"
"Pelecaniformes","Shaanxi",2,-0.519583950035433,0.854419404546489,0.28173255684143,-0.959492973614497,"#8BC34A"
"Pelecaniformes","Shandong",2,-0.519583950035433,0.854419404546489,0.971811568323542,0.235758935509427,"#8BC34A"
"Pelecaniformes","Shanxi",1,-0.519583950035433,0.854419404546489,0.28173255684143,0.959492973614497,"#8BC34A"
"Pelecaniformes","Sichuan",2,-0.519583950035433,0.854419404546489,0.971811568323542,-0.235758935509427,"#8BC34A"
"Pelecaniformes","Tianjin",3,-0.519583950035433,0.854419404546489,0.909631995354518,0.415415013001886,"#8BC34A"
"Pelecaniformes","Tibet",3,-0.519583950035433,0.854419404546489,6.12323399573677e-17,-1,"#8BC34A"
"Pelecaniformes","Xinjiang",2,-0.519583950035433,0.854419404546489,0.989821441880933,-0.142314838273285,"#8BC34A"
"Pelecaniformes","Yunnan",3,-0.519583950035433,0.854419404546489,0.0950560433041828,-0.995471922573085,"#8BC34A"
"Phoenicopteriformes","Anhui",1,-0.398401089846242,-0.917211301505453,0.540640817455598,-0.841253532831181,"#DCB9FA"
"Phoenicopteriformes","Beijing",1,-0.398401089846242,-0.917211301505453,0.690079011482112,0.72373403810507,"#DCB9FA"
"Phoenicopteriformes","Inner Mongolia",1,-0.398401089846242,-0.917211301505453,0.814575952050336,-0.580056909571198,"#DCB9FA"
"Phoenicopteriformes","Liaoning",1,-0.398401089846242,-0.917211301505453,0.945000818714668,-0.327067963317422,"#DCB9FA"
"Phoenicopteriformes","Ningxia",1,-0.398401089846242,-0.917211301505453,0.814575952050336,0.580056909571198,"#DCB9FA"
