term,Estimate,Std. Error,z value,Pr(>|z|),clim_proxy,effort_proxy
year_c,-0.0247370364188645,0.0146164038360848,-1.69241604817965,0.090566674607908,prec_grad_z,log_effort_days_z
prec_grad_z,-0.0995674835582285,0.0500718787636819,-1.98849106557685,0.0467574061531036,prec_grad_z,log_effort_days_z
log_effort_days_z,0.17224538096185,0.105053947932391,1.63958979507082,0.101090486348811,prec_grad_z,log_effort_days_z
prec_grad_z:log_effort_days_z,0.122074967113124,0.0498930853978394,2.446731168051,0.0144158319029286,prec_grad_z,log_effort_days_z
(Intercept),-3.3533830986922,0.117782545741837,-28.4709680672241,2.68110514155405e-178,prec_grad_z,log_effort_visits_z
year_c,-0.0292973259777315,0.0158217287436606,-1.8517145915215,0.064066817590272,prec_grad_z,log_effort_visits_z
prec_grad_z,-0.104041535487304,0.0494783326194716,-2.10276963630662,0.0354859114610097,prec_grad_z,log_effort_visits_z
log_effort_visits_z,0.177749349247507,0.101931783739429,1.74380691406218,0.0811927644558329,prec_grad_z,log_effort_visits_z
prec_grad_z:log_effort_visits_z,0.117864484355431,0.0420840971880498,2.80068938698535,0.00509935756952526,prec_grad_z,log_effort_visits_z
(Intercept),-3.37570260662902,0.114880328790213,-29.3845137995165,8.66184799638555e-190,precip_velocity_z,effort_pc1_z
year_c,-0.00624461770767388,0.0105129444869173,-0.59399321621501,0.552516650255012,precip_velocity_z,effort_pc1_z
precip_velocity_z,0.196582863620837,0.111417221777409,1.76438489925348,0.0776671988134005,precip_velocity_z,effort_pc1_z
effort_pc1_z,-0.00639997444964004,0.0591010782908677,-0.108288624077929,0.913766746221352,precip_velocity_z,effort_pc1_z
precip_velocity_z:effort_pc1_z,-0.146802658916886,0.0559996895817389,-2.6214905834899,0.00875461808006432,precip_velocity_z,effort_pc1_z
(Intercept),-3.35416363585089,0.11237881334904,-29.8469394353999,9.61946199548401e-196,precip_velocity_z,log_effort_days_z
year_c,-0.0219069634192097,0.0142014708779019,-1.54258411734646,0.122931714086333,precip_velocity_z,log_effort_days_z
precip_velocity_z,0.196495233035296,0.111436845984759,1.76328781830536,0.0778519588070047,precip_velocity_z,log_effort_days_z
log_effort_days_z,0.154717693479017,0.101720875171502,1.52100238243293,0.128259239455332,precip_velocity_z,log_effort_days_z
precip_velocity_z:log_effort_days_z,-0.11062273015722,0.0580081270017856,-1.90702123779681,0.0565178373674325,precip_velocity_z,log_effort_days_z
(Intercept),-3.35691551505566,0.113668826976188,-29.5324197878711,1.10453033064481e-191,precip_velocity_z,log_effort_visits_z
year_c,-0.0262941232522213,0.0152983824281779,-1.71875185992151,0.0856595645926811,precip_velocity_z,log_effort_visits_z
precip_velocity_z,0.212163408889834,0.112108071986185,1.89249003333123,0.0584257203357767,precip_velocity_z,log_effort_visits_z
log_effort_visits_z,0.166407683752033,0.0979935932237046,1.69814860622724,0.0894797176713182,precip_velocity_z,log_effort_visits_z
precip_velocity_z:log_effort_visits_z,-0.136822092823372,0.0524118277716124,-2.61051939305728,0.00904048459443954,precip_velocity_z,log_effort_visits_z
(Intercept),-3.31970594524088,0.11875119078784,-27.9551381608615,5.70928210441837e-172,temp_grad_z,effort_pc1_z
year_c,-0.0189413242423057,0.0103141382135383,-1.83644274006756,0.0662922033434615,temp_grad_z,effort_pc1_z
temp_grad_z,-0.104186567631349,0.0493093412543495,-2.11291745095375,0.0346078339476992,temp_grad_z,effort_pc1_z
effort_pc1_z,0.0939818496207755,0.0520144154693892,1.80684236807553,0.0707868605819919,temp_grad_z,effort_pc1_z
temp_grad_z:effort_pc1_z,0.162605452594193,0.0404401638801524,4.02089005069532,5.79786630401298e-05,temp_grad_z,effort_pc1_z
(Intercept),-3.34112681430139,0.119244221163164,-28.019192726578,9.48479270786781e-173,temp_grad_z,log_effort_days_z
year_c,-0.0250758030084017,0.0145767424203001,-1.72026110398166,0.0853849903349407,temp_grad_z,log_effort_days_z
temp_grad_z,-0.140682546311037,0.0496181792809746,-2.8353024707817,0.00457823170088249,temp_grad_z,log_effort_days_z
log_effort_days_z,0.166584357250841,0.103918370489863,1.60303088342875,0.108927835868385,temp_grad_z,log_effort_days_z
temp_grad_z:log_effort_days_z,0.268271682917988,0.0478529776891516,5.60616487986716,2.06858914457279e-08,temp_grad_z,log_effort_days_z
(Intercept),-3.32654926060938,0.11976993127113,-27.7744941931952,8.81981024740642e-170,temp_grad_z,log_effort_visits_z
year_c,-0.0327204338820645,0.0158534637280443,-2.06392965243192,0.0390243867996097,temp_grad_z,log_effort_visits_z
temp_grad_z,-0.139323333177621,0.0495262083935029,-2.81312334816041,0.00490628268966881,temp_grad_z,log_effort_visits_z
log_effort_visits_z,0.199779652075654,0.101729997197634,1.96382244744916,0.049550685947391,temp_grad_z,log_effort_visits_z
temp_grad_z:log_effort_visits_z,0.255955465386821,0.0452367484662596,5.65813136586791,1.53029987790919e-08,temp_grad_z,log_effort_visits_z
