record_id,species,order,province_raw,year,longitude,latitude,province_std,coordinate_flag
435,Aegithalos bonvaloti,Passeriformes,Shaanxi,2007,107.75,34.16,Shaanxi,within_extent
597,Anthus godlewskii,Passeriformes,Shaanxi,2007,107.98,33.53,Shaanxi,within_extent
637,Ficedula hyperythra,Passeriformes,Shaanxi,2007,107.98,33.53,Shaanxi,within_extent
662,Monticola rufiventris,Passeriformes,Shaanxi,2007,107.76,33.6,Shaanxi,within_extent
811,Prunella immaculata,Passeriformes,Shaanxi,2007,107.766666666667,33.9166666666667,Shaanxi,within_extent
919,Turdus boulboul,Passeriformes,Shaanxi,2007,107.98,33.53,Shaanxi,within_extent
957,Yuhina nigrimenta,Passeriformes,Shaanxi,2007,107.25,32.55,Shaanxi,within_extent
943,Zoothera mollissima,Passeriformes,Shaanxi,2007,107.891657287872,34.1039140027229,Shaanxi,within_extent
807,Pitta sordida,Passeriformes,Sichuan,2007,102.98,31.5,Sichuan,within_extent
715,Suthora przewalskii,Passeriformes,Sichuan,2007,104.76222,32.579169,Sichuan,within_extent
583,Pterorhinus gularis,Passeriformes,Yunnan,2007,101.51,22.48,Yunnan,within_extent
945,Zoothera monticola,Passeriformes,Yunnan,2007,97.8333333333333,24.0166666666667,Yunnan,within_extent
1033,Podiceps nigricollis,Podicipediformes,Shaanxi,2007,106.9,32.95,Shaanxi,within_extent
10,Accipiter trivirgatus,Accipitriformes,Henan,2008,114.249433333333,31.9506333333333,Henan,within_extent
101,Clangula hyemalis,Anseriformes,Gansu,2008,40.15,40.15,Gansu,longitude_outside_extent
98,Branta ruficollis,Anseriformes,Henan,2008,112.775833333333,35,Henan,within_extent
214,Rissa tridactyla,Charadriiformes,Gansu,2008,103.79047,29.48523,Gansu,within_extent
176,Chlidonias leucopterus,Charadriiformes,Yunnan,2008,102.69053,24.810808,Yunnan,within_extent
335,Halcyon coromanda,Coraciiformes,Shandong,2008,119.547665645881,35.4666666666667,Shandong,within_extent
574,Garrulax maesi,Passeriformes,Guangdong,2008,113.2292844,24.3732841,Guangdong,within_extent
773,Phylloscopus intermedius,Passeriformes,Guangxi,2008,106.41769,23.13402,Guangxi,within_extent
900,Stachyris nonggangensis,Passeriformes,Guangxi,2008,117.19937,39.085099,Guangxi,within_extent
645,Ficedula parva,Passeriformes,Hebei,2008,118.91252,39.42564,Hebei,within_extent
883,Sturnus vulgaris,Passeriformes,Heilongjiang,2008,124.216666666667,47.2,Heilongjiang,within_extent
709,Paradoxornis heudei,Passeriformes,Henan,2008,112.635555555556,34.8516666666667,Henan,within_extent
648,Ficedula parva,Passeriformes,Hong Kong,2008,114.255833333333,22.165,Hong Kong,within_extent
812,Prunella immaculata,Passeriformes,Shaanxi,2008,107.98,33.53,Shaanxi,within_extent
639,Ficedula hypoleuca,Passeriformes,Xinjiang,2008,81.4824722222222,36.1876666666667,Xinjiang,within_extent
814,Prunella montanella,Passeriformes,Xinjiang,2008,87.5418333333333,44.1755277777778,Xinjiang,within_extent
979,Oroanassa magnifica,Pelecaniformes,Guizhou,2008,108.275,26.4333333333333,Guizhou,within_extent
1021,Psilopogon faiostrictus,Piciformes,Guangxi,2008,106.85455,22.34262,Guangxi,within_extent
1032,Podiceps grisegena,Podicipediformes,Gansu,2008,101.100270186076,38.8623471654714,Gansu,within_extent
1050,Glaucidium cuculoides,Strigiformes,Beijing,2008,116.37415,39.90711,Beijing,within_extent
74,Anser anser,Anseriformes,Hainan,2009,110.58,19.8977222222222,Hainan,within_extent
204,Onychoprion aleuticus,Charadriiformes,Fujian,2009,117.674166666667,23.7844444444444,Fujian,within_extent
283,Phalaropus lobatus,Charadriiformes,Jiangxi,2009,113,25,Jiangxi,within_extent
219,Rissa tridactyla,Charadriiformes,Yunnan,2009,102.65135,24.973304,Yunnan,within_extent
340,Halcyon smyrnensis,Coraciiformes,Shanghai,2009,121,31.0666666666667,Shanghai,within_extent
380,Gavia adamsii,Gaviiformes,Jiangsu,2009,119.820966666667,34,Jiangsu,within_extent
402,Grus virgo,Gruiformes,Beijing,2009,116.116666666667,33,Beijing,within_extent
416,Rallina eurizonoides,Gruiformes,Jiangxi,2009,113,25,Jiangxi,within_extent
638,Ficedula hyperythra,Passeriformes,Chongqing,2009,108.88612,29.32393,Chongqing,within_extent
903,Geokichla citrina,Passeriformes,Chongqing,2009,108.99573,30.67213,Chongqing,within_extent
905,Grandala coelicolor,Passeriformes,Chongqing,2009,107.57349,29.26961,Chongqing,within_extent
466,Pericrocotus solaris,Passeriformes,Chongqing,2009,109.083333333333,31.1166666666667,Chongqing,within_extent
482,Podoces biddulphi,Passeriformes,Gansu,2009,93.4666666666667,40.2833333333333,Gansu,within_extent
659,Larvivora cyane,Passeriformes,Hainan,2009,110.31,21.04,Hainan,within_extent
653,Ficedula tricolor,Passeriformes,Inner Mongolia,2009,118.719166666667,44.2166666666667,Inner Mongolia,within_extent
576,Garrulax monileger,Passeriformes,Jiangsu,2009,118.84,32.07,Jiangsu,within_extent
582,Pterorhinus berthemyi,Passeriformes,Jiangsu,2009,118.86,32.06,Jiangsu,within_extent
585,Pterorhinus pectoralis,Passeriformes,Jiangsu,2009,118.8533,32.070475,Jiangsu,within_extent
567,Lanius schach,Passeriformes,Jiangxi,2009,114.39875,26.24847,Jiangxi,within_extent
740,Passer domesticus,Passeriformes,Shaanxi,2009,108.76,34.35,Shaanxi,within_extent
545,Mycerobas affinis,Passeriformes,Shandong,2009,119.22,37.27,Shandong,within_extent
988,Mycteria leucocephala,Pelecaniformes,Guizhou,2009,106.70722,26.5982,Guizhou,within_extent
6,Accipiter trivirgatus,Accipitriformes,Anhui,2010,117.816666666667,30.2333333333333,Anhui,within_extent
59,Ictinaetus malaiensis,Accipitriformes,Anhui,2010,99.3833333333333,28.9,Anhui,within_extent
44,Gypaetus barbatus,Accipitriformes,Chongqing,2010,107.855733333333,28.9818166666667,Chongqing,within_extent
21,Aviceda leuphotes,Accipitriformes,Jiangsu,2010,119.071388888889,32.2477777777778,Jiangsu,within_extent
48,Haliaeetus leucoryphus,Accipitriformes,Yunnan,2010,99.95,27.91,Yunnan,within_extent
137,Gracupica nigricollis,Anseriformes,Anhui,2010,117.216666666667,30.3666666666667,Anhui,within_extent
103,Clangula hyemalis,Anseriformes,Jiangsu,2010,119.35,35.0666666666667,Jiangsu,within_extent
110,Cygnus olor,Anseriformes,Jilin,2010,122.549412011151,44.9599577662215,Jilin,within_extent
138,Aerodramus brevirostris,Caprimulgiformes,Guizhou,2010,104.25,26.8,Guizhou,within_extent
235,Calidris canutus,Charadriiformes,Jilin,2010,123.91,45.79,Jilin,within_extent
159,Charadrius veredus,Charadriiformes,Jilin,2010,122.958100768175,46.0518591831739,Jilin,within_extent
228,Calidris acuminata,Charadriiformes,Xinjiang,2010,84.9166666666667,44.4833333333333,Xinjiang,within_extent
260,Calidris subminuta,Charadriiformes,Xinjiang,2010,84.9166666666667,44.4833333333333,Xinjiang,within_extent
151,Charadrius hiaticula,Charadriiformes,Xinjiang,2010,86.75,47.75,Xinjiang,within_extent
160,Charadrius veredus,Charadriiformes,Xinjiang,2010,90.8,43.9,Xinjiang,within_extent
224,Recurvirostra avosetta,Charadriiformes,Yunnan,2010,99.64,27.9,Yunnan,within_extent
338,Halcyon smyrnensis,Coraciiformes,Jiangsu,2010,118.623055555556,32.1208333333333,Jiangsu,within_extent
406,Amaurornis phoenicurus,Gruiformes,Heilongjiang,2010,123.37122,45.803323,Heilongjiang,within_extent
817,Hemixos castanonotus,Passeriformes,Anhui,2010,117.45,30,Anhui,within_extent
708,Paradoxornis heudei,Passeriformes,Anhui,2010,117.1675,33.1666666666667,Anhui,within_extent
465,Pericrocotus solaris,Passeriformes,Anhui,2010,117.7177,29.84926,Anhui,within_extent
868,Acridotheres tristis,Passeriformes,Chongqing,2010,106.533333333333,29.45,Chongqing,within_extent
749,Phylloscopus affinis,Passeriformes,Guangxi,2010,110.41742,25.863638,Guangxi,within_extent
594,Locustella mandelli,Passeriformes,Guizhou,2010,107.133333333333,28.1833333333333,Guizhou,within_extent
815,Prunella strophiata,Passeriformes,Guizhou,2010,107.133333333333,28.1833333333333,Guizhou,within_extent
489,Dicrurus hottentottus,Passeriformes,Heilongjiang,2010,126.66285,45.74208,Heilongjiang,within_extent
448,Galerida cristata,Passeriformes,Heilongjiang,2010,124.649277366268,47.0183423190898,Heilongjiang,within_extent
765,Phylloscopus collybita,Passeriformes,Hubei,2010,114.540277777778,30.5316666666667,Hubei,within_extent
440,Aegithalos fuliginosus,Passeriformes,Hunan,2010,110.6,30.05,Hunan,within_extent
614,Cyornis rubeculoides,Passeriformes,Hunan,2010,110.666666666667,30.0666666666667,Hunan,within_extent
502,Emberiza godlewskii,Passeriformes,Hunan,2010,110.722166666667,30.0333333333333,Hunan,within_extent
915,Turdus boulboul,Passeriformes,Hunan,2010,110.65,28.8,Hunan,within_extent
787,Phylloscopus ricketti,Passeriformes,Jiangxi,2010,117.728888888889,27.8461111111111,Jiangxi,within_extent
551,Pyrrhula nipalensis,Passeriformes,Shaanxi,2010,109.506433333333,31.9517,Shaanxi,within_extent
553,Rhodospiza obsoleta,Passeriformes,Shaanxi,2010,109.744166666667,38.2519166666667,Shaanxi,within_extent
691,Phoenicurus schisticeps,Passeriformes,Shandong,2010,117.116196997078,36.245332721799,Shandong,within_extent
810,Prunella himalayana,Passeriformes,Shandong,2010,117.116196997078,36.245332721799,Shandong,within_extent
892,Cyanoderma pyrrhops,Passeriformes,Tibet,2010,85.98,28,Xizang,within_extent
722,Machlolophus xanthogenys,Passeriformes,Tibet,2010,85.9666666666667,27.9833333333333,Xizang,within_extent
808,Pnoepyga immaculata,Passeriformes,Tibet,2010,85.9666666666667,27.9833333333333,Xizang,within_extent
600,Anthus gustavi,Passeriformes,Xinjiang,2010,87.5105431123776,44.171737306194,Xinjiang,within_extent
619,Erithacus rubecula,Passeriformes,Xinjiang,2010,88.2075,39.328056,Xinjiang,within_extent
686,Phoenicurus leucocephalus,Passeriformes,Xinjiang,2010,75.208848,37.801109,Xinjiang,within_extent
554,Spinus spinus,Passeriformes,Xinjiang,2010,97.336333,41.686202,Xinjiang,within_extent
701,Anthreptes malacensis,Passeriformes,Yunnan,2010,101.23,21.95,Yunnan,within_extent
657,Larvivora akahige,Passeriformes,Zhejiang,2010,121.46,29.475,Zhejiang,within_extent
991,Pelecanus onocrotalus,Pelecaniformes,Anhui,2010,117.4,30.48,Anhui,within_extent
967,Bubulcus ibis,Pelecaniformes,Heilongjiang,2010,123.37122,45.803323,Heilongjiang,within_extent
1013,Phoenicopterus roseus,Phoenicopteriformes,Shaanxi,2010,109.005283333333,34.3772,Shaanxi,within_extent
68,Spilornis cheela,Accipitriformes,Heilongjiang,2011,124.564444444444,47.0775,Heilongjiang,within_extent
99,Branta ruficollis,Anseriformes,Sichuan,2011,104.216855555556,31.0068055555556,Sichuan,within_extent
108,Cygnus columbianus,Anseriformes,Yunnan,2011,100.2,26.5833333333333,Yunnan,within_extent
277,Phalaropus fulicarius,Charadriiformes,Beijing,2011,116.313888888889,40.1338888888889,Beijing,within_extent
233,Calidris alpina,Charadriiformes,Chongqing,2011,106.5025,29.775,Chongqing,within_extent
236,Calidris falcinellus,Charadriiformes,Jilin,2011,122.575,45.8240833333333,Jilin,within_extent
261,Calidris tenuirostris,Charadriiformes,Jilin,2011,122.566666666667,45.8333333333333,Jilin,within_extent
273,Limosa limosa,Charadriiformes,Ningxia,2011,106.462222222222,38.8713888888889,Ningxia,within_extent
223,Recurvirostra avosetta,Charadriiformes,Ningxia,2011,106.385277777778,38.3777777777778,Ningxia,within_extent
256,Calidris pugnax,Charadriiformes,Shaanxi,2011,108.071263888889,34.2356833333333,Shaanxi,within_extent
271,Limnodromus semipalmatus,Charadriiformes,Xinjiang,2011,84.9166666666667,44.4833333333333,Xinjiang,within_extent
307,Ciconia episcopus,Ciconiiformes,Yunnan,2011,99.6230361111111,27.8940722222222,Yunnan,within_extent
313,Chalcophaps indica,Columbiformes,Jiangxi,2011,114.380555555556,24.4883333333333,Jiangxi,within_extent
328,Treron sieboldii,Columbiformes,Jiangxi,2011,114.380555555556,24.4883333333333,Jiangxi,within_extent
332,Ceryle rudis,Coraciiformes,Beijing,2011,116.23231,40.268082,Beijing,within_extent
417,Rallina eurizonoides,Gruiformes,Jiangxi,2011,114.380555555556,24.4883333333333,Jiangxi,within_extent
390,Grus canadensis,Gruiformes,Jilin,2011,123.58,45.94,Jilin,within_extent
840,Regulus regulus,Passeriformes,Anhui,2011,117.193611111111,31.8780555555556,Anhui,within_extent
566,Lanius schach,Passeriformes,Beijing,2011,115.9133,40.517869,Beijing,within_extent
927,Turdus mandarinus,Passeriformes,Beijing,2011,115.25,40,Beijing,within_extent
519,Lonchura striata,Passeriformes,Gansu,2011,104.166666666667,31.0333333333333,Gansu,within_extent
825,Pycnonotus jocosus,Passeriformes,Hainan,2011,110.333333333333,20,Hainan,within_extent
750,Phylloscopus affinis,Passeriformes,Heilongjiang,2011,125.25,49.0941666666667,Heilongjiang,within_extent
794,Phylloscopus tenellipes,Passeriformes,Henan,2011,114.25,31.9658333333333,Henan,within_extent
805,Pitta nympha,Passeriformes,Hubei,2011,110.9,30.85,Hubei,within_extent
606,Motacilla citreola,Passeriformes,Hunan,2011,111.35,28.7,Hunan,within_extent
548,Pyrrhula erythaca,Passeriformes,Hunan,2011,110.65,30.0333333333333,Hunan,within_extent
550,Pyrrhula nipalensis,Passeriformes,Hunan,2011,110.666666666667,30.05,Hunan,within_extent
714,Suthora conspicillata,Passeriformes,Hunan,2011,110.55,30.05,Hunan,within_extent
484,Dicaeum cruentatum,Passeriformes,Jiangxi,2011,114.380555555556,24.4883333333333,Jiangxi,within_extent
486,Dicaeum minullum,Passeriformes,Jiangxi,2011,114.380555555556,24.4883333333333,Jiangxi,within_extent
642,Ficedula narcissina,Passeriformes,Jiangxi,2011,114.380555555556,24.4883333333333,Jiangxi,within_extent
901,Timalia pileata,Passeriformes,Jiangxi,2011,114.380555555556,24.4883333333333,Jiangxi,within_extent
542,Fringilla montifringilla,Passeriformes,Ningxia,2011,106.633333333333,38.55,Ningxia,within_extent
832,Pycnonotus sinensis,Passeriformes,Ningxia,2011,106.733333333333,38.75,Ningxia,within_extent
712,Paradoxornis gularis,Passeriformes,Shaanxi,2011,109.503888888889,31.8877777777778,Shaanxi,within_extent
601,Anthus gustavi,Passeriformes,Xinjiang,2011,93.4833333333333,41.2166666666667,Xinjiang,within_extent
664,Muscicapa dauurica,Passeriformes,Xinjiang,2011,89,45,Xinjiang,within_extent
442,Leptopoecile elegans,Passeriformes,Yunnan,2011,98.8208333333333,28.395,Yunnan,within_extent
1058,Otus spilocephalus,Strigiformes,Jiangxi,2011,114.380555555556,24.4883333333333,Jiangxi,within_extent
1066,Fregata ariel,Suliformes,Beijing,2011,116.3000378,40.1288432,Beijing,within_extent
13,Accipiter virgatus,Accipitriformes,Anhui,2012,117.116666666667,31.7666666666667,Anhui,within_extent
54,Hieraaetus pennatus,Accipitriformes,Henan,2012,112.383333333333,34.6,Henan,within_extent
62,Neophron percnopterus,Accipitriformes,Xinjiang,2012,75.25,39.9166666666667,Xinjiang,within_extent
87,Aythya nyroca,Anseriformes,Jilin,2012,123.883333333333,46.0054444444444,Jilin,within_extent
247,Calidris minuta,Charadriiformes,Jilin,2012,122.566666666667,45.8330833333333,Jilin,within_extent
280,Phalaropus fulicarius,Charadriiformes,Sichuan,2012,100.765,30.0497222222222,Sichuan,within_extent
285,Phalaropus lobatus,Charadriiformes,Sichuan,2012,104.073611111111,30.5785277777778,Sichuan,within_extent
165,Vanellus leucurus,Charadriiformes,Xinjiang,2012,77.1166666666667,38.4333333333333,Xinjiang,within_extent
379,Gavia adamsii,Gaviiformes,Jilin,2012,127.663061111111,42.0517888888889,Jilin,within_extent
412,Crex crex,Gruiformes,Yunnan,2012,100.329994444444,24.8993472222222,Yunnan,within_extent
797,Phylloscopus tephrocephalus,Passeriformes,Guizhou,2012,107.166666666667,28.2166666666667,Guizhou,within_extent
930,Turdus pilaris,Passeriformes,Heilongjiang,2012,125.1435,51.1388611111111,Heilongjiang,within_extent
578,Heterophasia desgodinsi,Passeriformes,Hubei,2012,110.133333333333,30.45,Hubei,within_extent
631,Ficedula elisae,Passeriformes,Jiangxi,2012,114.2,26.61,Jiangxi,within_extent
801,Phylloscopus yunnanensis,Passeriformes,Jiangxi,2012,114.17,26.57,Jiangxi,within_extent
