algorithm,mean_auc,mean_tss,mean_threshold,available,species
GBM,0.8476799919998,0.6719911747793695,0.015094764128791342,TRUE,Grus canadensis
GLM,0.6767605940148503,0.4667080427010676,0.028165653032348335,TRUE,Grus canadensis
MaxEnt,NA,NA,NA,TRUE,Grus canadensis
RF,0.777771859921498,0.5986662166554164,0.07399999999999986,TRUE,Grus canadensis
GAM,0.8248376495941051,0.6820075726165581,0.03155328378160154,TRUE,Halcyon coromanda
GBM,0.7958469213755547,0.6713442449772615,0.01639635742060322,TRUE,Halcyon coromanda
GLM,0.67255587367782,0.4289235858259192,0.022219709379254896,TRUE,Halcyon coromanda
MaxEnt,NA,NA,NA,TRUE,Halcyon coromanda
RF,0.7649726831979681,0.5736460982781695,0.03380000000000001,TRUE,Halcyon coromanda
GAM,0.8053849452756154,0.6838441861733551,0.02857602774599821,TRUE,Branta canadensis
GBM,0.7676240344455773,0.615887269403396,0.010482212484241717,TRUE,Branta canadensis
GLM,0.7957352907268496,0.6607067366520494,0.01959605395170246,TRUE,Branta canadensis
MaxEnt,NA,NA,NA,TRUE,Branta canadensis
RF,0.8250835297684995,0.6635936506111177,0.049899999999999924,TRUE,Branta canadensis
GAM,0.896806904563477,0.5750031568048085,0.005585633032788919,TRUE,Pnoepyga immaculata
GBM,0.994113809126954,0.9560529080485896,7.944808946079377e-6,TRUE,Pnoepyga immaculata
GLM,0.983042288557214,0.9370976841679926,0.01013393209324481,TRUE,Pnoepyga immaculata
MaxEnt,NA,NA,NA,TRUE,Pnoepyga immaculata
RF,0.9934082758794859,0.9550578831729677,0.018333333333333257,TRUE,Pnoepyga immaculata
GAM,0.7564741474147415,0.6196747674767477,0.03973941182716477,TRUE,Melanitta fusca
GBM,0.7206893939393939,0.5996747674767476,0.014652348884401294,TRUE,Melanitta fusca
GLM,0.7664939493949395,0.6373414341434144,0.030188370529179654,TRUE,Melanitta fusca
MaxEnt,NA,NA,NA,TRUE,Melanitta fusca
RF,0.7725050505050505,0.6076747674767476,0.04909999999999995,TRUE,Melanitta fusca
GAM,0.6771193005900493,0.5130527526209835,0.030990817015216835,TRUE,Stercorarius parasiticus
GBM,0.8477639067158715,0.6256263133885742,0.0059609441324403375,TRUE,Stercorarius parasiticus
GLM,0.7547415467854939,0.5495107316294094,0.035621986454255114,TRUE,Stercorarius parasiticus
MaxEnt,NA,NA,NA,TRUE,Stercorarius parasiticus
RF,0.8401456896314581,0.7380741151389929,0.03793333333333322,TRUE,Stercorarius parasiticus
GAM,0.8193387230514096,0.7067377129503996,0.017383313646534043,TRUE,Anous stolidus
GBM,0.6503781282979044,0.4415202397105382,0.0015590935918071125,TRUE,Anous stolidus
GLM,0.8282327943615257,0.6938570405548017,0.025407575430804713,TRUE,Anous stolidus
MaxEnt,NA,NA,NA,TRUE,Anous stolidus
RF,0.7404219433137343,0.5347465324890697,0.011500000000000035,TRUE,Anous stolidus
GAM,0.9105910397759944,0.794758293957349,0.02400882515722821,TRUE,Helopsaltes pleskei
GBM,0.8769216917922947,0.7673378584464612,0.002826635203141173,TRUE,Helopsaltes pleskei
GLM,0.9064394484862122,0.7948085452136303,0.02785003707092385,TRUE,Helopsaltes pleskei
MaxEnt,NA,NA,NA,TRUE,Helopsaltes pleskei
RF,0.8026339533488337,0.6286761669041726,0.038933333333333243,TRUE,Helopsaltes pleskei
GAM,0.8608833845846146,0.7472876071901797,0.020264114571981812,TRUE,Leptoptilos javanicus
GBM,0.8683408710217755,0.7372373559338984,9.57291618010085e-4,TRUE,Leptoptilos javanicus
GLM,0.8925484262106552,0.8172876071901798,0.030653765581623957,TRUE,Leptoptilos javanicus
MaxEnt,NA,NA,NA,TRUE,Leptoptilos javanicus
RF,0.8681511725293132,0.7422322808070201,0.031166666666666665,TRUE,Leptoptilos javanicus
GAM,0.8891038192500001,0.7882083212794606,0.030951247322385095,TRUE,Stercorarius pomarinus
GBM,0.8914286154347737,0.7480483249326131,0.015755488145560874,TRUE,Stercorarius pomarinus
GLM,0.7932648297985876,0.6497898097962653,0.030341359392540398,TRUE,Stercorarius pomarinus
MaxEnt,NA,NA,NA,TRUE,Stercorarius pomarinus
RF,0.8511307489319886,0.6397962882745538,0.02824999999999998,TRUE,Stercorarius pomarinus
GAM,0.9809693954470073,0.956023820292477,0.027511447667751238,TRUE,Harpactes wardi
GBM,0.931992386552088,0.8538784863560983,0.0017439727454771695,TRUE,Harpactes wardi
GLM,0.8372416704357003,0.775717774762551,0.01831336688604008,TRUE,Harpactes wardi
MaxEnt,NA,NA,NA,TRUE,Harpactes wardi
RF,0.8848131313131313,0.7889276345545002,0.03710000000000002,TRUE,Harpactes wardi
GAM,0.8332246431160779,0.713059301482537,0.021681040782869636,TRUE,Ardenna pacifica
GBM,0.8104783994599866,0.5524373609340233,0.0030678224771644507,TRUE,Ardenna pacifica
GLM,0.7761388534713368,0.6440583014575364,0.012359278604226911,TRUE,Ardenna pacifica
MaxEnt,NA,NA,NA,TRUE,Ardenna pacifica
RF,0.6280866646666167,0.33678894472361803,0.022566666666666645,TRUE,Ardenna pacifica
