species,order_occurrence,family_occurrence,longitude,latitude
Perdix dauuricae,GALLIFORMES,Phasianidae,117.4,40.03333
Phasianus colchicus,GALLIFORMES,Phasianidae,117.4,40.03333
Pucrasia macrolopha,GALLIFORMES,Phasianidae,117.4,40.03333
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115.52031,40.06403
Haliaeetus albicilla,FALCONIFORMES,Accipitridae,107.25356,40.06581
Falco naumanni,CICONIIFORMES,Falconidae,107.25357,40.06581
Larus relictus,CICONIIFORMES,Laridae,107.25357,40.06581
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,124.31165,40.11246
Sitta villosa,PASSERIFORMES,Sittidae,124.31165,40.11246
Ciconia boyciana,CICONIIFORMES,Pelecanidae,122.08787,40.11904
Bonasa bonasia,GALLIFORMES,Phasianidae,124.36667,40.13333
Coturnix japonica,GALLIFORMES,Phasianidae,124.36667,40.13333
Perdix dauuricae,GALLIFORMES,Phasianidae,124.36667,40.13333
Phasianus colchicus,GALLIFORMES,Phasianidae,124.36667,40.13333
Podoces hendersoni,PASSERIFORMES,Corvidae,98.10559,40.16807
Alectoris chukar,GALLIFORMES,Phasianidae,117.96667,40.18333
Pucrasia macrolopha,GALLIFORMES,Phasianidae,117.96667,40.18333
Pucrasia macrolopha,GALLIFORMES,Phasianidae,114.8,40.2
Phasianus colchicus,GALLIFORMES,Phasianidae,115.83333,40.2
Alectoris chukar,GALLIFORMES,Phasianidae,116.2,40.2
Alectoris chukar,GALLIFORMES,Phasianidae,116.2,40.2
Alectoris chukar,GALLIFORMES,Phasianidae,117.68333,40.2
Perdix dauuricae,GALLIFORMES,Phasianidae,116.23333,40.21667
Haliaeetus leucoryphus,FALCONIFORMES,Accipitridae,82.02158,40.22658
Anser cygnoides,ANSERIFORMES,Anatidae,109.36793,40.27315
Bonasa bonasia,GALLIFORMES,Phasianidae,123.28333,40.28333
Phasianus colchicus,GALLIFORMES,Phasianidae,123.28333,40.28333
Sitta villosa,PASSERIFORMES,Sittidae,119.86187,40.29183
Pucrasia macrolopha,GALLIFORMES,Phasianidae,116.8,40.3
Cygnus cygnus,ANSERIFORMES,Anatidae,84.10472,40.3018
Cygnus cygnus,ANSERIFORMES,Anatidae,84.10472,40.3018
Cygnus columbianus,ANSERIFORMES,Anatidae,122.30982,40.30258
Alectoris chukar,GALLIFORMES,Phasianidae,120.31667,40.33333
Phasianus colchicus,GALLIFORMES,Phasianidae,120.31667,40.33333
Alectoris chukar,GALLIFORMES,Phasianidae,116.81667,40.35
Emberiza yessoensis,PASSERIFORMES,Fringillidae,120.45669,40.35769
Emberiza yessoensis,PASSERIFORMES,Fringillidae,120.57453,40.35803
Crex crex,GRUIFORMES,Rallidae,78.17143,40.35914
Haliaeetus leucoryphus,FALCONIFORMES,Accipitridae,78.17143,40.35914
Bombycilla japonica,PASSERIFORMES,Bombycillidae,122.70761,40.3647
Ciconia boyciana,CICONIIFORMES,Pelecanidae,122.70761,40.3647
Cygnus cygnus,ANSERIFORMES,Anatidae,122.70761,40.3647
Cygnus cygnus,ANSERIFORMES,Anatidae,122.70761,40.3647
Alectoris chukar,GALLIFORMES,Phasianidae,113.73333,40.36667
Perdix dauuricae,GALLIFORMES,Phasianidae,113.73333,40.36667
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,115.21667,40.36667
Perdix dauuricae,GALLIFORMES,Phasianidae,115.43333,40.36667
Alectoris chukar,GALLIFORMES,Phasianidae,116.83333,40.36667
Terpsiphone atrocaudata,PASSERIFORMES,Corvidae,123.53852,40.38033
Aegypius monachus,FALCONIFORMES,Accipitridae,99.6936,40.39665
Cygnus columbianus,ANSERIFORMES,Anatidae,99.6936,40.39665
Cygnus olor,ANSERIFORMES,Anatidae,99.6936,40.39665
Falco naumanni,CICONIIFORMES,Falconidae,95.37194,40.39844
Bonasa bonasia,GALLIFORMES,Phasianidae,117.5,40.4
Phasianus colchicus,GALLIFORMES,Phasianidae,117.5,40.4
Pucrasia macrolopha,GALLIFORMES,Phasianidae,117.5,40.4
Tetrao parvirostris,GALLIFORMES,Phasianidae,117.5,40.4
Perdix dauuricae,GALLIFORMES,Phasianidae,122.35,40.4
Alectoris chukar,GALLIFORMES,Phasianidae,114.08333,40.41667
Perdix dauuricae,GALLIFORMES,Phasianidae,114.08333,40.41667
Pucrasia macrolopha,GALLIFORMES,Phasianidae,116.56667,40.41667
Aegypius monachus,FALCONIFORMES,Accipitridae,113.26404,40.41834
Aquila clanga,FALCONIFORMES,Accipitridae,113.26404,40.41834
Haliaeetus pelagicus,FALCONIFORMES,Accipitridae,113.26404,40.41834
Parus venustulus,PASSERIFORMES,Paridae,111.95018,40.4371
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,111.95018,40.4371
Coturnix japonica,GALLIFORMES,Phasianidae,115.95,40.45
Bonasa bonasia,GALLIFORMES,Phasianidae,124.03333,40.46667
Phasianus colchicus,GALLIFORMES,Phasianidae,124.03333,40.46667
Otis tarda,GRUIFORMES,Otidae,111.41409,40.48576
Phasianus colchicus,GALLIFORMES,Phasianidae,80.83333,40.5
Phasianus colchicus,GALLIFORMES,Phasianidae,90.28333,40.5
Phasianus colchicus,GALLIFORMES,Phasianidae,95.7,40.5
Pucrasia macrolopha,GALLIFORMES,Phasianidae,95.7,40.5
Phasianus colchicus,GALLIFORMES,Phasianidae,115.8,40.5
Pucrasia macrolopha,GALLIFORMES,Phasianidae,116.4,40.5
Coturnix japonica,GALLIFORMES,Phasianidae,123.95,40.5
Coturnicops exquisitus,GRUIFORMES,Rallidae,124.55012,40.51488
Grus monacha,GRUIFORMES,Gruidae,124.55012,40.51488
Phalacrocorax capillatus,CICONIIFORMES,Phalacrocoracidae,124.55012,40.51488
Terpsiphone atrocaudata,PASSERIFORMES,Corvidae,124.55012,40.51488
Cygnus cygnus,ANSERIFORMES,Anatidae,124.55012,40.51489
Cygnus cygnus,ANSERIFORMES,Anatidae,124.55012,40.51489
Egretta eulophotes,CICONIIFORMES,Ardeidae,124.55012,40.51489
Platalea minor,CICONIIFORMES,Threskiornithidae,124.55012,40.51489
Perdix dauuricae,GALLIFORMES,Phasianidae,123.9,40.51667
Cygnus cygnus,ANSERIFORMES,Anatidae,88.32454,40.52132
Cygnus cygnus,ANSERIFORMES,Anatidae,88.32454,40.52132
Aythya nyroca,ANSERIFORMES,Anatidae,101.28809,40.52714
Alectoris chukar,GALLIFORMES,Phasianidae,112.48333,40.53333
Perdix dauuricae,GALLIFORMES,Phasianidae,112.48333,40.53333
Phasianus colchicus,GALLIFORMES,Phasianidae,112.48333,40.53333
Alectoris chukar,GALLIFORMES,Phasianidae,115.64167,40.54167
Phasianus colchicus,GALLIFORMES,Phasianidae,115.64167,40.54167
Pucrasia macrolopha,GALLIFORMES,Phasianidae,115.64167,40.54167
Pucrasia macrolopha,GALLIFORMES,Phasianidae,115.64167,40.54167
Podoces hendersoni,PASSERIFORMES,Corvidae,107.29579,40.54493
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,107.29579,40.54493
Sitta villosa,PASSERIFORMES,Sittidae,107.29579,40.54493
Podoces hendersoni,PASSERIFORMES,Corvidae,95.64277,40.56033
Alectoris chukar,GALLIFORMES,Phasianidae,117.4,40.6
Phasianus colchicus,GALLIFORMES,Phasianidae,117.4,40.6
Phasianus colchicus,GALLIFORMES,Phasianidae,117.4,40.6
Alectoris chukar,GALLIFORMES,Phasianidae,117.48333,40.6
Pucrasia macrolopha,GALLIFORMES,Phasianidae,117.48333,40.6
Pucrasia macrolopha,GALLIFORMES,Phasianidae,117.48333,40.6
Syrmaticus reevesii,GALLIFORMES,Phasianidae,117.48333,40.6
Syrmaticus reevesii,GALLIFORMES,Phasianidae,117.48333,40.6
Cygnus columbianus,ANSERIFORMES,Anatidae,122.20839,40.60462
Cygnus cygnus,ANSERIFORMES,Anatidae,122.20839,40.60462
Cygnus cygnus,ANSERIFORMES,Anatidae,122.20839,40.60462
Alectoris chukar,GALLIFORMES,Phasianidae,120.68333,40.61667
Coturnix japonica,GALLIFORMES,Phasianidae,120.68333,40.61667
Perdix dauuricae,GALLIFORMES,Phasianidae,120.68333,40.61667
Phasianus colchicus,GALLIFORMES,Phasianidae,120.68333,40.61667
Parus venustulus,PASSERIFORMES,Paridae,117.50164,40.62678
Sitta villosa,PASSERIFORMES,Sittidae,117.50164,40.62678
Emberiza yessoensis,PASSERIFORMES,Fringillidae,120.61872,40.62872
Grus japonensis,GRUIFORMES,Gruidae,120.61872,40.62872
Alectoris chukar,GALLIFORMES,Phasianidae,109.2,40.63333
Podoces hendersoni,PASSERIFORMES,Corvidae,110.71662,40.63513
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,110.71662,40.63513
Ciconia boyciana,CICONIIFORMES,Pelecanidae,118.86253,40.6369
Bonasa bonasia,GALLIFORMES,Phasianidae,122.21667,40.65
Coturnix japonica,GALLIFORMES,Phasianidae,122.21667,40.65
Perdix dauuricae,GALLIFORMES,Phasianidae,122.21667,40.65
Phasianus colchicus,GALLIFORMES,Phasianidae,122.21667,40.65
Alectoris chukar,GALLIFORMES,Phasianidae,116.6,40.7
Phasianus colchicus,GALLIFORMES,Phasianidae,116.8,40.7
Bonasa bonasia,GALLIFORMES,Phasianidae,124.7,40.7
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,118.48371,40.70125
Alectoris chukar,GALLIFORMES,Phasianidae,110.60833,40.70833
Alectoris chukar,GALLIFORMES,Phasianidae,110.60833,40.70833
Perdix dauuricae,GALLIFORMES,Phasianidae,110.60833,40.70833
Perdix dauuricae,GALLIFORMES,Phasianidae,110.60833,40.70833
Phasianus colchicus,GALLIFORMES,Phasianidae,110.60833,40.70833
Parus venustulus,PASSERIFORMES,Paridae,109.80565,40.70918
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,109.80565,40.70918
Sitta villosa,PASSERIFORMES,Sittidae,109.80565,40.70918
Cygnus columbianus,ANSERIFORMES,Anatidae,90.16295,40.71424
Cygnus cygnus,ANSERIFORMES,Anatidae,90.16295,40.71424
Cygnus cygnus,ANSERIFORMES,Anatidae,90.16295,40.71424
Phasianus colchicus,GALLIFORMES,Phasianidae,124.76667,40.71667
Phasianus colchicus,GALLIFORMES,Phasianidae,108.61667,40.73333
Coturnix japonica,GALLIFORMES,Phasianidae,117.53333,40.74167
Phasianus colchicus,GALLIFORMES,Phasianidae,117.53333,40.74167
Pucrasia macrolopha,GALLIFORMES,Phasianidae,117.53333,40.74167
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,120.37508,40.74631
Alectoris chukar,GALLIFORMES,Phasianidae,109.45,40.75
Alectoris chukar,GALLIFORMES,Phasianidae,120.85,40.75
Cygnus cygnus,ANSERIFORMES,Anatidae,124.23559,40.76506
Cygnus cygnus,ANSERIFORMES,Anatidae,124.23559,40.76506
Aegypius monachus,FALCONIFORMES,Accipitridae,124.2356,40.76506
Aythya baeri,ANSERIFORMES,Anatidae,124.2356,40.76507
Ciconia boyciana,CICONIIFORMES,Pelecanidae,124.2356,40.76507
Grus japonensis,GRUIFORMES,Gruidae,124.2356,40.76507
Alectoris chukar,GALLIFORMES,Phasianidae,111.68333,40.8
Perdix dauuricae,GALLIFORMES,Phasianidae,111.68333,40.8
Phasianus colchicus,GALLIFORMES,Phasianidae,111.68333,40.8
Crossoptilon mantchuricum,GALLIFORMES,Phasianidae,114.88333,40.8
Bonasa bonasia,GALLIFORMES,Phasianidae,123.9,40.8
Alectoris chukar,GALLIFORMES,Phasianidae,119.78333,40.81667
Phasianus colchicus,GALLIFORMES,Phasianidae,119.78333,40.81667
Alectoris chukar,GALLIFORMES,Phasianidae,122.28333,40.81667
Cygnus cygnus,ANSERIFORMES,Anatidae,116.37908,40.85819
Cygnus cygnus,ANSERIFORMES,Anatidae,116.37908,40.85819
Alectoris chukar,GALLIFORMES,Phasianidae,80.11667,40.86667
Perdix dauuricae,GALLIFORMES,Phasianidae,80.11667,40.86667
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,80.11667,40.86667
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,80.11667,40.86667
Alectoris chukar,GALLIFORMES,Phasianidae,113.88333,40.86667
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,78.41667,40.9
Cygnus cygnus,ANSERIFORMES,Anatidae,83.00405,40.90369
Cygnus cygnus,ANSERIFORMES,Anatidae,83.00405,40.90369
Garrulax davidi,PASSERIFORMES,Sylviidae,123.40752,40.91093
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,123.40752,40.91093
Alectoris chukar,GALLIFORMES,Phasianidae,108.83333,40.91667
Coturnix japonica,GALLIFORMES,Phasianidae,108.83333,40.91667
Perdix dauuricae,GALLIFORMES,Phasianidae,108.83333,40.91667
Perdix dauuricae,GALLIFORMES,Phasianidae,108.83333,40.91667
Phasianus colchicus,GALLIFORMES,Phasianidae,108.83333,40.91667
Phasianus colchicus,GALLIFORMES,Phasianidae,108.83333,40.91667
Otis tarda,GRUIFORMES,Otidae,121.65846,40.95883
Podoces hendersoni,PASSERIFORMES,Corvidae,100.44351,40.96713
Phasianus colchicus,GALLIFORMES,Phasianidae,117.95,40.98333
Coturnix japonica,GALLIFORMES,Phasianidae,122.03333,40.98333
Phasianus colchicus,GALLIFORMES,Phasianidae,122.03333,40.98333
Anser cygnoides,ANSERIFORMES,Anatidae,115.34408,40.9958
Phasianus colchicus,GALLIFORMES,Phasianidae,83,41
Cygnus olor,ANSERIFORMES,Anatidae,108.90639,41.00454
Aegypius monachus,FALCONIFORMES,Accipitridae,124.64659,41.00533
Bombycilla japonica,PASSERIFORMES,Bombycillidae,124.64659,41.00533
Emberiza yessoensis,PASSERIFORMES,Fringillidae,124.64659,41.00533
Otis tarda,GRUIFORMES,Otidae,124.64659,41.00533
Falco naumanni,CICONIIFORMES,Falconidae,113.06061,41.02081
Larus relictus,CICONIIFORMES,Laridae,113.06061,41.02081
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,117.96383,41.04199
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,123.15105,41.06202
Sitta villosa,PASSERIFORMES,Sittidae,123.15105,41.06202
Podoces biddulphi,PASSERIFORMES,Corvidae,80.1521,41.07747
Perdix dauuricae,GALLIFORMES,Phasianidae,123.03333,41.08333
Bonasa bonasia,GALLIFORMES,Phasianidae,123.73333,41.1
Cygnus cygnus,ANSERIFORMES,Anatidae,80.20082,41.10208
Cygnus cygnus,ANSERIFORMES,Anatidae,80.20082,41.10208
Sitta villosa,PASSERIFORMES,Sittidae,123.01239,41.10891
Alectoris chukar,GALLIFORMES,Phasianidae,121.15,41.11667
Bonasa bonasia,GALLIFORMES,Phasianidae,121.15,41.11667
Coturnix japonica,GALLIFORMES,Phasianidae,121.15,41.11667
Phasianus colchicus,GALLIFORMES,Phasianidae,121.15,41.11667
Alectoris chukar,GALLIFORMES,Phasianidae,122.05,41.11667
Coturnix japonica,GALLIFORMES,Phasianidae,122.05,41.11667
Phasianus colchicus,GALLIFORMES,Phasianidae,122.05,41.11667
Bonasa bonasia,GALLIFORMES,Phasianidae,123,41.11667
Phasianus colchicus,GALLIFORMES,Phasianidae,123,41.11667
Alectoris chukar,GALLIFORMES,Phasianidae,119.71667,41.13333
Coturnix japonica,GALLIFORMES,Phasianidae,119.71667,41.13333
Perdix dauuricae,GALLIFORMES,Phasianidae,119.71667,41.13333
Phasianus colchicus,GALLIFORMES,Phasianidae,119.71667,41.13333
Bonasa bonasia,GALLIFORMES,Phasianidae,126.18333,41.13333
Phasianus colchicus,GALLIFORMES,Phasianidae,126.18333,41.13333
Alectoris chukar,GALLIFORMES,Phasianidae,80.31667,41.15
Perdix dauuricae,GALLIFORMES,Phasianidae,80.31667,41.15
Phasianus colchicus,GALLIFORMES,Phasianidae,80.31667,41.15
Alectoris chukar,GALLIFORMES,Phasianidae,121.35,41.16667
Alectoris chukar,GALLIFORMES,Phasianidae,79.21667,41.18333
Podoces biddulphi,PASSERIFORMES,Corvidae,81.08369,41.20028
Parus venustulus,PASSERIFORMES,Paridae,113.3858,41.21389
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,113.3858,41.21389
Ciconia boyciana,CICONIIFORMES,Pelecanidae,123.78841,41.22995
Emberiza yessoensis,PASSERIFORMES,Fringillidae,123.78841,41.22995
Grus monacha,GRUIFORMES,Gruidae,123.78841,41.22995
Terpsiphone atrocaudata,PASSERIFORMES,Corvidae,123.78841,41.22995
Phasianus colchicus,GALLIFORMES,Phasianidae,82.85,41.23333
Phasianus colchicus,GALLIFORMES,Phasianidae,86.16667,41.23333
Alectoris chukar,GALLIFORMES,Phasianidae,119.36667,41.23333
Phasianus colchicus,GALLIFORMES,Phasianidae,119.36667,41.23333
Larus relictus,CICONIIFORMES,Laridae,114.23709,41.24458
Perdix dauuricae,GALLIFORMES,Phasianidae,125.35,41.25
Phasianus colchicus,GALLIFORMES,Phasianidae,125.35,41.25
Larus relictus,CICONIIFORMES,Laridae,113.26362,41.25779
Bonasa bonasia,GALLIFORMES,Phasianidae,123.2,41.26667
Perdix dauuricae,GALLIFORMES,Phasianidae,123.2,41.26667
Phasianus colchicus,GALLIFORMES,Phasianidae,123.2,41.26667
Bonasa bonasia,GALLIFORMES,Phasianidae,124.88333,41.26667
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,80.21667,41.28333
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,123.79244,41.29525
Sitta villosa,PASSERIFORMES,Sittidae,123.79244,41.29525
Bonasa bonasia,GALLIFORMES,Phasianidae,123.76667,41.3
Coturnix japonica,GALLIFORMES,Phasianidae,123.76667,41.3
Perdix dauuricae,GALLIFORMES,Phasianidae,123.76667,41.3
Phasianus colchicus,GALLIFORMES,Phasianidae,123.76667,41.3
Garrulax davidi,PASSERIFORMES,Sylviidae,123.74257,41.32031
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,123.74257,41.32031
Sitta villosa,PASSERIFORMES,Sittidae,123.74257,41.32031
Alectoris chukar,GALLIFORMES,Phasianidae,119.63333,41.38333
Phasianus colchicus,GALLIFORMES,Phasianidae,122.41667,41.38333
Coturnix japonica,GALLIFORMES,Phasianidae,123.01667,41.4
Ciconia boyciana,CICONIIFORMES,Pelecanidae,122.40172,41.4069
Cygnus cygnus,ANSERIFORMES,Anatidae,122.40172,41.4069
Cygnus cygnus,ANSERIFORMES,Anatidae,122.40172,41.4069
Bombycilla japonica,PASSERIFORMES,Bombycillidae,123.42028,41.41029
Aythya baeri,ANSERIFORMES,Anatidae,125.46256,41.41545
Porzana paykullii,GRUIFORMES,Rallidae,125.46256,41.41545
Alectoris chukar,GALLIFORMES,Phasianidae,107.03333,41.41667
Bonasa bonasia,GALLIFORMES,Phasianidae,123.33333,41.41667
Perdix dauuricae,GALLIFORMES,Phasianidae,123.33333,41.41667
Bombycilla japonica,PASSERIFORMES,Bombycillidae,125.6417,41.48271
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,119.4696,41.4912
Alectoris chukar,GALLIFORMES,Phasianidae,80.83333,41.50833
Platalea minor,CICONIIFORMES,Threskiornithidae,120.54143,41.5129
Ciconia boyciana,CICONIIFORMES,Pelecanidae,121.29952,41.52123
Larus saundersi,CICONIIFORMES,Laridae,121.29952,41.52123
Alectoris chukar,GALLIFORMES,Phasianidae,121.23333,41.53333
Perdix dauuricae,GALLIFORMES,Phasianidae,121.23333,41.53333
Phasianus colchicus,GALLIFORMES,Phasianidae,121.23333,41.53333
Cygnus cygnus,ANSERIFORMES,Anatidae,123.55345,41.55503
Cygnus cygnus,ANSERIFORMES,Anatidae,123.55345,41.55503
Alectoris chukar,GALLIFORMES,Phasianidae,108.48333,41.56667
Alectoris chukar,GALLIFORMES,Phasianidae,108.51667,41.56667
Alectoris chukar,GALLIFORMES,Phasianidae,120.45,41.56667
Coturnix japonica,GALLIFORMES,Phasianidae,120.45,41.56667
Perdix dauuricae,GALLIFORMES,Phasianidae,120.45,41.56667
Phasianus colchicus,GALLIFORMES,Phasianidae,120.45,41.56667
Turdus mupinensis,PASSERIFORMES,Muscicapidae,118.31916,41.57821
Alectoris chukar,GALLIFORMES,Phasianidae,80.16667,41.58333
Perdix dauuricae,GALLIFORMES,Phasianidae,121.8,41.58333
Phasianus colchicus,GALLIFORMES,Phasianidae,121.8,41.58333
Alectoris chukar,GALLIFORMES,Phasianidae,119.3,41.6
Perdix dauuricae,GALLIFORMES,Phasianidae,119.3,41.6
Alectoris chukar,GALLIFORMES,Phasianidae,121.64167,41.6
Coturnix japonica,GALLIFORMES,Phasianidae,121.64167,41.6
Coturnix japonica,GALLIFORMES,Phasianidae,121.64167,41.6
Phasianus colchicus,GALLIFORMES,Phasianidae,121.64167,41.6
Emberiza yessoensis,PASSERIFORMES,Fringillidae,123.38403,41.61946
Grus monacha,GRUIFORMES,Gruidae,123.38403,41.61946
Bonasa bonasia,GALLIFORMES,Phasianidae,123.18333,41.66667
Perdix dauuricae,GALLIFORMES,Phasianidae,123.18333,41.66667
Cygnus columbianus,ANSERIFORMES,Anatidae,80.22619,41.67982
Aythya nyroca,ANSERIFORMES,Anatidae,80.22619,41.67983
Podoces biddulphi,PASSERIFORMES,Corvidae,80.22619,41.67983
Bonasa bonasia,GALLIFORMES,Phasianidae,125,41.7
Perdix dauuricae,GALLIFORMES,Phasianidae,125,41.7
Phasianus colchicus,GALLIFORMES,Phasianidae,125,41.7
Bonasa bonasia,GALLIFORMES,Phasianidae,125.7,41.7
Lyrurus tetrix,GALLIFORMES,Phasianidae,125.7,41.7
Perdix dauuricae,GALLIFORMES,Phasianidae,125.7,41.7
Phasianus colchicus,GALLIFORMES,Phasianidae,125.7,41.7
Egretta eulophotes,CICONIIFORMES,Ardeidae,125.90745,41.705
Pucrasia macrolopha,GALLIFORMES,Phasianidae,119.125,41.70833
Bonasa bonasia,GALLIFORMES,Phasianidae,127.63333,41.71667
Bonasa bonasia,GALLIFORMES,Phasianidae,127.63333,41.71667
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,128.09932,41.74642
Aythya baeri,ANSERIFORMES,Anatidae,122.43049,41.75021
Ciconia boyciana,CICONIIFORMES,Pelecanidae,122.43049,41.75021
Bombycilla japonica,PASSERIFORMES,Bombycillidae,123.57567,41.75021
Larus relictus,CICONIIFORMES,Laridae,101.41506,41.76235
Podoces biddulphi,PASSERIFORMES,Corvidae,81.84903,41.78511
Alectoris chukar,GALLIFORMES,Phasianidae,120.78333,41.8
Coturnix japonica,GALLIFORMES,Phasianidae,123.41667,41.8
Perdix dauuricae,GALLIFORMES,Phasianidae,123.41667,41.8
Phasianus colchicus,GALLIFORMES,Phasianidae,123.41667,41.8
Perdix dauuricae,GALLIFORMES,Phasianidae,81.85,41.81667
Tetraogallus himalayensis,GALLIFORMES,Phasianidae,81.85,41.81667
Bonasa bonasia,GALLIFORMES,Phasianidae,123.9,41.85
Perdix dauuricae,GALLIFORMES,Phasianidae,123.9,41.85
Phasianus colchicus,GALLIFORMES,Phasianidae,123.9,41.85
Perdix dauuricae,GALLIFORMES,Phasianidae,114.6,41.86667
Rhopophilus pekinensis,PASSERIFORMES,Cisticolidae,122.89655,41.88249
Sitta villosa,PASSERIFORMES,Sittidae,122.89655,41.88249
Alectoris chukar,GALLIFORMES,Phasianidae,118.6,41.9
Perdix dauuricae,GALLIFORMES,Phasianidae,118.6,41.9
Phasianus colchicus,GALLIFORMES,Phasianidae,118.6,41.9
Phasianus colchicus,GALLIFORMES,Phasianidae,86.66667,41.91667
Bonasa bonasia,GALLIFORMES,Phasianidae,126.43333,41.93333
Alectoris chukar,GALLIFORMES,Phasianidae,86.55,41.96667
Phasianus colchicus,GALLIFORMES,Phasianidae,101.06667,41.96667
Bonasa bonasia,GALLIFORMES,Phasianidae,127.95,41.96667
Alectoris chukar,GALLIFORMES,Phasianidae,122.81667,41.98333
Phasianus colchicus,GALLIFORMES,Phasianidae,122.81667,41.98333
Alectoris chukar,GALLIFORMES,Phasianidae,121.71667,42.01667
Perdix dauuricae,GALLIFORMES,Phasianidae,121.71667,42.01667
Phasianus colchicus,GALLIFORMES,Phasianidae,121.71667,42.01667
Aythya nyroca,ANSERIFORMES,Anatidae,86.3524,42.02028
Cygnus cygnus,ANSERIFORMES,Anatidae,86.3524,42.02028
Cygnus cygnus,ANSERIFORMES,Anatidae,86.3524,42.02028
Oxyura leucocephala,ANSERIFORMES,Anatidae,86.3524,42.02028
Pelecanus crispus,CICONIIFORMES,Pelecanidae,86.3524,42.02028
Phasianus colchicus,GALLIFORMES,Phasianidae,86.58333,42.03333
Bonasa bonasia,GALLIFORMES,Phasianidae,126.58333,42.03333
Lyrurus tetrix,GALLIFORMES,Phasianidae,128,42.05833
Aegypius monachus,FALCONIFORMES,Accipitridae,123.10965,42.05858
Ciconia boyciana,CICONIIFORMES,Pelecanidae,123.10965,42.05858
Cygnus cygnus,ANSERIFORMES,Anatidae,85.65998,42.06359
Cygnus cygnus,ANSERIFORMES,Anatidae,85.65998,42.06359
Pelecanus onocrotalus,CICONIIFORMES,Pelecanidae,85.65998,42.06359
Bonasa bonasia,GALLIFORMES,Phasianidae,128.05,42.06667
Garrulax davidi,PASSERIFORMES,Sylviidae,121.94124,42.0803
Sitta villosa,PASSERIFORMES,Sittidae,127.84854,42.09725
Emberiza jankowskii,PASSERIFORMES,Fringillidae,127.87288,42.1144
Bonasa bonasia,GALLIFORMES,Phasianidae,124.9,42.11667
Perdix dauuricae,GALLIFORMES,Phasianidae,124.9,42.11667
Phasianus colchicus,GALLIFORMES,Phasianidae,124.9,42.11667
Coturnix japonica,GALLIFORMES,Phasianidae,127.3,42.2
Phasianus colchicus,GALLIFORMES,Phasianidae,127.3,42.2
Perdix dauuricae,GALLIFORMES,Phasianidae,127.7,42.2
Emberiza yessoensis,PASSERIFORMES,Fringillidae,124.41224,42.2196
Ciconia boyciana,CICONIIFORMES,Pelecanidae,126.78854,42.23347
Alectoris chukar,GALLIFORMES,Phasianidae,118.5,42.26667
Coturnix japonica,GALLIFORMES,Phasianidae,118.5,42.26667
Perdix dauuricae,GALLIFORMES,Phasianidae,118.5,42.26667
Phasianus colchicus,GALLIFORMES,Phasianidae,118.5,42.26667
Carpodacus eos,PASSERIFORMES,Fringillidae,97.73519,42.2687
Montifringilla ruficollis,PASSERIFORMES,Passeridae,97.73519,42.2687
Montifringilla taczanowskii,PASSERIFORMES,Passeridae,97.73519,42.2687
Parus superciliosus,PASSERIFORMES,Paridae,97.73519,42.2687
Pseudopodoces humilis,PASSERIFORMES,Corvidae,97.73519,42.2687
