"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","phylo_species"
"Carpodacus roseus","Aves","PASSERIFORMES","Fringillidae","Carpodacus","Carpodacus roseus","Passeriformes","Fringillidae","Carpodacus",26,25,0,0,28.6,29.4,"Forest",2,"3","Herbivore","Granivore",5619010.01,58.85,118.64,"否","杂食性","NA","WP",20,NA,"Non_endemic","Long_distance_migrant","Plant_seed","Forest_primary",1.45636603312904,3.41444260841218,3.04452243772342,NA,3.25809653802148,"Carpodacus_roseus","Carpodacus_roseus"
"Carpodacus rubicilla","Aves","PASSERIFORMES","Fringillidae","Carpodacus","Carpodacus rubicilla","Passeriformes","Fringillidae","Carpodacus",26,25,0,0,43.2,31,"Rock",3,"1","Herbivore","Omnivore",3210935.5,34.78,87.24,"否","杂食性","4-5","R",4,4.5,"Non_endemic","Resident_low","Omnivore","Non_forest",1.63548374681491,3.46573590279973,1.6094379124341,1.70474809223843,3.25809653802148,"Carpodacus_rubicilla","Carpodacus_rubicilla"
"Carpodacus rubicilloides","Aves","PASSERIFORMES","Fringillidae","Carpodacus","Carpodacus rubicilloides","Passeriformes","Fringillidae","Carpodacus",26,25,0,0,42.01,21.2,"Shrubland",2,"1","Herbivore","Granivore",1697733.83,32.92,95.66,"否","杂食性","3-5","RW",7,4,"Non_endemic","Resident_low","Plant_seed","Non_forest",1.62335268153799,3.10009228887823,2.07944154167984,1.6094379124341,3.25809653802148,"Carpodacus_rubicilloides","Carpodacus_rubicilloides"
"Carpodacus thura","Aves","PASSERIFORMES","Fringillidae","Carpodacus","Carpodacus thura","Passeriformes","Fringillidae","Carpodacus",26,25,0,0,30.99,15.7,"Shrubland",2,"2","Herbivore","Omnivore",296994,30.16,83.95,"否","杂食性","3-5","R",1,4,"Non_endemic","Partial_migrant","Omnivore","Non_forest",1.49122157623928,2.81540871942271,0.693147180559945,1.6094379124341,3.25809653802148,"Carpodacus_thura","Carpodacus_thura"
"Carpodacus trifasciatus","Aves","PASSERIFORMES","Fringillidae","Carpodacus","Carpodacus trifasciatus","Passeriformes","Fringillidae","Carpodacus",26,25,0,0,30.99,19.6,"Forest",1,"1","Herbivore","Granivore",289595.65,31.56,102.31,"是","杂食性","NA","RW",5,NA,"Endemic","Resident_low","Plant_seed","Forest_primary",1.49122157623928,3.02529107579554,1.79175946922805,NA,3.25809653802148,"Carpodacus_trifasciatus","Carpodacus_trifasciatus"
"Carpodacus vinaceus","Aves","PASSERIFORMES","Fringillidae","Carpodacus","Carpodacus vinaceus","Passeriformes","Fringillidae","Carpodacus",26,25,1,1,22.08,21.2,"Forest",2,"1","Herbivore","Granivore",1212304.24,29.51,104.46,"否","杂食性","NA","R",10,NA,"Non_endemic","Resident_low","Plant_seed","Forest_primary",1.34399906905716,3.10009228887823,2.39789527279837,NA,3.25809653802148,"Carpodacus_vinaceus","Carpodacus_vinaceus"
"Coccothraustes coccothraustes","Aves","PASSERIFORMES","Fringillidae","Coccothraustes","Coccothraustes coccothraustes","Passeriformes","Fringillidae","Coccothraustes",1,0,0,0,56.63,32.9,"Forest",1,"2","Herbivore","Omnivore",12197802.66,51.17,60.81,"否","杂食性","4-5","RWP",31,4.5,"Non_endemic","Partial_migrant","Omnivore","Forest_primary",1.75304656162653,3.5234150143864,3.46573590279973,1.70474809223843,0,"Coccothraustes_coccothraustes","Coccothraustes_coccothraustes"
"Eophona migratoria","Aves","PASSERIFORMES","Fringillidae","Eophona","Eophona migratoria","Passeriformes","Fringillidae","Eophona",2,1,0,0,46.88,33.1,"Forest",2,"1","Herbivore","Omnivore",3312437.98,43.96,122.95,"否","杂食性","4-5","SWP",30,4.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.67098760301003,3.52929738428947,3.43398720448515,1.70474809223843,0.693147180559945,"Eophona_migratoria","Eophona_migratoria"
"Eophona personata","Aves","PASSERIFORMES","Fringillidae","Eophona","Eophona personata","Passeriformes","Fringillidae","Eophona",2,1,0,0,80,36.4,"Forest",2,"1","Herbivore","Omnivore",1516318.98,45.68,134.72,"否","杂食性","3-4","SWP",28,3.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.90308998699194,3.62167070442049,3.36729582998647,1.50407739677627,0.693147180559945,"Eophona_personata","Eophona_personata"
"Fringilla coelebs","Aves","PASSERIFORMES","Fringillidae","Fringilla","Fringilla coelebs","Passeriformes","Fringillidae","Fringilla",2,1,6,1,23.81,27.6,"Forest",2,"2","Omnivore","Invertivore",13931193.45,52.79,39.43,"否","杂食性","4-7","WPV",10,5.5,"Non_endemic","Partial_migrant","Invertebrate","Forest_primary",1.37675939540488,3.35340671782581,2.39789527279837,1.87180217690159,0.693147180559945,"Fringilla_coelebs","Fringilla_coelebs"
"Fringilla montifringilla","Aves","PASSERIFORMES","Fringillidae","Fringilla","Fringilla montifringilla","Passeriformes","Fringillidae","Fringilla",2,1,1,1,23.19,32.5,"Forest",1,"3","Herbivore","Omnivore",13666715.85,60.69,91.43,"否","杂食性","6","SWP",30,6,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",1.36530074863799,3.51154543883102,3.43398720448515,1.94591014905531,0.693147180559945,"Fringilla_montifringilla","Fringilla_montifringilla"
"Leucosticte arctoa","Aves","PASSERIFORMES","Fringillidae","Leucosticte","Leucosticte arctoa","Passeriformes","Fringillidae","Leucosticte",3,2,0,0,30.69,33.7,"Grassland",3,"2","Herbivore","Omnivore",2949415.16,56.5,125.4,"否","杂食性","3-4","RSWP",9,3.5,"Non_endemic","Partial_migrant","Omnivore","Non_forest",1.48699688843182,3.54673968695281,2.30258509299405,1.50407739677627,1.09861228866811,"Leucosticte_arctoa","Leucosticte_arctoa"
"Leucosticte brandti","Aves","PASSERIFORMES","Fringillidae","Leucosticte","Leucosticte brandti","Passeriformes","Fringillidae","Leucosticte",3,2,0,0,30.4,37.8,"Rock",3,"2","Herbivore","Granivore",3550336.59,37.28,88.58,"否","杂食性","3-4","RS",6,3.5,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",1.48287358360875,3.65842024662923,1.94591014905531,1.50407739677627,1.09861228866811,"Leucosticte_brandti","Leucosticte_brandti"
"Leucosticte nemoricola","Aves","PASSERIFORMES","Fringillidae","Leucosticte","Leucosticte nemoricola","Passeriformes","Fringillidae","Leucosticte",3,2,0,0,22.51,28.4,"Grassland",3,"2","Herbivore","Granivore",4065932.3,37.1,88.47,"否","杂食性","4-5","R",9,4.5,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",1.35237549500052,3.38099467434464,2.30258509299405,1.70474809223843,1.09861228866811,"Leucosticte_nemoricola","Leucosticte_nemoricola"
"Loxia curvirostra","Aves","PASSERIFORMES","Fringillidae","Loxia","Loxia curvirostra","Passeriformes","Fringillidae","Loxia",2,1,1,1,38.29,37.6,"Forest",1,"2","Herbivore","Granivore",22671334.66,52.38,24.37,"否","杂食性","4","RWP",21,4,"Non_endemic","Partial_migrant","Plant_seed","Forest_primary",1.58308536634769,3.65325227647079,3.09104245335832,1.6094379124341,0.693147180559945,"Loxia_curvirostra","Loxia_curvirostra"
"Loxia leucoptera","Aves","PASSERIFORMES","Fringillidae","Loxia","Loxia leucoptera","Passeriformes","Fringillidae","Loxia",2,1,0,0,28.69,35.7,"Forest",1,"3","Herbivore","Omnivore",16098090.24,57.95,-3.85,"否","杂食性","3-5","SWP",6,4,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",1.457730548246,3.60277675506052,1.94591014905531,1.6094379124341,0.693147180559945,"Loxia_leucoptera","Loxia_leucoptera"
"Mycerobas affinis","Aves","PASSERIFORMES","Fringillidae","Mycerobas","Mycerobas affinis","Passeriformes","Fringillidae","Mycerobas",3,2,2,1,83,25.1,"Forest",1,"2","Herbivore","Omnivore",1011882.5,30.02,96.37,"否","杂食性","NA","R",5,NA,"Non_endemic","Partial_migrant","Omnivore","Forest_primary",1.91907809237607,3.26193531432865,1.79175946922805,NA,1.09861228866811,"Mycerobas_affinis","Mycerobas_affinis"
"Mycerobas carnipes","Aves","PASSERIFORMES","Fringillidae","Mycerobas","Mycerobas carnipes","Passeriformes","Fringillidae","Mycerobas",3,2,1,1,58.84,28.5,"Forest",2,"1","Herbivore","Omnivore",3247977.86,34.69,85.65,"否","杂食性","3-5","R",10,4,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.76967266405549,3.38439026334577,2.39789527279837,1.6094379124341,1.09861228866811,"Mycerobas_carnipes","Mycerobas_carnipes"
"Pinicola enucleator","Aves","PASSERIFORMES","Fringillidae","Pinicola","Pinicola enucleator","Passeriformes","Fringillidae","Pinicola",1,0,0,0,56.4,29.4,"Forest",1,"2","Herbivore","Omnivore",18396768.3,58.66,26.24,"否","杂食性","4","WVP",5,4,"Non_endemic","Partial_migrant","Omnivore","Forest_primary",1.75127910398334,3.41444260841218,1.79175946922805,1.6094379124341,0,"Pinicola_enucleator","Pinicola_enucleator"
"Pyrrhoplectes epauletta","Aves","PASSERIFORMES","Fringillidae","Pyrrhoplectes","Pyrrhoplectes epauletta","Passeriformes","Fringillidae","Pyrrhoplectes",1,0,0,0,19,16.3,"Forest",1,"1","Herbivore","Granivore",179167.72,27.27,97.89,"否","杂食性","NA","R",4,NA,"Non_endemic","Resident_low","Plant_seed","Forest_primary",1.27875360095283,2.85070650150373,1.6094379124341,NA,0,"Pyrrhoplectes_epauletta","Pyrrhoplectes_epauletta"
"Pyrrhula erythaca","Aves","PASSERIFORMES","Fringillidae","Pyrrhula","Pyrrhula erythaca","Passeriformes","Fringillidae","Pyrrhula",5,4,1,1,19,20.6,"Forest",1,"1","Herbivore","Omnivore",2188959.5,30.48,103.21,"否","杂食性","3","R",15,3,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.27875360095283,3.07269331469012,2.77258872223978,1.38629436111989,1.6094379124341,"Pyrrhula_erythaca","Pyrrhula_erythaca"
"Pyrrhula erythrocephala","Aves","PASSERIFORMES","Fringillidae","Pyrrhula","Pyrrhula erythrocephala","Passeriformes","Fringillidae","Pyrrhula",5,4,0,0,22.28,16.6,"Forest",1,"1","Herbivore","Granivore",283133.57,29.13,83.45,"否","杂食性","3-4","R",1,3.5,"Non_endemic","Resident_low","Plant_seed","Forest_primary",1.34791518650169,2.86789890204411,0.693147180559945,1.50407739677627,1.6094379124341,"Pyrrhula_erythrocephala","Pyrrhula_erythrocephala"
"Pyrrhula nipalensis","Aves","PASSERIFORMES","Fringillidae","Pyrrhula","Pyrrhula nipalensis","Passeriformes","Fringillidae","Pyrrhula",5,4,3,1,24.6,21.1,"Forest",1,"1","Herbivore","Omnivore",2202759.21,25.95,103.23,"否","杂食性","3-5","R",10,4,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.39093510710338,3.09557760852371,2.39789527279837,1.6094379124341,1.6094379124341,"Pyrrhula_nipalensis","Pyrrhula_nipalensis"
"Pyrrhula pyrrhula","Aves","PASSERIFORMES","Fringillidae","Pyrrhula","Pyrrhula pyrrhula","Passeriformes","Fringillidae","Pyrrhula",5,4,1,1,24.26,24.9,"Forest",2,"1","Herbivore","Omnivore",17864017.39,56.29,75.68,"否","食种子","4-6","WPV",7,5,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.38489079653055,3.25424296870549,2.07944154167984,1.79175946922805,1.6094379124341,"Pyrrhula_pyrrhula","Pyrrhula_pyrrhula"
"Serinus pusillus","Aves","PASSERIFORMES","Fringillidae","Serinus","Serinus pusillus","Passeriformes","Fringillidae","Serinus",1,0,0,0,11.54,29.2,"Rock",1,"2","Herbivore","Granivore",1833803.31,37.3,67.06,"否","杂食性","4","R",2,4,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",1.06220580881971,3.40784192438082,1.09861228866811,1.6094379124341,0,"Serinus_pusillus","Serinus_pusillus"
"Delichon dasypus","Aves","PASSERIFORMES","Hirundinidae","Delichon","Delichon dasypus","Passeriformes","Hirundinidae","Delichon",3,2,1,1,18,54.8,"Rock",2,"3","Carnivore","Invertivore",3760523.9,35.62,108.05,"否","食虫","3","RSWP",24,3,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.25527250510331,4.02177386938726,3.2188758248682,1.38629436111989,1.09861228866811,"Delichon_dasypus","Delichon_dasypus"
"Delichon nipalense","Aves","PASSERIFORMES","Hirundinidae","Delichon","Delichon nipalense","Passeriformes","Hirundinidae","Delichon",3,2,0,0,14.96,54.1,"Rock",2,"3","Carnivore","Invertivore",543149.36,25.74,96.45,"否","食虫","4","R",2,4,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.17493159352844,4.00914971615887,1.09861228866811,1.6094379124341,1.09861228866811,"Delichon_nipalense","Delichon_nipalense"
"Delichon urbicum","Aves","PASSERIFORMES","Hirundinidae","Delichon","Delichon urbicum","Passeriformes","Hirundinidae","Delichon",3,2,0,0,14.5,54.3,"Human Modified",3,"3","Carnivore","Invertivore",16377219.72,51.81,42.81,"否","食虫","4-6","SPV",22,5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.16136800223497,4.01277290852829,3.13549421592915,1.79175946922805,1.09861228866811,"Delichon_urbicum","Delichon_urbicum"
"Hirundo rustica","Aves","PASSERIFORMES","Hirundinidae","Hirundo","Hirundo rustica","Passeriformes","Hirundinidae","Hirundo",3,2,1,1,17.91,52.6,"Human Modified",3,"3","Carnivore","Invertivore",51701054.06,47.56,34.57,"否","食虫","4-5","RSWP",34,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.25309558584903,3.98154906807676,3.55534806148941,1.70474809223843,1.09861228866811,"Hirundo_rustica","Hirundo_rustica"
"Hirundo smithii","Aves","PASSERIFORMES","Hirundinidae","Hirundo","Hirundo smithii","Passeriformes","Hirundinidae","Hirundo",3,2,1,1,12.4,58.4,"Shrubland",3,"2","Carnivore","Invertivore",15137552.43,6.49,41.98,"否","NA","NA","R",1,NA,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",1.09342168516224,4.0842942263686,0.693147180559945,NA,1.09861228866811,"Hirundo_smithii","Hirundo_smithii"
"Hirundo tahitica","Aves","PASSERIFORMES","Hirundinidae","Hirundo","Hirundo tahitica","Passeriformes","Hirundinidae","Hirundo",3,2,0,0,17.8,42.5,"Coastal",3,"2","Carnivore","Invertivore",1208.55,-17.66,-149.46,"否","食虫","4-5","RS",1,4.5,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",1.25042000230889,3.77276093809464,0.693147180559945,1.70474809223843,1.09861228866811,"Hirundo_tahitica","Hirundo_tahitica"
"Riparia riparia","Aves","PASSERIFORMES","Hirundinidae","Riparia","Riparia riparia","Passeriformes","Hirundinidae","Riparia",3,2,1,1,12.68,53,"Riverine",3,"3","Carnivore","Invertivore",36583654.61,54.72,29.5,"否","食虫","4-6","SP",30,5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.10311925354571,3.98898404656427,3.43398720448515,1.79175946922805,1.09861228866811,"Riparia_riparia","Riparia_riparia"
"Irena puella","Aves","PASSERIFORMES","Irenidae","Irena","Irena puella","Passeriformes","Irenidae","Irena",1,0,0,0,64.9,25.3,"Forest",1,"1","Herbivore","Frugivore",3709810.22,11.14,102.08,"否","杂食性","2-3","R",3,2.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",1.81224469680037,3.26956893918372,1.38629436111989,1.25276296849537,0,"Irena_puella","Irena_puella"
"Lanius bucephalus","Aves","PASSERIFORMES","Laniidae","Lanius","Lanius bucephalus","Passeriformes","Laniidae","Lanius",15,14,0,0,39.42,23,"Shrubland",3,"3","Carnivore","Invertivore",1714597.84,40.1,127.06,"否","食虫，食肉","4-6","RSWP",29,5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.59571661994342,3.17805383034795,3.40119738166216,1.79175946922805,2.70805020110221,"Lanius_bucephalus","Lanius_bucephalus"
"Lanius collurio","Aves","PASSERIFORMES","Laniidae","Lanius","Lanius collurio","Passeriformes","Laniidae","Lanius",15,14,0,0,28.44,31,"Woodland",3,"3","Carnivore","Invertivore",10799323.67,52.82,41.84,"否","食虫，食肉","5-6","PV",3,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.45392959205773,3.46573590279973,1.38629436111989,1.87180217690159,2.70805020110221,"Lanius_collurio","Lanius_collurio"
"Lanius cristatus","Aves","PASSERIFORMES","Laniidae","Lanius","Lanius cristatus","Passeriformes","Laniidae","Lanius",15,14,0,0,32.18,26.6,"Shrubland",3,"3","Carnivore","Invertivore",14145065.02,55.16,120.12,"否","食虫","5-7","SWP",31,6,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.50758603976301,3.3178157727231,3.46573590279973,1.94591014905531,2.70805020110221,"Lanius_cristatus","Lanius_cristatus"
"Lanius excubitor","Aves","PASSERIFORMES","Laniidae","Lanius","Lanius excubitor","Passeriformes","Laniidae","Lanius",15,14,0,0,63.41,26.3,"Shrubland",3,"3","Carnivore","Vertivore",23487697.84,40.81,42.37,"否","食虫，食肉","5-6","SWP",11,5.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.80215775318696,3.30688670219091,2.484906649788,1.87180217690159,2.70805020110221,"Lanius_excubitor","Lanius_excubitor"
"Lanius isabellinus","Aves","PASSERIFORMES","Laniidae","Lanius","Lanius isabellinus","Passeriformes","Laniidae","Lanius",15,14,1,1,25.2,25.4,"Shrubland",2,"3","Carnivore","Invertivore",4814814.43,43.37,101.27,"否","食虫，食肉","5-6","SP",6,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.40140054078154,3.27336401015227,1.94591014905531,1.87180217690159,2.70805020110221,"Lanius_isabellinus","Lanius_isabellinus"
"Lanius minor","Aves","PASSERIFORMES","Laniidae","Lanius","Lanius minor","Passeriformes","Laniidae","Lanius",15,14,0,0,46.49,36,"Grassland",3,"3","Carnivore","Invertivore",8409985.28,47.12,49.2,"否","食虫，食肉","5-6","S",1,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.66735954618309,3.61091791264422,0.693147180559945,1.87180217690159,2.70805020110221,"Lanius_minor","Lanius_minor"
"Lanius schach","Aves","PASSERIFORMES","Laniidae","Lanius","Lanius schach","Passeriformes","Laniidae","Lanius",15,14,3,1,51.51,20.3,"Shrubland",2,"2","Carnivore","Invertivore",11170512.1,23.44,92.75,"否","食虫，食肉","4-5","RS",27,4.5,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",1.71189154988058,3.05870707271538,3.3322045101752,1.70474809223843,2.70805020110221,"Lanius_schach","Lanius_schach"
"Lanius sphenocercus","Aves","PASSERIFORMES","Laniidae","Lanius","Lanius sphenocercus","Passeriformes","Laniidae","Lanius",15,14,1,1,92.1,25.9,"Grassland",3,"2","Carnivore","Invertivore",1889472.71,44.15,121.02,"否","食虫，食肉","5-7","RSWP",27,6,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",1.96425963019685,3.29212628660779,3.3322045101752,1.94591014905531,2.70805020110221,"Lanius_sphenocercus","Lanius_sphenocercus"
"Lanius tephronotus","Aves","PASSERIFORMES","Laniidae","Lanius","Lanius tephronotus","Passeriformes","Laniidae","Lanius",15,14,2,1,46.35,20.6,"Grassland",3,"3","Carnivore","Invertivore",1356194.63,31.55,98.62,"否","食虫，食肉","5","RSP",15,5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.66604973848052,3.07269331469012,2.77258872223978,1.79175946922805,2.70805020110221,"Lanius_tephronotus","Lanius_tephronotus"
"Lanius tigrinus","Aves","PASSERIFORMES","Laniidae","Lanius","Lanius tigrinus","Passeriformes","Laniidae","Lanius",15,14,0,0,30.14,30,"Woodland",2,"3","Carnivore","Invertivore",2874862.37,36.94,119.92,"否","食虫，食肉","5-6","SWP",31,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.47914324797861,3.43398720448515,3.46573590279973,1.87180217690159,2.70805020110221,"Lanius_tigrinus","Lanius_tigrinus"
"Actinodura egertoni","Aves","PASSERIFORMES","Leiothrichidae","Actinodura","Actinodura egertoni","Passeriformes","Leiothrichidae","Actinodura",8,7,0,0,36,10.8,"Shrubland",1,"1","Omnivore","Invertivore",262348.96,26.14,93.02,"否","杂食性","2-3","R",2,2.5,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.55630250076729,2.46809953147162,1.09861228866811,1.25276296849537,2.07944154167984,"Actinodura_egertoni","Actinodura_egertoni"
"Actinodura ramsayi","Aves","PASSERIFORMES","Leiothrichidae","Actinodura","Actinodura ramsayi","Passeriformes","Leiothrichidae","Actinodura",8,7,0,0,38.4,7.2,"Forest",1,"2","Carnivore","Invertivore",58116.07,19.23,98.04,"否","杂食性","2-3","R",3,2.5,"Non_endemic","Partial_migrant","Invertebrate","Forest_primary",1.58433122436753,2.10413415427021,1.38629436111989,1.25276296849537,2.07944154167984,"Actinodura_ramsayi","Actinodura_ramsayi"
"Cutia nipalensis","Aves","PASSERIFORMES","Leiothrichidae","Cutia","Cutia nipalensis","Passeriformes","Leiothrichidae","Cutia",1,0,1,1,47.15,16,"Forest",1,"1","Carnivore","Invertivore",848554.47,23.81,95.91,"否","杂食性","2-4","R",4,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.67348169707335,2.83321334405622,1.6094379124341,1.38629436111989,0,"Cutia_nipalensis","Cutia_nipalensis"
"Garrulax canorus","Aves","PASSERIFORMES","Leiothrichidae","Garrulax","Garrulax canorus","Passeriformes","Leiothrichidae","Garrulax",9,8,1,1,62.78,7,"Shrubland",2,"1","Carnivore","Invertivore",1868020.76,27.21,110.37,"否","杂食性","4","R",19,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.79782131136402,2.07944154167984,2.99573227355399,1.6094379124341,2.19722457733622,"Garrulax_canorus","Garrulax_canorus"
